rollout_corr/rollout_rs_mean,val-aux/aime24/reward/worst@2/std,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_ratio_fraction_high,critic/rewards/mean,timing_s/agent_loop/slowest/response_length,val-core/beyondaime/reward/best@8/mean,val-core/aime25/reward/mean@8,rollout_corr/rollout_rs_masked_fraction,val-aux/aime24/reward/worst@4/std,rollout_corr/ppl_ratio,val-aux/brumo25/reward/best@2/mean,actor/entropy,training/rollout_probs_diff_valid,rollout_corr/rollout_rs_max,rollout_corr/training_log_ppl,val-aux/hmmt25/reward/best@4/std,val-aux/brumo25/reward/worst@4/std,val-aux/beyondaime/reward/worst@8/std,val-aux/brumo25/reward/best@4/mean,prompt_length/min,val-aux/aime24/reward/best@2/std,val-aux/aime25/reward/worst@4/mean,rollout_corr/rollout_is_veto_fraction,critic/advantages/mean,timing_s/update_actor,perf/mfu/actor,val-aux/hmmt25/reward/worst@4/std,actor/is_ratio_mean,critic/rewards/max,val-aux/aime25/reward/worst@4/std,critic/returns/min,rollout_corr/rollout_rs_std,perf/max_memory_reserved_gb,val-aux/aime24/reward/std@8,val-core/hmmt25/reward/mean@8,response_length/max,critic/advantages/max,val-aux/aime25/reward/worst@2/std,num_turns/mean,rollout_corr/kl,val-aux/hmmt25/reward/worst@2/std,perf/time_per_step,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_rs_eff_sample_size,val-aux/num_turns/max,val-core/aime24/reward/best@8/mean,actor/pg_loss,val-aux/aime25/reward/worst@2/mean,val-aux/aime25/reward/worst@8/mean,timing_per_token_ms/gen,prompt_length/max,timing_s/agent_loop/tool_calls/mean,val-core/brumo25/reward/best@8/std,response_length_non_aborted/min,timing_s/save_checkpoint,_runtime,rollout_corr/rollout_rs_ratio_fraction_low,_timestamp,rollout_corr/rollout_rs_min,rollout_corr/rollout_log_ppl,rollout_corr/rollout_rs_seq_max_deviation,critic/returns/max,val-aux/aime25/reward/std@8,mining/type,rollout_corr/rollout_rs_seq_mean,response_length_non_aborted/max,perf/cpu_memory_used_gb,val-aux/hmmt25/reward/best@2/std,prompt_length/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/aime25/reward/worst@8/std,training/global_step,val-aux/beyondaime/reward/best@4/mean,response_length_non_aborted/clip_ratio,timing_s/agent_loop/generate_sequences/max,perf/max_memory_allocated_gb,rollout_corr/rollout_rs_seq_std,critic/score/mean,training/epoch,timing_s/agent_loop/slowest/prompt_length,training/rollout_actor_probs_pearson_corr,adv/mean,perf/total_num_tokens,rollout_corr/k3_kl,timing_per_token_ms/adv,val-aux/brumo25/reward/best@2/std,critic/score/min,val-aux/beyondaime/reward/best@2/mean,timing_s/start_profile,val-aux/brumo25/reward/worst@8/std,val-aux/brumo25/reward/worst@2/std,distill/teacher_kl,val-core/hmmt25/reward/best@8/std,val-aux/aime24/reward/best@4/mean,timing_s/step,val-aux/aime24/reward/best@2/mean,val-core/hmmt25/reward/best@8/mean,mining/kept_token_ratio,timing_s/gen,rollout_corr/chi2_seq,rollout_corr/log_ppl_diff,training/rollout_probs_diff_mean,timing_s/stop_profile,val-aux/beyondaime/reward/best@4/std,rollout_corr/log_ppl_diff_max,val-aux/beyondaime/reward/worst@4/mean,timing_s/old_log_prob_pre,num_turns/max,val-core/aime25/reward/best@8/mean,actor/grad_norm,timing_per_token_ms/update_actor,_step,timing_s/testing,rollout_corr/chi2_token,val-core/aime25/reward/best@8/std,val-aux/beyondaime/reward/best@2/std,prompt_length/clip_ratio,val-core/avg/reward/best@8/mean,timing_s/agent_loop/tool_calls/min,val-aux/brumo25/reward/worst@2/mean,val-aux/beyondaime/reward/worst@2/mean,perf/throughput,critic/advantages/min,val-core/brumo25/reward/best@8/mean,val-aux/hmmt25/reward/std@8,val-core/brumo25/reward/mean@8,val-aux/beyondaime/reward/worst@4/std,val-aux/brumo25/reward/worst@8/mean,val-aux/brumo25/reward/best@4/std,response_length/clip_ratio,training/rollout_probs_diff_max,val-core/aime24/reward/best@8/std,training/rollout_probs_diff_std,rollout_corr/rollout_rs_seq_fraction_high,val-aux/hmmt25/reward/best@2/mean,timing_s/agent_loop/tool_calls/max,val-aux/aime25/reward/best@2/mean,val-aux/hmmt25/reward/best@4/mean,rollout_corr/rollout_is_catastrophic_token_fraction,val-core/beyondaime/reward/best@8/std,val-aux/aime25/reward/best@4/mean,mining/masked_adv_mean,rollout_corr/rollout_ppl,rollout_corr/rollout_rs_seq_max,num_turns/min,val-aux/num_turns/min,timing_s/agent_loop/generate_sequences/min,rollout_corr/log_ppl_abs_diff,val-aux/beyondaime/reward/worst@2/std,response_length/mean,val-core/avg/reward/best@8/std,timing_s/agent_loop/slowest/tool_calls,critic/rewards/min,response/aborted_ratio,timing_s/adv,response_length/min,val-core/aime24/reward/mean@8,rollout_corr/rollout_rs_seq_fraction_low,val-aux/brumo25/reward/std@8,actor/lr,critic/returns/mean,val-aux/aime24/reward/worst@8/std,val-aux/brumo25/reward/worst@4/mean,rollout_corr/rollout_rs_seq_min,val-aux/beyondaime/reward/std@8,val-aux/aime24/reward/best@4/std,rollout_corr/training_ppl,rollout_corr/log_ppl_diff_min,val/generations,timing_s/agent_loop/slowest/generate_sequences,val-aux/hmmt25/reward/worst@4/mean,val-aux/aime24/reward/worst@4/mean,val-core/avg/reward/mean@8,val-aux/aime24/reward/worst@8/mean,val-aux/aime24/reward/worst@2/mean,val-aux/beyondaime/reward/worst@8/mean,timing_s/agent_loop/generate_sequences/mean,critic/score/max,response_length_non_aborted/mean,val-aux/hmmt25/reward/worst@8/mean,val-aux/hmmt25/reward/worst@2/mean,val-core/beyondaime/reward/mean@8,val-aux/num_turns/mean,timing_s/reward,rollout_corr/rollout_rs_seq_masked_fraction
,0.06783308889411913,0.11783394814937746,,,,0.10300000000000001,0.1125,,0.0329659751874827,,0.24953333333333333,,,,,0.032794111563855595,0.06474980896547758,0.0036984059736391195,0.2924333333333333,,0.11072592808281595,0.017900000000000003,,,,,0.0,,,0.04862600367777102,,,,0.10576746591975536,0.008333333333333333,,,0.09425305633224965,,,0.008084834572782475,,0.08506681277623906,,2.0,0.22396666666666665,,0.05433333333333333,0.003766666666666667,,,,0.0356353689432561,,,532.605030289,,1769951699.5130372,,,,,0.12398842323520978,,,,,0.028055053291706888,,0.0,0.01505577668739249,,0.08440999999999999,,,,,,,,,,,,,0.10086022786880511,,0.062009999999999996,,0.031110402074919795,0.09889866600671313,,0.03148854571061707,0.17846666666666666,,0.1313666666666667,0.04426666666666667,,,,,,,0.043203472653848544,,0.013500000000000002,,,0.25689999999999996,,,0,,,0.04039805383072039,0.04899777731237043,,0.1891533333333333,,0.14323333333333335,0.023170000000000003,,,0.3176333333333333,0.022047927592204922,0.19583333333333333,0.012107171335847426,0.07970000000000001,0.0691652383664638,,,0.075295790093339,,,0.015333333333333334,,0.1695333333333333,0.027366666666666664,,0.030841798997668403,0.22476666666666664,,,,,2.0,,,0.029299453387843347,,0.042731911515120194,,,,,,0.0875,,0.11716883736793342,,,0.018430670557671613,0.10216666666666666,,0.04590159597760808,0.10092584010102659,,,"{'nrows': 1, 'path': 'media/table/val/generations_0_05295e62327ef2daef85.table.json', 'size': 31791, 'log_mode': 'IMMUTABLE', 'ncols': 31, 'sha256': '05295e62327ef2daef85276b9b184431d3f0a687a1778c01480c35b69e0d1786', '_latest_artifact_path': 'wandb-client-artifact://gt7gtv9jqbrto7x1y5e7d7yo3ebk2pjko7roirndckddl9a5lxnqug1h48bko1xz680djcx7rk6z7my1e905kh14czn5v50gqdwemqkg8bp67kg9m9ln8aykdltlry88:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://70r573kel4ha12boq1siusaypzmwntap3ety69ac9pmre0d7clnlwxhcxl2phismpaobwsoqu7yz2wh3dyg17egpswpbisedd3lvkmwbdzpicln0zhtxoco0u34s6ns5/val/generations.table.json', '_type': 'table-file'}",,0.0,0.023033333333333333,0.08933333333333333,0.011733333333333333,0.04403333333333333,0.010479999999999998,,,,0.0,0.001,0.0425,2.0,,
1.0000202655792236,,,2.6718159915617434e-06,-501.42529296875,921.0,,,8.3971353888046e-06,,1.0005392972379923,,1.28205406665802,1.0,2.825798988342285,1.046773389680311,,,,,36.0,,,0.0,0.0687205046415329,88.6149057750008,0.10461940506370086,,1.0,-36.64944839477539,,-26.91917610168457,0.03598238527774811,160.99609375,,,8192.0,0.22892335057258606,,2.0,0.0006376767936728811,,313.1877651819959,,0.9987070609710044,,,-0.0005371079795395417,,,0.06935997257304895,269.0,0.0,,2.0,,857.274909854,5.725319624616532e-06,1769952013.3373253,2.06115369216775e-09,1.0462461896240711,0.05980241298675537,4.2249755859375,,kl,1.0002299547195435,8192.0,335.88372802734375,,94.259765625,,,1.0,,0.0322265625,0.0,154.78125858306885,0.005003714468330145,-501.42529296875,0.0,102.0,0.9997197985649109,2.2364718965661723e-09,2812985.0,0.0006503722831894265,0.0007237043510739902,,-4721.75390625,,0.00048016500659286976,,,0.3919626474380493,,,313.1877651819959,,,0.300454705953598,181.71903590300644,1.6231623431667686,0.0005272011819670297,0.002899216953665018,5.11050020577386e-05,,0.062082767486572266,,22.529477110001608,2.0,,0.0010632534977048635,0.03150208969297767,1,,0.0013327253982424736,,,0.0,,0.0,,,2245.446113105146,0.0,,,,,,,0.0322265625,0.9990286827087402,,0.00882631167769432,0.0,,0.0,,,0.0,,,0.22872167825698853,33.615531554445624,1.0598024129867554,2.0,,0.0,0.0019401026534069388,,1279.26806640625,,0.0,-4721.75390625,0.0,2.0357694840058684,2.0,,0.0,,1e-05,3.6342666653865763e-09,,,0.9432308077812195,,,33.35267033614218,-0.057523250579833984,,0.0,,,,,,,0.0,-36.64944839477539,1279.26806640625,,,,,17.985217858993565,0.00830078125
1.0000066757202148,,,2.945438609458506e-06,-476.7120361328125,684.0,,,9.940855306922458e-06,,1.0005889600142837,,1.0379356145858765,1.0,2.7927870750427246,0.8861651837360114,,,,,34.0,,,0.0,0.06487932801246643,89.27439814301033,0.10895809524405274,,1.0,-30.48636245727539,,-29.197036743164062,0.03394696116447449,167.51953125,,,8192.0,0.2156132161617279,,2.0,0.0005725412848291977,,324.5301517649932,,0.9988489302862791,,,-0.000510958051563648,,,0.0716311725069817,454.0,0.0,,2.0,,1222.752044063,6.995416697463952e-06,1769952338.00725,0.08441182225942612,0.8855915735475719,0.12654483318328857,6.018972396850586,,kl,1.0001338720321655,8192.0,361.58721923828125,,100.365234375,,,2.0,,0.0400390625,0.0,160.85356855392456,0.0055703092366456985,-476.7120361328125,0.0,65.0,0.9996978044509888,-8.269746665234834e-09,2921612.0,0.0005838796359967091,0.000687335700638196,,-5412.5009765625,,4.19850111939013e-05,,,0.35945627093315125,,,324.5301517649932,,,0.30101871490478516,194.55484892400273,19.613535054028034,0.0005736139246437233,0.0026916908100247383,5.462400440592319e-05,,0.12119913101196289,,21.73490806001064,2.0,,0.0005651827668771148,0.030556555128815985,2,,0.0011981339193880558,,,0.0,,0.0,,,2250.6475778217286,0.0,,,,,,,0.0400390625,0.5142835378646851,,0.008657782338559628,0.0,,0.0,,,0.0,,,0.21553252637386322,53.23469623923302,1.1265448331832886,2.0,,0.0,0.0018296859402653354,,1326.203125,,0.0,-5412.5009765625,0.0,2.008128231012961,2.0,,0.0,,1e-05,-7.91019250101499e-09,,,0.8924828767776489,,,52.97062569949776,-0.11645984649658203,,0.0,,,,,,,0.0,-30.48636245727539,1326.203125,,,,,16.658437328005675,0.01025390625
1.0000041723251343,,,9.496820325693989e-07,-448.8641662597656,1425.0,,,4.11528890253976e-06,,1.0007414226420224,,0.6175687909126282,1.0,2.436154842376709,0.6654559917515144,,,,,38.0,,,0.0,0.056893207132816315,96.58703829300066,0.12071586293508131,,1.0,-38.39759826660156,,-30.049551010131836,0.02947738952934742,172.615234375,,,8192.0,0.18717384338378906,,2.0,0.00044147209629130657,,365.34194837199175,,0.9991319568512997,,,-0.0004470413667831963,,,0.0707816126804099,342.0,0.0,,2.0,,1650.44493875,3.165606813126942e-06,1769952703.4843395,0.06105220317840576,0.664726609364152,0.07310914993286133,5.738245964050293,,kl,0.9998980760574341,8192.0,381.11407470703125,,98.34375,,,3.0,,0.07421875,0.0,166.21478509902954,0.004750338848680258,-448.8641662597656,0.0,78.0,0.9996448755264282,-4.637138228957838e-09,3360360.0,0.0004538882291740265,0.0006091374534292534,,-6685.6474609375,,3.5424993257038295e-05,,,0.291005939245224,,,365.34194837199175,,,0.3039998412132263,223.59571694000624,4.593641766812652,0.0007293882428029974,0.0021875936072319746,4.998399526812136e-05,,0.06545782089233398,,23.84707229200285,2.0,,0.0002697815652936697,0.02874306273524285,3,,0.0009384537115693092,,,0.0,,0.0,,,2299.462199026264,0.0,,,,,,,0.07421875,0.7292572259902954,,0.008035251870751381,0.0,,0.0,,,0.0,,,0.187148779630661,33.607739539816976,1.0731091499328613,2.0,,0.0,0.001646102921313286,,1542.45703125,,0.0,-6685.6474609375,0.0,2.046921133005526,2.0,,0.0,,1e-05,-4.492227922980874e-09,,,0.9370691180229187,,,33.827643000520766,-0.06990718841552734,,0.0,,,,,,,0.0,-38.39759826660156,1542.45703125,,,,,18.957646064009168,0.0048828125
0.9959874153137207,,,0.00019298460392747074,-466.334716796875,1049.0,,,0.0045869178138673306,,1.0007397723384202,,0.5636200308799744,1.0,110.52631378173828,0.5566484801238403,,,,,37.0,,,0.0,0.05448276922106743,112.24992683599703,0.1314765138951211,,1.0,1500.40576171875,,-34.13962173461914,0.05032791942358017,176.326171875,,,8192.0,0.17616932094097137,,2.0,0.000407122560787343,,427.55410072099767,,0.9974557684567369,,,-0.0004365397008996297,,,0.06697735390602401,541.0,0.0,,2.0,,2151.409214444,0.004393933340907097,1769953131.17693,2.06115369216775e-09,0.5559164760634303,0.27632004022598267,5.873664379119873,,kl,0.9989100098609924,8192.0,391.33026123046875,,94.162109375,,,4.0,,0.1220703125,0.0,170.01983833312988,0.013292526826262474,-466.334716796875,0.0,115.0,0.9848448038101196,7.815218694418036e-09,4084346.0,0.00038982704472800833,0.0005188349415042406,,-13920.560546875,,3.7888006772845984e-05,,,0.24542027711868286,,,427.55410072099767,,,0.30929261445999146,260.6425066800002,1.7182068186812103,0.0007320040692775365,0.006218678317964077,5.932799831498414e-05,,0.08788681030273438,,29.60452102299314,2.0,,0.000257760810200125,0.027482962226020282,4,,0.0007492369040846825,,,0.0,,0.0,,,2388.204202177246,0.0,,,,,,,0.1220703125,0.9999998807907104,,0.05206124857068062,0.0,,0.0,,,0.0,,,0.1761528104543686,16.702668325044215,1.0601459741592407,2.0,,0.0,0.0013635674699798983,,1900.1474609375,,0.0,-13920.560546875,0.0,2.119101417993079,2.0,,0.0,,1e-05,6.271082764186531e-09,,,0.7236799597740173,,,16.87640762142837,-0.04943394660949707,,0.0,,,,,,,0.0,1500.40576171875,1900.1474609375,,,,,22.61826184799429,0.01904296875
0.9953516721725464,,,0.0004317336715757847,-455.25555419921875,739.0,,,0.013070166110992432,,1.0006248489953578,,0.375618040561676,1.0,33748.84765625,0.446812174632214,,,,,40.0,,,0.0,0.04823433607816696,121.86273426699336,0.14086414388579127,,1.0,2555.4853515625,,-35.28366470336914,0.07553184032440186,180.44921875,,,8192.0,0.15910902619361877,,2.0,0.00028248430537303193,,500.8235339370003,,0.9942000901921115,,,-0.00037870353759217323,,,0.07195383549795188,494.0,0.0,,2.0,,2738.524432059,0.012638432905077934,1769953632.141481,2.06115369216775e-09,0.44619450415484607,3.97249174118042,7.276640892028809,,kl,0.9986629486083984,8192.0,410.7496337890625,,97.326171875,,,5.0,,0.16748046875,0.0,174.12518644332886,0.09048700332641602,-455.25555419921875,0.0,84.0,0.9371572732925415,-3.3532061571861504e-09,4625664.0,0.0002884461266035032,0.0004635446919621634,,-10890.97265625,,4.7232999349944293e-05,,,0.2106398046016693,,,500.8235339370003,,,0.30316194891929626,318.49214021800435,1.8703777780756354,0.0006176697174282708,0.015497581101953983,5.142400914337486e-05,,0.09935593605041504,,32.49870609500795,2.0,,0.00011201322195120156,0.026344917025316442,5,,0.0005919886752963066,,,0.0,,0.0,,,2309.028872723597,0.0,,,,,,,0.16748046875,0.9999984502792358,,0.09085393697023392,0.00048828125,,0.0,,,0.0,,,0.15910416841506958,11.109210608527064,4.97249174118042,2.0,,0.0,0.0012344619876785146,,2161.298828125,,0.0,-10890.97265625,0.0,2.1442019940004684,2.0,,0.0,,1e-05,-3.0737723477614054e-09,,,0.7154208421707153,,,11.303050443530083,-0.0675973892211914,,0.0,,,,,,,0.0,2555.4853515625,2161.298828125,,,,,25.470631582007627,0.0498046875
0.9719369411468506,,,0.0006678182980976999,-426.02410888671875,8192.0,,,0.026902252808213234,,1.000465264543891,,0.3549516797065735,1.0,790.68017578125,0.39218814397463575,,,,,35.0,,,0.0,0.04663891717791557,131.33410900800664,0.14996973860246685,,1.0,6004.59375,,-38.07599639892578,0.10209982842206955,180.44921875,,,8192.0,0.15270133316516876,,2.0,0.00023279848466017938,,586.9683726619987,,0.9892036273359368,,,-0.00037935190556481757,,,0.07766608019371574,742.0,0.0,,2.0,,3390.601950848,0.02623443491756916,1769954219.2568471,2.06115369216775e-09,0.3917289270902984,0.41423290967941284,7.629436016082764,,kl,0.991550862789154,8192.0,403.57830810546875,,95.72265625,,,6.0,,0.2119140625,0.0,174.12518644332886,0.03650972247123718,-426.02410888671875,0.0,78.0,0.8606809973716736,6.81419498604896e-09,5203390.0,0.000232926178625803,0.0004154939141612311,,-11671.521484375,,4.841599729843438e-05,,,0.17424333095550537,,,586.9683726619987,,,0.3054341673851013,388.9012466580025,1.3466426199302077,0.00045921777291368926,0.030359584838151932,4.873699799645692e-05,,0.031644344329833984,,35.80810998000379,2.0,,0.00010376386489951983,0.025240104817821966,6,,0.0004687095060944557,,,0.0,,0.0,,,2216.213957321825,0.0,,,,,,,0.2119140625,1.0,,0.1310124546289444,0.0,,0.0,,,0.0,,,0.1526971161365509,8.941504762507975,1.0805139541625977,2.0,,0.0,0.0012226140527218377,,2444.9951171875,,0.0,-11671.521484375,0.0,2.1619768780074082,2.0,,0.0,,1e-05,4.396658592753511e-09,,,0.5857670903205872,,,8.918306509964168,-0.06530904769897461,,0.0,,,,,,,0.0,6004.59375,2444.9951171875,,,,,28.398083325999323,0.0966796875
0.9493224620819092,,,0.001097093103453517,-425.5169677734375,8192.0,,,0.050172701478004456,,1.0004821005277336,,0.32896462082862854,1.0,5056.896484375,0.342565959203057,,,,,39.0,,,0.0,0.047367971390485764,146.1558346469974,0.15407348691175302,,1.0,10061.7783203125,,-35.93396759033203,0.13317351043224335,181.033203125,,,8192.0,0.15366636216640472,,2.0,0.0001928831440309864,,651.9337075749936,,0.9810383751402217,,,-0.0003785591809446487,,,0.07608262026279194,306.0,0.0,,2.0,,4047.149018059,0.04907560721039772,1769954871.334268,2.06115369216775e-09,0.34208838653285056,0.37796884775161743,7.49057674407959,,kl,0.9826326966285706,8192.0,412.4398193359375,,95.259765625,,,7.0,,0.2568359375,0.0,174.7152819633484,0.049313850700855255,-425.5169677734375,0.0,96.0,0.7378506660461426,8.157956088439278e-09,5866443.0,0.00019498361493219818,0.00038651931707045224,,-20487.29296875,,4.172899934928864e-05,,,0.15365980565547943,,,651.9337075749936,,,0.3082696199417114,431.49124451000534,102132.29266970232,0.0004775726051775564,0.055790387094020844,4.972900205757469e-05,,0.09470319747924805,,39.931551182002295,2.0,,9.87764578894712e-05,0.02491387620181384,7,,0.00039561232551932335,,,0.0,,0.0,,,2249.6317232243923,0.0,,,,,,,0.2568359375,1.0,,0.17599166929721832,0.0,,0.0,,,0.0,,,0.15365761518478394,4.691249595023692,1.3730335235595703,2.0,,0.0,0.0010519962097532698,,2769.21435546875,,0.0,-20487.29296875,0.0,2.267493541992735,2.0,,0.0,,1e-05,7.976668214837446e-09,,,0.6220311522483826,,,4.688231212086976,-0.024968385696411133,,0.0,,,,,,,0.0,10061.7783203125,2769.21435546875,,,,,31.720195835005143,0.18896484375
0.961381733417511,,,0.0014465576969087124,-373.4139404296875,8192.0,,,0.05253574997186661,,1.0004399046301842,,0.3642960488796234,1.0,53651.38671875,0.34820234874496236,,,,,36.0,,,0.0,0.04747314378619194,147.85202930799278,0.1534085022136431,,1.0,9628.58203125,,-41.34590148925781,0.13503007590770721,183.962890625,,,8192.0,0.15152719616889954,,2.0,0.00021021136655008377,,656.3993455949967,,0.9806511949797291,,,-0.00038207156694625155,,,0.07591685659604189,484.0,0.0,,2.0,,4804.459296855,0.05108918994665146,1769955527.8811116,2.06115369216775e-09,0.34776958962902427,6.478463172912598,8.04260540008545,,kl,0.9866663217544556,8192.0,423.77001953125,,98.396484375,,,8.0,,0.26171875,0.0,174.7152819633484,0.15211474895477295,-373.4139404296875,0.0,87.0,0.7616758942604065,6.690892284666461e-09,5901254.0,0.00020238201045685855,0.0003806006730104369,,-16606.77734375,,4.908899427391589e-05,,,0.13417312502861023,,,656.3993455949967,,,0.3133104741573334,432.7061923810106,0.9178436668589711,0.0004327589471131432,0.052667733281850815,4.6433007810264826e-05,,0.07425928115844727,,41.33652570299455,2.0,,0.0003579271142370999,0.025054340875344933,8,,0.0003866874612867832,,,0.0,,0.0,,,2247.585269395255,0.0,,,,,,,0.26171875,1.0,,0.1781568080186844,0.00048828125,,0.0,,,0.0,,,0.15152105689048767,20.575062620453537,7.478463172912598,2.0,,0.0,0.0011138924921851867,,2783.0751953125,,0.0,-16606.77734375,0.0,2.246021244005533,2.0,,0.0,,1e-05,7.278605718141762e-09,,,0.6148674488067627,,,20.769552590325475,-0.09967803955078125,,0.0,,,,,,,0.0,9628.58203125,2783.0751953125,,,,,31.883610705001047,0.16845703125
0.9254826307296753,,,0.0013343433383852243,-326.8653564453125,908.0,,,0.07500877231359482,,1.0004261378198862,,0.3389529585838318,1.0,9080.6943359375,0.30357945017749444,,,,,37.0,,,0.0,0.04694944620132446,161.92607109399978,0.1594917768434201,,1.0,8169.447265625,,-38.73391342163086,0.15345805883407593,184.1171875,,,8192.0,0.15485137701034546,,2.0,0.00017659736607811283,,757.1582891500002,,0.9741515520379637,,,-0.00037956951700834907,,,0.07935188233667467,1533.0,0.0,,2.0,,5993.138617424,0.07367442548274994,1769956285.1915789,2.06115369216775e-09,0.3031556202331558,1.3950316905975342,6.31294059753418,,kl,0.9713568687438965,8192.0,424.19219970703125,,96.2265625,,,9.0,,0.310546875,0.0,177.50977516174316,0.07057281583547592,-326.8653564453125,0.0,123.0,0.6381139755249023,4.100411565843842e-09,6633946.0,0.00016779201177996583,0.0003596922371700059,,-12336.533203125,,5.984101153444499e-05,,,0.10399773716926575,,,757.1582891500002,,,0.3032272756099701,510.77806826400047,0.9670779453590512,0.00042383029165193875,0.07950988411903381,5.1808994612656534e-05,,0.03883504867553711,,46.100170398000046,2.0,,0.00012263053213246167,0.0244087110588479,9,,0.0003195749595761299,,,0.0,,0.0,,,2190.4092232310463,0.0,,,,,,,0.310546875,1.0,,0.21577343344688416,0.00048828125,,0.0,,,0.0,,,0.15483248233795166,8.48598116170615,2.395031690597534,2.0,,0.0,0.0009167262994651537,,3143.0048828125,,0.0,-12336.533203125,0.0,2.386178878005012,2.0,,0.0,,1e-05,7.95479770943075e-09,,,0.595051646232605,,,8.45579502824694,-0.036446571350097656,,0.0,,,,,,,0.0,8169.447265625,3143.0048828125,,,,,35.57800806801242,0.279296875
