timing_s/agent_loop/slowest/generate_sequences,num_turns/min,val-aux/aime25/reward/best@2/mean,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/hmmt25/reward/best@2/mean,val-aux/beyondaime/reward/worst@8/std,response_length/min,val-aux/hmmt25/reward/worst@2/std,rollout_corr/rollout_is_veto_fraction,val-aux/aime25/reward/worst@8/std,rollout_corr/rollout_rs_min,val-aux/aime25/reward/best@4/mean,val-aux/hmmt25/reward/best@4/mean,timing_s/agent_loop/tool_calls/min,rollout_corr/rollout_rs_max,val-aux/hmmt25/reward/worst@8/std,val-aux/aime25/reward/worst@2/std,response_length_non_aborted/mean,perf/max_memory_reserved_gb,val-core/aime25/reward/best@8/std,response_length_non_aborted/max,val-aux/aime24/reward/worst@8/mean,critic/returns/mean,prompt_length/mean,val-aux/brumo25/reward/worst@4/std,timing_s/gen,timing_s/agent_loop/generate_sequences/min,val-aux/hmmt25/reward/worst@4/std,rollout_corr/log_ppl_diff_min,rollout_corr/chi2_seq,critic/advantages/mean,rollout_corr/rollout_rs_seq_fraction_low,val-aux/beyondaime/reward/best@2/mean,critic/rewards/min,val-aux/aime25/reward/worst@4/std,val-aux/beyondaime/reward/best@4/std,timing_per_token_ms/adv,timing_s/adv,val-aux/brumo25/reward/worst@8/std,val-aux/aime24/reward/worst@4/mean,perf/total_num_tokens,val/generations,rollout_corr/k3_kl,val-core/beyondaime/reward/best@8/mean,_runtime,val-aux/brumo25/reward/worst@8/mean,rollout_corr/log_ppl_diff_max,val-aux/brumo25/reward/worst@2/std,val-aux/hmmt25/reward/worst@4/mean,rollout_corr/rollout_rs_seq_fraction_high,timing_s/testing,val-aux/num_turns/mean,timing_s/agent_loop/slowest/response_length,response_length_non_aborted/clip_ratio,rollout_corr/rollout_log_ppl,response_length_non_aborted/min,timing_per_token_ms/update_actor,val-aux/aime25/reward/best@2/std,val-core/aime24/reward/best@8/std,num_turns/mean,val-core/hmmt25/reward/mean@8,val-aux/aime25/reward/worst@2/mean,actor/pg_loss,timing_per_token_ms/gen,val-aux/num_turns/max,val-core/hmmt25/reward/best@8/mean,response_length/max,val-aux/aime24/reward/worst@4/std,timing_s/old_log_prob_pre,val-aux/beyondaime/reward/best@4/mean,actor/entropy,critic/score/min,val-core/avg/reward/mean@8,training/rollout_probs_diff_std,val-aux/aime24/reward/best@4/mean,timing_s/stop_profile,val-aux/beyondaime/reward/worst@4/mean,val-core/hmmt25/reward/best@8/std,val-aux/aime24/reward/worst@8/std,val-aux/brumo25/reward/best@4/mean,perf/cpu_memory_used_gb,val-aux/aime24/reward/worst@2/std,val-aux/brumo25/reward/best@2/mean,perf/time_per_step,val-aux/hmmt25/reward/worst@8/mean,rollout_corr/rollout_rs_ratio_fraction_high,rollout_corr/training_ppl,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/tool_calls/max,val-aux/beyondaime/reward/worst@2/mean,val-aux/hmmt25/reward/best@2/std,val-aux/aime24/reward/best@4/std,response/aborted_ratio,val-aux/brumo25/reward/best@2/std,rollout_corr/log_ppl_diff,timing_s/save_checkpoint,val-core/aime25/reward/mean@8,val-aux/beyondaime/reward/worst@4/std,actor/is_ratio_mean,response_length/clip_ratio,rollout_corr/rollout_rs_mean,rollout_corr/rollout_rs_seq_max_deviation,val-aux/num_turns/min,num_turns/max,training/rollout_actor_probs_pearson_corr,perf/mfu/actor,prompt_length/max,val-aux/aime24/reward/best@2/mean,val-core/aime24/reward/mean@8,val-core/brumo25/reward/best@8/mean,rollout_corr/ppl_ratio,val-aux/beyondaime/reward/worst@2/std,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_seq_std,rollout_corr/rollout_ppl,rollout_corr/rollout_rs_seq_mean,timing_s/agent_loop/tool_calls/mean,val-core/beyondaime/reward/best@8/std,adv/mean,timing_s/start_profile,perf/throughput,timing_s/reward,perf/max_memory_allocated_gb,val-core/beyondaime/reward/mean@8,rollout_corr/rollout_rs_seq_min,critic/advantages/min,training/rollout_probs_diff_max,training/rollout_probs_diff_valid,critic/score/max,prompt_length/clip_ratio,val-core/brumo25/reward/best@8/std,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/generate_sequences/max,training/epoch,distill/teacher_kl,critic/advantages/max,val-aux/brumo25/reward/worst@2/mean,critic/returns/max,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/chi2_token,val-aux/aime24/reward/worst@2/mean,_timestamp,critic/rewards/mean,val-core/avg/reward/best@8/mean,rollout_corr/kl,training/rollout_probs_diff_mean,val-aux/aime25/reward/worst@4/mean,actor/lr,_step,val-aux/brumo25/reward/worst@4/mean,critic/rewards/max,val-aux/hmmt25/reward/best@4/std,val-core/brumo25/reward/mean@8,rollout_corr/training_log_ppl,rollout_corr/log_ppl_abs_diff,val-aux/aime24/reward/best@2/std,val-aux/hmmt25/reward/worst@2/mean,val-core/aime24/reward/best@8/mean,prompt_length/min,critic/returns/min,timing_s/update_actor,training/global_step,val-aux/beyondaime/reward/worst@8/mean,val-aux/beyondaime/reward/std@8,rollout_corr/rollout_rs_masked_fraction,critic/score/mean,rollout_corr/rollout_rs_seq_max,val-aux/beyondaime/reward/best@2/std,val-aux/brumo25/reward/std@8,val-core/aime25/reward/best@8/mean,val-aux/hmmt25/reward/std@8,rollout_corr/rollout_rs_seq_masked_fraction,rollout_corr/rollout_rs_std,val-aux/aime25/reward/worst@8/mean,val-aux/aime25/reward/std@8,val-core/avg/reward/best@8/std,timing_s/agent_loop/generate_sequences/mean,timing_s/step,actor/grad_norm,rollout_corr/rollout_rs_eff_sample_size,val-aux/brumo25/reward/best@4/std,response_length/mean
,,0.11240000000000001,0.1339144720686072,,0.03953333333333333,0.009898731783123288,,0.02021621412009925,,0.0025742312768410433,,0.1724,0.0711,,,0.0,0.06286412371796833,,,0.10657911306779717,,0.0074333333333333335,,,0.0709462723406046,,,0.001053565375285274,,,,,0.05920999999999999,,0.01666186325666626,0.030588890027062984,,,0.04941351370836064,0.026500000000000003,,"{'_type': 'table-file', 'path': 'media/table/val/generations_0_661eb9f9d4674d1f17a6.table.json', 'ncols': 31, 'nrows': 1, 'sha256': '661eb9f9d4674d1f17a6a84df5b0fa85ec971397e36981f9ec23d9198531965c', '_latest_artifact_path': 'wandb-client-artifact://u0r6vq8cavlfrs63z3b40xlsfd6y577nolzkh4jy3v4q0pozt6yypxos90ergejtiq2n4jbnbw26jt2rloiz71cqu1xurz12trgb3cbzqqkcvhizxlkuzfdqjdvdj6to:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://4tmi2sc462baglup352lnyz9d1rd5f6g4i3ub3anqn0my24fodakfjoi14xh44a48g3p21mjovfldxjv8nmawj63pva2nc6yq8zkf82fc4ap3qoundx0b0k8227u2aja/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'size': 26067}",,0.08821,775.256798323,0.0946,,0.10541624367702175,3.3333333333333335e-05,,,2.0,,,,,,0.1346642683653097,0.04550265854745042,,0.020833333333333332,0.0197,,,2.0,0.11173333333333334,,0.04809673273887189,,0.07597,,,0.08908333333333333,,0.18163333333333334,,0.01117,0.07833116594670031,0.024863176263789488,0.32099999999999995,,0.07644457404566227,0.27063333333333334,,0.0,,,,,0.02303,0.07088618994080902,0.07158155315025855,,0.12956211565859432,,,0.06666666666666667,0.01822104753951292,,,,,2.0,,,,,0.14293333333333333,0.1,0.3730333333333333,,0.031394183626066455,0.09933017805400324,,,,,0.02073295265040717,,,,,,0.04125,,,,,,,0.09135375620279626,,,,,,0.16316666666666668,,,,0.057,1769852492.8291342,,0.20389533333333332,,,0.0028,,0,0.12469999999999999,,0.08238435606289794,0.21666666666666667,,,0.0906605151870612,0.0025000000000000005,0.21253333333333335,,,,,0.00467,0.04173023977592662,,,,0.03919804517867139,0.13883935730806274,0.23396666666666668,0.055119818980512304,,,0.0002,0.11679142971585783,0.06849992928303028,,,,,0.11207737518382042,
0.0,2.0,,,0.0,,,2.0,,0.0,,0.11483806371688843,,,0.0,5.548673629760742,,,1382.40283203125,168.751953125,,16384.0,,-1.1372105035434288e-08,94.259765625,,242.78647351499967,0.0,,-0.10463762283325195,7.3837411012500525,-1.1372105035434288e-08,0.0,,-8798.0634765625,,,0.0010346307287367581,3.128935422999348,,,3024205.0,,0.0006515992872664356,,1989.914595318,,0.07792282104492188,,,0.0,,,1123.0,0.01513671875,0.9998994029592723,2.0,0.03466345875395282,,,2.0,,,9.776515675330444e-05,0.08575509252741179,,,16384.0,,29.844734159003565,,1.4869638681411743,-8798.0634765625,,0.008602766320109367,,5.3280000429367647e-05,,,,,365.12481689453125,,,404.91577087300175,,1.7660598814472905e-06,50.30114858597517,102.0,0.0,,,,0.0,,0.000660672950289154,,,,1.0,0.01513671875,1.000035285949707,0.11061584949493408,,2.0,0.9997553825378418,0.10610166331853359,269.0,,,,1.0006721769459546,,,0.004772682208567858,49.26099360361695,1.0000842809677124,0.0,,-1.1382884856914188e-08,0.000285632999293739,1867.1815335074434,23.776774947997183,162.2325563430786,,0.927343487739563,-27.675235748291016,0.5632144212722778,1.0,-34.470855712890625,0.0,,0.0,0.0,0.0,0.3883214294910431,6.0607171058654785,,6.0607171058654785,4.944967713527149e-06,0.0013850471004843712,,1769852898.4296458,-536.816650390625,,0.0006136580348083953,0.0027913881931453943,,1e-05,1,,-34.470855712890625,,,1.0005600766744465,0.0017674311502560158,,,,36.0,-27.675235748291016,104.82940528099789,1.0,,,6.711027708661277e-06,-536.816650390625,1.110615849494934,,,,,0.00830078125,0.03626289591193199,,,,0.0,404.91577087300175,3.0929460525512695,0.9986867292749129,,1382.40283203125
0.0,2.0,,,0.0,,,2.0,,0.0,,2.06115369216775e-09,,,0.0,174905.5625,,,5076.18701171875,201.505859375,,16384.0,,-2.935171883322596e-09,100.365234375,,777.0468774799992,0.0,,-0.05781841278076172,825180.9484243798,-2.935171883322596e-09,0.0,,-30893.728515625,,,0.00029828858927529145,3.162330044000555,,,10601579.0,,0.00035436460132132197,,4657.490402462,,0.14382600784301758,,,0.0029296875,,,14508.0,0.15234375,1.4797667050734162,2.0,0.026978731254183833,,,2.0,,,6.178383560939693e-05,0.07474457102715443,,,16384.0,,81.91686520199801,,1.3660167455673218,-30893.728515625,,0.2241610884666443,,5.369599966797978e-05,,,,,500.31524658203125,,,1214.3898986470012,,0.01057211123406887,47.849903183057904,65.0,0.0,,,,0.0,,0.0010372766189448157,,,,1.0,0.15234375,0.9739813208580017,14.918865203857422,,2.0,0.8237054944038391,0.17843858489001224,454.0,,,,1.0010555181652308,,,0.4804726541042328,47.533034298568964,0.9912933111190796,0.0,,-2.727221115605971e-09,6.77759999234695e-05,2182.49077413515,65.597690134,194.8667812347412,,0.5262675285339355,-35.99968719482422,0.9999996423721313,1.0,17184.814453125,0.0,,0.0,0.0,0.0,0.21944627165794373,7.812371730804443,,7.812371730804443,0.128330796957016,0.0007700901478528976,,1769854113.0872655,-1113.9503173828125,,0.0003265888718573251,0.11504267901182175,,1e-05,2,,17184.814453125,,,1.4808039548806846,0.0017992680939187267,,,,34.0,-35.99968719482422,286.017150710999,2.0,,,0.1389029175043106,-1113.9503173828125,15.918865203857422,,,,,0.47216796875,0.2352108359336853,,,,0.0,1214.3898986470012,2.329133987426758,0.9362123757903742,,5076.18701171875
0.0,2.0,,,0.0,,,27.0,,0.0,,2.06115369216775e-09,,,0.0,158734.609375,,,9874.45703125,227.150390625,,16384.0,,4.6543924270281423e-10,98.34375,,1812.795830848001,0.0,,-0.0036771297454833984,143925.48675961653,4.6543924270281423e-10,0.001953125,,-49450.796875,,,0.0001579594222000179,3.2262099950021366,,,20424296.0,,0.0036462248590396484,,7390.778244109,,0.2534831464290619,,,0.00341796875,,,1717.0,0.47265625,0.27894819516222924,27.0,0.027116580254761217,,,2.0,,,4.634322576713146e-05,0.08964079862619033,,,16384.0,,166.26740143400093,,0.3862810432910919,-49450.796875,,0.219808429479599,,4.8640999011695385e-05,,,,,604.2476806640625,,,2667.285722135999,,0.0017330363625660539,1.7323238989338279,78.0,0.0,,,,0.0,,0.020859427909670103,,,,1.0,0.47265625,0.9183832406997681,9.304147720336914,,2.0,0.5294420719146729,0.19549046237619794,342.0,,,,1.0219219261780381,,,0.2610563337802887,1.7050049854442477,0.9463526010513306,0.0,,4.2554446078035824e-10,4.764900222653523e-05,1914.3333455521165,130.34419971199895,220.16801118850708,,0.4353163242340088,-59.58321762084961,1.0,1.0,11943.0830078125,0.0,,0.0,0.0,0.0,0.0662151500582695,10.924159049987793,,10.924159049987793,0.09044242650270462,-0.036767320707440376,,1769856780.662906,-653.838623046875,,0.024897255284777264,0.11918098479509354,,1e-05,3,,11943.0830078125,,,0.2998076231451705,0.02099559350835989,,,,38.0,-59.58321762084961,553.8370616309985,3.0,,,0.09217546135187149,-653.838623046875,10.304147720336914,,,,,0.70654296875,0.17133663594722748,,,,0.0,2667.285722135999,1.165090799331665,0.9651564428439953,,9874.45703125
0.0,2.0,,,0.0,,,6.0,,0.0,,2.06115369216775e-09,,,0.0,891881.8125,,,10053.98828125,234.201171875,,16384.0,,-3.9698444531666155e-09,94.162109375,,1858.585662624002,0.0,,-0.005121707916259766,0.8341200072318316,-3.9698444531666155e-09,0.0029296875,,-23857.646484375,,,0.00016307512751022356,3.3892575619975105,,,20783413.0,,0.0029629749965636165,,9499.473407067,,0.2171826958656311,,,0.00634765625,,,16384.0,0.4951171875,0.2038506709795911,6.0,0.0273856012672991,,,2.0,,,2.7035313162393493e-05,0.09026393359444974,,,16384.0,,168.12432270199497,,0.30612507462501526,-23857.646484375,,0.23191648721694946,,4.812800034414977e-05,,,,,634.4312744140625,,,2733.001964117997,,0.0009039575816132128,3.3948499225080013,115.0,0.0,,,,0.0,,0.01769758676391575,,,,1.0,0.4951171875,0.9573793411254883,71.34131622314453,,2.0,0.402726411819458,0.19417135032536853,541.0,,,,1.018516756594181,,,1.6027843952178955,3.3141911905258894,0.9792017340660095,0.0,,-4.619455040710818e-09,3.708800068125129e-05,1901.1524024560379,132.89957846199832,226.87163925170898,,0.3720952272415161,-59.489173889160156,1.0,1.0,74370.609375,0.0,,0.0,0.0,0.0,-0.03453224152326584,9.849503517150879,,9.849503517150879,0.0956055223941803,-0.030572145711630583,,1769859513.9508603,347.1867370605469,,0.02055603538740325,0.1211659163236618,,1e-05,4,,74370.609375,,,0.22154825885081664,0.0178313515972377,,,,37.0,-59.489173889160156,569.1662340059993,4.0,,,0.09650947898626328,347.1867370605469,72.34131622314453,,,,,0.7060546875,0.16809414327144623,,,,0.0,2733.001964117997,0.8466333150863647,0.9665596668491413,,10053.98828125
0.0,2.0,,,0.0,,,8.0,,0.0,,2.06115369216775e-09,,,0.0,85542.2578125,,,8046.15576171875,234.201171875,,16384.0,,-3.0278874962874625e-09,97.326171875,,1403.712818896005,0.0,,-0.0036115646362304688,5.949937953148037,-3.0278874962874625e-09,0.00048828125,,-32529.4140625,,,0.00019632976904500722,3.274358634997043,,,16677851.0,,0.0005698540751382097,,12159.699766737,,0.16102173924446106,,,0.00146484375,,,16384.0,0.35888671875,0.1317882600997109,8.0,0.027361438871290975,,,2.0,,,2.8498050466119196e-05,0.08518436258871954,,,16384.0,,138.21261003499967,,0.22174005210399628,-32529.4140625,,0.1783130168914795,,5.305599916027859e-05,,,,,593.5117797851562,,,2108.4231295599966,,0.0007970372680574656,1.24110303260386,84.0,0.0,,,,0.0,,0.0031946858643721043,,,,1.0,0.35888671875,0.948530912399292,4.822965145111084,,2.0,0.48976749181747437,0.18942443631816916,494.0,,,,1.003313431981951,,,0.16943509876728058,1.2379065994173288,0.971239447593689,0.0,,-1.4983360108189459e-09,3.558400203473866e-05,1977.5265654907316,106.15045340500365,226.87163925170898,,0.32341277599334717,-68.74862670898438,1.0,1.0,11087.998046875,0.0,,0.0,0.0,0.0,0.0750412791967392,12.816607475280762,,12.816607475280762,0.049946270883083344,-0.0052141728810966015,,1769861622.646161,-603.7938232421875,,0.003645877290697541,0.07294262945652008,,1e-05,5,,11087.998046875,,,0.13498294475721195,0.0033637360444345177,,,,40.0,-68.74862670898438,456.33000064099906,5.0,,,0.050743307918310165,-603.7938232421875,5.822965145111084,,,,,0.60205078125,0.13629542291164398,,,,0.0,2108.4231295599966,0.43105387687683105,0.9794481417579539,,8046.15576171875
0.0,2.0,,,0.0,,,347.0,,0.0,,2.06115369216775e-09,,,0.0,382687.4375,,,9873.939453125,234.201171875,,16384.0,,-1.1322469184449346e-08,95.72265625,,1791.0653854529955,0.0,,-0.0038834810256958008,3.814270257484168,-1.1322469184449346e-08,0.00048828125,,-26168.765625,,,0.00015928213259073666,3.252201557996159,,,20417869.0,,0.0024763072085534077,,15740.467299434,,0.22667402029037476,,,0.00146484375,,,16384.0,0.4697265625,0.11392009258270264,347.0,0.02760067827463675,,,2.0,,,1.8889540170707875e-05,0.08857089405829165,,,16384.0,,169.45752567699674,,0.2816040813922882,-26168.765625,,0.18212740123271942,,4.665600135922432e-05,,,,,633.5904541015625,,,2659.936689006994,,0.0012289196019992232,1.1443128734827042,78.0,0.0,,,,0.0,,0.014457206758606844,,,,1.0,0.4697265625,0.9461949467658997,23.248432159423828,,2.0,0.521440863609314,0.19172249110117326,742.0,,,,1.01505022123456,,,0.5227776169776917,1.1283899806439877,0.9639321565628052,0.0,,-1.2896100187731463e-08,5.129600322106853e-05,1919.0183251713395,131.7934804240067,226.87163925170898,,0.46654558181762695,-69.2110824584961,1.0,1.0,17150.947265625,0.0,,0.0,0.0,0.0,0.07528076320886612,13.381669998168945,,13.381669998168945,0.05509763956069946,-0.026358012575656176,,1769864282.8718722,-743.317626953125,,0.017648343654144583,0.08751439303159714,,1e-05,6,,17150.947265625,,,0.12837729969760403,0.014565944241780926,,,,35.0,-69.2110824584961,563.5470057220009,6.0,,,0.05632656067609787,-743.317626953125,24.248432159423828,,,,,0.71826171875,0.14608792960643768,,,,0.0,2659.936689006994,0.574150800704956,0.9757828437983538,,9873.939453125
0.0,2.0,,,0.0,,,387.0,,0.0,,2.06115369216775e-09,,,0.0,235817.46875,,,12786.431640625,242.677734375,,16384.0,,1.2563186935210524e-08,95.259765625,,2456.5174156790017,0.0,,-0.0024108290672302246,0.022389378398656845,1.2563186935210524e-08,0.0,,-9467.5771484375,,,0.00012585595517272986,3.320294556004228,,,26381704.0,,0.007659186143428087,,20345.577772058,,0.15967345237731934,,,0.0048828125,,,5334.0,0.6943359375,0.09610028369934298,387.0,0.02772849764613376,,,2.0,,,1.1881692582260683e-05,0.09380814194974904,,,16384.0,,216.16761410800245,,0.32401201128959656,-9467.5771484375,,0.17534878849983215,,5.622400203719735e-05,,,,,670.65234375,,,3580.449978503995,,0.002172713400796056,1.161243668757379,96.0,0.0,,,,0.0,,0.04812791726681098,,,,1.0,0.6943359375,0.9478442668914795,14.33793830871582,,2.0,0.5900636315345764,0.19582146198876818,306.0,,,,1.04999590665102,,,0.3879297375679016,1.107642094604671,0.9563910961151123,0.0,,1.3136938648017349e-08,4.0607999835629016e-05,1842.0662317856875,171.98855119600194,235.4563808441162,,0.5100674629211426,-71.7483901977539,1.0,1.0,6134.65234375,0.0,,0.0,0.0,0.0,0.09208884090185165,15.229900360107422,,15.229900360107422,0.05536355823278427,-0.08287370298057795,,1769867863.639219,-1177.487548828125,,0.05530821694995325,0.09286037087440491,,1e-05,7,,6134.65234375,,,0.1442282007774338,0.048173018767101894,,,,39.0,-71.7483901977539,731.5250172649976,7.0,,,0.05753627046942711,-1177.487548828125,15.33793830871582,,,,,0.88232421875,0.1535390317440033,,,,0.0,3580.449978503995,0.9621306657791138,0.9730019644214236,,12786.431640625
0.0,2.0,,,0.0,,,1757.0,,0.0,,2.06115369216775e-09,,,0.0,1235166.375,,,16057.375,243.322265625,,16384.0,,2.6340355674392413e-08,98.396484375,,3198.459473136005,0.0,,-0.0003616213798522949,-0.9982599718496203,2.6340355674392413e-08,0.0,,-13941.9248046875,,,0.00010343179286008998,3.4222497989976546,,,33087021.0,,0.012124609409511322,,25061.482901949,,0.1668013036251068,,,0.00537109375,,,16384.0,0.9658203125,0.11478789456305094,1757.0,0.02768398113308482,,,2.0,,,4.6622237832583124e-06,0.09726046689556606,,,16384.0,,267.7855743149994,,0.44096285104751587,-13941.9248046875,,0.18819808959960938,,5.0816001021303236e-05,,,,,674.3285522460938,,,4604.764030200997,,0.0063581205904483795,1.2109403098002076,87.0,0.0,,,,0.0,,0.07388746971264482,,,,1.0,0.9658203125,0.985072135925293,75.30673217773438,,2.0,0.6852836608886719,0.20081632074225225,484.0,,,,1.0771791031584144,,,1.6904971599578857,1.1232862379401922,0.9849405288696289,0.0,,2.6080204662548567e-08,5.4849006119184196e-05,1796.3472603044418,218.0551177929956,236.35105657577515,,0.5651217699050903,-52.9423828125,0.9999994039535522,1.0,1338.9451904296875,0.0,,0.0,0.0,0.0,0.1407221555709839,13.872028350830078,,13.872028350830078,0.08045654743909836,-0.10141928866505623,,1769872468.750009,-2259.628173828125,,0.07297754666069523,0.11026748269796371,,1e-05,8,,1338.9451904296875,,,0.18867536407196894,0.07388782280031592,,,,36.0,-52.9423828125,915.9804374300002,8.0,,,0.08681466430425644,-2259.628173828125,76.30673217773438,,,,,0.99951171875,0.19215340912342072,,,,0.0,4604.764030200997,1.3001651763916016,0.9573846348392445,,16057.375
0.0,2.0,,,0.0,,,16384.0,,0.0,,2.06115369216775e-09,,,0.0,218713.90625,,,16384.0,244.513671875,,16384.0,,2.8439187005346866e-08,96.2265625,,3276.4826441279947,0.0,,0.0006845071911811829,-1.0,2.8439187005346866e-08,0.0,,-8104.70751953125,,,0.00010237437510936807,3.4552891310013365,,,33751504.0,,0.015334864081523847,,32607.114182115,,0.179493710398674,,,0.00537109375,,,16384.0,1.0,0.20734964997973293,16384.0,0.027827497483578788,,,2.0,,,2.2302035089794003e-06,0.09764679205799087,,,16384.0,,272.4136207880001,,0.6038817763328552,-8104.70751953125,,0.19700022041797638,,5.795300239697099e-05,,,,,679.871337890625,,,4715.546430528004,,0.011575877666473389,1.3375714048743248,123.0,0.0,,,,0.0,,0.07746831132681109,,,,1.0,1.0,0.9743750095367432,13.292352676391602,,2.0,0.7598382234573364,0.20056440790410507,1533.0,,,,1.0814226772636175,,,0.35222190618515015,1.2340405592694879,0.9743750691413879,0.0,,2.8604725699210576e-08,5.0783994083758444e-05,1789.373962129603,222.91768758400576,236.96784019470215,,0.7107125520706177,-48.83221435546875,0.9999989867210388,1.0,3929.317138671875,0.0,,0.0,0.0,0.0,0.14575350284576416,12.1391019821167,,12.1391019821167,0.10934874415397644,-0.09270524280145764,,1769877184.6550646,-2388.025390625,,0.07478180987527594,0.11849157512187958,,1e-05,9,,3929.317138671875,,,0.2848179609281942,0.07746831132681109,,,,37.0,-48.83221435546875,939.2198926269994,9.0,,,0.12092462182044983,-2388.025390625,14.292352676391602,,,,,0.9951171875,0.2296667844057083,,,,0.0,4715.546430528004,2.368583917617798,0.9394925741451523,,16384.0
