val-core/avg/reward/mean@8,perf/max_memory_allocated_gb,val-aux/aime25/reward/worst@4/mean,val-core/avg/reward/best@8/mean,val-aux/aime25/reward/std@8,timing_s/adv,val-aux/aime25/reward/worst@8/mean,perf/mfu/actor,timing_s/agent_loop/tool_calls/min,val-core/aime25/reward/best@8/std,val-aux/hmmt25/reward/worst@8/mean,val-aux/brumo25/reward/best@4/std,critic/rewards/min,val-aux/hmmt25/reward/worst@4/mean,timing_per_token_ms/update_actor,val-aux/num_turns/min,rollout_corr/ppl_ratio,rollout_corr/log_ppl_diff_min,val-aux/aime24/reward/worst@8/std,perf/max_memory_reserved_gb,critic/advantages/max,val-core/hmmt25/reward/mean@8,val-aux/aime25/reward/worst@8/std,_step,rollout_corr/rollout_rs_min,rollout_corr/rollout_rs_seq_fraction_high,rollout_corr/rollout_rs_seq_fraction_low,critic/returns/max,critic/returns/min,critic/advantages/mean,rollout_corr/rollout_ppl,val-aux/beyondaime/reward/std@8,perf/cpu_memory_used_gb,response_length_non_aborted/clip_ratio,val-aux/num_turns/max,val-aux/brumo25/reward/worst@4/mean,prompt_length/max,prompt_length/mean,training/rollout_probs_diff_mean,rollout_corr/chi2_token,actor/pg_loss,timing_per_token_ms/adv,rollout_corr/rollout_rs_masked_fraction,val-aux/aime24/reward/worst@2/std,val-aux/aime25/reward/worst@2/std,val-aux/aime24/reward/std@8,val-aux/beyondaime/reward/worst@4/std,rollout_corr/rollout_rs_ratio_fraction_low,perf/total_num_tokens,timing_s/save_checkpoint,timing_s/agent_loop/generate_sequences/min,val-aux/aime24/reward/worst@2/mean,training/epoch,critic/rewards/mean,val-aux/brumo25/reward/std@8,response_length_non_aborted/max,timing_s/old_log_prob_pre,val-aux/hmmt25/reward/std@8,rollout_corr/rollout_rs_std,rollout_corr/rollout_rs_seq_masked_fraction,val-core/aime24/reward/mean@8,critic/score/max,val-core/hmmt25/reward/best@8/mean,val-aux/aime25/reward/best@2/mean,val-aux/brumo25/reward/worst@4/std,_runtime,val-aux/hmmt25/reward/best@4/mean,response_length/clip_ratio,timing_s/reward,val-aux/aime24/reward/best@2/mean,rollout_corr/training_log_ppl,val-core/aime24/reward/best@8/std,rollout_corr/rollout_is_catastrophic_token_fraction,rollout_corr/rollout_rs_max,perf/throughput,prompt_length/clip_ratio,val-aux/beyondaime/reward/worst@2/std,timing_s/agent_loop/generate_sequences/max,val-core/avg/reward/best@8/std,val-aux/hmmt25/reward/worst@2/std,timing_s/stop_profile,critic/score/mean,response_length/max,_timestamp,prompt_length/min,rollout_corr/rollout_is_veto_fraction,training/rollout_probs_diff_valid,rollout_corr/log_ppl_diff_max,timing_s/agent_loop/slowest/tool_calls,timing_s/start_profile,val-aux/beyondaime/reward/worst@4/mean,timing_s/agent_loop/generate_sequences/mean,val-core/beyondaime/reward/best@8/std,val-aux/hmmt25/reward/best@4/std,val-aux/beyondaime/reward/worst@8/mean,val-aux/hmmt25/reward/best@2/std,val-aux/beyondaime/reward/worst@8/std,val-aux/brumo25/reward/worst@2/std,perf/time_per_step,response/aborted_ratio,actor/grad_norm,rollout_corr/rollout_rs_ratio_fraction_high,num_turns/min,rollout_corr/rollout_log_ppl,timing_s/update_actor,timing_s/agent_loop/slowest/response_length,val-aux/aime24/reward/best@4/std,val-aux/aime24/reward/best@4/mean,rollout_corr/log_ppl_diff,critic/advantages/min,val-aux/brumo25/reward/best@2/std,distill/teacher_kl,timing_s/agent_loop/tool_calls/max,val-aux/aime24/reward/worst@8/mean,training/rollout_probs_diff_std,val-aux/brumo25/reward/best@2/mean,timing_s/gen,timing_s/step,val-core/aime25/reward/mean@8,val-aux/beyondaime/reward/best@2/std,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_seq_max,rollout_corr/k3_kl,rollout_corr/rollout_rs_mean,val-aux/aime24/reward/worst@4/mean,val-aux/brumo25/reward/worst@2/mean,critic/returns/mean,val-aux/brumo25/reward/worst@8/std,rollout_corr/rollout_rs_seq_max_deviation,val-aux/beyondaime/reward/best@4/mean,response_length/mean,actor/is_ratio_mean,val-aux/hmmt25/reward/best@2/mean,val-aux/aime25/reward/best@4/std,training/rollout_probs_diff_max,val-core/brumo25/reward/mean@8,rollout_corr/rollout_rs_seq_mean,response_length_non_aborted/min,val-aux/aime25/reward/worst@2/mean,critic/score/min,val-core/hmmt25/reward/best@8/std,val-aux/num_turns/mean,critic/rewards/max,rollout_corr/training_ppl,val-aux/beyondaime/reward/best@2/mean,val-aux/beyondaime/reward/best@4/std,rollout_corr/log_ppl_abs_diff,val-aux/aime24/reward/worst@4/std,rollout_corr/rollout_rs_seq_min,timing_s/testing,val-core/brumo25/reward/best@8/std,val-aux/aime25/reward/best@4/mean,val-aux/aime24/reward/best@2/std,val-core/aime24/reward/best@8/mean,val-aux/beyondaime/reward/worst@2/mean,response_length/min,val-aux/brumo25/reward/worst@8/mean,timing_s/agent_loop/slowest/generate_sequences,val-aux/aime25/reward/worst@4/std,rollout_corr/kl,val-aux/hmmt25/reward/worst@8/std,training/rollout_actor_probs_pearson_corr,val-aux/brumo25/reward/best@4/mean,val-core/beyondaime/reward/mean@8,response_length_non_aborted/mean,rollout_corr/chi2_seq,num_turns/max,val-core/beyondaime/reward/best@8/mean,rollout_corr/rollout_rs_eff_sample_size,val-core/aime25/reward/best@8/mean,timing_s/agent_loop/tool_calls/mean,actor/lr,val-aux/hmmt25/reward/worst@2/mean,rollout_corr/rollout_rs_seq_std,training/global_step,val-core/brumo25/reward/best@8/mean,actor/entropy,adv/mean,timing_s/agent_loop/slowest/prompt_length,val/generations,num_turns/mean,val-aux/hmmt25/reward/worst@4/std,timing_per_token_ms/gen
0.07208333333333333,,0.008633333333333333,0.15950266666666665,0.1003862049942171,,0.0009,,,0.05686520005105608,0.0,0.04331293317745695,,0.0,,2.0,,,0.013561164046658044,,,0.0125,0.008372655023216291,0,,,,,,,,0.04861925036909396,,,2.0,0.075,,,,,,,,0.06617595265383051,0.06944162990499067,0.095272738181122,0.018389257277441357,,,,,0.039633333333333326,,,0.08660009520371954,,,0.033071891388307385,,,0.07916666666666666,,0.065,0.12356666666666666,0.061577212877664114,406.900679385,0.0402,,,0.11953333333333334,,0.059862601520366196,,,,,0.03195613201080344,,0.0447918060254873,0.012509127474842126,,,,1767195425.3667257,,,,,,,0.015519999999999999,,0.0391936885419213,0.049026725009369235,0.00782,0.04193259346123783,0.012520002130001673,0.07907854831433682,,,,,,,,,0.08340728947586212,0.16086666666666666,,,0.06874409720873889,,,0.0033,,0.18386666666666668,,,0.07916666666666666,0.050029647945280295,0.1021084283641976,,,,0.014333333333333333,0.1071,,0.03532298356431569,,0.08355,,,0.022766666666666668,0.08605765082764624,,0.14583333333333334,,,0.034633333333333335,,0.047683105792695676,2.0,,,0.062189999999999995,0.04771864607052016,,0.033912707899105575,,,0.020354434221397266,0.16826666666666668,0.09622852768950572,0.19623333333333332,0.025810000000000003,,0.049833333333333334,,0.03272594510229142,,0.0,,0.21150000000000002,0.04375,,,,0.10568,,0.20346666666666666,,,0.0016,,,0.22713333333333333,,,,"{'log_mode': 'IMMUTABLE', 'sha256': '9775987a5b66d95dc3bb98468aebd71deca67c743f15c7275197326c9f683cdd', 'size': 26460, 'ncols': 31, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://17k2jmq3lrqwmytkxm3sfqbxuvnt9kb2wsy8ir2lrk97u5r3zz5ml6n974kjw4qf534u1tla0hja1ctni408pvj7zc6tjda6cyhtj5juzgbmota5at8co1nvj657c7w7/val/generations.table.json', 'nrows': 1, 'path': 'media/table/val/generations_0_9775987a5b66d95dc3bb.table.json', '_latest_artifact_path': 'wandb-client-artifact://44zn1xe1tiqz39xmzxmw1gy9akvyyicmwz05wmw09ffl6g6z19g62o0eux066oyq3uogjyscsihfd0ce26o9hod2mk7etahnbn59n9ceykr4abfwqfutkbegbktdq88o:latest/val/generations.table.json'}",,0.0,
,154.08488368988037,,,,0.46705378708429635,,0.0721766137242101,0.0,,,,1.4337355358929466e-13,,0.045474681106215574,,1.0004075355827808,-0.06545639038085938,,160.392578125,466.187744140625,,,1,0.25330695509910583,0.0,0.0,466.187744140625,-0.6082457900047302,2.924269493220777e-09,46.23164500296116,,332.213623046875,0.02734375,,,269.0,94.259765625,0.0028348886407911777,0.0011955462396144867,3.148088309856689e-05,0.0006979212516968537,9.662676347943489e-06,,,,,8.052229532040656e-06,669207.0,,0.0,,0.0,1187.725830078125,,8192.0,11.507144334958866,,0.03541974723339081,0.009765625,,8244.7099609375,,,,584.616994202,,0.02734375,6.4165253068786114,,0.9367001689970493,,0.0,2.3271594047546387,928.6663868127392,0.0,,0.0,,,6.841588765382767e-05,1187.725830078125,8192.0,1767195606.0992846,36.0,0.0,1.0,0.03272271156311035,0.0,0.0003079362213611603,,0.0,,,,,,,180.15269248001277,0.0,2.0859739780426025,1.6104460200949688e-06,2.0,0.9363078828901052,30.431974919047207,3.0,,,0.0003922821779269725,-0.6082457900047302,,-0.9793373942375183,0.0,,0.008920690044760704,,131.20861526508816,180.15269248001277,,,,1.0678255558013916,0.0006368849626596784,0.9999865293502808,,,2.924269493220777e-09,,0.0678255558013916,,1212.78515625,1.0,,,0.2905924618244171,,1.0003418922424316,2.0,,1.4337355358929466e-13,,,8244.7099609375,45.07289610058069,,,0.0020207098132232204,,0.9678204655647278,,,,,,,2.0,,0.0,,0.0006778957067581359,,0.9996976852416992,,,1212.78515625,0.7996429186314344,2.0,,0.998747013381859,,0.0,1e-05,,0.005763818509876728,1.0,,1.1525291204452515,2.6539588304785866e-09,102.0,,2.0,,0.21130438921434094
,158.90480041503906,,,,0.3538795029744506,,0.07579506437872952,0.0,,,,1.4334127627080306e-05,,0.04212387276697759,,1.0007625985890627,-0.08051824569702148,,165.076171875,530.2931518554688,,,2,0.28433743119239807,0.0,0.0,530.2931518554688,-0.20314805209636688,-9.459692584812274e-09,14.758096292614937,,351.156982421875,0.01953125,,,454.0,100.365234375,0.003537046955898404,0.0013548396527767181,-2.7011124075215776e-06,0.0005033446880112688,6.138085609563859e-06,,,,,4.603563866112381e-06,703056.0,,0.0,,0.0,1274.646484375,,8192.0,9.177383746951818,,0.03804522380232811,0.005859375,,8231.998046875,,,,761.697307202,,0.01953125,4.795334964990616,,1.049079243093729,,0.0,2.116295576095581,989.3257266418912,0.0,,0.0,,,6.467197090387344e-05,1274.646484375,8192.0,1767195783.8164144,34.0,0.0,1.0,0.041155338287353516,0.0,4.912004806101322e-05,,0.0,,,,,,,177.66039562784135,0.0,1.0417200326919556,1.5345214023909648e-06,2.0,1.0483320448547602,29.6154414920602,3930.0,,,0.0007471909848391078,-0.20314805209636688,,-1.0014578104019165,0.0,,0.009500941261649132,,133.6243889539037,177.66039562784135,,,,1.0952837467193604,0.0007318806074181339,0.9999023675918579,,,-9.459692584812274e-09,,0.09528374671936035,,1272.791015625,1.0,,,0.339019238948822,,1.0000965595245361,2.0,,1.4334127627080306e-05,,,8231.998046875,14.886916227638721,,,0.0019176494315615855,,0.9626488089561462,,,,,,,2.0,,0.0,,0.0007887796928116586,,0.9996461272239685,,,1272.791015625,1.3561387322843075,2.0,,0.9985544151285504,,0.0,1e-05,,0.006362569984048605,2.0,,1.0521602630615234,-9.553353663704911e-09,65.0,,2.0,,0.20504947903598866
,161.6129069328308,,,,0.3652306559961289,,0.07401610213723168,0.0,,,,12.219484329223633,,0.042402562295772245,,1.0008087307214737,-0.00506281852722168,,167.890625,415.8363037109375,,,3,0.1361342966556549,0.0,0.0,415.8363037109375,-0.6472390294075012,-4.5632710055087955e-08,6.380950048565865,,363.41986083984375,0.009765625,,,342.0,98.34375,0.003899163333699107,0.0017802268266677856,9.673085884287502e-06,0.0005050677552592458,2.9727400487900013e-06,,,,,2.9727400487900013e-06,723132.0,,0.0,,0.0,1304.7596435546875,,8192.0,10.450108372140676,,0.04130091518163681,0.00390625,,8439.1591796875,,,,946.369560972,,0.009765625,4.769155010115355,,1.4715260304510593,,0.0,1.9650366306304932,1021.2260273331756,0.0,,0.0,,,5.481601692736149e-05,1304.7596435546875,8192.0,1767195960.8963702,38.0,0.0,1.0,0.03290998935699463,0.0,3.929599188268185e-05,,0.0,,,,,,,177.02545289811678,0.0,2.0079257488250732,0.0,2.0,1.4707197733223438,30.662649678066373,945.0,,,0.0008062842534855008,-0.6472390294075012,,-0.9929500818252563,0.0,,0.009121627546846867,,130.68704121001065,177.02545289811678,,,,1.0063045024871826,0.000844825066451449,1.0000532865524292,,,-4.5632710055087955e-08,,0.029048919677734375,,1314.0234375,1.0,,,0.17665338516235352,,1.0000255107879639,19.0,,12.219484329223633,,,8439.1591796875,6.386577911674976,,,0.0013929978013038635,,0.9709510803222656,,,,,,,19.0,,0.0,,0.0008034478291847336,,0.9997089505195618,,,1314.0234375,44.81860548071563,2.0,,0.9982972577614724,,0.0,1e-05,,0.0019638738594949245,3.0,,1.6078165769577026,-4.5451269414797935e-08,78.0,,2.0,,0.19424929577277958
,162.23556089401245,,,,0.42097787209786475,,0.09095553383544219,0.0,,,,105.64440155029297,,0.035549575443168106,,1.0009311847388744,-0.00603330135345459,,168.515625,844.3812866210938,,,4,0.3687976002693176,0.0,0.0,844.3812866210938,-0.08057556301355362,1.3580283564351703e-09,6.497574709355831,,364.79644775390625,0.01953125,,,541.0,94.162109375,0.0039766039699316025,0.0017067380249500275,1.580504451226261e-05,0.00046663844382626476,4.684175110014621e-06,,,,,3.5131315598846413e-06,902150.0,,0.0,,0.0,1691.549560546875,,8192.0,12.208450104109943,,0.04227229952812195,0.00390625,,13361.375,,,,1233.588829355,,0.01953125,5.535055503016338,,1.5980877690017223,,0.0,2.199524402618408,1221.6507168717342,0.0,,0.0,,,6.569596007466316e-05,1691.549560546875,8192.0,1767196145.56864,37.0,0.0,1.0,0.005438804626464844,0.0,4.2176106944680214e-05,,0.0,,,,,,,184.61700786091387,0.0,0.3606701195240021,1.1710437775036553e-06,2.0,1.5971578657627106,32.07104948605411,1525.0,,,0.0009299063531216234,-0.08057556301355362,,-1.0142098665237427,0.0,,0.008963515982031822,,134.2847458170727,184.61700786091387,,,,1.0072400569915771,0.0008867410360835493,0.9999548196792603,,,1.3580283564351703e-09,,0.0072400569915771484,,1667.849609375,1.0,,,0.45852479338645935,,0.999929666519165,107.0,,105.64440155029297,,,13361.375,6.504182435572147,,,0.0012511558888945729,,0.9956470131874084,,,,,,,107.0,,0.0,,0.0009235310790245421,,0.9997166395187378,,,1667.849609375,3.162160076200962,2.0,,0.9982158838812076,,0.0,1e-05,,0.0012886404292657971,4.0,,1.8052282333374023,1.0363900848631147e-09,115.0,,2.0,,0.1572533235009441
,177.93339729309082,,,,0.36012532003223896,,0.155744489943964,0.0,,,,169.3747100830078,,0.02404525495305352,,1.0008582584559917,-0.0028094053268432617,,184.525390625,908.1715087890625,,,5,2.06115369216775e-09,0.001953125,0.0,908.1715087890625,-0.7939238548278809,6.251907080923047e-08,5.638766020536423,,428.0477294921875,0.19140625,,,494.0,97.326171875,0.05551765486598015,0.001903347671031952,1.9160523237360394e-05,0.00015077897132187098,0.1024681031703949,,,,,0.07960357517004013,2388432.0,,0.0,,0.0,35095.9765625,,8192.0,28.081805133027956,,0.27656930685043335,0.806640625,,15244616.0,,,,1618.255204585,,0.19140625,13.012530946172774,,1.6470642238855362,,0.0,7191.16552734375,2079.4327712308914,0.0,,0.0,,,5.91999851167202e-05,35095.9765625,8192.0,1767196432.7882535,40.0,0.0,1.0,0.004702210426330566,0.0,8.259294554591179e-05,,0.0,,,,,,,287.14946126705036,0.0,2.570780038833618,0.02286452427506447,2.0,1.6462066806852818,57.43045637803152,1212.0,,,0.0008575654355809093,-0.7939238548278809,,-7.683713436126709,0.0,,0.10878468304872513,,188.15115992492065,287.14946126705036,,,,2.140357732772827,0.0008850408503349172,0.9982874393463135,,,6.251907080923047e-08,,1.1403577327728271,,4567.580078125,1.0,,,0.9999778270721436,,0.9984257817268372,181.0,,169.3747100830078,,,15244616.0,5.643688231706619,,,0.0009515337878838181,,0.9255353808403015,,,,,,,181.0,,0.0,,0.0008213985784095712,,0.957603931427002,,,4567.580078125,61.68982560560107,2.0,,0.9203309835582302,,0.0,1e-05,,0.0601411797106266,5.0,,2.253101348876953,6.251907080923047e-08,84.0,,2.0,,0.08045457943656086
,185.2800154685974,,,,0.3559071889612824,,0.16563659927541213,0.0,,,,609.5452880859375,,0.023682524915526828,,1.000695824623108,-0.0025950074195861816,,191.791015625,532.9058837890625,,,6,2.06115369216775e-09,0.001953125,0.0,532.9058837890625,-1.0532604455947876,-3.8015507186628383e-08,3.8165664821863174,,456.38018798828125,0.443359375,,,742.0,95.72265625,0.07058267295360565,0.0018582046031951904,9.700082500785356e-06,0.00011290228802897725,0.10742983967065811,,,,,0.08452481776475906,3152347.0,,0.0,,0.0,27458.90234375,,8192.0,37.299003726802766,,0.2786632776260376,0.923828125,,10508986.0,,,,2059.690617128,,0.443359375,17.169442017097026,,1.3023070953786373,,0.0,13289.2275390625,2049.1242594239484,0.0,,0.0,,,6.569596007466316e-05,27458.90234375,8192.0,1767196817.4544952,35.0,0.0,1.0,0.0025320053100585938,0.0,6.5983971580863e-05,,0.0,,,,,,,384.59685710887425,0.0,2.660146951675415,0.022905021905899048,2.0,1.3016116954386234,74.65553636988625,6255.0,,,0.000695380731485784,-1.0532604455947876,,-4.530272006988525,0.0,,0.1194072812795639,,254.99026022292674,384.59685710887425,,,,2.586711883544922,0.0008092366206255974,0.9972192645072937,,,-3.8015507186628383e-08,,1.5867118835449219,,6061.205078125,1.0,,,0.9999991655349731,,0.9970406293869019,608.0,,609.5452880859375,,,10508986.0,3.8192922472953796,,,0.0007775718113407493,,0.9181170463562012,,,,,,,608.0,,0.0,,0.0006916778747836361,,0.9468523263931274,,,6061.205078125,24.171417575329542,2.0,,0.9172309374835644,,0.0,1e-05,,0.08820021152496338,6.0,,1.8838911056518555,-3.8076102271134005e-08,78.0,,2.0,,0.0821664744186425
,189.16450023651123,,,,0.3651422329712659,,0.16938428970141248,0.0,,,,943.0146484375,,0.023753511426672858,,1.000700406730175,-0.0008195638656616211,,195.71875,405.4121398925781,,,7,2.06115369216775e-09,0.00390625,0.0,405.4121398925781,-1.126607894897461,3.7509625627762944e-08,2.5954858660697937,,471.4029541015625,0.65625,,,306.0,95.259765625,0.08683094382286072,0.0016009770333766937,3.5403662366206845e-06,9.946002882162239e-05,0.1043107807636261,,,,,0.083820641040802,3671246.0,,0.0,,0.0,8161.61279296875,,8192.0,42.90335676004179,,0.26853105425834656,0.9765625,,67294.359375,,,,2603.776533033,,0.65625,20.109348764875904,,0.934541866183281,,0.0,18164.775390625,2079.4673020124983,0.0,,0.0,,,6.966409273445606e-05,8161.61279296875,8192.0,1767197258.8899088,39.0,0.0,1.0,0.0029381513595581055,0.0,4.895986057817936e-05,,0.0,,,,,,,441.3685654550791,0.0,2.0458428859710693,0.020490145310759544,2.0,0.9338418915867805,87.20498381112702,8192.0,,,0.0006999825709499419,-1.126607894897461,,-1.1535614728927612,0.0,,0.13373635709285736,,290.6522016460076,441.3685654550791,,,,3.1569578647613525,0.0007373337393801194,0.9968202710151672,,,3.7509625627762944e-08,,2.1569578647613525,,7075.142578125,1.0,,,0.9999686479568481,,0.9979421496391296,940.0,,943.0146484375,,,67294.359375,2.5973625853657722,,,0.0007436039741151035,,0.8970968723297119,,,,,,,940.0,,0.0,,0.0006769919355065213,,0.9271500706672668,,,7075.142578125,17.10534584708512,2.0,,0.9214699346087173,,0.0,1e-05,,0.12986144423484802,7.0,,1.457377552986145,3.773535794948657e-08,96.0,,2.0,,0.08023585038342801
,191.41551637649536,,,,0.35875864000990987,,0.1784793639863458,0.0,,,,1020.406982421875,,0.023029184019705422,,1.0006045140326023,-0.0008600056171417236,,198.08203125,860.072998046875,,,8,2.06115369216775e-09,0.009765625,0.0,860.072998046875,-0.7848178744316101,-6.39662212087444e-10,1.5917613096535206,,479.9542236328125,0.93359375,,,484.0,98.396484375,0.10129506140947342,0.0012707337737083435,2.2026877388725552e-07,8.635445659139063e-05,0.0932762548327446,,,,,0.07730592042207718,4154489.0,,0.0,,0.0,9607.9140625,,8192.0,50.218918605009094,,0.24347662925720215,0.998046875,,125801.59375,,,,3123.617495183,,0.93359375,22.977328001055866,,0.45942830946296453,,0.0,441311.4375,1909.169390267641,0.0,,0.0,,,5.481601692736149e-05,9607.9140625,8192.0,1767197802.975949,36.0,0.0,1.0,0.0017677843570709229,0.0,4.6944012865424156e-05,,0.0,,,,,,,544.0178620580118,0.0,1.9130362272262573,0.01597033254802227,2.0,0.45882406923919916,95.67449168884195,8192.0,,,0.0006042404274921864,-0.7848178744316101,,-1.1986160278320312,0.0,,0.14937326312065125,,374.65000040107407,544.0178620580118,,,,54.845951080322266,0.0006203256925800815,1.0999672412872314,,,-6.39662212087444e-10,,53.845951080322266,,8015.83984375,1.0,,,0.9999825358390808,,1.0975648164749146,1075.0,,1020.406982421875,,,125801.59375,1.5927410535514355,,,0.0006334570643957704,,0.8426681756973267,,,,,,,1075.0,,0.0,,0.0006081199635445955,,0.8816360235214233,,,8015.83984375,677.8805596437305,2.0,,0.9342732709401039,,0.0,1e-05,,2.3946993350982666,8.0,,0.9008044004440308,-7.708749749646415e-10,87.0,,2.0,,0.09128653968852542
,191.41551637649536,,,,0.3720737090334296,,0.169205816030287,0.0,,,,1477.2991943359375,,0.024123538176929995,,1.0006675980985165,-0.0007673799991607666,,198.08203125,693.8006591796875,,,9,2.06115369216775e-09,0.001953125,0.0,693.8006591796875,-0.7470824122428894,-1.8572452020748642e-08,1.6933663003146648,,478.5135498046875,0.841796875,,,1533.0,96.2265625,0.09393550455570221,0.001479022204875946,-1.240100004906708e-07,9.264730531509148e-05,0.098627470433712,,,,,0.08145347982645035,4016023.0,,0.0,,0.0,11835.2265625,,8192.0,47.23546659806743,,0.25026223063468933,0.998046875,,763027.375,,,,4700.039916964,,0.841796875,22.30916539207101,,0.5201489329338074,,0.0,38561.953125,1931.6663172968344,0.0,,0.0,,,6.252806633710861e-05,11835.2265625,8192.0,1767198322.8166475,37.0,0.0,1.0,0.0022186636924743652,0.0,5.776085890829563e-05,,0.0,,,,,,,519.7614831349347,0.0,1.2965091466903687,0.01717398688197136,2.0,0.5194816840812564,96.88068415992893,8192.0,,,0.0006672543240711093,-0.7470824122428894,,-1.5276052951812744,0.0,,0.1506119817495346,,352.8284746820573,519.7614831349347,,,,5.675907135009766,0.0007001365738688037,0.9869659543037415,,,-1.8572452020748642e-08,,4.675907135009766,,7747.568359375,1.0,,,0.9999817609786987,,0.9874065518379211,1448.0,,1477.2991943359375,,,763027.375,1.694521464407444,,,0.0006980685284361243,,0.8645352721214294,,,,,,,1448.0,,0.0,,0.0006642318448939477,,0.8862308263778687,,,7747.568359375,116.95362328737974,2.0,,0.9324247778482245,,0.0,1e-05,,0.21718841791152954,9.0,,0.8913949728012085,-1.8521241429425572e-08,123.0,,2.0,,0.08894637422327753
