critic/score/max,num_turns/min,val-aux/hmmt25/reward/worst@2/mean,val-core/beyondaime/reward/mean@8,timing_s/adv,critic/returns/max,val-aux/hmmt25/reward/best@4/std,val-aux/aime24/reward/best@2/mean,val-aux/beyondaime/reward/worst@2/mean,val-aux/brumo25/reward/worst@8/std,rollout_corr/rollout_log_ppl,val-aux/beyondaime/reward/best@4/std,timing_per_token_ms/update_actor,timing_s/agent_loop/slowest/tool_calls,val-aux/hmmt25/reward/best@4/mean,val-core/aime25/reward/mean@8,val-aux/brumo25/reward/best@2/mean,rollout_corr/rollout_rs_seq_std,adv/mean,perf/max_memory_allocated_gb,rollout_corr/log_ppl_diff,_timestamp,val-aux/hmmt25/reward/worst@4/std,val-aux/aime25/reward/best@4/std,critic/score/min,timing_s/agent_loop/tool_calls/min,response_length/clip_ratio,rollout_corr/k3_kl,val-aux/aime25/reward/worst@8/std,perf/total_num_tokens,val-aux/beyondaime/reward/best@2/std,critic/returns/min,val-aux/hmmt25/reward/best@2/std,actor/pg_loss,val-core/hmmt25/reward/best@8/mean,rollout_corr/rollout_rs_seq_masked_fraction,rollout_corr/chi2_seq,rollout_corr/kl,num_turns/max,training/rollout_probs_diff_valid,timing_s/update_actor,val-core/aime24/reward/best@8/std,timing_s/testing,val-aux/aime24/reward/worst@2/mean,timing_s/agent_loop/tool_calls/mean,val-core/aime24/reward/mean@8,rollout_corr/ppl_ratio,val-aux/hmmt25/reward/worst@2/std,critic/score/mean,response_length/min,val-core/aime24/reward/best@8/mean,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/rollout_rs_max,val-aux/aime25/reward/best@2/mean,training/rollout_actor_probs_pearson_corr,distill/teacher_kl,val-core/hmmt25/reward/mean@8,rollout_corr/rollout_rs_mean,timing_s/step,val-aux/brumo25/reward/best@2/std,training/epoch,val-core/brumo25/reward/best@8/std,timing_s/agent_loop/tool_calls/max,rollout_corr/rollout_rs_ratio_fraction_high,rollout_corr/rollout_rs_seq_mean,val-aux/hmmt25/reward/std@8,perf/mfu/actor,val-aux/aime24/reward/best@4/mean,timing_s/agent_loop/generate_sequences/max,val-aux/aime24/reward/worst@4/mean,prompt_length/mean,critic/rewards/min,val-aux/aime24/reward/std@8,val-aux/aime24/reward/worst@4/std,val-aux/hmmt25/reward/worst@8/mean,val-aux/brumo25/reward/worst@4/std,perf/max_memory_reserved_gb,val-aux/brumo25/reward/worst@2/std,rollout_corr/chi2_token,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/rollout_ppl,val-aux/num_turns/min,prompt_length/clip_ratio,val-aux/beyondaime/reward/worst@2/std,val-core/hmmt25/reward/best@8/std,val-core/beyondaime/reward/best@8/mean,rollout_corr/log_ppl_diff_min,val-core/brumo25/reward/best@8/mean,_step,timing_s/gen,prompt_length/max,val-aux/beyondaime/reward/worst@8/std,val-core/brumo25/reward/mean@8,timing_per_token_ms/adv,val-aux/beyondaime/reward/worst@8/mean,val-aux/aime24/reward/worst@2/std,critic/returns/mean,actor/entropy,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/aime25/reward/worst@8/mean,response_length_non_aborted/min,timing_s/stop_profile,val-aux/beyondaime/reward/std@8,critic/advantages/min,val-aux/aime24/reward/best@4/std,timing_per_token_ms/gen,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/rollout_rs_eff_sample_size,timing_s/agent_loop/generate_sequences/min,val-aux/hmmt25/reward/worst@8/std,critic/rewards/mean,val-aux/aime25/reward/worst@4/std,actor/is_ratio_mean,critic/advantages/max,rollout_corr/rollout_rs_seq_min,perf/cpu_memory_used_gb,response_length_non_aborted/mean,val-aux/aime25/reward/best@4/mean,response_length_non_aborted/max,val-aux/beyondaime/reward/worst@4/mean,val-core/beyondaime/reward/best@8/std,val-aux/brumo25/reward/std@8,response_length/mean,val-aux/hmmt25/reward/worst@4/mean,timing_s/agent_loop/generate_sequences/mean,val-aux/aime25/reward/std@8,val-aux/aime24/reward/best@2/std,rollout_corr/rollout_rs_min,critic/rewards/max,val-aux/aime24/reward/worst@8/mean,training/rollout_probs_diff_mean,training/global_step,timing_s/agent_loop/slowest/response_length,training/rollout_probs_diff_max,rollout_corr/rollout_is_veto_fraction,timing_s/agent_loop/slowest/generate_sequences,training/rollout_probs_diff_std,val-aux/brumo25/reward/worst@8/mean,val-aux/aime25/reward/worst@2/std,rollout_corr/training_ppl,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_abs_diff,val-core/aime25/reward/best@8/std,perf/throughput,val-aux/num_turns/mean,val-aux/aime25/reward/worst@4/mean,timing_s/start_profile,val-aux/brumo25/reward/worst@4/mean,val-aux/beyondaime/reward/best@4/mean,timing_s/old_log_prob_pre,timing_s/reward,val-aux/beyondaime/reward/best@2/mean,rollout_corr/rollout_rs_seq_max,val/generations,val-aux/hmmt25/reward/best@2/mean,val-aux/beyondaime/reward/worst@4/std,actor/grad_norm,val-aux/aime24/reward/worst@8/std,response_length/max,timing_s/agent_loop/slowest/prompt_length,val-core/avg/reward/best@8/std,val-aux/aime25/reward/worst@2/mean,prompt_length/min,val-aux/num_turns/max,val-aux/brumo25/reward/best@4/std,perf/time_per_step,num_turns/mean,val-core/aime25/reward/best@8/mean,val-core/avg/reward/best@8/mean,val-core/avg/reward/mean@8,_runtime,rollout_corr/rollout_rs_masked_fraction,val-aux/brumo25/reward/best@4/mean,val-aux/brumo25/reward/worst@2/mean,rollout_corr/rollout_rs_std,val-aux/aime25/reward/best@2/std,timing_s/save_checkpoint,response/aborted_ratio,actor/lr,critic/advantages/mean,rollout_corr/rollout_rs_seq_fraction_high,rollout_corr/training_log_ppl,response_length_non_aborted/clip_ratio
,,0.0005666666666666667,0.04,,,0.01641828249239244,0.11613333333333334,0.02399,0.04387553212913923,,0.026677386754419788,,,0.0138,0.09166666666666666,0.2189,,,,,1769943184.9136202,0.0,0.11744827416840194,,,,,0.012697136388379698,,0.033764613967450764,,0.01407029968882445,,0.022233333333333334,,,,,,,0.06306460126965134,,0.03423333333333333,,0.075,,0.0043090344368289495,,,0.19626666666666667,,,0.1435,,,0.004166666666666667,,,0.08972027970745657,,0.038980710435115876,,,,0.011023963796102461,,0.15853333333333333,,0.011566666666666666,,,0.09591793994564074,0.027880745842626748,0.0,0.07125374713306819,,0.09775111493812932,,,,2.0,,0.029767011968691925,0.01570955123483799,0.08094,,0.276,0,,,0.010603889050299884,0.17083333333333334,,0.004770000000000001,0.06381650815244498,,,,0.003766666666666667,,,0.037435636021536614,,0.08793764198460292,,,,,0.0,,0.03538995238532942,,,,,,0.2022,,0.01215,0.017407512960174242,0.11088093273285048,,0.0,,0.1236110155831342,0.09870102889065822,,,0.0034000000000000002,,,,,,,,0.05176666666666666,0.0796756183791343,,,,0.08500471120085681,,2.0,0.013800000000000002,,0.07976666666666667,0.06987,,,0.05582,,"{'size': 24205, '_latest_artifact_path': 'wandb-client-artifact://zjf1jll4g9b9nixrzl7py0hu4khrartqdn3qyha0okal2d4wy82m8koicr122uw68nce2gp70upb8ygbjhsznc8j7r8odbglilnfca1vu6xa10ps9awuywelsrasu1jz:latest/val/generations.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'sha256': '9417fd4173ac5d8e652f0c873ff2de3da77a4955c7b8ebdd53e1e51b93446008', 'nrows': 1, 'artifact_path': 'wandb-client-artifact://a6xbr2ew8olc50eht452hx6hkdduungi8gvblwhs2p3ohci12pvzonm2gn3m12k1bcrr8o3viwp6uonmde7neplsq5dsbdugt9jijcva2aj8zwi2wr9pqpu2lmccv0ex/val/generations.table.json', 'ncols': 31, 'path': 'media/table/val/generations_0_9417fd4173ac5d8e652f.table.json'}",0.007733333333333333,0.01961355646334923,,0.011097856180403263,,,0.04403341742012725,0.0392,,2.0,0.06319115062276272,,,0.2535,0.165788,0.07633333333333334,546.751266643,,0.2527666666666667,0.12353333333333331,,0.1309231793756598,,,,,,,
-41.99662780761719,2.0,,,1.5547303250059485,4.822600364685059,,,,,1.0078722652979195,,0.03282122523733245,0.0,,,,0.004886002279818058,-2.997278514271784e-08,172.1454873085022,0.0005819788448206964,1769943502.1018982,,,-6334.7705078125,0.0,0.02783203125,0.0006659162406776886,,2734440.0,,-26.207698822021484,,7.162374371461055e-05,,0.00927734375,1.8077481165528297,0.0006977810233852466,2.0,1.0,89.74767113797134,,,,0.0,,1.0005936152301729,,-492.9884033203125,2.0,,0.0,2.5175094604492188,,0.9997116923332214,0.39727783203125,,0.9999708533287048,316.57777336001163,,0.0,,0.0,2.754391744019813e-06,1.0001834630966187,,0.09935428044317769,,0.0,,94.259765625,-6334.7705078125,,,,,178.771484375,,0.0012742578983306885,0.07105255126953125,31.78025797009468,,0.0,,,,-0.06610631942749023,,1,184.75858834403334,269.0,,,0.0005685735744817763,,,-2.790735287305779e-08,1.2589527368545532,0.0,,2.0,4.428799729794264e-05,,-26.207698822021484,,0.07269964552711712,8.263175004685763e-06,0.998686848171314,0.0,,-492.9884033203125,,1.0,4.822600364685059,0.9358970522880554,333.939697265625,1240.916015625,,8192.0,,,,1240.916015625,,0.0,,,0.004535304382443428,-41.99662780761719,,0.0029476762283593416,1.0,823.0,0.769292414188385,0.0,0.0,0.008956153877079487,,,31.669760895892978,0.06911683082580566,0.001866444378720189,,2159.3745914139085,,,0.0002966729807667434,,,22.272942136973143,17.89929998095613,,1.0710525512695312,,,,2.8495752811431885,,8192.0,102.0,,,36.0,,,316.57777336001163,2.0,,,,866.383960685,1.1017566976079252e-05,,,0.03625961020588875,,,0.0,1e-06,-2.790735287305779e-08,0.0,1.008454252500087,0.02783203125
-35.19234085083008,2.0,,,1.5750986460479908,5.32611083984375,,,,,1.056871630717069,,0.031765772221372675,0.0,,,,0.0056448462419211864,-1.1155848467225837e-09,180.45329189300537,0.0005900552196180797,1769943821.7346704,,,-6186.4765625,0.0,0.0322265625,0.0006422396772904904,,2831723.0,,-27.327608108520508,,7.474361229853344e-05,,0.00830078125,3.9666522168554366,0.000661739088506863,2.0,1.0,89.9518678120221,,,,0.0,,1.0006057391874492,,-510.49920654296875,2.0,,0.0,3.2861037254333496,,0.9997261762619019,0.3981083631515503,,0.9999870657920837,319.4752951400005,,0.0,,0.0,2.66547363025893e-06,1.0001657009124756,,0.1033785641336359,,0.0,,100.365234375,-6186.4765625,,,,,187.052734375,,0.0012507997453212738,0.08804619312286377,40.52537028398365,,0.0,,,,-0.08436965942382812,,2,189.03390652500093,454.0,,,0.0005562333060288704,,,-2.463583115286383e-09,1.2594740390777588,0.0,,2.0,4.4481013901531696e-05,,-27.327608108520508,,0.07198069684046224,8.757984687690623e-06,0.9987294149022297,0.0,,-510.49920654296875,,1.0,5.32611083984375,0.9401534795761108,366.826171875,1282.31201171875,,8192.0,,,,1282.31201171875,,0.0,,,0.0009445411269553006,-35.19234085083008,,0.0028768207412213087,2.0,6210.0,0.507408082485199,0.0,0.0,0.00874374434351921,,,40.11410847492516,0.0634312629699707,0.001965887779078912,,2215.917038873915,,,6.313703488558531e-05,,,22.245435175020248,16.341232008009683,,1.0880461931228638,,,,2.806776762008667,,8192.0,65.0,,,34.0,,,319.4752951400005,2.0,,,,1193.01660686,1.1423458090575878e-05,,,0.03566793352365494,,,0.0,1e-06,-2.463583115286383e-09,0.0,1.057461686898023,0.0322265625
-32.54175567626953,2.0,,,1.5735649389680475,5.186794281005859,,,,,1.1906426732894033,,0.030680457874495148,0.0,,,,0.007002423983067274,1.4420596938791164e-09,181.14217710494995,0.0006242960291729105,1769944148.3670676,,,-6082.72021484375,0.0,0.03564453125,0.0006503249983325077,,2910221.0,,-26.203611373901367,,6.329678646821435e-05,,0.005859375,1.0015951753593981,0.0006440784108292519,2.0,1.0,89.28691279597115,,,,0.0,,1.000648524146527,,-515.8790283203125,2.0,,0.0,3.6756820678710938,,0.9997425079345703,0.39003071188926697,,1.0000007152557373,326.50177346600685,,0.0,,0.0,7.383307547570439e-07,1.0001599788665771,,0.10800047266657846,,0.0,,98.34375,-6082.72021484375,,,,,187.462890625,,0.0013174242340028286,0.11411893367767334,74.3794322181493,,0.0,,,,-0.09856986999511719,,3,195.94399429898476,342.0,,,0.0005407029015899643,,,2.895385486922919e-09,1.359967827796936,0.0,,2.0,4.832097329199314e-05,,-26.203611373901367,,0.07233574052508784,4.4299845285422634e-06,0.9987199024687595,0.0,,-515.8790283203125,,1.0,5.186794281005859,0.9000274538993835,367.99395751953125,1322.66259765625,,8192.0,,,,1322.66259765625,,0.0,,,0.013879169709980488,-32.54175567626953,,0.0028285228181630373,3.0,229.0,0.9518653750419617,0.0,0.0,0.008604210801422596,,,74.86141209024936,0.11036300659179688,0.0021956779141873994,,2228.3347568883823,,,3.734399797394872e-05,,,22.65077178896172,16.74490060703829,,1.1141189336776733,,,,2.8798775672912598,,8192.0,78.0,,,38.0,,,326.50177346600685,2.0,,,,1526.952951731,5.168315510672983e-06,,,0.035801373422145844,,,0.0,1e-06,2.895385486922919e-09,0.0,1.1912669520825148,0.03564453125
-32.80111312866211,2.0,,,1.5872826100094244,4.295384883880615,,,,,1.187695125117898,,0.03097003659848111,0.0,,,,0.006647448055446148,-4.239434137076614e-09,181.14217710494995,0.0009354170073265777,1769944482.3037574,,,-6050.39111328125,0.0,0.0390625,0.0006549511142566189,,2957089.0,,-27.73029327392578,,9.263131288150817e-05,,0.0087890625,2.3243635897524655,0.0006225128955748005,2.0,1.0,91.5811545549659,,,,0.0,,1.0009590326808393,,-535.5742797851562,2.0,,0.0,3.7696008682250977,,0.9997614026069641,0.3968013525009155,,1.0000206232070923,333.8041373419692,,0.0,,0.0,2.5323370209662244e-06,0.9998475313186646,,0.1075764868403986,,0.0,,94.162109375,-6050.39111328125,,,,,187.484375,,0.0013800198212265968,0.14670288562774658,50.468288116157055,,0.0,,,,-0.08259773254394531,,4,200.35993622400565,541.0,,,0.0005367720112615564,,,-5.039848094412491e-09,1.4559237957000732,0.0,,2.0,4.870397970080376e-05,,-27.73029327392578,,0.07248269824997627,4.702911610365845e-06,0.9987063475641451,0.0,,-535.5742797851562,,1.0,4.295384883880615,0.8532971143722534,367.19415283203125,1349.72900390625,,8192.0,,,,1349.72900390625,,0.0,,,3.803783954481332e-08,-32.80111312866211,,0.0027212819550186396,4.0,1015.0,0.46802741289138794,0.0,0.0,0.008482804521918297,,,50.59427727293223,0.1587209701538086,0.002095960468523117,,2214.6886970506444,,,3.683299291878939e-05,,,22.99140461301431,16.981588958005887,,1.0931495428085327,,,,2.9401049613952637,,8192.0,115.0,,,37.0,,,333.8041373419692,2.0,,,,1899.279199809,7.23524863133207e-06,,,0.03599066659808159,,,0.0,1e-06,-5.039848094412491e-09,0.0,1.1886305478401482,0.0390625
249.87371826171875,2.0,,,1.5724227480241098,5.954927921295166,,,,,1.3307703698519617,,0.027540742318006906,0.0,,,,0.010706912726163864,-2.011353084085954e-09,184.8866672515869,0.0006856316647372296,1769944854.6299236,,,-9901.978515625,0.0,0.06640625,0.0006331279171263304,,3608471.0,,-28.79991340637207,,9.61592511785625e-05,,0.02001953125,2.409246993251145,0.0006437244979338175,2.0,1.0,99.3799699730007,,,,0.0,,1.0007106307893991,,-618.91845703125,2.0,,0.0,99.89220428466797,,0.9962078928947449,0.37180712819099426,,0.9978110194206238,372.1930741780088,,0.0,,0.0,0.00031180819496512413,0.9995701313018799,,0.1253617096330104,,0.0,,97.326171875,-9901.978515625,,,,,191.13671875,,0.0012486204504966736,0.2586127519607544,47.3118741940707,,0.0,,,,-0.10508012771606445,,5,222.63460764603224,494.0,,,0.00043575873216775466,,,-1.939518989857447e-09,1.512370228767395,0.0,,2.0,4.748802166432142e-05,,-28.79991340637207,,0.06530507708996773,0.002759634517133236,0.9970948701237803,0.0,,-618.91845703125,,1.0,5.954927921295166,0.7413872480392456,379.9638671875,1664.62255859375,,8192.0,,,,1664.62255859375,,0.0,,,2.06115369216775e-09,249.87371826171875,,0.004969808738678694,5.0,654.0,0.9990747570991516,0.0,0.0,0.03559677675366402,,,47.572527792304754,0.10201263427734375,0.0022934754883863206,,2423.7897279317563,,,3.808003384619951e-05,,,28.168933937966358,20.124275507987477,,1.1111234426498413,,,,2.8047144412994385,,8192.0,84.0,,,40.0,,,372.1930741780088,2.0,,,,2294.927335201,0.00307144271209836,,,0.0538533478975296,,,0.0,1e-06,-1.939518989857447e-09,0.0,1.331455992301926,0.06640625
-30.515838623046875,2.0,,,1.5512642109533772,5.1296796798706055,,,,,1.4435212230309844,,0.027037124327048107,0.0,,,,0.0070489514619112015,0.0,185.68212509155273,0.0009948639963113237,1769945250.2780776,,,-13784.9765625,0.0,0.07275390625,0.000630517327635971,,3836615.0,,-30.318693161010742,,9.213512271699642e-05,,0.0048828125,5.274121525231749,0.0006113308519388738,2.0,1.0,103.73103675001767,,,,0.0,,1.0010212999768555,,-668.699951171875,2.0,,0.0,10.639930725097656,,0.9998093247413635,0.3761761486530304,,1.0000122785568237,395.51366193703143,,0.0,,0.0,5.493637900144677e-07,0.9998182058334351,,0.12944091268509986,,0.0,,95.72265625,-13784.9765625,,,,,192.189453125,,0.0013041705824434757,0.13080888986587524,71.61689845751971,,0.0,,,,-0.07321548461914062,,6,239.69806597998831,742.0,,,0.000404331477344841,,,8.047347233031132e-10,1.544810175895691,0.0,,2.0,4.521600203588605e-05,,-30.318693161010742,,0.06584071636485674,2.7468188363855006e-06,0.9987614017888534,0.0,,-668.699951171875,,1.0,5.1296796798706055,0.8691911101341248,383.53106689453125,1777.62451171875,,8192.0,,,,1777.62451171875,,0.0,,,0.07833563536405563,-30.515838623046875,,0.002421179786324501,6.0,791.0,0.9212000370025635,0.0,0.0,0.007751547731459141,,,71.56623118277639,0.14053630828857422,0.0023027876291052962,,2425.0837387071197,,,3.548804670572281e-05,,,28.954616105009336,21.23000455502188,,1.0786190032958984,,,,2.7880947589874268,,8192.0,78.0,,,35.0,,,395.51366193703143,2.0,,,,2694.054714739,3.2961825127131306e-06,,,0.03521723300218582,,,0.0,1e-06,8.047347233031132e-10,0.0,1.4445160939358175,0.07275390625
-36.67219161987305,2.0,,,1.5509730050107464,6.8125200271606445,,,,,1.4103178575169295,,0.026943481561808574,0.0,,,,0.006271555554121733,-2.264325971168546e-08,185.68212509155273,0.0009837038539899368,1769945649.405376,,,-8688.1689453125,0.0,0.08154296875,0.0005820809394663229,,3861006.0,,-31.008615493774414,,7.734101384349046e-05,,0.0068359375,2.2977480427362025,0.0005778650209435909,2.0,1.0,104.02894397103228,,,,0.0,,1.0010044081136584,,-620.988525390625,2.0,,0.0,5.743023872375488,,0.9997966289520264,0.34692153334617615,,1.000004529953003,398.99726091197226,,0.0,,0.0,1.636699607843184e-06,0.9998182654380798,,0.13036142731196654,,0.0,,95.259765625,-8688.1689453125,,,,,192.189453125,,0.0011750063858926296,0.08790063858032227,68.9562183720991,,0.0,,,,-0.07980775833129883,,7,244.9880380560062,306.0,,,0.000401701785754994,,,-2.460789616520742e-08,1.2805558443069458,0.0,,2.0,4.691199865192175e-05,,-31.008615493774414,,0.06682863756651307,3.546182369973394e-06,0.9988696254069819,0.0,,-620.988525390625,,1.0,6.8125200271606445,0.9120993614196777,374.44244384765625,1789.9970703125,,8192.0,,,,1789.9970703125,,0.0,,,1.0155475138162728e-05,-36.67219161987305,,0.0023367502726614475,7.0,1155.0,0.9702921509742737,0.0,0.0,0.007631153799593449,,,69.25747188925743,0.09444928169250488,0.0022573981264031318,,2419.193299206523,,,3.443198511376977e-05,,,26.764551166968886,21.317673281009775,,1.0837955474853516,,,,2.619408130645752,,8192.0,96.0,,,39.0,,,398.99726091197226,2.0,,,,3092.878496733,5.182881977816578e-06,,,0.0336400605738163,,,0.0,1e-06,-2.460789616520742e-08,0.0,1.4113015634939075,0.08154296875
-32.111602783203125,2.0,,,1.5906952619552612,4.913858413696289,,,,,1.4492814992554486,,0.026992023368693677,0.0,,,,0.008004549890756607,5.307865258430411e-10,185.68212509155273,0.0005418753200956417,1769946048.2290123,,,-10798.3935546875,0.0,0.0791015625,0.0005964222282273113,,3881219.0,,-27.769166946411133,,8.996685392848036e-05,,0.00830078125,2.2518897620029747,0.0005812729621652579,2.0,1.0,104.7619539470179,,,,0.0,,1.0005703209899366,,-648.5371704101562,2.0,,0.0,2.614959478378296,,0.9998107552528381,0.3609541356563568,,1.0000147819519043,398.6865901040146,,0.0,,0.0,1.3588053207058692e-06,1.000299334526062,,0.12998301772425655,,0.0,,98.396484375,-10798.3935546875,,,,,192.189453125,,0.0012266840785741806,0.17692601680755615,77.0313172172755,,0.0,,,,-0.1581873893737793,,8,243.85886065801606,484.0,,,0.0004098442427379803,,,1.227443813256457e-09,1.395451307296753,0.0,,2.0,4.5760010834783316e-05,,-27.769166946411133,,0.0662713432736327,4.61993795397575e-06,0.9988341825626527,0.0,,-648.5371704101562,,1.0,4.913858413696289,0.9453499913215637,379.70941162109375,1796.72998046875,,8192.0,,,,1796.72998046875,,0.0,,,0.1474885791540146,-32.111602783203125,,0.0023312040138989687,8.0,573.0,0.3843519687652588,0.0,0.0,0.007566309068351984,,,76.62700947746634,0.05869126319885254,0.0023581551322422456,,2433.7531637240522,,,4.8640009481459856e-05,,,26.722976306977216,21.43806987401331,,1.1769260168075562,,,,2.7343881130218506,,8192.0,87.0,,,36.0,,,398.6865901040146,2.0,,,,3594.317552698,5.978743502055295e-06,,,0.03416398912668228,,,0.0,1e-06,1.227443813256457e-09,0.0,1.4498233743943274,0.0791015625
3547.148681640625,2.0,,,1.5597464599995874,6.179061412811279,,,,,1.2223095747176558,,0.02496559154338161,0.0,,,,0.05258508399128914,-1.030986851446869e-09,192.65978717803955,0.0009851706370227475,1769946549.668187,,,-8986.095703125,0.0,0.134765625,0.0005006889997503094,,5052823.0,,-32.492130279541016,,6.405492190708628e-05,,0.09228515625,1.0584590681828558,0.0005223760612125261,2.0,1.0,126.14671515900409,,,,0.0,,1.0010017794556916,,-679.0576782226562,2.0,,0.0,16157.9033203125,,0.9652591347694397,0.2864047586917877,,0.9904544949531555,501.29601785802515,,0.0,,0.0,0.002418575342744589,0.9967520236968994,,0.14618023467815708,,0.0,,96.2265625,-8986.095703125,,,,,198.984375,,0.0009589977562427521,1.8969097137451172,42.83240752108395,,0.0,,,,-0.056128501892089844,,9,308.44725494197337,1533.0,,,0.0003086881254299997,,,-5.41268085907376e-10,1.0899721384048462,0.0,,2.0,4.6591972932219505e-05,,-32.492130279541016,,0.06352204940944735,0.022231370210647583,0.9862916803837652,0.0,,-679.0576782226562,,1.0,6.179061412811279,0.6885099411010742,410.39935302734375,2370.97216796875,,8192.0,,,,2370.97216796875,,0.0,,,2.06115369216775e-09,3547.148681640625,,0.021690726280212402,9.0,8192.0,1.0,0.0,0.0,0.09890458732843399,,,43.19171954225749,0.12154412269592285,0.0018482105956536543,,2519.879881347391,,,4.128000000491738e-05,,,37.64941601600731,27.137632530007977,,2.896909713745117,,,,2.2261154651641846,,8192.0,123.0,,,37.0,,,501.29601785802515,2.0,,,,4971.221614445,0.02464994601905346,,,0.11584775149822235,,,0.0,1e-06,-5.41268085907376e-10,0.00048828125,1.2232947456650436,0.134765625
