val-aux/hmmt25/reward/worst@8/mean,val-aux/hmmt25/reward/best@2/std,rollout_corr/training_log_ppl,timing_s/agent_loop/slowest/generate_sequences,val-aux/hmmt25/reward/best@2/mean,rollout_corr/rollout_rs_std,timing_per_token_ms/gen,val-core/aime25/reward/mean@8,rollout_corr/log_ppl_abs_diff,val-aux/aime24/reward/best@2/std,response_length_non_aborted/mean,rollout_corr/k3_kl,rollout_corr/rollout_rs_seq_min,num_turns/max,rollout_corr/rollout_rs_seq_max_deviation,val-aux/hmmt25/reward/best@4/std,val-aux/num_turns/min,val-aux/brumo25/reward/best@4/std,val-aux/hmmt25/reward/worst@2/mean,timing_s/agent_loop/generate_sequences/max,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/num_turns/max,rollout_corr/chi2_token,response_length_non_aborted/clip_ratio,timing_s/stop_profile,response_length/min,_runtime,timing_s/agent_loop/tool_calls/max,val-aux/hmmt25/reward/worst@4/mean,timing_s/old_log_prob_pre,rollout_corr/kl,val-core/beyondaime/reward/best@8/mean,val-aux/brumo25/reward/worst@4/mean,perf/time_per_step,actor/pg_loss,val-core/hmmt25/reward/best@8/std,val-aux/beyondaime/reward/best@4/std,val-aux/beyondaime/reward/worst@4/std,val-core/aime25/reward/best@8/mean,rollout_corr/rollout_rs_masked_fraction,critic/score/min,val-aux/aime24/reward/worst@8/std,timing_s/start_profile,rollout_corr/log_ppl_diff,rollout_corr/ppl_ratio,_timestamp,perf/max_memory_reserved_gb,rollout_corr/rollout_rs_max,val-aux/aime25/reward/worst@8/std,critic/advantages/max,actor/entropy,timing_s/update_actor,rollout_corr/log_ppl_diff_min,critic/score/max,training/rollout_probs_diff_valid,training/rollout_probs_diff_max,prompt_length/max,response_length/mean,training/global_step,val-aux/beyondaime/reward/worst@4/mean,timing_s/gen,training/epoch,val-aux/aime25/reward/worst@8/mean,response_length_non_aborted/min,val-core/brumo25/reward/mean@8,val-aux/hmmt25/reward/std@8,val-core/aime24/reward/best@8/std,val-core/brumo25/reward/best@8/mean,actor/lr,timing_s/agent_loop/tool_calls/min,adv/mean,response/aborted_ratio,_step,critic/rewards/min,training/rollout_actor_probs_pearson_corr,actor/is_ratio_mean,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/beyondaime/reward/best@2/std,timing_s/testing,val-aux/beyondaime/reward/worst@2/mean,timing_per_token_ms/adv,val-aux/aime25/reward/best@4/std,val-aux/beyondaime/reward/worst@2/std,critic/rewards/max,rollout_corr/rollout_rs_min,timing_s/agent_loop/slowest/prompt_length,val-aux/aime24/reward/worst@8/mean,rollout_corr/rollout_is_veto_fraction,num_turns/min,rollout_corr/rollout_rs_ratio_fraction_high,val-core/avg/reward/best@8/mean,critic/advantages/mean,val-core/hmmt25/reward/best@8/mean,num_turns/mean,timing_s/reward,val-aux/hmmt25/reward/worst@8/std,timing_s/save_checkpoint,perf/cpu_memory_used_gb,rollout_corr/rollout_rs_seq_mean,val-aux/aime25/reward/best@2/std,val-aux/aime24/reward/std@8,timing_s/agent_loop/generate_sequences/min,perf/throughput,val-core/beyondaime/reward/best@8/std,rollout_corr/rollout_rs_seq_fraction_high,rollout_corr/training_ppl,val-aux/brumo25/reward/worst@2/std,actor/grad_norm,perf/max_memory_allocated_gb,val-aux/hmmt25/reward/worst@4/std,val-aux/aime24/reward/worst@2/mean,rollout_corr/rollout_ppl,val-aux/beyondaime/reward/worst@8/std,val-aux/beyondaime/reward/std@8,val-aux/beyondaime/reward/best@4/mean,val-aux/aime24/reward/worst@4/mean,rollout_corr/log_ppl_diff_max,training/rollout_probs_diff_std,val-aux/hmmt25/reward/best@4/mean,val-aux/brumo25/reward/worst@8/std,critic/advantages/min,val-core/aime24/reward/mean@8,rollout_corr/rollout_rs_seq_fraction_low,training/rollout_probs_diff_mean,timing_s/agent_loop/slowest/response_length,val-core/aime25/reward/best@8/std,val-aux/hmmt25/reward/worst@2/std,timing_s/agent_loop/slowest/tool_calls,rollout_corr/rollout_log_ppl,response_length/max,timing_s/agent_loop/generate_sequences/mean,rollout_corr/rollout_rs_seq_max,rollout_corr/chi2_seq,prompt_length/min,val-aux/brumo25/reward/best@2/std,critic/returns/min,critic/returns/max,rollout_corr/rollout_rs_eff_sample_size,val-aux/aime24/reward/best@2/mean,val-aux/aime25/reward/worst@4/mean,response_length/clip_ratio,val-core/beyondaime/reward/mean@8,val-aux/aime25/reward/best@2/mean,critic/returns/mean,critic/rewards/mean,val-aux/aime25/reward/worst@2/mean,timing_s/adv,val-core/aime24/reward/best@8/mean,perf/total_num_tokens,val-aux/aime25/reward/std@8,val-core/avg/reward/best@8/std,distill/teacher_kl,val-core/hmmt25/reward/mean@8,val-aux/num_turns/mean,prompt_length/clip_ratio,perf/mfu/actor,val-aux/aime25/reward/worst@4/std,val-aux/brumo25/reward/worst@8/mean,val-aux/aime24/reward/best@4/mean,val/generations,val-aux/aime25/reward/best@4/mean,val-core/avg/reward/mean@8,val-aux/aime24/reward/worst@4/std,rollout_corr/rollout_rs_ratio_fraction_low,val-aux/beyondaime/reward/worst@8/mean,val-aux/brumo25/reward/worst@2/mean,prompt_length/mean,timing_s/step,val-aux/aime24/reward/worst@2/std,rollout_corr/rollout_rs_mean,val-aux/brumo25/reward/std@8,val-aux/brumo25/reward/worst@4/std,response_length_non_aborted/max,val-aux/beyondaime/reward/best@2/mean,timing_s/agent_loop/tool_calls/mean,val-aux/aime25/reward/worst@2/std,val-aux/aime24/reward/best@4/std,timing_per_token_ms/update_actor,critic/score/mean,rollout_corr/rollout_rs_seq_std,val-aux/brumo25/reward/best@2/mean,val-core/brumo25/reward/best@8/std,val-aux/brumo25/reward/best@4/mean
0.0,0.04250542795639784,,,0.0237,,,0.075,,0.09192713536490534,,,,,,0.049112613034175426,2.0,0.09120625685030509,0.0018000000000000002,,,2.0,,,,,1131.446589466,,3.3333333333333335e-05,,,0.11646000000000001,0.06316666666666666,,,0.047454455933490805,0.053155767297943406,0.01841424477155522,0.2296,,,0.021756944513968902,,,,1770220900.8494058,,,0.003926965700257976,,,,,,,,,,,0.00592,,,0.00023333333333333333,,0.1625,0.033071891388307385,0.0504663092021357,0.31153333333333333,,,,,0,,,,,0.06019168826150081,,0.019540000000000002,,0.1104842365127858,0.03845198458265516,,,,0.011533333333333335,,,,0.185672,,0.06573333333333334,,,0.0,,,,0.12297875770977082,0.09644717600310983,,,0.03858915084466567,,,0.10474563841147169,,,0.001053565375285274,0.05513333333333334,,0.0048881801627264024,0.05770953478462517,0.09352,0.028033333333333334,,,0.04066666666666666,0.025289713111875445,,0.09583333333333334,,,,0.07665643650003369,0.013291562499254117,,,,,,,,0.12382464016653767,,,,0.13689999999999997,0.004666666666666667,,0.04375,0.12300000000000001,,,0.025666666666666667,,0.20503333333333332,,0.11311628784450084,0.05334111798083711,,0.0125,2.0,,,0.023753138588121395,0.040266666666666666,0.17503333333333335,"{'size': 47839, 'log_mode': 'IMMUTABLE', 'sha256': 'a2a6561eb82847367df511b9adc2885c85bc2d0459d97260b09c81f581179756', 'ncols': 31, '_latest_artifact_path': 'wandb-client-artifact://o4195xzl2cqwmspjwsfivdxzrks1m7mspdxkrqdv6wywlklylj73izi3sd4ga84x6k4v1vylygo1xk9q7userec460zpadkkkpyvpkmmz2k4eleg9fly6qjhgfzzzr8u:latest/val/generations.table.json', 'path': 'media/table/val/generations_0_a2a6561eb82847367df5.table.json', 'artifact_path': 'wandb-client-artifact://w83kmz0k2r762xoag87rtduny31r3dyhvz1bh0l2ztm9r6evouus3wserlrehcsc3yot3ib1hgvtsuy9l5ytqfkm8yoiu9b9873duwmkhl69q5agbup7o1e49q170s74/val/generations.table.json', '_type': 'table-file', 'nrows': 1}",0.1810333333333333,0.07791666666666666,0.046276563114605894,,0.00064,0.10460000000000001,,,0.07315758872665991,,0.1321342753298675,0.06325774157359179,,0.06825,,0.06818306739505105,0.07346353683958444,,,,0.21933333333333332,0.05353923742385971,0.27513333333333334
,,7.824780318886042,0.0,,0.44749197363853455,0.06577475350588961,,0.06163290739641525,,4314.48095703125,0.05701713843154721,0.8862822651863098,2.0,3.200439929962158,,,,,0.0,0.99658203125,,0.3965791966766119,0.396484375,5.529599729925394e-05,2.0,1836.899139864,0.0,,65.87620504799997,-0.06986942075309344,,,905.9471166010044,-2.1609167921710082e-07,,,,,0.1454480141401291,-4229.9814453125,,0.0003082890034420416,-0.04803417013317812,0.955186303704977,1770221807.4290056,181.279296875,24519.30078125,,8.770453453063965,9.517752647399902,206.8036729930027,-0.6350526809692383,-24.989402770996094,1.0,0.9996922612190247,269.0,4314.48095703125,1.0,,581.1894711389905,0.0,,2.0,,,,,1e-05,0.0,-9.182509863592259e-09,0.0,1,-4229.9814453125,0.9872987270355225,1.0,0.0,,,,0.00017554966446799898,,,-24.989402770996094,3.4366207657399173e-09,102.0,,0.0,2.0,0.07933459430932999,,-9.441172288404687e-09,,2.0,50.075565633000224,,,416.24981689453125,1.21846342086792,,,0.0,2491.619222178225,,0.01171875,12212.645839691162,,5.646478652954102,174.52431535720825,,,13149.782936096191,,,,,0.7311363220214844,0.031288184225559235,,,-41.42717742919922,,0.0,0.004373098257929087,1444.0,,,0.0,7.872814539819956,8192.0,0.0,4.200439929962158,1.6696125554478285e+17,36.0,,-41.42717742919922,8.770453453063965,0.8648238497583659,,,0.396484375,,,-9.441172288404687e-09,-1738.964111328125,,1.585055650997674,,9029101.0,,,0.4030529260635376,,,0.0,0.1721935850641354,,,,,,,,0.0661134272813797,,,94.259765625,905.9471166010044,,1.1919658184051514,,,8192.0,,0.0,,,0.022904126666985197,-1738.964111328125,0.1930311918258667,,,
,,8.17256347835064,0.0,,0.4102153778076172,0.06123702040806516,,0.05735502834431827,,3510.455078125,0.05204395522014238,0.6056125164031982,2.0,7.468023300170898,,,,,0.0,0.9921875,,0.3599655432626605,0.21923828125,4.4863991206511855e-05,2.0,2809.572681806,0.0,,53.37074907499482,-0.06171261961571872,,,705.2990519599989,1.6533628457215954e-05,,,,,0.11111409217119217,-7926.044921875,,5.8977006119675934e-05,-0.04698454978642985,0.9553925953805447,1770222512.8818312,183.30078125,56083.12890625,,11.621273040771484,9.582310676574707,170.9109927630052,-0.48623180389404297,-20.117050170898438,1.0,0.999994695186615,454.0,3510.455078125,2.0,,440.2581693659886,0.0,,2.0,,,,,1e-05,0.0,-1.4288026761732908e-08,0.0,2,-7926.044921875,0.9838919043540955,1.0,0.0,,,,0.00021039538712764593,,,-20.117050170898438,4.872457104454497e-09,65.0,,0.0,2.0,0.061568040400743484,,-1.4068358034080575e-08,,2.0,38.83931197799393,,,422.3056640625,1.1983604431152344,,,0.0,2621.214355616136,,0.0048828125,14891.898811340332,,3.6096065044403076,176.9620819091797,,,15927.831691741943,,,,,0.5351676940917969,0.03805067017674446,,,-41.096160888671875,,0.0,0.005458699073642492,587.0,,,0.0,8.219547998160124,8192.0,0.0,8.468023300170898,1.6990093027416474e+17,34.0,,-41.096160888671875,11.621273040771484,0.8812102673934759,,,0.21923828125,,,-1.4068358034080575e-08,-1069.54833984375,,1.5558654719934566,,7394960.0,,,0.3046751022338867,,,0.0,0.16403991426747647,,,,,,,,0.04954605549573898,,,100.365234375,705.2990519599989,,1.1773312091827393,,,8192.0,,0.0,,,0.023111821127227896,-1069.54833984375,0.21827346086502075,,,
,,8.789850659668446,0.0,,0.401673287153244,0.06400720755563699,,0.05553698918083683,,4770.48291015625,0.05186215398134664,0.7094141244888306,2.0,9.697325706481934,,,,,0.0,0.99365234375,,0.3496391987428069,0.3935546875,4.5344000682234764e-05,2.0,3621.089546505,0.0,,68.36920467299933,-0.05757642994285561,,,972.508340476008,1.938889570625435e-06,,,,,0.10290821641683578,-4371.3251953125,,5.036900984123349e-05,-0.049464919124147855,0.9525637682527304,1770223485.5551784,191.162109375,42118.28515625,,11.098477363586426,9.707907676696777,224.36227943999984,-0.4681100845336914,-26.077985763549805,1.0,0.9999974370002747,342.0,4770.48291015625,3.0,,625.3471534509881,0.0,,2.0,,,,,1e-05,0.0,-2.818975985974248e-08,0.0,3,-4371.3251953125,0.9796010255813599,1.0,0.0,,,,0.00015648395218480966,,,-26.077985763549805,8.822577335365622e-09,78.0,,0.0,2.0,0.05590090528130531,,-2.818975985974248e-08,,2.0,52.45336650501122,,,452.04718017578125,1.1734517812728882,,,0.0,2563.3088645592948,,0.00439453125,18177.633575439453,,5.774103164672852,184.51283168792725,,,19324.777626037598,,,,,0.5222020149230957,0.03880072012543678,,,-38.45112228393555,,0.0,0.005272090435028076,2638.0,,,0.0,8.839315555989742,8192.0,0.0,10.697325706481934,1.9159536205666714e+17,38.0,,-38.45112228393555,11.098477363586426,0.8835032472289046,,,0.3935546875,,,-2.818975985974248e-08,-1491.53125,,1.560357352005667,,9971357.0,,,0.31265830993652344,,,0.0,0.17412175958230483,,,,,,,,0.04700730741024017,,,98.34375,972.508340476008,,1.1598916053771973,,,8192.0,,0.0,,,0.022500676632077242,-1491.53125,0.25505372881889343,,,
,,8.527205135673285,0.0,,0.4067438542842865,0.06156910785673087,,0.06360364804277197,,4068.5029296875,0.0528052655281499,0.5698864459991455,2.0,3.542243003845215,,,,,0.0,0.9951171875,,0.3796547846868634,0.26953125,4.2911997297778726e-05,2.0,4199.210705406,0.0,,58.78978672801168,-0.07013692680629902,,,811.363127796998,8.032124182655309e-06,,,,,0.11263536661863327,-3643.03173828125,,5.04649942740798e-05,-0.05870486408821307,0.9438135181553662,1770224297.071927,191.162109375,12910.0849609375,,8.743034362792969,9.522346496582031,193.14447393799492,-0.3420906066894531,-31.048463821411133,1.0,0.9999904632568359,541.0,4068.5029296875,4.0,,513.0119079799915,0.0,,2.0,,,,,1e-05,0.0,1.1755019180270665e-08,0.0,4,-3643.03173828125,0.9810382723808289,1.0,0.0,,,,0.00018051333843414563,,,-31.048463821411133,2.06115369216775e-09,115.0,,0.0,2.0,0.05929243564605713,,1.114415493219667e-08,,2.0,44.49792438899749,,,433.05126953125,1.1875272989273071,,,0.0,2626.7948677762006,,0.00244140625,16655.897384643555,,2.791684865951538,184.51283168792725,,,17951.717567443848,,,,,0.597527027130127,0.04377034306526184,,,-40.7081413269043,,0.0,0.006819345988333225,1140.0,,,0.0,8.585909944027662,8192.0,0.0,4.542243003845215,1.9169252240418406e+17,37.0,,-40.7081413269043,8.743034362792969,0.8835836516008737,,,0.26953125,,,1.114415493219667e-08,-1063.71240234375,,1.5389011209917953,,8525138.0,,,0.26145055890083313,,,0.0,0.16870723472465887,,,,,,,,0.05334293469786644,,,94.162109375,811.363127796998,,1.1776759624481201,,,8192.0,,0.0,,,0.02265587653103034,-1063.71240234375,0.13053463399410248,,,
,,7.287811707705259,0.0,,0.4169021248817444,0.04944337559981693,,0.07421859499299899,,3305.455078125,0.05538265182985924,0.822245717048645,2.0,3.3555870056152344,,,,,0.0,0.99853515625,,0.43260134290903807,0.14599609375,5.148799391463399e-05,3.0,5156.501736217,0.0,,46.97718236899527,-0.09096441807923838,,,577.9762090069999,1.2594394805387488e-05,,,,,0.12389498203992844,-2470.77783203125,,3.683200338855386e-05,-0.07287082594120875,0.9305928745307028,1770224875.1933002,191.162109375,15893.4169921875,,8.797837257385254,8.810178756713867,158.2023650629999,-0.40247631072998047,-29.418031692504883,1.0,0.999998927116394,494.0,3305.455078125,5.0,,334.7104910460039,0.0,,3.0,,,,,1e-05,0.0,-1.0702765784742496e-08,0.0,5,-2470.77783203125,0.9863414168357849,1.0,0.0,,,,0.00022279224772512457,,,-29.418031692504883,2.06115369216775e-09,84.0,,0.0,2.0,0.06224411353468895,,-1.053810816387113e-08,,2.0,36.17103724599292,,,409.95904541015625,1.1899337768554688,,,0.0,3014.3524471245146,,0.00244140625,11285.0697555542,,3.3999311923980713,184.51283168792725,,,12541.900207519531,,,,,0.1428513526916504,0.051574379205703735,,,-39.909629821777344,,0.0,0.009690267965197563,1011.0,,,0.0,7.360682565718889,8192.0,0.0,4.355587005615234,1.8170922606474035e+17,40.0,,-39.909629821777344,8.797837257385254,0.8830361863854489,,,0.14599609375,,,-1.053810816387113e-08,-851.1490478515625,,1.5526160040026298,,6968896.0,,,0.2574983239173889,,,0.0,0.1617501509062138,,,,,,,,0.06165086850523949,,,97.326171875,577.9762090069999,,1.2086142301559448,,,8192.0,,0.0,,,0.022701209067117645,-851.1490478515625,0.1302274912595749,,,
,,8.654417414218187,0.0,,0.3896538019180298,0.0622588824613042,,0.07794875465333462,,4763.869140625,0.0513135592918843,0.8032906651496887,2.0,25.26911163330078,,,,,0.0,0.99951171875,,0.4046885780990124,0.361328125,6.06399989919737e-05,6.0,6286.862571435,0.0,,69.32808803599619,-0.0877443115459755,,,957.0802049939957,4.992323932029308e-06,,,,,0.0958757996559143,-2643.62548828125,,3.3567994250915945e-05,-0.0774103727308102,0.9260132042691112,1770225832.4832668,191.22265625,176690.890625,,10.066368103027344,9.715020179748535,225.98093273899576,-0.2222299575805664,-35.014854431152344,1.0,0.9999992251396179,742.0,4763.869140625,6.0,,607.4228098809981,0.0,,6.0,,,,,1e-05,0.0,9.188831029405264e-09,0.0,6,-2643.62548828125,0.9843965172767639,1.0,0.0,,,,0.00015644409875692201,,,-35.014854431152344,2.06115369216775e-09,78.0,,0.0,2.0,0.0435108058154583,,9.183641402898957e-09,,2.0,52.379675553005654,,,453.24945068359375,1.180472493171692,,,0.0,2599.6891242940387,,0.00439453125,24201.08652496338,,4.002187252044678,184.76087093353271,,,26604.168258666992,,,,,0.0212399959564209,0.04296659305691719,,,-53.85755920410156,,0.0,0.006467950064688921,2707.0,,,0.0,8.731827843934298,8192.0,0.0,26.26911163330078,2.0436931527573504e+17,35.0,,-53.85755920410156,10.066368103027344,0.8934362648976463,,,0.361328125,,,9.183641402898957e-09,-1203.177490234375,,1.557001132008736,,9952444.0,,,0.25256311893463135,,,0.0,0.17081343121422052,,,,,,,,0.05236499011516571,,,95.72265625,957.0802049939957,,1.1940444707870483,,,8192.0,,0.0,,,0.022706074280749108,-1203.177490234375,0.5771230459213257,,,
,,8.711151905357838,0.0,,0.37946397066116333,0.06665553378053324,,0.07837028117501177,,5422.9150390625,0.05045558698475361,0.8219262957572937,2.0,25.042316436767578,,,,,0.0,1.0,,0.4039881220087409,0.47119140625,4.489600542001426e-05,5.0,7486.707688451,0.0,,77.34496649600624,-0.08948901918483898,,,1130.192064414994,1.1719697186052258e-06,,,,,0.08964724838733673,-2817.64404296875,,4.7744004405103624e-05,-0.07786980218952522,0.9256362407468259,1770226962.8442523,194.931640625,201960.21875,,10.648151397705078,9.741859436035156,251.2119266380032,-0.2068653106689453,343.5517272949219,1.0,0.9999561309814453,306.0,5422.9150390625,7.0,,740.2850233859936,0.0,,5.0,,,,,1e-05,0.0,3.6220868526726235e-09,0.0,7,-2817.64404296875,0.9815282225608826,1.0,0.0,,,,0.00013635463306447952,,,343.5517272949219,2.06115369216775e-09,96.0,,0.0,2.0,0.03765362128615379,,3.634160306020817e-09,,2.0,59.36460288800299,,,469.6029052734375,1.1691540479660034,,,0.0,2499.8454589772973,,0.0048828125,27918.548851013184,,2.4746484756469727,188.18900108337402,,,30736.558059692383,,,,,0.019739747047424316,0.048206981271505356,,,-54.75844955444336,,0.0,0.007485367823392153,8192.0,,,0.0,8.789021670818329,8192.0,0.0,26.042316436767578,2.0262476143447245e+17,39.0,,-54.75844955444336,10.648151397705078,0.8981062658499502,,,0.47119140625,,,3.634160306020817e-09,-1426.101806640625,,1.5409739789902233,,11301222.0,,,0.2629770040512085,,,0.0,0.17721917404457949,,,,,,,,0.05199362710118294,,,95.259765625,1130.192064414994,,1.1880059242248535,,,8192.0,,0.0,,,0.022228740098902862,-1426.101806640625,0.5741029977798462,,,
,,8.208559330552816,0.0,,0.4665141999721527,0.06626250767970301,,0.10070169856771827,,5796.56201171875,0.07750032513285987,0.8511853814125061,2.0,27.755342483520508,,,,,0.0,0.99951171875,,0.5931204855442047,0.5029296875,5.8049001381732523e-05,3.0,8763.662302864,0.0,,82.44418602599762,-0.1131762497825548,,,1199.669922369998,-2.272478976550474e-06,,,,,0.18210114538669586,-2899.19482421875,,4.227198951411992e-05,-0.10012538335286081,0.9056355771608651,1770228162.689476,194.931640625,225093.71875,,10.610151290893555,9.027199745178223,264.70347855699947,-0.5395565032958984,186.18267822265625,1.0,0.999993085861206,484.0,5796.56201171875,8.0,,786.6260169060115,0.0,,3.0,,,,,1e-05,0.0,3.7465046176521355e-08,0.0,8,-2899.19482421875,0.9782130718231201,1.0,0.0,,,,0.00013388260368875243,,,186.18267822265625,2.06115369216775e-09,87.0,,0.0,2.0,0.0980100929737091,,3.684900917733103e-08,,2.0,63.81447318701248,,,463.1287841796875,1.2654439210891724,,,0.0,2515.8743198607353,,0.00439453125,13739.324584960938,,3.1105093955993652,188.18900108337402,,,15524.501358032227,,,,,0.015480637550354004,0.053506169468164444,,,-45.4222412109375,,0.0,0.009999215602874756,8192.0,,,0.0,8.30868474394083,8192.0,0.0,28.755342483520508,2.0463087583127142e+17,36.0,,-45.4222412109375,10.610151290893555,0.8665871698403241,,,0.5029296875,,,3.684900917733103e-08,-1584.496337890625,,1.6163479390088469,,12072875.0,,,0.2733510434627533,,,0.0,0.1805024005926109,,,,,,,,0.08409104496240616,,,98.396484375,1199.669922369998,,1.2991822957992554,,,8192.0,,0.0,,,0.021925471650870193,-1584.496337890625,0.6245505213737488,,,
,,4.399404313415289,0.0,,0.5229923129081726,0.06825771479052439,,0.011248468199482886,,6052.822265625,0.062175198923796415,0.8110104203224182,2.0,12.386670112609863,,,,,0.0,1.0,,0.30582595337182283,0.5654296875,4.854500002693385e-05,2.0,11271.06662034,0.0,,84.22449664300075,-0.0025656703424203897,,,1276.7643897890084,1.8184816248378866e-06,,,,,0.2746775150299072,-2534.982421875,,4.707298649009317e-05,-0.004626609459592146,0.9955345899797976,1770229439.6440659,195.822265625,102019.953125,,10.893268585205078,5.733730316162109,277.4669084769994,-0.18837261199951172,638.5579833984375,1.0,1.0,1533.0,6052.822265625,9.0,,846.1349189320026,0.0,,2.0,,,,,1e-05,0.0,-3.6168064099229014e-08,0.0,9,-2534.982421875,0.9678049087524414,1.0,0.0,,,,0.0001307318485324212,,,638.5579833984375,2.06115369216775e-09,123.0,,0.0,2.0,0.17616911232471466,,-3.599835807222007e-08,,2.0,66.8289291090041,,,474.9979248046875,1.4631764888763428,,,0.0,2465.852764361852,,0.0048828125,260.7858281135559,,10.225131034851074,189.33324766159058,,,273.8193168640137,,,,,0.04962491989135742,0.08114247769117355,,,-46.51457214355469,,0.0,0.03277283161878586,8192.0,,,0.0,4.404030945152044,8192.0,0.0,13.386670112609863,9.24395368391639e+16,37.0,,-46.51457214355469,10.893268585205078,0.8284536820013311,,,0.5654296875,,,-3.599835807222007e-08,-1390.2681884765625,,1.6463391129946103,,12593252.0,,,0.22968927025794983,,,0.0,0.1810120633691321,,,,,,,,0.09850841015577316,,,96.2265625,1276.7643897890084,,1.5254364013671875,,,8192.0,,0.0,,,0.02203298309896438,-1390.2681884765625,0.38934192061424255,,,
