val-aux/hmmt25/reward/best@4/std,critic/advantages/min,training/rollout_actor_probs_pearson_corr,_runtime,val-aux/num_turns/mean,val-aux/aime25/reward/best@4/mean,val-aux/beyondaime/reward/worst@4/mean,val-aux/aime24/reward/worst@2/mean,timing_s/agent_loop/slowest/generate_sequences,val-aux/hmmt25/reward/best@4/mean,val-core/beyondaime/reward/mean@8,critic/returns/mean,val-core/brumo25/reward/best@8/std,timing_s/gen,critic/advantages/mean,val-core/aime24/reward/best@8/mean,val-aux/hmmt25/reward/worst@4/mean,num_turns/mean,actor/is_ratio_mean,val-aux/brumo25/reward/worst@8/mean,rollout_corr/chi2_seq,response_length_non_aborted/mean,val-core/aime24/reward/best@8/std,rollout_corr/rollout_log_ppl,rollout_corr/k3_kl,val-aux/beyondaime/reward/worst@4/std,val-aux/aime25/reward/worst@8/std,rollout_corr/log_ppl_diff,val-aux/aime24/reward/best@2/mean,val-aux/hmmt25/reward/worst@8/std,critic/returns/min,val-aux/brumo25/reward/best@4/mean,rollout_corr/ppl_ratio,timing_s/agent_loop/tool_calls/max,rollout_corr/rollout_rs_std,val-aux/brumo25/reward/best@2/mean,val-core/brumo25/reward/mean@8,val-core/avg/reward/mean@8,timing_per_token_ms/adv,val-aux/aime25/reward/worst@2/mean,val-aux/brumo25/reward/worst@4/mean,response_length/mean,timing_s/step,timing_s/agent_loop/tool_calls/min,rollout_corr/rollout_rs_ratio_fraction_high,_timestamp,response_length/clip_ratio,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/training_log_ppl,val-aux/aime24/reward/worst@8/mean,prompt_length/mean,training/epoch,val-aux/beyondaime/reward/worst@2/mean,val-aux/brumo25/reward/worst@8/std,val-core/avg/reward/best@8/std,val-aux/beyondaime/reward/best@2/mean,val-aux/aime25/reward/best@2/std,perf/max_memory_reserved_gb,critic/advantages/max,val-core/hmmt25/reward/best@8/std,distill/teacher_kl,rollout_corr/rollout_rs_seq_max,prompt_length/min,rollout_corr/rollout_rs_seq_min,val-aux/beyondaime/reward/best@2/std,val-aux/aime24/reward/best@4/mean,val-aux/beyondaime/reward/worst@8/std,val-aux/aime25/reward/std@8,val-aux/hmmt25/reward/std@8,val-aux/brumo25/reward/best@4/std,actor/entropy,training/global_step,val-core/beyondaime/reward/best@8/std,rollout_corr/rollout_rs_max,val-aux/beyondaime/reward/best@4/std,val-aux/aime25/reward/best@2/mean,val-aux/aime24/reward/worst@8/std,val-core/hmmt25/reward/mean@8,val-aux/beyondaime/reward/best@4/mean,val-core/aime25/reward/best@8/std,prompt_length/clip_ratio,training/rollout_probs_diff_valid,val-core/hmmt25/reward/best@8/mean,timing_s/testing,critic/rewards/mean,training/rollout_probs_diff_std,rollout_corr/rollout_is_veto_fraction,response_length_non_aborted/min,rollout_corr/log_ppl_diff_max,timing_per_token_ms/update_actor,val-aux/aime25/reward/worst@8/mean,val-aux/beyondaime/reward/worst@2/std,rollout_corr/kl,rollout_corr/log_ppl_diff_min,val-aux/aime24/reward/best@4/std,val-aux/hmmt25/reward/best@2/mean,val-aux/beyondaime/reward/std@8,val-aux/aime24/reward/worst@2/std,val-aux/brumo25/reward/std@8,val-aux/aime24/reward/worst@4/mean,actor/pg_loss,critic/score/max,val-aux/aime25/reward/worst@4/std,val-aux/hmmt25/reward/worst@4/std,_step,val-aux/hmmt25/reward/worst@2/mean,rollout_corr/rollout_rs_seq_mean,response_length/min,num_turns/max,rollout_corr/rollout_rs_seq_fraction_high,val/generations,timing_s/agent_loop/slowest/prompt_length,timing_per_token_ms/gen,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/num_turns/min,rollout_corr/rollout_rs_min,rollout_corr/rollout_rs_seq_masked_fraction,critic/returns/max,val-core/aime25/reward/mean@8,timing_s/agent_loop/generate_sequences/min,rollout_corr/training_ppl,timing_s/agent_loop/slowest/tool_calls,timing_s/reward,val-core/beyondaime/reward/best@8/mean,timing_s/stop_profile,critic/rewards/max,val-aux/hmmt25/reward/best@2/std,rollout_corr/rollout_rs_eff_sample_size,prompt_length/max,num_turns/min,val-aux/aime25/reward/worst@4/mean,val-aux/aime24/reward/worst@4/std,response_length_non_aborted/max,timing_s/agent_loop/generate_sequences/max,val-core/aime24/reward/mean@8,rollout_corr/rollout_rs_mean,val-aux/num_turns/max,critic/rewards/min,rollout_corr/rollout_rs_masked_fraction,val-aux/hmmt25/reward/worst@2/std,perf/mfu/actor,perf/max_memory_allocated_gb,val-core/brumo25/reward/best@8/mean,val-aux/aime25/reward/worst@2/std,timing_s/update_actor,response/aborted_ratio,val-aux/brumo25/reward/worst@2/mean,perf/time_per_step,val-aux/brumo25/reward/worst@4/std,critic/score/min,val-aux/aime24/reward/best@2/std,perf/throughput,timing_s/agent_loop/generate_sequences/mean,perf/cpu_memory_used_gb,val-aux/brumo25/reward/worst@2/std,val-aux/hmmt25/reward/worst@8/mean,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_seq_fraction_low,timing_s/start_profile,val-core/aime25/reward/best@8/mean,val-aux/brumo25/reward/best@2/std,training/rollout_probs_diff_max,response_length/max,rollout_corr/rollout_rs_seq_std,timing_s/save_checkpoint,timing_s/old_log_prob_pre,response_length_non_aborted/clip_ratio,timing_s/agent_loop/slowest/response_length,rollout_corr/rollout_rs_ratio_fraction_low,critic/score/mean,timing_s/adv,rollout_corr/rollout_ppl,val-core/avg/reward/best@8/mean,rollout_corr/log_ppl_abs_diff,timing_s/agent_loop/tool_calls/mean,rollout_corr/chi2_token,training/rollout_probs_diff_mean,val-aux/aime25/reward/best@4/std,actor/lr,adv/mean,val-aux/beyondaime/reward/worst@8/mean,perf/total_num_tokens,actor/grad_norm
0.03289665767591814,,,531.136005846,2.0,0.18113333333333337,0.01776,0.06033333333333333,,0.028033333333333334,0.0475,,0.08252153523201554,,,0.2175,3.3333333333333335e-05,,,0.015133333333333335,,,0.07326341522574706,,,0.014335239462694388,0.019811095262311815,,0.1389,0.0,,0.26753333333333335,,,,0.2094666666666667,0.14583333333333334,0.07783333333333334,,0.0437,0.03936666666666666,,,,,1770220915.8560507,,,,0.0094,,,0.028160000000000004,0.03490999940368181,0.05866469735066101,0.06683,0.10952506075192889,,,0.031378994475779076,,,,,0.04926504674206889,0.17729999999999999,0.007351827838044553,0.10576746591975537,0.022047927592204922,0.11594655159967292,,,0.034765239259634984,,0.04502400132759905,0.13196666666666668,0.02916994729965198,0.008333333333333333,0.08861999999999998,0.0713943025601284,,,0.04456666666666667,,,,,,,,0.011000000000000001,0.030557793885762977,,,0.08673786219444053,0.015466666666666665,0.04732168017349664,0.07374544511899961,0.14959552699172207,0.030566666666666666,,,0.03520031247805299,0.001053565375285274,0,0.0009,,,,,"{'size': 27179, 'nrows': 1, '_latest_artifact_path': 'wandb-client-artifact://ng18kfyp3nkawulc5qk6ir271bwx0eo9m5trjm6iagsgpanojo1ghp4y8miya2zf4lvy4kupe813ffp7viin7ig4lc9gcorbe2r7l98sk4gyuty07w6di6bjuoghi3de:latest/val/generations.table.json', 'sha256': '24ea251476e53af7687d63b80dc4dc75acf393c88b401049f69c94b6fe1b4b24', 'artifact_path': 'wandb-client-artifact://cqxxpvvrk5ffcfptvfqmcchljmnrmjp4y9v13mhxsthvycynrtc4nbg7cpmkq7bg7wn5n3ypgjt7us58r3tytjtrvrlehth8apr4051cpst2miroxq94ewaigys47uyp/val/generations.table.json', '_type': 'table-file', 'ncols': 31, 'path': 'media/table/val/generations_0_24ea251476e53af7687d.table.json', 'log_mode': 'IMMUTABLE'}",,,,2.0,,,,0.0875,,,,,0.10839,,,0.02813882643644444,,,,0.0221,0.04874705076004764,,,0.1,,2.0,,,0.0076921476406800636,,,0.31533333333333335,0.06806682448649122,,,0.0825,,0.06769174289915204,,0.09705194718455887,,,,0.1126102759409498,0.0,0.10183088210337242,,,0.2264,0.1426167839434841,,,,,,,,,,,,0.182438,,,,,0.1005009938171367,,,0.01344,,
,-43.875240325927734,0.4959356486797333,920.288825085,,,,,0.0,,,-5.1044923843335255e-09,,174.62758831400424,-5.1044923843335255e-09,,,2.0,1.0,,1.9836741670980813e+17,1016.34033203125,,0.05676904635038227,0.008266090076176624,,,-0.048538718358031474,,,-43.875240325927734,,0.9528668979182839,0.0,0.1638028919696808,,,,0.0007040900194025676,,,1016.34033203125,315.9878637479851,0.0,0.009897355921566486,1770221232.5040884,0.03759765625,1.529404878616333,0.008230327755882172,,94.259765625,0.0,,,,,,170.17578125,0.4036685526371002,,2.286003828048706,2.529404878616333,36.0,1.002315878868103,,,,,,,0.009067540057003498,1.0,,114.6308364868164,,,,,,,0.0,1.0,,,-2323.357666015625,0.0974886566400528,0.0,62.0,-0.0010576993227005005,0.04458602686994833,,,-0.03862510951148579,-0.1807725429534912,,,,,,,0.0002502237708190691,-767.8406982421875,,,1,,1.088883638381958,62.0,2.0,0.001953125,,102.0,0.08389648075466281,0.0,,2.9180137062212452e-05,1.0,0.4036685526371002,,0.0,1.0082790534943342,0.0,16.03896335302852,,5.0495960749685764e-05,-767.8406982421875,,0.9761406303982465,269.0,2.0,,,8192.0,0.0,,1.0540722608566284,,-28950.486328125,0.011931980960071087,,0.07258791956265935,163.95792865753174,,,101.41131938993931,0.0,,315.9878637479851,,-28950.486328125,,1799.522434992967,0.0,376.19549560546875,,,,0.0,0.00027724902611225843,,,0.9870024919509888,8192.0,0.09199387580156326,,21.983149923966266,0.03759765625,930.0,0.0020346245728433132,-2323.357666015625,1.6014590859413147,1.058801637031138,,0.048538718358031474,0.0,0.11672031879425049,0.032937079668045044,,1e-05,1.1039948510926934e-08,,2274509.0,2.6724371910095215
,-43.70795440673828,0.49811094999313354,1443.475268498,,,,,0.0,,,2.6753110837773875e-09,,232.28738414496183,2.6753110837773875e-09,,,2.0,1.0,,1.9707732094143693e+17,1530.04931640625,,0.05992112115200143,0.006399466599759762,,,-0.051139339979272336,,,-43.70795440673828,,0.9505573995411396,0.0,0.14472371339797974,,,,0.00048041440315359983,,,1530.04931640625,388.9915072011063,0.0,0.008415400050580502,1770221621.6565838,0.107421875,18.64444923400879,0.008781781816651346,,100.365234375,0.0,,,,,,173.494140625,0.47915440797805786,,1.6373577117919922,19.64444923400879,34.0,1.0007681846618652,,,,,,,0.006668009329587221,2.0,,125.77326202392578,,,,,,,0.0,1.0,,,-2505.23779296875,0.08706600964069366,0.0,2.0,0.0,0.03289207992509218,,,-0.02973401944836951,-0.2025316208600998,,,,,,,0.00020725842822244545,-578.4319458007812,,,2,,1.216007947921753,2.0,2.0,0.01318359375,,65.0,0.07412935849410039,0.0,,2.06115369216775e-09,1.0,0.47915440797805786,,0.0,1.0088459253311157,0.0,19.42840406903997,,4.835205618292093e-05,-578.4319458007812,,0.9808316728141538,454.0,2.0,,,8192.0,0.0,,1.048611044883728,,-33331.296875,0.009831050410866737,,0.10878340235678378,166.14880752563477,,,109.82958226499613,0.0,,388.9915072011063,,-33331.296875,,2145.9909395102236,0.0,389.2515869140625,,,,0.0,6.355205550789833e-05,,,0.9877344369888306,8192.0,1.001746654510498,,25.53016295202542,0.107421875,604.0,0.0014156508259475231,-2505.23779296875,1.6041464490117505,1.062409401871264,,0.051139339979272336,0.0,0.09005138836801052,0.024144001305103302,,1e-05,-3.115950519827493e-08,,3339089.0,1.6553853750228882
,-40.44094467163086,0.21060994267463684,1945.76480749,,,,,0.0,,,-1.4743261722571788e-08,,321.9820536900079,-1.4743261722571788e-08,,,2.0,1.0,,2.1957098500154982e+17,2307.771484375,,0.05663561621622648,0.006228095175174531,,,-0.048144680957193486,,,-40.44094467163086,,0.9534212960861623,0.0,0.15147465467453003,,,,0.00031989081449873834,,,2307.771484375,523.043931847089,0.0,0.007399632129818201,1770222144.8430216,0.171875,1.2067408561706543,0.008490934986184584,,98.34375,0.0,,,,,,183.123046875,0.32426485419273376,,1.5532029867172241,2.2067408561706543,38.0,0.7121118307113647,,,,,,,0.009776844643056393,3.0,,136.23268127441406,,,,,,,0.0,1.0,,,-3584.43701171875,0.12682831287384033,0.0,71.0,-0.0004234103544149548,0.02734003173960636,,,-0.02778993547326536,-0.18012292683124542,,,,,,,3.7791552415455953e-05,11627.34765625,,,3,,1.0855214595794678,71.0,2.0,0.00048828125,,78.0,0.06812537580855954,0.0,,2.06115369216775e-09,1.0,0.32426485419273376,,0.0,1.008548129349947,0.0,26.96483281708788,,4.819303285330534e-05,11627.34765625,,0.9786979453966262,342.0,2.0,,,8192.0,0.0,,1.0279741287231445,,-53515.125,0.018971223384141922,,0.13453298845374798,176.7063503265381,,,134.72413056402002,0.0,,523.043931847089,,-53515.125,,2355.3107587913914,0.0,424.73626708984375,,,,0.0,3.849598579108715e-05,,,1.0,8192.0,0.0838685855269432,,37.4330637169769,0.171875,1250.0,0.011571591719985008,-3584.43701171875,1.5763336439849809,1.0589376911520958,,0.048144680957193486,0.0,0.08520477171987295,0.03324133902788162,,1e-05,-2.1061802968347365e-08,,4927724.0,0.7438445091247559
,-51.345821380615234,0.2818799912929535,3139.947140375,,,,,0.0,,,1.1808756639197782e-08,,303.62485131202266,1.1808756639197782e-08,,,2.0,1.0,,2.2811106005640806e+17,2257.46826171875,,0.0575910902407486,0.006782845834095497,,,-0.04918097736663185,,,-51.345821380615234,,0.9523913240991533,0.0,0.15807271003723145,,,,0.00033465892117837506,,,2257.46826171875,502.1449040239677,0.0,0.008345779031515121,1770222647.1327446,0.1494140625,0.7016216516494751,0.008410112652200041,,94.162109375,0.0,,,,,,183.123046875,0.41168174147605896,,1.2529038190841675,1.701621651649475,37.0,0.9052469730377197,,,,,,,0.009859498590230942,4.0,,116.90895080566406,,,,,,,0.0,1.0,,,-2828.390869140625,0.11578439921140671,0.0,122.0,-0.00044311393867246807,0.028295263281236455,,,-0.029958474478917196,-0.15947382152080536,,,,,,,7.877147736579104e-05,3754.43603515625,,,4,,1.0825146436691284,122.0,2.0,0.0,,115.0,0.0656728266987122,0.0,,2.06115369216775e-09,1.0,0.41168174147605896,,0.0,1.0084632253274322,0.0,26.220742568024434,,5.155301187187433e-05,3754.43603515625,,0.9772025887235174,541.0,2.0,,,8192.0,0.0,,1.0368497371673584,,-43679.015625,0.01619970239698887,,0.12771054313878757,176.7063503265381,,,136.27392100403085,0.0,,502.1449040239677,,-43679.015625,,2397.7834691767193,0.0,410.01776123046875,,,,0.0,4.121602978557348e-05,,,1.0,8192.0,0.06447865813970566,,34.04920636804309,0.1494140625,764.0,0.007853922434151173,-2828.390869140625,1.6117638819850981,1.0598774403333664,,0.04918097736663185,0.0,0.09216714650392532,0.0330134853720665,,1e-05,1.7820488196207407e-08,,4816139.0,0.9415897727012634
,-56.61051940917969,0.16410097479820251,4460.070696039,,,,,0.0,,,-7.194947748700997e-09,,802.6883218450239,-7.194947748700997e-09,,,2.0,1.0,,2.311561507986473e+17,5352.2978515625,,0.04112468013772741,0.005124679575601476,,,-0.0346649578132201,,,-56.61051940917969,,0.9663209486752748,0.0,0.16216304898262024,,,,0.00014795067328639156,,,5352.2978515625,1194.0106219539884,0.0,0.006646440830081701,1770223841.3150105,0.556640625,0.6434740424156189,0.0064597223808959825,,97.326171875,0.0,,,,,,198.482421875,0.5229102969169617,,0.5799500346183777,1.2956846952438354,40.0,0.3565259575843811,,,,,,,0.015987474471330643,5.0,,42.72024917602539,,,,,,,0.0,1.0,,,-3104.0654296875,0.16889284551143646,0.0,301.0,-0.0005838666693307459,0.022728978230740965,,,-0.020316616668424103,-0.15724579989910126,,,,,,,2.4680261271781134e-05,39105.71875,,,5,,1.0381592512130737,301.0,2.0,0.0,,84.0,0.0732279234117122,0.0,,2.06115369216775e-09,1.0,0.5229102969169617,,0.0,1.006499863229692,0.0,59.808811282971874,,4.963204264640808e-05,39105.71875,,0.9750156969868992,494.0,2.0,,,8192.0,0.0,,1.0036964416503906,,-25252.962890625,0.03417869657278061,,0.17513438777955037,191.80421018600464,,,253.6742621070007,0.0,,1194.0106219539884,,-25252.962890625,,2336.836413928922,0.0,485.7052001953125,,,,0.00146484375,4.166399594396353e-05,,,1.0,8192.0,0.07147442549467087,,75.72625181102194,0.556640625,8192.0,0.02753225713968277,-3104.0654296875,1.6512523129349574,1.0426023788750172,,0.0346649578132201,0.0,0.06474379822611809,0.0471273809671402,,1e-05,-6.272518504601976e-09,,11160830.0,0.7518584132194519
,-55.80079650878906,0.14707458019256592,6355.409628299,,,,,0.0,,,-1.3746742411058221e-08,,900.8716587600065,-1.3746742411058221e-08,,,2.0,1.0,,2.340061857353564e+17,5800.7177734375,,0.03678188623598544,0.004555872890705359,,,-0.030950143933296204,,,-55.80079650878906,,0.9698907407000661,0.0,0.15419486165046692,,,,0.00013576119464644957,,,5800.7177734375,1319.9480249010958,0.0,0.006168333347886801,1770225161.4385521,0.6328125,0.4319239854812622,0.00583174210623838,,95.72265625,0.0,,,,,,198.482421875,0.5371994972229004,,0.5204066038131714,1.3329827785491943,35.0,0.5680760145187378,,,,,,,0.013578915037214756,6.0,,26.130107879638672,,,,,,,0.0,1.0,,,-3018.73193359375,0.1619880348443985,0.0,225.0,-0.000689663109369576,0.02238258710805993,,,-0.01793185839051148,-0.13869382441043854,,,,,,,2.5699226029018973e-05,31167.3984375,,,6,,1.0332403182983398,225.0,2.0,0.0,,78.0,0.07583177751608448,0.0,,2.06115369216775e-09,1.0,0.5371994972229004,,0.0,1.0058665974065661,0.0,64.79961906105746,,5.164800677448511e-05,31167.3984375,,0.9772962846675913,742.0,2.0,,,8192.0,0.0,,1.003496527671814,,-18015.7578125,0.030707575380802155,,0.17940907995813024,191.80421018600464,,,270.290107484092,0.0,,1319.9480249010958,,-18015.7578125,,2287.194225110654,0.0,486.279541015625,,,,0.0,4.240102134644985e-05,,,1.0,8192.0,0.06400799751281738,,81.86828760395292,0.6328125,8192.0,0.024539241567254066,-3018.73193359375,1.639439968043007,1.0380440996959805,,0.030950143933296204,0.0,0.05728151835501194,0.042574916034936905,,1e-05,-1.1024956947380815e-08,,12075910.0,0.8313853740692139
,-66.58675384521484,0.11644250154495239,8261.316145598,,,,,0.0,,,-2.3495239087623077e-09,,1314.696148433024,-2.3495239087623077e-09,,,2.0,1.0,,2.33360838981845e+17,8192.0,,0.014131412535789423,0.0030458464498224203,,,-0.011960952288063709,,,-66.58675384521484,,0.9881234634667635,0.0,0.13646040856838226,,,,9.559953401855162e-05,,,8192.0,1895.144777221023,0.0,0.00433725118637085,1770227056.7766423,1.0,0.5972931385040283,0.002170460315028322,,95.259765625,0.0,,,,,,198.927734375,0.6128277778625488,,0.32535314559936523,1.2112789154052734,39.0,0.4027068316936493,,,,,,,0.011918256990611553,7.0,,17.19939422607422,,,,,,,0.0,1.0,,,-2665.293212890625,0.15682359039783478,0.0,8192.0,-0.000275920145213604,0.021797894536499288,,,-0.011937964554817881,-0.03557604178786278,,,,,,,4.749056525810147e-07,15887.0673828125,,,7,,0.995437741279602,8192.0,2.0,0.0,,96.0,0.07836199691492463,0.0,,2.06115369216775e-09,1.0,0.6128277778625488,,0.0,1.0021736258640885,0.0,92.18549497192726,,5.363207310438156e-05,15887.0673828125,,0.9818637579012767,306.0,2.0,,,8192.0,0.0,,0.995437741279602,,-15777.634765625,0.027611196041107178,,0.18930432789289775,192.37340879440308,,,369.96057982498314,0.0,,1895.144777221023,,-15777.634765625,,2238.9197126258114,0.0,489.42877197265625,,,,0.00048828125,4.2048050090670586e-05,,,1.0,8192.0,0.027819756418466568,,116.12985544500407,1.0,8192.0,0.023273944854736328,-2665.293212890625,1.6225447360193357,1.0142508251592517,,0.011960952288063709,0.0,0.03823969326913357,0.03666982799768448,,1e-05,1.137349103785823e-09,,16972308.0,0.6448585987091064
,-66.7629165649414,0.10664930939674377,10173.038062453,,,,,0.0,,,-2.1863518995246523e-08,,1327.4492635810748,-2.1863518995246523e-08,,,2.0,1.0,,2.351470670249984e+17,8192.0,,0.014191510206728708,0.003037270734239428,,,-0.012027151671645697,,,-66.7629165649414,,0.9880577907897532,0.0,0.13928815722465515,,,,9.724441619422996e-05,,,8192.0,1905.705245885998,0.0,0.004615068435668945,1770228962.6832154,1.0,0.3409484624862671,0.002164358562367852,,98.396484375,0.0,,,,,,198.927734375,0.5864514708518982,,0.3409373462200165,1.0394114255905151,36.0,0.6590515375137329,,,,,,,0.012253843247890472,8.0,,12.199636459350586,,,,,,,0.0,1.0,,,-2792.958740234375,0.16219760477542877,0.0,8192.0,-0.0022672584746032953,0.02159590685287645,,,-0.012002733790723141,-0.04019733518362045,,,,,,,5.088008165898827e-07,6448.2529296875,,,8,,0.9940433502197266,8192.0,2.0,0.0,,87.0,0.07912214181310384,0.0,,2.06115369216775e-09,1.0,0.5864514708518982,,0.0,1.002167247235775,0.0,92.29299018799793,,5.251297261565924e-05,6448.2529296875,,0.9810932197898873,484.0,2.0,,,8192.0,0.0,,0.9940433502197266,,-17224.365234375,0.029584765434265137,,0.19110671603811788,192.37340879440308,,,366.6711147519527,0.0,,1905.705245885998,,-17224.365234375,,2227.3554680942107,0.0,490.269775390625,,,,0.0,5.196791607886553e-05,,,1.0,8192.0,0.02497163973748684,,117.07706208492164,1.0,8192.0,0.02496969699859619,-2792.958740234375,1.6510868810582906,1.0143107138574123,,0.012027151671645697,0.0,0.038325379602611065,0.038719549775123596,,1e-05,-2.0214008245034165e-08,,16978732.0,0.5794098377227783
,-66.33171081542969,0.10672999918460846,13259.750345344,,,,,0.0,,,-2.3726738351825816e-09,,1327.6048310348997,-2.3726738351825816e-09,,,2.0,1.0,,2.353852531605504e+17,8192.0,,0.015757123088405933,0.003380930504135904,,,-0.013360845747229178,,,-66.33171081542969,,0.9867444247938693,0.0,0.14620497822761536,,,,9.626132271824337e-05,,,8192.0,1911.504791017971,0.0,0.005582928657531738,1770230874.4051838,1.0,0.2553589344024658,0.002396277340267261,,96.2265625,0.0,,,,,,200.177734375,0.6084882020950317,,0.3609108030796051,1.0406231880187988,37.0,0.7446410655975342,,,,,,,0.012913228943943977,9.0,,10.216890335083008,,,,,,,0.0,1.0,,,-2956.5810546875,0.16496266424655914,0.0,8192.0,-0.0026201680302619934,0.021615725393662924,,,-0.01333617145428434,-0.04112944006919861,,,,,,,3.7069656855237554e-07,8234.8671875,,,9,,0.9965387582778931,8192.0,2.0,0.0,,123.0,0.07913141435592769,0.0,,2.06115369216775e-09,1.0,0.6084882020950317,,0.0,1.0023997593671083,0.0,92.41401962901,,5.7023949921131134e-05,8234.8671875,,0.9792956096811555,1533.0,2.0,,,8192.0,0.0,,0.9965388178825378,,-19801.669921875,0.030965566635131836,,0.19091758732330721,193.34323406219482,,,366.91154816094786,0.0,,1911.504791017971,,-19801.669921875,,2220.0164079840406,0.0,495.8359375,,,,0.0,7.929699495434761e-05,,,1.0,8192.0,0.02278190664947033,,122.39868161606137,1.0,8192.0,0.025382637977600098,-2956.5810546875,1.6339674150804058,1.0159046668559313,,0.013360845747229178,0.0,0.04271203093230724,0.04082401841878891,,1e-05,1.2013538774890975e-10,,16974288.0,0.534764289855957
