perf/throughput,training/rollout_probs_diff_valid,_timestamp,val-core/brumo25/reward/best@8/mean,val/generations,val-core/aime25/reward/best@8/mean,critic/score/max,rollout_corr/log_ppl_diff,training/global_step,val-aux/hmmt25/reward/worst@4/mean,rollout_corr/kl,timing_per_token_ms/adv,perf/mfu/actor,response/aborted_ratio,critic/returns/min,val-aux/beyondaime/reward/std@8,val-aux/aime24/reward/best@2/std,perf/cpu_memory_used_gb,val-aux/aime25/reward/best@2/mean,val-aux/aime24/reward/best@4/std,val-aux/num_turns/min,val-aux/num_turns/mean,_runtime,response_length_non_aborted/min,val-aux/aime25/reward/worst@8/mean,val-aux/aime24/reward/best@4/mean,val-aux/brumo25/reward/worst@8/mean,val-core/brumo25/reward/best@8/std,val-core/aime25/reward/mean@8,val-aux/brumo25/reward/worst@2/mean,timing_s/update_actor,val-aux/brumo25/reward/worst@4/mean,rollout_corr/k3_kl,perf/max_memory_reserved_gb,timing_s/step,val-aux/aime24/reward/std@8,rollout_corr/training_ppl,val-core/aime25/reward/best@8/std,timing_s/stop_profile,prompt_length/clip_ratio,rollout_corr/log_ppl_diff_max,val-core/avg/reward/mean@8,val-aux/brumo25/reward/best@4/std,training/epoch,val-aux/brumo25/reward/best@2/std,val-aux/aime25/reward/worst@2/mean,perf/max_memory_allocated_gb,val-aux/beyondaime/reward/worst@2/mean,adv/mean,val-aux/beyondaime/reward/worst@8/std,val-aux/beyondaime/reward/worst@2/std,timing_s/agent_loop/slowest/generate_sequences,actor/pg_loss,critic/returns/max,val-core/beyondaime/reward/best@8/std,val-aux/aime25/reward/worst@8/std,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/mean,response_length/clip_ratio,val-aux/aime25/reward/worst@4/std,val-aux/hmmt25/reward/best@4/std,timing_s/adv,val-aux/brumo25/reward/worst@4/std,critic/score/min,val-core/hmmt25/reward/best@8/std,val-aux/aime24/reward/worst@4/mean,val-core/brumo25/reward/mean@8,val-aux/hmmt25/reward/best@2/std,perf/time_per_step,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/generate_sequences/max,val-core/hmmt25/reward/best@8/mean,rollout_corr/log_ppl_diff_min,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_is_catastrophic_token_fraction,val-core/hmmt25/reward/mean@8,val-aux/aime25/reward/worst@2/std,val-aux/beyondaime/reward/best@2/mean,_step,prompt_length/max,num_turns/mean,num_turns/max,rollout_corr/rollout_is_veto_fraction,timing_s/old_log_prob_pre,prompt_length/min,rollout_corr/log_ppl_abs_diff,val-aux/beyondaime/reward/best@4/std,val-aux/hmmt25/reward/best@4/mean,val-aux/hmmt25/reward/std@8,response_length/max,val-core/aime24/reward/best@8/std,timing_per_token_ms/update_actor,timing_s/agent_loop/slowest/response_length,training/rollout_probs_diff_mean,val-aux/hmmt25/reward/best@2/mean,rollout_corr/ppl_ratio,critic/score/mean,val-aux/beyondaime/reward/best@4/mean,val-aux/beyondaime/reward/best@2/std,val-aux/aime25/reward/best@2/std,val-core/avg/reward/best@8/mean,rollout_corr/training_log_ppl,distill/teacher_kl,val-aux/aime24/reward/worst@4/std,critic/returns/mean,val-aux/num_turns/max,val-aux/aime24/reward/worst@8/std,prompt_length/mean,timing_s/reward,val-core/aime24/reward/best@8/mean,perf/total_num_tokens,val-aux/beyondaime/reward/worst@4/mean,critic/rewards/min,timing_per_token_ms/gen,timing_s/gen,critic/advantages/min,rollout_corr/chi2_token,val-aux/beyondaime/reward/worst@8/mean,training/rollout_actor_probs_pearson_corr,critic/rewards/max,val-aux/hmmt25/reward/worst@2/mean,training/rollout_probs_diff_max,val-aux/aime24/reward/worst@2/std,timing_s/agent_loop/tool_calls/min,val-aux/aime24/reward/worst@8/mean,val-aux/brumo25/reward/worst@8/std,critic/advantages/mean,actor/entropy,response_length_non_aborted/max,val-core/beyondaime/reward/mean@8,val-aux/hmmt25/reward/worst@4/std,training/rollout_probs_diff_std,rollout_corr/chi2_seq,val-core/avg/reward/best@8/std,rollout_corr/rollout_log_ppl,val-aux/hmmt25/reward/worst@8/std,response_length_non_aborted/mean,actor/grad_norm,val-aux/brumo25/reward/best@2/mean,val-aux/hmmt25/reward/worst@8/mean,critic/rewards/mean,val-aux/aime24/reward/worst@2/mean,val-aux/aime24/reward/best@2/mean,timing_s/agent_loop/slowest/prompt_length,val-core/aime24/reward/mean@8,response_length/min,actor/lr,val-aux/brumo25/reward/worst@2/std,timing_s/agent_loop/generate_sequences/min,rollout_corr/rollout_ppl,timing_s/agent_loop/generate_sequences/mean,val-aux/beyondaime/reward/worst@4/std,num_turns/min,val-aux/hmmt25/reward/worst@2/std,actor/is_ratio_mean,val-aux/aime25/reward/best@4/mean,timing_s/start_profile,val-aux/brumo25/reward/std@8,response_length_non_aborted/clip_ratio,val-aux/aime25/reward/std@8,timing_s/testing,val-aux/aime25/reward/worst@4/mean,val-aux/brumo25/reward/best@4/mean,critic/advantages/max,val-core/beyondaime/reward/best@8/mean,timing_s/save_checkpoint,response_length/mean
,,1767437850.5140252,0.31793333333333335,"{'_latest_artifact_path': 'wandb-client-artifact://ph09x0mfhl7kh5raf2h2org8qh6b2b5z04wwrodhgzsdvj3whzxy91bk2r8c3ax27wagr4z3192w7yolbgdt4mh4acnjbp4sepj63f05kbgg8u1u6elc3e61p2xc6i8d:latest/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'path': 'media/table/val/generations_0_6bb202c3629ae0bd6762.table.json', 'ncols': 31, 'artifact_path': 'wandb-client-artifact://rj0mb51xpkmy4i94tausv94dsq7iqc2a7pw1p434w1bdnh0zotmn0bzxf3r3x5x9v5xh52h1iem0vh6h20sxotzo4okfvijyh7bopfyywrktuav7ldnur8cjo0t9uwzi/val/generations.table.json', 'sha256': '6bb202c3629ae0bd67627900c0dd1f86c5c5c315c378b0051739e21098b06be5', 'size': 34509, '_type': 'table-file', 'nrows': 1}",0.23870000000000002,,,,3.3333333333333335e-05,,,,,,0.03708257112252296,0.09411640919108498,,0.15633333333333332,0.07402809653791537,2.0,2.0,540.519291317,,0.0124,0.17629999999999998,0.07143333333333333,0.03632727057167768,0.10833333333333334,0.13226666666666667,,0.08973333333333332,,,,0.09985696893674803,,0.053967400633866285,,,,0.08758333333333333,0.0736934763390875,,0.10917911592635801,0.0579,,0.01802,,0.00671118935352238,0.026412435113309946,,,,0.0210262584603447,0.023698765307644063,,,,0.046083122658340796,0.06569076923977372,,0.058189143085541496,,0.06286754018639615,0.017533333333333335,0.1875,0.05619387972815133,,,,0.08883333333333333,,0.08514977524464055,,0.016666666666666666,0.08410966222881268,0.05000999999999999,0,,,,,,,,0.03069071743918047,0.0554,0.044095855184409845,,0.04818495998118898,,,,0.030799999999999998,,,0.06612,0.03653655536923936,0.10804399323921719,0.18606266666666668,,,0.04035239986175142,,2.0,0.016947214685470453,,,0.2061666666666667,,0.00803,,,,,,0.0034800000000000005,,,0.0018999999999999998,,0.07581673897990147,,0.004166666666666667,0.02265748672357808,,,,0.03375,0.001053565375285274,,,0.04447468596669475,,0.0,,,0.24259999999999998,0.0,,0.04783333333333333,0.13566666666666669,,0.09166666666666666,,,0.09880243656276212,,,,0.014417371292263271,,0.015776982213462538,,0.20496666666666666,,0.12110786635904071,,0.11258460661230739,,0.0274,0.2914333333333333,,0.07868,,
2130.1338217203966,1.0,1767438172.5207555,,,,-39.64775848388672,0.00013277461607685836,1.0,,0.0006593719972727285,0.0005467386480405907,0.0956266931633645,0.0,-27.00175666809082,,,334.33819580078125,,,,,1231.123324302,2.0,,,,,,,94.36402989807539,,0.0006569836101562032,160.765625,321.11515390500426,,57.4633705439046,,6.425590254366398e-05,0.0,0.023884296417236328,,,0.0,,,154.21500730514526,,1.3824557498764989e-08,,,0.0,4.972017057447431e-05,4.386483669281006,,,0.0,0.0,0.03125,,,1.495916852960363,,-6111.01513671875,,,,,321.11515390500426,0.0,0.0,,-0.1355600357055664,,0.0,,,,1,269.0,2.0,2.0,0.0,22.922734388150275,36.0,0.0020211958517393214,,,,8192.0,,0.03448885680245936,4611.0,0.002971002599224448,,1.0001510796137154,-518.9271850585938,,,,,1.0327103906311095,0.41791221499443054,,1.2384498759843154e-08,,,94.259765625,20.0155932509806,,2736073.0,,-6111.01513671875,0.07150528796013828,181.84002093598247,-27.00175666809082,0.0013153264299035072,,0.9997140765190125,-39.64775848388672,,0.5163468718528748,,0.0,,,1.2384498759843154e-08,1.3102978467941284,8192.0,,,0.008935275487601757,5.193917561322451,,1.0325776191893965,,1241.71337890625,2.9360251426696777,,,-518.9271850585938,,,102.0,,2.0,1e-05,,0.0,58.58788044843823,0.0,,2.0,,1.0,,0.0006146610248833895,,0.03125,,,,,4.386483669281006,,,1241.71337890625
2513.016098071126,1.0,1767438863.1248078,,,,6624.13671875,0.0008632641939811947,2.0,,0.00048797358469698793,0.00021719331326752967,0.15903440144049097,0.0,-34.146766662597656,,,422.32489013671875,,,,,2360.851398006,2.0,,,,,,,166.34098679502495,,0.0004445998557685016,182.3828125,690.3483433041256,,48.715152978897095,,5.7792989537119865e-05,0.0,0.07447528839111328,,,0.0,,,175.8546633720398,,-2.900445994491463e-10,,,0.0,4.360916664580827e-05,12.983942031860352,,,0.0,0.0,0.23388671875,,,1.5071969251148403,,-17046.26171875,,,,,690.3483433041256,0.0,0.0,,-0.06800508499145508,,0.0,,,,2,454.0,2.0,2.0,0.0,51.0507001390215,34.0,0.001654074594625854,,,,8192.0,,0.02397042446954906,8192.0,0.07807594537734985,,1.000875813420862,-886.4049682617188,,,,,1.3397621233016253,0.2695857286453247,,2.900445994491463e-10,,,100.365234375,38.61722837109119,,6939426.0,,-17046.26171875,0.06419404262670435,432.2748513750266,-34.146766662597656,0.0008002719841897488,,0.8801018595695496,6624.13671875,,0.9999998807907104,,0.0,,,2.900445994491463e-10,1.2663264274597168,8192.0,,,0.18409417569637299,1.4798871562816203,,1.338898865506053,,3288.0263671875,2.313965082168579,,,-886.4049682617188,,,65.0,,2.0,1e-05,,0.0,48.46820829063654,0.0,,2.0,,1.0,,0.00011401600204408169,,0.23388671875,,,,,12.983942031860352,,,3288.0263671875
2323.9983069752298,1.0,1767439992.8527193,,,,9975.505859375,0.0005212220637531573,3.0,,0.0001869897943507226,0.00014694358864047083,0.17336800771435096,0.0,-41.60832977294922,,,468.6990966796875,,,,,3533.092076866,4.0,,,,,,,241.5390088770073,,0.00015946375850717232,193.431640625,1129.4500482731964,,4.09402537997812,,6.355298683047295e-05,0.0,0.08518409729003906,,,0.0,,,186.32194471359253,,-2.655260900041867e-09,,,0.0,1.9305098506450236e-05,20.942411422729492,,,0.0,0.0,0.50244140625,,,1.542813636828214,,-17684.935546875,,,,,1129.4500482731964,0.0,0.0,,-0.006044983863830566,,0.0,,,,3,342.0,2.0,2.0,0.0,71.51762270205654,38.0,0.0006927518711563607,,,,8192.0,,0.02300511734781999,773.0,0.09351398050785065,,1.0005250074900687,-418.64019775390625,,,,,0.3221470672870055,0.08325685560703278,,-2.465599502343707e-09,,,98.34375,56.13092531217262,,10499360.0,,-17684.935546875,0.07361510508633126,758.0848186539952,-41.60832977294922,0.00026765698567032814,,0.6200680136680603,9975.505859375,,1.0,,0.0,,,-2.465599502343707e-09,0.3475401699542999,8192.0,,,0.19796423614025116,0.8449207078665495,,0.32162584469188005,,5028.296875,0.5938277244567871,,,-418.64019775390625,,,78.0,,4.0,1e-05,,0.0,3.99244293756783,0.0,,2.0,,1.0,,0.00011440087109804153,,0.50244140625,,,,,20.942411422729492,,,5028.296875
2349.521134248326,1.0,1767441165.09341,,,,4469.068359375,0.0003605920660731954,4.0,,0.00014611218386839653,0.0001383666912036436,0.17642041467885933,0.0,-45.60616683959961,,,472.66925048828125,,,,,4911.138342537,6.0,,,,,,,249.80397177906707,,0.00012311729756220302,194.12890625,1171.97200734308,,1.6049464019015431,,6.115180440247059e-05,0.0,0.028289794921875,,,0.0,,,187.4724440574646,,-7.941404867040092e-09,,,0.0,2.3245756651135707e-05,20.9097957611084,,,0.0,0.0,0.54052734375,,,1.5240111399907619,,-19443.0390625,,,,,1171.97200734308,0.0,0.0,,-0.003641486167907715,,0.0,,,,4,541.0,2.0,2.0,0.0,78.16210587602109,37.0,0.0005124511977783186,,,,8192.0,,0.022679984494606377,8192.0,0.08773327618837357,,1.0003612646833062,-346.7652893066406,,,,,0.20016687526367605,0.06562663614749908,,-8.843837662197984e-09,,,94.162109375,58.65754810208455,,11014292.0,,-19443.0390625,0.07237255398168589,783.1758295400068,-45.60616683959961,0.0002100132405757904,,0.5472626686096191,4469.068359375,,1.0,,0.0,,,-8.843837662197984e-09,0.2675221562385559,8192.0,,,0.18930977582931519,1.5408608820289373,,0.1998062843340449,,5283.91015625,0.36415278911590576,,,-346.7652893066406,,,115.0,,6.0,1e-05,,0.0,1.6001094719395041,0.0,,2.0,,1.0,,5.9456098824739456e-05,,0.54052734375,,,,,20.9097957611084,,,5283.91015625
2257.374452543589,1.0,1767442543.1396046,,,,8719.119140625,0.00035140518804155363,5.0,,0.000231852416845868,0.00012682173145733204,0.17749879232178029,0.0,-54.94283676147461,,,487.34820556640625,,,,,6472.139737892,371.0,,,,,,,281.78391815698706,,0.00022218503818294266,197.787109375,1377.7654374069534,,1.1365099372342229,,5.619297735393047e-05,0.0,0.005436614155769348,,,0.0,,,191.31546640396118,,-4.826487653986078e-09,,,0.0,-5.695939981009701e-06,28.455881118774414,,,0.0,0.0,0.625,,,1.5777295548468828,,-8002.4306640625,,,,,1377.7654374069534,0.0,0.0,,-0.002721339464187622,,0.0,,,,5,494.0,2.0,2.0,0.0,87.75376404286362,40.0,0.0004532205067562245,,,,8192.0,,0.02265047535410365,2718.0,0.07551973313093185,,1.0003516864962876,-559.3514404296875,,,,,0.12231602647807449,0.09358160942792892,,-4.22816270884141e-09,,,97.326171875,66.93201424693689,,12440530.0,,-8002.4306640625,0.07671068421902355,939.0312879260164,-54.94283676147461,0.000425899401307106,,0.6234574317932129,8719.119140625,,1.0,,0.0,,,-4.22816270884141e-09,0.26282623410224915,8192.0,,,0.17135807871818542,4.695883022621274,,0.12196462124120444,,5977.1513671875,0.5895832180976868,,,-559.3514404296875,,,84.0,,371.0,1e-05,,0.0,1.1360741276293993,0.0,,2.0,,1.0,,8.838390931487083e-05,,0.625,,,,,28.455881118774414,,,5977.1513671875
2316.232154528827,1.0,1767444104.1410186,,,,3249.84716796875,0.00037239024277369026,6.0,,0.0003243041227278809,0.00010631717227136229,0.18261388600643627,0.0,-49.99799728393555,,,492.17376708984375,,,,,8317.130208187,524.0,,,,,,,322.0804432150908,,0.00032356652138787467,198.728515625,1560.715532306116,,1.1501917727291584,,7.113604806363583e-05,0.0,0.0036205053329467773,,,0.0,,,192.18606662750244,,-1.9169927867324077e-09,,,0.0,4.938164696710601e-06,32.95561599731445,,,0.0,0.0,0.771484375,,,1.5373375930357724,,-4493.28125,,,,,1560.715532306116,0.0,0.0,,-0.0021514594554901123,,0.0,,,,6,742.0,2.0,2.0,0.0,99.73064646101557,35.0,0.0004288526785103386,,,,8192.0,,0.02227401588412125,3031.0,0.06915193051099777,,1.0003725802525878,-1110.5887451171875,,,,,0.13597629696596414,0.1594577431678772,,-2.584517044823542e-09,,,95.72265625,78.22937192302197,,14459918.0,,-4493.28125,0.07420204062660506,1058.408854848938,-49.99799728393555,0.0006466303020715714,,0.7346093058586121,3249.84716796875,,1.0,,0.0,,,-2.584517044823542e-09,0.2993960678577423,8192.0,,,0.15165644884109497,1741.0528910672292,,0.13560390745988116,,6964.7841796875,0.8993895649909973,,,-1110.5887451171875,,,78.0,,524.0,1e-05,,0.0,1.1497466443106532,0.0,,2.0,,1.0,,5.232100374996662e-05,,0.771484375,,,,,32.95561599731445,,,6964.7841796875
2248.101746068358,1.0,1767445949.131328,,,,1375.260986328125,0.0005798494944428967,7.0,,0.0005764776258274651,9.313134771101997e-05,0.18649117125041523,0.0,-33.77429962158203,,,494.7669677734375,,,,,10226.805796607,1102.0,,,,,,,366.5751184900291,,0.0005786057949990209,198.9765625,1844.6929758640472,,1.2377855889499187,,6.0033053159713745e-05,0.0,0.0026707053184509277,,,0.0,,,192.4315128326416,,-6.135856267519557e-09,,,0.0,6.592153765083708e-07,17.313186645507812,,,0.0,0.0,0.947265625,,,1.5448842160403728,,-3580.35986328125,,,,,1844.6929758640472,0.0,0.0,,-0.0015149861574172974,,0.0,,,,7,306.0,2.0,2.0,0.0,114.80381350009702,39.0,0.0006071401899134798,,,,8192.0,,0.02209850710353239,8192.0,0.08686352521181107,,1.0005801236256957,-1862.82666015625,,,,,0.210275569697842,0.23272353410720825,,-6.470945557168761e-09,,,95.259765625,90.40137705416419,,16588230.0,,-3580.35986328125,0.07750805748911518,1270.6002825309988,-33.77429962158203,0.0011685555800795555,,0.7890751361846924,1375.260986328125,,1.0,,0.0,,,-6.470945557168761e-09,0.42773061990737915,8192.0,,,0.15998651087284088,40.494894029106945,,0.20969571883324534,,8004.4619140625,1.5371965169906616,,,-1862.82666015625,,,96.0,,1102.0,1e-05,,0.0,1.2370481388643384,0.0,,2.0,,1.0,,5.1936833187937737e-05,,0.947265625,,,,,17.313186645507812,,,8004.4619140625
2223.0778648464075,1.0,1767447858.8071241,,,,-216.48635864257812,0.0009647778588259825,8.0,,0.0009647766642046918,9.251601014319304e-05,0.18916100029134228,0.0,-31.80805015563965,,,494.07733154296875,,,,,12110.62471855,8192.0,,,,,,,371.30989004694857,,0.0009750368285494915,198.9765625,1909.3721669048537,,1.5190606517717242,,6.124889478087425e-05,0.0,0.00281485915184021,,,0.0,,,192.4315128326416,,2.444721758365631e-09,,,0.0,-9.947598300641403e-12,14.87867546081543,,,0.0,0.0,1.0,,,1.5708045419305563,,-3211.68212890625,,,,,1909.3721669048537,0.0,0.0,,-0.0007213950157165527,,0.0,,,,8,484.0,2.0,2.0,0.0,118.72130415705033,36.0,0.0009757076932146447,,,,8192.0,,0.02186911779083082,8192.0,0.10569415241479874,,1.0009653745219111,-1848.5020751953125,,,,,0.41510355845093727,0.2256472408771515,,2.444721758365631e-09,,,98.396484375,92.4535601369571,,16978732.0,,-3211.68212890625,0.07894810837846822,1324.529467056971,-31.80805015563965,0.0019843224436044693,,0.8265577554702759,-216.48635864257812,,0.9999999403953552,,0.0,,,2.444721758365631e-09,0.6553739905357361,8192.0,,,0.172308087348938,131.45910929702222,,0.4141387795098126,,8192.0,2.872708797454834,,,-1848.5020751953125,,,87.0,,8192.0,1e-05,,0.0,1.517582911066711,0.0,,2.0,,1.0,,6.208103150129318e-05,,1.0,,,,,14.87867546081543,,,8192.0
2253.015515649625,1.0,1767449742.62562,,,,-196.77752685546875,0.0010820130846695974,9.0,,0.0010820114016496518,9.094874124621394e-05,0.18744189317081833,0.0,-29.959367752075195,,,500.523681640625,,,,,15149.400603433,8192.0,,,,,,,374.57041727984324,,0.0010734492866504297,200.1796875,1883.5076680670027,,1.6438970351591706,,6.425613537430763e-05,0.0,0.002956092357635498,,,0.0,,,193.36471843719482,,-8.731149137020111e-09,,,0.0,6.644995664828457e-11,21.065414428710938,,,0.0,0.0,1.0,,,1.5437901271507144,,-3197.783203125,,,,,1883.5076680670027,0.0,0.0,,-0.0006410777568817139,,0.0,,,,9,1533.0,2.0,2.0,0.0,116.6581125089433,37.0,0.001085784999304451,,,,8192.0,,0.02206692953953905,8192.0,0.10311007499694824,,1.0010827388614416,-1814.5703125,,,,,0.4935749010182917,0.22150516510009766,,-8.731149137020111e-09,,,96.2265625,92.32419152813964,,16974288.0,,-3197.783203125,0.07734466887736324,1297.6282162040006,-29.959367752075195,0.002144230529665947,,0.8369254469871521,-196.77752685546875,,1.0,,0.0,,,-8.731149137020111e-09,0.7011595964431763,8192.0,,,0.17369915544986725,17.142612311057746,,0.4924928864929825,,8192.0,2.350125789642334,,,-1814.5703125,,,123.0,,8192.0,1e-05,,0.0,1.6421072268858552,0.0,,2.0,,1.0,,8.822488598525524e-05,,1.0,,,,,21.065414428710938,,,8192.0
