val-aux/brumo25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@2/std,rollout_corr/rollout_rs_seq_min,rollout_corr/log_ppl_diff_min,val-core/beyondaime/reward/best@8/std,val-aux/hmmt25/reward/best@2/mean,rollout_corr/rollout_log_ppl,response_length/max,val-aux/aime24/reward/worst@2/mean,val-core/avg/reward/best@8/mean,training/global_step,val-aux/brumo25/reward/worst@2/std,timing_s/agent_loop/slowest/tool_calls,val-core/hmmt25/reward/mean@8,critic/rewards/mean,timing_s/agent_loop/slowest/prompt_length,val-aux/aime24/reward/best@4/std,val-aux/beyondaime/reward/best@4/mean,val-aux/brumo25/reward/worst@8/mean,perf/max_memory_reserved_gb,training/rollout_probs_diff_valid,val-aux/beyondaime/reward/worst@2/std,val-aux/aime25/reward/best@4/std,prompt_length/mean,val/generations,actor/is_ratio_mean,timing_s/reward,critic/score/max,rollout_corr/rollout_rs_masked_fraction,critic/advantages/mean,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/rollout_ppl,val-aux/aime25/reward/worst@8/std,critic/returns/max,perf/max_memory_allocated_gb,critic/score/mean,val-aux/beyondaime/reward/worst@4/mean,rollout_corr/k3_kl,rollout_corr/rollout_rs_ratio_fraction_low,_step,timing_s/stop_profile,val-aux/aime25/reward/best@4/mean,val-aux/aime25/reward/best@2/mean,perf/cpu_memory_used_gb,val-core/hmmt25/reward/best@8/mean,val-core/aime24/reward/mean@8,timing_s/save_checkpoint,val-aux/beyondaime/reward/best@4/std,timing_s/agent_loop/slowest/generate_sequences,rollout_corr/rollout_rs_std,timing_s/gen,_timestamp,response_length_non_aborted/clip_ratio,perf/throughput,timing_per_token_ms/adv,timing_s/agent_loop/generate_sequences/mean,response_length/clip_ratio,training/epoch,timing_s/update_actor,val-aux/aime25/reward/worst@2/std,critic/advantages/min,val-aux/beyondaime/reward/worst@8/std,val-aux/beyondaime/reward/best@2/std,val-aux/brumo25/reward/std@8,rollout_corr/kl,val-core/brumo25/reward/mean@8,val-core/aime25/reward/mean@8,rollout_corr/rollout_rs_min,val-aux/aime24/reward/worst@4/std,rollout_corr/training_ppl,rollout_corr/training_log_ppl,timing_s/agent_loop/tool_calls/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/beyondaime/reward/std@8,val-aux/hmmt25/reward/best@4/std,val-aux/aime25/reward/std@8,val-aux/hmmt25/reward/best@4/mean,rollout_corr/rollout_rs_seq_max,_runtime,val-aux/aime25/reward/worst@2/mean,rollout_corr/chi2_seq,timing_s/agent_loop/tool_calls/min,val-aux/aime24/reward/worst@8/mean,timing_per_token_ms/update_actor,training/rollout_probs_diff_std,val-core/aime25/reward/best@8/mean,actor/lr,rollout_corr/rollout_rs_seq_fraction_high,val-aux/beyondaime/reward/worst@8/mean,val-core/avg/reward/best@8/std,perf/mfu/actor,training/rollout_actor_probs_pearson_corr,val-aux/aime24/reward/worst@4/mean,rollout_corr/rollout_rs_ratio_fraction_high,val-core/beyondaime/reward/best@8/mean,critic/rewards/max,val-aux/aime24/reward/std@8,timing_s/old_log_prob_pre,val-aux/num_turns/max,val-aux/aime24/reward/best@4/mean,response_length/min,val-aux/hmmt25/reward/worst@2/mean,val-aux/brumo25/reward/worst@8/std,rollout_corr/rollout_rs_mean,val-aux/aime24/reward/worst@8/std,num_turns/min,val-aux/hmmt25/reward/worst@4/std,training/rollout_probs_diff_max,critic/returns/mean,rollout_corr/log_ppl_diff,prompt_length/min,val-aux/beyondaime/reward/worst@4/std,prompt_length/clip_ratio,critic/advantages/max,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/brumo25/reward/best@2/std,training/rollout_probs_diff_mean,rollout_corr/rollout_rs_seq_std,rollout_corr/rollout_is_catastrophic_token_fraction,response/aborted_ratio,response_length_non_aborted/mean,timing_s/agent_loop/generate_sequences/max,val-aux/aime25/reward/best@2/std,val-aux/aime24/reward/best@2/std,rollout_corr/log_ppl_abs_diff,distill/teacher_kl,timing_s/adv,val-core/brumo25/reward/best@8/std,val-aux/beyondaime/reward/best@2/mean,val-aux/brumo25/reward/best@4/mean,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/rollout_is_veto_fraction,rollout_corr/rollout_rs_eff_sample_size,val-aux/brumo25/reward/worst@4/std,prompt_length/max,timing_s/agent_loop/slowest/response_length,timing_s/start_profile,actor/grad_norm,val-aux/aime25/reward/worst@4/std,rollout_corr/rollout_rs_seq_mean,val-aux/brumo25/reward/best@4/std,timing_s/agent_loop/tool_calls/max,perf/total_num_tokens,perf/time_per_step,val-aux/beyondaime/reward/worst@2/mean,timing_s/agent_loop/generate_sequences/min,rollout_corr/ppl_ratio,num_turns/mean,val-core/hmmt25/reward/best@8/std,val-core/brumo25/reward/best@8/mean,val-aux/num_turns/mean,actor/pg_loss,val-core/aime25/reward/best@8/std,critic/rewards/min,num_turns/max,response_length_non_aborted/min,response_length/mean,val-aux/aime24/reward/best@2/mean,val-core/aime24/reward/best@8/mean,timing_s/testing,rollout_corr/rollout_rs_max,timing_per_token_ms/gen,val-aux/hmmt25/reward/best@2/std,val-core/aime24/reward/best@8/std,val-aux/aime24/reward/worst@2/std,val-aux/aime25/reward/worst@4/mean,val-aux/num_turns/min,response_length_non_aborted/max,critic/returns/min,val-aux/hmmt25/reward/worst@8/mean,timing_s/step,critic/score/min,rollout_corr/log_ppl_diff_max,val-aux/aime25/reward/worst@8/mean,val-aux/hmmt25/reward/std@8,val-core/avg/reward/mean@8,val-core/beyondaime/reward/mean@8,val-aux/brumo25/reward/best@2/mean,rollout_corr/chi2_token,val-aux/hmmt25/reward/worst@4/mean,val-aux/brumo25/reward/worst@2/mean,adv/mean,actor/entropy
0.07506666666666667,0.023846701711778287,,,0.019270279392101474,0.04566666666666667,,,0.06603333333333333,0.18004199999999998,,0.08986442932671569,,0.025,,,0.09038262992995819,0.06617,0.049833333333333334,,,0.022941091363745537,0.08585436958479666,,"{'_latest_artifact_path': 'wandb-client-artifact://rxjnyb49l1pkt25nfrvf597jd9myg7krhj908wg470al00rfac7kqeco41aonzngckh6k0ve9c742q6jgwrfmz7sqn2zaxwfm2my175fcjqngbj2t24p6lev08u1vc1x:latest/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'nrows': 1, '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://54x77kqiyqfaw8zn4sbq6yfn3q5fubxgodgkiu3keuqhl3ltf3qip0umeemk913e6fnh6wmzsr41ckqiv5d3y019uzo3pnmed14bfi22if3gtahvbvm0yrxzny3tl73v/val/generations.table.json', 'size': 43700, 'path': 'media/table/val/generations_0_ad4ecc12899bc2988158.table.json', 'sha256': 'ad4ecc12899bc2988158aa9c4f84cfe78371dbed2fe7d4e0ce2d965160ff9103', 'ncols': 31}",,,,,,,,0.005485269336517341,,,,0.01302,,,0,,0.173,0.12566666666666668,,0.10380000000000002,0.10833333333333334,,0.02940449549322054,,,,1769852252.0154254,,,,,,,,0.07043465467920865,,0.0030690803475616414,0.03450186929531157,0.11035169667538139,,0.15833333333333333,0.07916666666666666,,0.029018036672936478,,,,0.0,0.033934152800932954,0.06324474858021976,0.10273508063819278,0.07353333333333333,,532.263684889,0.0323,,,0.036333333333333336,,,0.2078,,,0.01031,0.04591476606254273,,,0.04516666666666667,,0.07881,,0.09762405899982199,,2.0,0.19589999999999996,,0.004733333333333334,0.036199731178691866,,0.010545023523419194,,0.00498053107554325,,,,,0.010596473597606881,,,,0.09705931999887411,,,,,,,0.10494881003432581,0.10273338978954574,,,,0.04611486083618698,0.05103,0.2452,,,,0.06260471354998495,,,,,0.03044105266610509,,0.07148759722001204,,,,0.021399999999999995,,,,0.051308820370982895,0.2738,2.0,,0.051643088613008065,,,,,0.15019999999999997,0.23599999999999996,,,,0.061569836286945394,0.06123678110043425,0.064027042197697,0.007333333333333333,2.0,,,0.0,,,,0.0006333333333333333,0.05091544105168621,0.08141666666666666,0.03625,0.2046,,0.0002666666666666667,0.11063333333333333,,
,,0.9545009136199951,-0.09595108032226562,,,1.0036309121642262,8192.0,,,1.0,,0.0,,-476.2010192871094,102.0,,,,159.0234375,1.0,,,94.259765625,,1.0,17.369878802011954,-30.627094268798828,7.268738954735454e-06,-6.654777839898429e-10,0.10078859329223633,40.96610279008746,,4.628032207489014,152.81250429153442,-476.2010192871094,,0.0006343073773678043,4.845825969823636e-06,1,4.716898547485471e-05,,,326.25421142578125,,,,,0.0,0.035443298518657684,183.42968674600706,1769852564.7054265,0.02783203125,2138.524164585521,0.0005799881085742209,0.0,0.02783203125,0.0,86.1742023290135,,-25.40860366821289,,,,0.0006201502917733137,,,0.007563120219856501,,40.79021303355694,1.0039533306844532,0.0,,,,,,1.1007885932922363,1230.688334337,,2.0116821131668985,0.0,,0.0322822123940169,0.00884553138166666,,1e-05,0.0,,,0.10055566585805915,0.9997034072875977,,2.422912984911818e-06,,-30.627094268798828,,23.217850189015735,,,2.0,,,1.0000109672546387,,2.0,,0.45639386773109436,-6.654777839898429e-10,0.00032241978794900206,36.0,,0.0,4.628032207489014,0.0078125,,0.002939207712188363,0.005714177154004574,0.0,0.0,1209.1591796875,0.0,,,0.001868408841346536,0.39382824301719666,1.5482214170042425,,,,0.0,0.0,0.998745348634254,,269.0,570.0,0.0002647050132509321,3.017293930053711,,1.0004451274871826,,0.0,2669402.0,312.0612387979927,,0.0,1.0003372700884938,2.0,,,,6.404841374063608e-05,,-5468.5478515625,2.0,2.0,1209.1591796875,,,,2.914011001586914,0.07407236221338234,,,,,,8192.0,-25.40860366821289,,312.0612387979927,-5468.5478515625,0.04947495460510254,,,,,,0.001304367557168007,,,-1.5774287431824519e-09,1.1498017311096191
,,0.6957260966300964,-0.05600881576538086,,,1.3234592014923692,8192.0,,,2.0,,0.0,,-831.0718383789062,65.0,,,,183.923828125,1.0,,,100.365234375,,1.0,37.43521955399774,4046.589599609375,0.08836503326892853,-3.872656861858559e-09,25.760854721069336,47.25330059044063,,6.678267478942871,177.03699350357056,-831.0718383789062,,0.0003864927848553634,0.08072904497385025,2,5.38569875061512e-05,,,426.34942626953125,,,,,0.0,0.2010871171951294,438.4819012609951,1769853263.1300213,0.2353515625,2537.1222169601865,0.0002241688865038905,0.0,0.2353515625,0.0,170.41228185701766,,-34.29664993286133,,,,0.0003729439317083916,,,2.06115369216775e-09,,47.57916816882789,1.3242942364886403,0.0,,,,,,26.760854721069336,2481.752172688,,23.533048078417778,0.0,,0.024048281893431122,0.18265259265899658,,1e-05,0.001953125,,,0.1577095107288928,0.8795205950737,,0.007635987363755703,,4046.589599609375,,49.95684851100668,,,2.0,,,0.9881722927093506,,2.0,,1.0,-3.872656861858559e-09,0.0008350369954541748,34.0,,0.0,6.678267478942871,0.4228515625,,0.07676041126251221,0.5811510682106018,0.0,0.0,3359.720703125,0.0,,,0.0015959374345584365,0.2473633885383606,1.588518117001513,,,,0.0,0.0,0.9556849735582228,,454.0,929.0,6.099202437326312e-05,2.287224531173706,,0.9948592185974121,,0.0,7086256.0,698.2572570439952,,0.0,1.0008482178673148,2.0,,,,3.448365524372221e-05,,-19093.298828125,2.0,2.0,3359.720703125,,,,211941.328125,0.06372627660714494,,,,,,8192.0,-34.29664993286133,,698.2572570439952,-19093.298828125,0.08887004852294922,,,,,,0.0007971641607582569,,,-4.514856488668784e-09,1.230154275894165
,,0.5853530764579773,-0.0043433308601379395,,,0.23145861754892394,8192.0,,,3.0,,0.0,,-386.5865783691406,78.0,,,,194.427734375,1.0,,,98.34375,,1.0,62.45211493599345,9001.76171875,0.0686357319355011,-2.601163284765562e-09,29.49481773376465,1.8626572908833623,,7.368128299713135,187.91538524627686,-386.5865783691406,,0.00010296742451032515,0.0676160529255867,3,5.2288000006228685e-05,,,468.20477294921875,,,,,0.0,0.15355300903320312,838.8126593219931,1769854514.1938531,0.59228515625,2376.552379279155,0.00013297864297545355,0.0,0.59228515625,0.0,265.1452408769983,,-44.753517150878906,,,,0.00011776948155528544,,,2.06115369216775e-09,,1.8754958612844348,0.23177403822774068,0.0,,,,,,30.49481773376465,3757.740175712,,1.2598243984393775,0.0,,0.022297395398572426,0.1970953494310379,,1e-05,0.00244140625,,,0.1800351885378665,0.571250319480896,,0.0010196834336966276,,9001.76171875,,82.44843258100445,,,12.0,,,0.9367145299911499,,2.0,,1.0,-2.601163284765562e-09,0.00031542311251087085,38.0,,0.0,7.368128299713135,0.681640625,,0.093081533908844,0.6689289212226868,0.0,0.0,5707.9599609375,0.0,,,0.0004477906621787042,0.06772761791944504,1.5812902670004405,,,,0.0,0.0,0.9730598647117948,,342.0,864.0,3.6703975638374686e-05,0.5449931025505066,,0.9593688249588013,,0.0,11891310.0,1250.8992126240046,,0.0,1.0003160694614053,2.0,,,,1.6631717675075208e-05,,-18716.099609375,2.0,12.0,5707.9599609375,,,,172515.734375,0.07175532004648055,,,,,,8192.0,-44.753517150878906,,1250.8992126240046,-18716.099609375,0.03154611587524414,,,,,,0.0001709749922156334,,,-3.946592386228076e-09,0.3062024414539337
,,0.6069594621658325,-0.0029981136322021484,,,0.153653877961915,8192.0,,,4.0,,0.0,,-353.94769287109375,115.0,,,,195.01171875,1.0,,,94.162109375,,1.0,62.7387888719968,5322.08642578125,0.06853540241718292,3.977310480962615e-09,15.110864639282227,1.212482200935483,,9.922874450683594,188.49778842926025,-353.94769287109375,,7.952362039986838e-05,0.06783601641654968,4,4.828799865208566e-05,,,470.24560546875,,,,,0.0,0.15155726671218872,862.7101053790248,1769855790.1814268,0.60400390625,2342.8001892402494,0.00013503790644552507,0.0,0.60400390625,0.0,266.5106797790213,,-48.416351318359375,,,,9.695778667850874e-05,,,2.06115369216775e-09,,1.2129438240081072,0.1539118638902437,0.0,,,,,,16.110864639282227,4921.664375874,,1.6595033355988562,0.0,,0.02229102953572877,0.2007487565279007,,1e-05,0.001953125,,,0.18021385973456835,0.47661706805229187,,0.0006993894348852336,,5322.08642578125,,81.77249665200361,,,22.0,,,0.9274099469184875,,2.0,,1.0,3.977310480962615e-09,0.00025798576726288047,37.0,,0.0,9.922874450683594,0.68994140625,,0.09508595615625381,0.3574056923389435,0.0,0.0,5743.70947265625,0.0,,,0.0003898008323517388,0.06162353605031967,1.6145079429843463,,,,0.0,0.0,0.9736894246397767,,541.0,8192.0,4.636900848709047e-05,0.3039555847644806,,0.9483951330184937,,0.0,11955961.0,1275.819535838993,,0.0,1.000258325599134,2.0,,,,2.0316356982519324e-05,,-15425.1640625,2.0,22.0,5743.70947265625,,,,124873.6640625,0.0733402639265617,,,,,,8192.0,-48.416351318359375,,1275.819535838993,-15425.1640625,0.008041620254516602,,,,,,0.00012316694483160973,,,6.417173459283276e-09,0.25178539752960205
,,0.3937220573425293,-0.002418041229248047,,,0.12747411118471064,8192.0,,,5.0,,0.0,,-594.3460693359375,84.0,,,,195.01171875,1.0,,,97.326171875,,1.0,60.07251094901585,9463.7412109375,0.04981352761387825,-2.9181124183708107e-09,9.648711204528809,1.1426559993997216,,10.932387351989746,188.49778842926025,-594.3460693359375,,0.00022478366895484214,0.048059094697237015,5,4.6752014895901084e-05,,,467.8558349609375,,,,,0.0,0.14272895455360413,771.1684525589808,1769856954.1060393,0.53125,2416.653076550481,0.00014428549214308393,0.0,0.53125,0.0,251.80711725499714,,-57.617244720458984,,,,0.00022286604294663448,,,2.06115369216775e-09,,1.1430830201134086,0.12781673690187745,0.0,,,,,,10.648711204528809,6437.350956476,,24.700352418236434,0.0,,0.022383660678895297,0.16957351565361023,,1e-05,0.00048828125,,,0.1771031394242693,0.6407305002212524,,0.0017544366419315338,,9463.7412109375,,78.6282077569922,,,47.0,,,0.9458014369010925,,2.0,,1.0,-2.9181124183708107e-09,0.0003426247388347292,40.0,,0.0,10.932387351989746,0.6982421875,,0.07297122478485107,0.22126911580562592,0.0,0.0,5395.64013671875,0.0,,,0.00047968756246064004,0.11015301942825317,1.6231533509853762,,,,0.00048828125,0.0,0.9775346470595913,,494.0,8192.0,3.50720074493438e-05,0.796039879322052,,0.9629883766174316,,0.0,11249595.0,1163.7577512840217,,0.0,1.0003429213538766,2.0,,,,1.5278101950455536e-05,,-16998.07421875,2.0,47.0,5395.64013671875,,,,79766.3984375,0.06978728870622095,,,,,,8192.0,-57.617244720458984,,1163.7577512840217,-16998.07421875,0.005293518304824829,,,,,,0.00045570917427539825,,,-2.6042117351465777e-09,0.26200902462005615
,,0.618774950504303,-0.003063201904296875,,,0.11041806964203715,8192.0,,,6.0,,0.0,,-683.1822509765625,78.0,,,,198.912109375,1.0,,,95.72265625,,1.0,75.7855285120022,7308.3759765625,0.048778727650642395,5.0147903607467015e-09,2.7638447284698486,1.1208785912021995,,12.449858665466309,192.33863353729248,-683.1822509765625,,0.0002335395533918927,0.046417444944381714,6,4.662401624955237e-05,,,486.7152099609375,,,,,0.0,0.14507541060447693,1023.5310160509835,1769858469.792334,0.76025390625,2341.454993847525,0.00011386416475625349,0.0,0.76025390625,0.0,314.93509914999595,,-60.48419189453125,,,,0.00023117087113178059,,,2.06115369216775e-09,,1.121224807575345,0.11070812738034874,0.0,,,,,,3.7638447284698486,8213.407800287,,10.712222745176405,0.0,,0.022187989255277228,0.1636955440044403,,1e-05,0.00146484375,,,0.18285632194922186,0.6779513955116272,,0.00236128200776875,,7308.3759765625,,99.14223148999736,,,354.0,,,0.9479206800460815,,2.0,,1.0,5.0147903607467015e-09,0.00029005827832406794,35.0,,0.0,12.449858665466309,0.8642578125,,0.070992611348629,0.10120885819196701,0.0,0.0,6834.91455078125,0.0,,,0.0003792316050521549,0.0999547615647316,1.6161816920212004,,,,0.0,0.0,0.9768968073231672,,742.0,8192.0,3.776000812649727e-05,0.6152864694595337,,0.9558336734771729,,0.0,14193945.0,1515.5047862649953,,0.0,1.0002902308478951,2.0,,,,1.1505602334427323e-05,,-3192.94775390625,2.0,354.0,6834.91455078125,,,,23400.251953125,0.07312030021999602,,,,,,8192.0,-60.48419189453125,,1515.5047862649953,-3192.94775390625,0.0032231956720352173,,,,,,0.00047285296022892,,,3.813807492036858e-09,0.2676675319671631
,,0.659852147102356,-0.0010677427053451538,,,0.15245294861961156,8192.0,,,7.0,,0.0,,-1351.9522705078125,96.0,,,,198.912109375,1.0,,,95.259765625,,1.0,87.3887764220126,4573.38671875,0.05989079549908638,-1.720616893408078e-08,3.693305015563965,1.1691674469038844,,11.182579040527344,192.33863353729248,-1351.9522705078125,,0.00036881996857118793,0.054291658103466034,7,4.879999323748052e-05,,,485.80059814453125,,,,,0.0,0.17343902587890625,1218.5983646799868,1769860245.8494644,0.9189453125,2281.2898222917756,0.00010059458551883325,0.0,0.9189453125,0.0,355.41129558201646,,-52.46204376220703,,,,0.0003761567099900276,,,2.06115369216775e-09,,1.1696314727887511,0.15284059767145663,0.0,,,,,,4.693305015563965,10075.328189687,,14.274114684201777,0.0,,0.021932111693598048,0.15959277749061584,,1e-05,0.00244140625,,,0.18700823687267176,0.7733326554298401,,0.0055991350673139095,,4573.38671875,,112.29971825997927,,,567.0,,,0.9591649174690247,,2.0,,1.0,-1.720616893408078e-08,0.00038764781697864237,39.0,,0.0,11.182579040527344,0.98046875,,0.0784994512796402,0.1261235624551773,0.0,0.0,7817.36962890625,0.0,,,0.00042864566626121814,0.17294207215309143,1.6301417969807517,,,,0.0,0.0,0.9670251939760588,,306.0,8192.0,4.7071982407942414e-05,1.1063339710235596,,0.9606962203979492,,0.0,16205065.0,1775.8665341039887,,0.0,1.0003878073766828,2.0,,,,2.7016665544721263e-06,,-3591.06689453125,2.0,567.0,7817.36962890625,,,,31389.568359375,0.07611495438999097,,,,,,8192.0,-52.46204376220703,,1775.8665341039887,-3591.06689453125,0.002453625202178955,,,,,,0.0007259398698806763,,,-1.725888587600366e-08,0.3702406883239746
,,0.8032882213592529,-0.0010295212268829346,,,0.31625372893176973,8192.0,,,8.0,,0.0,,-1809.3297119140625,87.0,,,,198.912109375,1.0,,,98.396484375,,1.0,91.67210672900546,-399.13641357421875,0.11028146743774414,3.529546788172411e-08,1.491199254989624,1.3754015229642391,,10.023372650146484,192.33863353729248,-1809.3297119140625,,0.0007185478862083983,0.09585845470428467,8,5.561599391512573e-05,,,486.76580810546875,,,,,0.0,0.24142447113990784,1278.8045258729835,1769862107.7697966,1.0,2279.972061529578,9.869057029768868e-05,0.0,1.0,0.0,373.71389755801647,,-41.41399002075195,,,,0.0006768899627331848,,,2.06115369216775e-09,,1.3763444991782308,0.31693074526265264,0.0,,,,,,2.491199254989624,11942.08920869,,2774.853121998254,0.0,,0.022010707133961267,0.1710353046655655,,1e-05,0.001953125,,,0.1874561247051204,0.8274495005607605,,0.014423012733459473,,-399.13641357421875,,115.29926690898719,,,8192.0,,,0.9647384881973267,,2.0,,0.9999997615814209,3.529546788172411e-08,0.0006770157706341706,36.0,,0.0,10.023372650146484,1.0,,0.10497063398361206,0.09470200538635254,0.0,0.0,8192.0,0.0,,,0.0006989254834479652,0.2208654284477234,1.6756407440116163,,,,0.0,0.0,0.9358962029332887,,484.0,8192.0,3.798500983975828e-05,2.207871675491333,,0.9647384881973267,,0.0,16978732.0,1861.7258832340012,,0.0,1.0006773518398404,2.0,,,,7.714450971363362e-07,,-3273.2939453125,2.0,8192.0,8192.0,,,,12563.0791015625,0.07622268950182101,,,,,,8192.0,-41.41399002075195,,1861.7258832340012,-3273.2939453125,0.002189457416534424,,,,,,0.0015296945348381996,,,3.467395615075475e-08,0.6546108722686768
,,0.8109601736068726,-0.0011080354452133179,,,0.40036260918714106,8192.0,,,9.0,,0.0,,-1720.94287109375,123.0,,,,200.17578125,1.0,,,96.2265625,,1.0,91.76958752199425,-459.63726806640625,0.12119114398956299,-9.21490617145082e-09,4.5572943687438965,1.4967976305633783,,9.445422172546387,193.34323406219482,-1720.94287109375,,0.0008184728931155405,0.10408836603164673,9,5.66400121897459e-05,,,492.36260986328125,,,,,0.0,0.25583478808403015,1282.4810889109795,1769863974.5305371,1.0,2273.473887095879,0.00010088454932506728,0.0,1.0,0.0,374.9587305489986,,-33.418251037597656,,,,0.0008011998047550151,,,2.06115369216775e-09,,1.4980060178786516,0.4011629296001047,0.0,,,,,,5.5572943687438965,14974.710641394,,304.4572687475011,0.0,,0.022089806096668007,0.1724364459514618,,1e-05,0.00244140625,,,0.18677493767491812,0.8411307334899902,,0.01710277795791626,,-459.63726806640625,,115.07668651899439,,,8192.0,,,0.9797214865684509,,2.0,,0.9999999403953552,-9.21490617145082e-09,0.0008003225229913369,37.0,,0.0,9.445422172546387,1.0,,0.10367690026760101,0.14080873131752014,0.0,0.0,8192.0,0.0,,,0.0008195876580430195,0.21007601916790009,1.7124433949938975,,,,0.0,0.0,0.929227526492087,,1533.0,8192.0,5.5136013543233275e-05,2.1395578384399414,,0.9797214269638062,,0.0,16974288.0,1866.558496267011,,0.0,1.0008007679134607,2.0,,,,3.8259257495454335e-07,,-2909.7626953125,2.0,8192.0,8192.0,,,,37557.93359375,0.07644182973569509,,,,,,8192.0,-33.418251037597656,,1866.558496267011,-2909.7626953125,0.002383589744567871,,,,,,0.0016834205016493797,,,-8.87545326122563e-09,0.7299889922142029
