rollout_corr/k3_kl,critic/returns/max,_timestamp,timing_s/agent_loop/generate_sequences/max,rollout_corr/rollout_rs_min,rollout_corr/log_ppl_diff_min,rollout_corr/rollout_rs_masked_fraction,val-aux/aime25/reward/worst@4/std,val-core/brumo25/reward/mean@8,timing_per_token_ms/gen,val-aux/brumo25/reward/best@4/mean,training/rollout_actor_probs_pearson_corr,val-aux/brumo25/reward/best@2/std,critic/rewards/max,val-aux/beyondaime/reward/worst@2/mean,response_length_non_aborted/mean,rollout_corr/chi2_seq,actor/is_ratio_mean,rollout_corr/rollout_rs_seq_fraction_high,val-aux/hmmt25/reward/std@8,timing_s/start_profile,rollout_corr/ppl_ratio,rollout_corr/rollout_rs_seq_mean,val-core/brumo25/reward/best@8/std,val-core/hmmt25/reward/best@8/mean,training/rollout_probs_diff_std,val-aux/beyondaime/reward/best@2/std,_step,actor/grad_norm,_runtime,val-aux/aime25/reward/worst@2/std,val-core/beyondaime/reward/best@8/std,response/aborted_ratio,val-aux/aime24/reward/best@4/std,val-aux/aime24/reward/worst@4/std,val-core/avg/reward/best@8/mean,val-aux/hmmt25/reward/worst@4/mean,val-aux/brumo25/reward/worst@8/std,critic/advantages/mean,val-aux/aime24/reward/worst@4/mean,val-aux/beyondaime/reward/std@8,val-core/avg/reward/best@8/std,val-aux/brumo25/reward/worst@4/mean,rollout_corr/log_ppl_diff,val-aux/brumo25/reward/worst@8/mean,val-aux/brumo25/reward/worst@2/mean,timing_s/agent_loop/generate_sequences/mean,val-aux/hmmt25/reward/worst@8/std,perf/cpu_memory_used_gb,rollout_corr/kl,val-core/avg/reward/mean@8,val-aux/aime25/reward/worst@8/mean,perf/max_memory_allocated_gb,val/generations,response_length_non_aborted/min,timing_s/agent_loop/tool_calls/max,perf/max_memory_reserved_gb,val-aux/aime24/reward/worst@2/std,val-aux/hmmt25/reward/best@4/std,val-aux/hmmt25/reward/best@4/mean,timing_s/agent_loop/tool_calls/min,val-aux/beyondaime/reward/worst@4/mean,response_length/max,val-aux/brumo25/reward/best@4/std,val-core/aime25/reward/mean@8,val-aux/aime24/reward/best@2/std,val-aux/aime25/reward/best@2/mean,training/epoch,val-aux/num_turns/mean,timing_s/reward,rollout_corr/rollout_is_veto_fraction,val-aux/aime25/reward/worst@4/mean,critic/returns/mean,timing_s/testing,response_length_non_aborted/max,prompt_length/clip_ratio,critic/rewards/mean,num_turns/min,val-aux/brumo25/reward/worst@4/std,val-aux/num_turns/max,val-aux/hmmt25/reward/worst@8/mean,timing_s/agent_loop/slowest/response_length,val-aux/beyondaime/reward/worst@8/mean,val-aux/aime24/reward/worst@8/mean,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/beyondaime/reward/best@4/std,critic/score/max,training/rollout_probs_diff_mean,actor/entropy,val-aux/aime24/reward/worst@2/mean,rollout_corr/rollout_rs_eff_sample_size,critic/advantages/min,val-aux/hmmt25/reward/worst@2/mean,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/log_ppl_diff_max,val-aux/hmmt25/reward/best@2/std,actor/pg_loss,critic/returns/min,val-aux/beyondaime/reward/worst@2/std,rollout_corr/rollout_is_catastrophic_token_fraction,timing_s/old_log_prob_pre,actor/lr,rollout_corr/rollout_rs_mean,rollout_corr/rollout_ppl,response_length/mean,val-core/beyondaime/reward/mean@8,val-aux/aime25/reward/best@4/std,response_length/min,val-aux/aime25/reward/std@8,val-aux/aime24/reward/best@4/mean,val-core/hmmt25/reward/best@8/std,val-aux/hmmt25/reward/worst@2/std,val-aux/beyondaime/reward/best@2/mean,val-core/brumo25/reward/best@8/mean,val-aux/aime24/reward/worst@8/std,val-aux/aime25/reward/worst@2/mean,perf/mfu/actor,timing_per_token_ms/update_actor,val-core/beyondaime/reward/best@8/mean,training/rollout_probs_diff_max,timing_s/agent_loop/tool_calls/mean,rollout_corr/log_ppl_abs_diff,val-aux/brumo25/reward/worst@2/std,training/rollout_probs_diff_valid,rollout_corr/rollout_rs_ratio_fraction_high,val-core/aime24/reward/mean@8,val-aux/aime25/reward/best@2/std,val-aux/hmmt25/reward/worst@4/std,timing_s/save_checkpoint,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/rollout_rs_max,critic/rewards/min,perf/total_num_tokens,val-aux/brumo25/reward/std@8,val-aux/aime25/reward/best@4/mean,timing_s/step,timing_s/adv,prompt_length/max,val-core/aime25/reward/best@8/mean,val-aux/aime25/reward/worst@8/std,response_length_non_aborted/clip_ratio,rollout_corr/rollout_rs_ratio_fraction_low,timing_s/agent_loop/slowest/prompt_length,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/generate_sequences/min,rollout_corr/rollout_rs_seq_min,val-aux/beyondaime/reward/worst@4/std,rollout_corr/rollout_rs_seq_std,timing_s/stop_profile,val-aux/brumo25/reward/best@2/mean,adv/mean,val-aux/num_turns/min,val-core/aime24/reward/best@8/std,val-aux/beyondaime/reward/best@4/mean,rollout_corr/rollout_log_ppl,num_turns/mean,response_length/clip_ratio,val-core/hmmt25/reward/mean@8,rollout_corr/chi2_token,rollout_corr/training_ppl,perf/throughput,val-core/aime24/reward/best@8/mean,timing_s/gen,prompt_length/min,prompt_length/mean,val-aux/hmmt25/reward/best@2/mean,rollout_corr/rollout_rs_seq_max,num_turns/max,timing_s/agent_loop/slowest/tool_calls,rollout_corr/training_log_ppl,critic/score/mean,perf/time_per_step,val-aux/aime24/reward/best@2/mean,distill/teacher_kl,critic/advantages/max,timing_s/agent_loop/slowest/generate_sequences,val-core/aime25/reward/best@8/std,timing_per_token_ms/adv,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_std,timing_s/update_actor,training/global_step,critic/score/min
,,1766383781.0508752,,,,,0.02714123611014323,0.15416666666666667,,0.2608,,0.12097865845296507,,0.020940000000000004,,,,,0.06193940484778867,,,,0.061753085870109206,0.1255,,0.03863698172110579,0,,617.256803237,0.08414254403831803,0.02687185383649326,,0.0862438818637182,0.04555828170576388,0.20706799999999997,0.0003333333333333333,0.027583936231634004,,0.018533333333333332,0.036412698141445154,0.06104150022612072,0.06406666666666667,,0.046099999999999995,0.10026666666666667,,0.001053565375285274,,,0.08308333333333333,0.0002666666666666667,,"{'ncols': 31, 'nrows': 1, 'path': 'media/table/val/generations_0_36e51b66a089ad681d4c.table.json', 'artifact_path': 'wandb-client-artifact://e45zuxqeymchi3t9xqe6kltfdvd6lhvigost28tizrf3ke350hlxagv5xggr5kkhf2iuxu622gozrj9bwievulsbo4o4e7dhjpwlk1f1zp61vyrifs5h5lp4uyzhpkzw/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'sha256': '36e51b66a089ad681d4c462e2b4569060536c3d1c98eb06ca9314f3792cd3fcd', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://8idqrchyu73er86helird9gp3e0qwnmjehdik8fymqahmbwzbk7zpb6lndz22yqgf0imb0kno445o6m7e3ywl2lauu67fs0fa8e35pmifzwkqhghh17du7cvfbm9ryit:latest/val/generations.table.json', 'size': 26591}",,,,0.08619510126395435,0.08016325369598344,0.08696666666666666,,0.0131,,0.09789769122593528,0.09166666666666666,0.11055887492268254,0.15330000000000002,,2.0,,,0.004266666666666667,,,,,,,0.05319231521079639,2.0,3.3333333333333335e-05,,0.010399999999999998,0.004066666666666666,,0.03554349939324718,,,,0.05246666666666666,,,0.0058,,,0.07537165735803407,,,0.022892129890457646,,,,,,,0.03625,0.13968291118266812,,0.14145212007178867,0.2039,0.0677050745202111,0.02871412607913848,0.05156000000000001,0.30183333333333334,0.01814052011021872,0.028933333333333335,,,0.08394,,,,0.0950306622487752,,,0.10416666666666667,0.15469098982944207,0.00467819578858231,,,,,,0.12648912728457895,0.22543333333333332,,,,0.28536666666666666,0.0038326539548979013,,,,0.0030813168429435125,,,0.00975176159356248,,,0.20850000000000002,,2.0,0.05377815020462396,0.06813,,,,0.029166666666666667,,,,0.23869999999999997,,,,0.052899999999999996,,,,,,,0.15576666666666664,,,,0.09509933669916606,,0.11599439954594558,,,,
0.0006209455825683108,5.599265098571777,1766384203.3994553,0.0,0.00015078754222486168,-0.15666532516479492,8.812550731818192e-06,,,0.0639544786540511,,0.999710202217102,,-23.78510856628418,,1274.3720703125,1.115259996149689,1.0,0.0,,0.0002683850470930338,1.000280478503555,1.0005611181259155,,,0.008737660013139248,,1,2.9981117248535156,1375.13161739,,,0.0,,,,,,-1.9223369562837433e-08,,,,,0.00024186539508264104,,,0.0,,682.491455078125,0.0006293706918523156,,,170.69757604599,,2.0,0.0,193.302734375,,,,0.0,,8192.0,,,,,0.0,,142.40824691893067,0.0,,-1.9223369562837433e-08,,8192.0,0.0,-370.81951904296875,2.0,,,,3.0,,,0.01025390625,,-23.78510856628418,0.0028404202312231064,1.1316035985946655,,0.9987742446840975,-25.067718505859375,,0.17910194396972656,0.15045547485351562,,6.064011060047392e-05,-25.067718505859375,,0.0,22.32133307994809,1e-05,0.9999752044677734,35.90217692218721,1274.3720703125,,,2.0,,,,,,,,,0.10477367271539795,0.03147087568703913,,0.8589110970497131,0.0,0.0022919028779142536,,1.0,7.663088013032393e-07,,,,,0.0,5.964254379272461,-4212.5458984375,2802958.0,,,421.7028348960448,1.5513203640002757,269.0,,,0.037109375,8.046242328418884e-06,102.0,,0.0,0.8689091205596924,,0.009196637198328972,4.54409746453166e-05,,-1.7960520182214168e-08,,,,1.0375471590086818,2.0,0.037109375,,0.0012323292903602123,34.98648487403989,1661.690275742968,,166.91568920190912,36.0,94.259765625,,1.1791019439697266,2.0,0.0,1.037789026973769,-370.81951904296875,421.7028348960448,,0.2909821569919586,5.599265098571777,0.0,,0.0005534582979838712,,0.035030562430620193,88.21154277399182,1.0,-4212.5458984375
0.0005212006919919077,8.092904090881348,1766384961.2755833,0.0,2.06115369216775e-09,-0.07250261306762695,0.04191228374838829,,,0.06278310978225174,,0.9511862397193909,,4337.87255859375,,2541.69677734375,8800.556082339957,1.0,0.00048828125,,5.2607967518270016e-05,1.0006509087979794,0.9929885864257812,,,0.12370840460062027,,2,2.5753581523895264,2284.880239769,,,0.0,,,,,,1.076970401747701e-09,,,,,0.0006348598608383327,,,0.0,,740.39697265625,0.0005382689179498357,,,189.98318576812744,,2.0,0.0,213.18359375,,,,0.0,,8192.0,,,,,0.0,,258.0415030840086,0.0,,1.076970401747701e-09,,8192.0,0.0,-430.2633361816406,2.0,,,,8192.0,,,0.17236328125,,4337.87255859375,0.034956712275743484,1.3784068822860718,,0.9766677389673244,-33.3915901184082,,1.187652587890625,0.05561256408691406,,7.414917943382449e-05,-33.3915901184082,,0.0,36.61522268503904,1e-05,0.9789689183235168,70.44554873369634,2541.69677734375,,,2.0,,,,,,,,,0.14878581344937308,0.02482516241715465,,0.9999997615814209,0.0,0.002060388731479179,,1.0,0.004356633871793747,,,,,0.0,11363.6484375,-5746.2158203125,5410943.0,,,757.7051462149248,1.5743785629747435,454.0,,,0.1572265625,0.03755564987659454,65.0,,0.0,0.6238850355148315,,0.042920734733343124,4.6208035200834274e-05,,1.566502372263301e-09,,,,1.5414132731966674,2.0,0.1572265625,,0.0010100603103637695,69.77593236975372,1785.306272179249,,326.81088574498426,34.0,100.365234375,,2.187652587890625,2.0,0.0,1.542048123665154,-430.2633361816406,757.7051462149248,,0.16928192973136902,8.092904090881348,0.0,,0.00029096195671895705,,0.14991606771945953,134.32753880496603,2.0,-5746.2158203125
0.0003643920366016573,10.583383560180664,1766385871.028772,0.0,2.06115369216775e-09,-0.02660512924194336,0.06653819978237152,,,0.06023078860754127,,0.8457565903663635,,7331.9580078125,,3166.40673828125,6.573859558440745,1.0,0.0009765625,,3.1807925552129745e-05,1.0005968660116196,0.9784290194511414,,,0.16999822854995728,,3,1.2861813306808472,3159.194685687,,,0.0,,,,,,-1.915757108506e-09,,,,,0.000595567245568418,,,0.0,,736.2857666015625,0.00036178287217580873,,,189.98318576812744,,2.0,0.0,213.18359375,,,,0.0,,8192.0,,,,,0.0,,312.47356912400573,0.0,,-1.915757108506e-09,,8192.0,0.0,-177.90835571289062,2.0,,,,8192.0,,,0.39501953125,,7331.9580078125,0.07783233374357224,0.6789329648017883,,0.9660147077401212,-34.942745208740234,,2.4290125370025635,0.025072574615478516,,4.696557596162165e-05,-34.942745208740234,,0.0,45.83655489096418,1e-05,0.9486264586448669,4.536164030432701,3166.40673828125,,,2.0,,,,,,,,,0.15761323983859923,0.023744797484342783,,0.9999998807907104,0.0,0.0009207303255607258,,1.0,0.004612169228494167,,,,,0.0,21898.283203125,-4982.3857421875,6686209.0,,,909.5925196070457,1.5827832228969783,342.0,,,0.2080078125,0.06192603334784508,78.0,,0.0,0.5851457118988037,,0.085303895175457,4.966394044458866e-05,,-1.9359229774806863e-09,,,,0.5924632772803307,2.0,0.2080078125,,0.0007363162003457546,4.515682702884078,1837.6934879830912,,390.5846781929722,38.0,98.34375,,3.4290125370025635,2.0,0.0,0.5930588473565876,-177.90835571289062,909.5925196070457,,0.05618620663881302,10.583383560180664,0.0,,0.0002367235638157554,,0.17480911314487457,158.76267864299007,3.0,-4982.3857421875
0.0004479225530076292,12.122835159301758,1766386745.3424373,0.0,2.06115369216775e-09,-0.0054489970207214355,0.059371910989284515,,,0.06270847436809468,,0.8778845071792603,,3678.171875,,2983.42822265625,15.68626900529489,1.0,0.0009765625,,3.5008066333830357e-05,1.0006125927902758,0.9869415760040283,,,0.1541607677936554,,4,1.3965187072753906,5540.348610632,,,0.0,,,,,,7.986093564227303e-09,,,,,0.0006114306424933602,,,0.0,,738.7463989257812,0.0004304512560322493,,,189.98318576812744,,4.0,0.0,213.18359375,,,,0.0,,8192.0,,,,,0.0,,296.7663160980446,0.0,,7.986093564227303e-09,,8192.0,0.0,-268.27593994140625,2.0,,,,991.0,,,0.35546875,,3678.171875,0.06787609308958054,0.6940289735794067,,0.9666245998040157,-35.116600036621094,,8.851784706115723,0.03436088562011719,,7.118042049825135e-05,-35.116600036621094,,0.0,43.60645488696173,1e-05,0.9600239396095276,4.568218505010009,2983.42822265625,,,4.0,,,,,,,,,0.1560380390658355,0.023595113621258976,,1.0,0.0,0.0008994381407774199,,1.0,0.005559682846069336,,,,,0.0,28604.822265625,-14962.064453125,6302905.0,,,874.1568115899572,1.5643875849200413,541.0,,,0.18212890625,0.05381222814321518,115.0,,0.0,0.5868873596191406,,0.2044460028409958,4.688010085374117e-05,,8.835677967056199e-09,,,,0.5077442764304578,2.0,0.18212890625,,0.000936548225581646,4.603452916257083,1802.56703272036,,383.15260360599495,37.0,94.162109375,,9.851784706115723,2.0,0.0,0.5083557073958218,-268.27593994140625,874.1568115899572,,0.08992203325033188,12.122835159301758,0.0,,0.00024820104141186344,,0.17479002475738525,148.7177596190013,4.0,-14962.064453125
0.00033400375980363606,14.710843086242676,1766389126.4919865,0.0,2.06115369216775e-09,-0.0014303326606750488,0.05370212718844414,,,0.0771764735260454,,0.7904233932495117,,6705.09326171875,,7467.15234375,11.99523496767506,1.0,0.00244140625,,3.2671960070729256e-05,1.0003525717183948,0.9558833837509155,,,0.15634146332740784,,5,1.3908460140228271,8176.412482173,,,0.0,,,,,,9.18597198307225e-09,,,,,0.0003524062188944299,,,0.0,,811.892822265625,0.00032113757345086924,,,207.36560440063477,,445.0,0.0,230.9609375,,,,0.0,,8192.0,,,,,0.0,,752.3821223040577,0.0,,9.18597198307225e-09,,8192.0,0.0,-376.0400390625,2.0,,,,8192.0,,,0.93212890625,,6705.09326171875,0.08504242449998856,0.46466803550720215,,0.9683288902864075,-59.0235710144043,,3.6410722732543945,0.002958536148071289,,1.7255900726098616e-06,-59.0235710144043,,0.0,106.32257680105977,1e-05,0.9520869851112366,1.2058992758393288,7467.15234375,,,445.0,,,,,,,,,0.18661469255870694,0.021937650860134435,,1.0,0.0,0.00040742397959547816,,1.0,0.0047705029137432575,,,,,0.00048828125,30452.95703125,-2226.835205078125,15492052.0,,,2380.953529843944,1.6398433160502464,494.0,,,0.865234375,0.04893162474036217,84.0,,0.0,0.49257615208625793,,0.14734689891338348,5.267199594527483e-05,,8.502717641079016e-09,,,,0.180386831110809,2.0,0.865234375,,0.0006975671276450157,1.2063413998112082,1626.664675078245,,1180.2388176330132,40.0,97.326171875,,4.6410722732543945,2.0,0.0,0.18073923676274717,-376.0400390625,2380.953529843944,,0.05035923048853874,14.710843086242676,0.0,,0.00010585062043751508,,0.16779229044914246,339.8592278830474,5.0,-2226.835205078125
0.00040379995220973797,17.299846649169922,1766391762.5573058,0.0,2.06115369216775e-09,-0.0008434653282165527,0.05713023245334625,,,0.07937273423634253,,0.8742362260818481,,4142.8662109375,,8173.904296875,171.6892190077342,1.0,0.001953125,,3.590399865061045e-05,1.0003851782530546,0.9699968099594116,,,0.14191934466362,,6,2.1579809188842773,10816.141668505,,,0.0,,,,,,2.409111576895384e-09,,,,,0.0003850338210895643,,,0.0,,816.6900024414062,0.0003806767595051497,,,208.1382236480713,,570.0,0.0,231.603515625,,,,0.0,,8192.0,,,,,0.0,,821.9655888829147,0.0,,2.409111576895384e-09,,8192.0,0.0,-407.51422119140625,2.0,,,,8192.0,,,0.97314453125,,4142.8662109375,0.07840953022241592,0.6143580079078674,,0.9610329828780577,-58.84257888793945,,9.768135070800781,0.001953989267349243,,1.4299335371337207e-06,-58.84257888793945,,0.0,113.28963415499311,1e-05,0.9698981046676636,1.3682853113859892,8173.904296875,,,570.0,,,,,,,,,0.18909973768637572,0.02182831120288401,,1.0,0.0,0.0004249884290175032,,1.0,0.008016173727810383,,,,,0.0,80361.890625,-2145.27099609375,16936196.0,,,2635.8574277979787,1.6655086730606854,742.0,,,0.99560546875,0.049114059656858444,78.0,,0.0,0.6904507875442505,,0.26701417565345764,4.5184046030044556e-05,,2.474849658540279e-09,,,,0.29619179596193135,2.0,0.99560546875,,0.0008582118898630142,1.3688446013256907,1606.3270172913587,,1328.711953262915,35.0,95.72265625,,10.768135070800781,2.0,0.0,0.29657682753168046,-407.51422119140625,2635.8574277979787,,0.049855511635541916,17.299846649169922,0.0,,9.834018648937964e-05,,0.18791517615318298,369.6885568810394,6.0,-2145.27099609375
0.0003661374535113282,15.298084259033203,1766394402.2924905,0.0,2.06115369216775e-09,-0.0007806122303009033,0.05884357914328575,,,0.08039600133505774,,0.8601281642913818,,4299.228515625,,8149.76806640625,34.36716301739216,1.0,0.001953125,,3.411201760172844e-05,1.0003855573013425,0.9739887118339539,,,0.14654110372066498,,7,1.7811691761016846,13465.170309666,,,0.0,,,,,,1.606251487373811e-08,,,,,0.0003854090815593736,,,0.0,,811.5302734375,0.00037801221469635493,,,208.1382236480713,,948.0,0.0,231.603515625,,,,0.0,,8192.0,,,,,0.0,,812.1786508118967,0.0,,1.606251487373811e-08,,8192.0,0.0,-337.26983642578125,2.0,,,,8192.0,,,0.8779296875,,4299.228515625,0.07438134402036667,0.5509468913078308,,0.9620115547700181,-61.37194061279297,,13.040672302246094,0.0029680728912353516,,1.4846133851165177e-06,-61.37194061279297,,0.0,115.41400141408667,1e-05,0.9738966226577759,1.3133156029507518,8149.76806640625,,,948.0,,,,,,,,,0.18929667760521304,0.0217850277678601,,0.9999992847442627,0.0,0.00041604408647799573,,1.0,0.007823326624929905,,,,,0.0,106869.5078125,-2148.563232421875,16885817.0,,,2639.5289179120446,1.671758949989453,306.0,,,0.99072265625,0.05102025344967842,96.0,,0.0,0.680631160736084,,0.30517783761024475,4.7359964810311794e-05,,1.579053154898702e-08,,,,0.2563818847993389,2.0,0.99072265625,,0.0007125344127416611,1.3138637896627188,1599.3210839073934,,1341.8675493830815,39.0,95.259765625,,14.040672302246094,2.0,0.0,0.256767294020392,-337.26983642578125,2639.5289179120446,,0.04138397052884102,15.298084259033203,0.0,,9.900373490897437e-05,,0.18638069927692413,367.85799222800415,7.0,-2148.563232421875
0.00035050439259975974,15.113019943237305,1766397051.3144464,0.0,2.06115369216775e-09,-0.0008464306592941284,0.059607695788145065,,,0.07999987706392181,,0.8244658708572388,,4130.54248046875,,8183.50390625,332.6822460172698,1.0,0.001953125,,3.241701051592827e-05,1.0003401096910238,0.9657406210899353,,,0.1548086255788803,,8,1.1409424543380737,16152.038208892,,,0.0,,,,,,-1.4144642790370199e-08,,,,,0.00033997599467738837,,,0.0,,813.9190673828125,0.0003363390177923975,,,208.1382236480713,,885.0,0.0,231.603515625,,,,0.0,,8192.0,,,,,0.0,,818.936689477996,0.0,,-1.4144642790370199e-08,,8192.0,0.0,-436.00439453125,2.0,,,,8192.0,,,0.9775390625,,4130.54248046875,0.0762750655412674,0.4633476734161377,,0.9645730233952947,-51.272708892822266,,2.609818696975708,0.0021923184394836426,,2.280570874368948e-06,-51.272708892822266,,0.0,116.28267714800313,1e-05,0.9657052159309387,1.2424467988312244,8183.50390625,,,885.0,,,,,,,,,0.1889422361527591,0.02185091552226595,,0.9999976754188538,0.0,0.0003791020542394108,,1.0,0.006768869236111641,,,,,0.0,21798.560546875,-2451.29833984375,16961332.0,,,2648.820018888917,1.6618169769644737,484.0,,,0.99853515625,0.052838824689388275,87.0,,0.0,0.7325214743614197,,0.11189129203557968,4.6720029786229134e-05,,-1.4127215841597263e-08,,,,0.20951275568222627,2.0,0.99853515625,,0.0007332675158977509,1.2428944362327456,1600.83847515569,,1340.7832196139498,36.0,98.396484375,,3.609818696975708,2.0,0.0,0.2098527334164828,-436.00439453125,2648.820018888917,,0.05327845364809036,15.113019943237305,0.0,,9.79767966905237e-05,,0.17998844385147095,370.6206326771062,8.0,-2451.29833984375
0.0005123834032474406,13.730826377868652,1766399738.1890063,0.0,2.06115369216775e-09,-0.0008910000324249268,0.0780826210975647,,,0.08154416026782962,,0.8563330173492432,,3128.20263671875,,8192.0,318.8413191791624,1.0,0.00439453125,,4.1823950596153736e-05,1.0005196956917644,1.0193884372711182,,,0.15633846819400787,,9,1.603650689125061,20160.747245013,,,0.0,,,,,,-1.2201343047024693e-08,,,,,0.000519462117040348,,,0.0,,819.3292236328125,0.000515994630404748,,,208.50367403030396,,8192.0,0.0,232.484375,,,,0.0,,8192.0,,,,,0.0,,824.906518765958,0.0,,-1.2201343047024693e-08,,8192.0,0.0,-847.5625610351562,2.0,,,,8192.0,,,0.99609375,,3128.20263671875,0.08591543138027191,0.6236408948898315,,0.9504270606899092,-45.807037353515625,,65.989990234375,0.0022655725479125977,,2.6856503581029756e-06,-45.807037353515625,,0.0,117.41160819504876,1e-05,1.0193884372711182,1.376614073291421,8192.0,,,8192.0,,,,,,,,,0.18734201323236147,0.02203638314025303,,0.9999991059303284,0.0,0.0005474517627135356,,1.0,0.01131892204284668,,,,,0.0,540862.375,-2400.042236328125,16974288.0,,,2686.6633770508924,1.6749039200367406,1533.0,,,1.0,0.06676369905471802,123.0,,0.0,0.740867555141449,,1.5794531106948853,5.6416960433125496e-05,,-1.1869871308078928e-08,,,,0.31071752309799194,2.0,1.0,,0.0010228799656033516,1.3773614633828402,1579.495234218029,,1368.0839903519955,37.0,96.2265625,,66.989990234375,2.0,0.0,0.31123698339797556,-847.5625610351562,2686.6633770508924,,0.10346221923828125,13.730826377868652,0.0,,9.867300001253311e-05,,0.21324604749679565,374.05191390099935,9.0,-2400.042236328125
