timing_s/agent_loop/generate_sequences/mean,val-aux/aime25/reward/worst@4/std,val-aux/hmmt25/reward/worst@8/std,perf/max_memory_allocated_gb,perf/cpu_memory_used_gb,timing_s/adv,response_length/max,val-aux/beyondaime/reward/worst@2/std,rollout_corr/rollout_ppl,rollout_corr/log_ppl_diff,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/brumo25/reward/best@4/mean,val-core/hmmt25/reward/mean@8,val-core/brumo25/reward/best@8/mean,timing_s/agent_loop/slowest/generate_sequences,val-aux/hmmt25/reward/best@4/mean,val-aux/aime24/reward/best@2/mean,rollout_corr/rollout_rs_seq_min,response_length_non_aborted/min,val-aux/beyondaime/reward/best@2/std,val-aux/aime25/reward/std@8,val/generations,timing_s/step,val-aux/aime25/reward/worst@2/std,val-aux/num_turns/mean,_runtime,val-aux/hmmt25/reward/worst@4/mean,actor/grad_norm,val-aux/aime24/reward/worst@2/std,val-core/beyondaime/reward/best@8/std,val-aux/hmmt25/reward/worst@8/mean,critic/advantages/mean,perf/max_memory_reserved_gb,critic/score/mean,val-core/beyondaime/reward/best@8/mean,rollout_corr/rollout_log_ppl,training/rollout_probs_diff_valid,response_length/min,val-aux/aime25/reward/best@2/mean,critic/advantages/max,prompt_length/clip_ratio,val-aux/aime24/reward/best@2/std,val-aux/hmmt25/reward/worst@2/mean,val-aux/hmmt25/reward/best@2/std,val-aux/brumo25/reward/worst@2/std,adv/mean,val-aux/brumo25/reward/worst@4/std,rollout_corr/training_ppl,val-aux/hmmt25/reward/std@8,perf/mfu/actor,val-aux/beyondaime/reward/std@8,val-aux/beyondaime/reward/worst@8/mean,rollout_corr/rollout_rs_masked_fraction,val-core/hmmt25/reward/best@8/std,val-core/hmmt25/reward/best@8/mean,num_turns/mean,critic/score/min,val-aux/beyondaime/reward/worst@4/mean,rollout_corr/log_ppl_diff_max,val-core/aime25/reward/mean@8,timing_s/agent_loop/generate_sequences/max,timing_s/old_log_prob_pre,timing_s/agent_loop/slowest/prompt_length,timing_s/gen,rollout_corr/rollout_is_catastrophic_token_fraction,actor/lr,val-aux/num_turns/min,val-aux/aime24/reward/worst@8/mean,val-core/aime24/reward/mean@8,val-aux/aime25/reward/worst@8/std,val-core/avg/reward/best@8/mean,val-aux/aime25/reward/worst@8/mean,val-aux/hmmt25/reward/worst@4/std,perf/time_per_step,timing_per_token_ms/update_actor,response_length/clip_ratio,rollout_corr/rollout_is_veto_fraction,timing_per_token_ms/adv,timing_s/testing,timing_s/agent_loop/tool_calls/min,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/rollout_rs_max,critic/rewards/mean,rollout_corr/rollout_rs_mean,val-aux/beyondaime/reward/worst@8/std,rollout_corr/rollout_rs_seq_fraction_low,val-aux/aime24/reward/worst@8/std,val-aux/aime25/reward/worst@4/mean,val-core/brumo25/reward/best@8/std,rollout_corr/ppl_ratio,val-aux/aime24/reward/best@4/std,val-aux/aime24/reward/worst@4/mean,val-aux/aime25/reward/best@4/mean,val-aux/hmmt25/reward/best@4/std,actor/is_ratio_mean,response_length_non_aborted/clip_ratio,val-aux/brumo25/reward/std@8,rollout_corr/rollout_rs_seq_std,rollout_corr/rollout_rs_seq_max,num_turns/min,prompt_length/mean,rollout_corr/log_ppl_diff_min,timing_s/stop_profile,rollout_corr/k3_kl,training/rollout_probs_diff_std,val-aux/beyondaime/reward/best@4/std,val-aux/aime24/reward/worst@2/mean,val-aux/aime25/reward/worst@2/mean,response/aborted_ratio,val-aux/aime24/reward/best@4/mean,val-aux/beyondaime/reward/worst@2/mean,training/rollout_probs_diff_mean,timing_s/agent_loop/tool_calls/max,val-aux/aime25/reward/best@2/std,val-aux/hmmt25/reward/best@2/mean,val-core/aime25/reward/best@8/std,rollout_corr/rollout_rs_std,timing_s/agent_loop/tool_calls/mean,response_length_non_aborted/mean,training/rollout_probs_diff_max,perf/total_num_tokens,_step,training/epoch,rollout_corr/rollout_rs_eff_sample_size,rollout_corr/rollout_rs_seq_fraction_high,val-aux/brumo25/reward/worst@4/mean,val-aux/aime24/reward/std@8,perf/throughput,val-core/avg/reward/mean@8,training/rollout_actor_probs_pearson_corr,response_length/mean,val-aux/brumo25/reward/worst@8/std,rollout_corr/rollout_rs_seq_mean,critic/advantages/min,num_turns/max,val-aux/brumo25/reward/best@2/mean,val-core/aime24/reward/best@8/mean,rollout_corr/log_ppl_abs_diff,val-aux/beyondaime/reward/worst@4/std,val-aux/hmmt25/reward/worst@2/std,val-aux/brumo25/reward/best@4/std,timing_s/agent_loop/generate_sequences/min,rollout_corr/rollout_rs_seq_max_deviation,prompt_length/min,distill/teacher_kl,timing_per_token_ms/gen,_timestamp,rollout_corr/training_log_ppl,rollout_corr/chi2_token,val-aux/beyondaime/reward/best@2/mean,val-core/aime24/reward/best@8/std,val-aux/brumo25/reward/worst@8/mean,val-aux/beyondaime/reward/best@4/mean,val-core/avg/reward/best@8/std,training/global_step,val-aux/num_turns/max,val-aux/brumo25/reward/worst@2/mean,actor/pg_loss,response_length_non_aborted/max,rollout_corr/rollout_rs_ratio_fraction_high,timing_s/start_profile,critic/score/max,critic/returns/min,timing_s/update_actor,critic/rewards/max,timing_s/agent_loop/slowest/tool_calls,rollout_corr/kl,timing_s/reward,actor/entropy,val-aux/aime24/reward/worst@4/std,val-core/beyondaime/reward/mean@8,val-aux/brumo25/reward/best@2/std,prompt_length/max,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_rs_min,critic/returns/max,critic/returns/mean,timing_s/agent_loop/slowest/response_length,val-core/aime25/reward/best@8/mean,val-core/brumo25/reward/mean@8,timing_s/save_checkpoint,critic/rewards/min,rollout_corr/chi2_seq
,0.027025542935756087,0.0,,,,,0.02737939441897887,,,,0.27113333333333334,0.016666666666666666,0.30573333333333336,,0.04516666666666667,0.13496666666666668,,,0.04038021353339847,0.12190489652895294,"{'nrows': 1, '_latest_artifact_path': 'wandb-client-artifact://l4g7uom335kjij8daysqxj05z2d0sohexupy4wg5admwjqm4bvhhhnrchdt5vu1ugvyq8moedh0h3emwrj7l7nkm5md3id3on0o2z6mx5cxkioxggspde8mq8s2e4wf3:latest/val/generations.table.json', 'sha256': 'ef0c87f2743f0965130130f9b67d440f88a52c9454e60a27c331b1d21d4dfbf7', 'size': 77277, 'path': 'media/table/val/generations_0_ef0c87f2743f09651301.table.json', '_type': 'table-file', 'ncols': 31, 'artifact_path': 'wandb-client-artifact://o8agnrtsug7xqthf6v4o8zn7ox4f52nut9nsax5kw13vvv6qjropms57rsj0718iuiyw1mre4eumkj03vpe2kje3zimpa7vudh2uehypg8qkv0p3hxour7awe01lqrkn/val/generations.table.json', 'log_mode': 'IMMUTABLE'}",,0.0764203957715742,2.0,669.95000448,0.00023333333333333333,,0.07416508667684711,0.026571584019667,0.0,,,,0.09409000000000001,,,,0.1329,,,0.12345638193110879,0.004633333333333334,0.03298034999061531,0.10071395202333132,,0.06512972046871411,,0.028867513459481287,,0.040037428914757346,0.0138,,0.019937973274928824,0.06003333333333334,,,0.019049999999999997,,0.08333333333333333,,,,,,,2.0,0.0034000000000000002,0.0875,0.008934287680153634,0.189418,0.0010666666666666667,0.0038403431901902264,,,,,,,,,,,,0.007177659132039109,,0.014844778004587592,0.008133333333333333,0.0547564213621573,,0.11570870342296087,0.0146,0.19303333333333333,0.031139984027237017,,,0.12701836334204805,,,,,,,,,0.03514819300670966,0.040333333333333325,0.03326666666666667,,0.18613333333333335,0.028549999999999996,,,0.1320213447864678,0.028533333333333334,0.0892469120590859,,,,,,0,,,,0.0712,0.11732066577332692,,0.07983333333333333,,,0.0351401965721553,,,,0.22246666666666665,0.2395,,0.015224691086119907,0.016950330325818046,0.0869022177343436,,,,,,1766400793.2099884,,,0.061180000000000005,0.09269157405204544,0.04853333333333333,0.07894,0.05664089295357688,,2.0,0.11133333333333333,,,,,,,,,,,,,0.03476420627956035,0.045,0.11481015046546407,,0.12069602835135412,,,,,0.24773333333333333,0.16666666666666666,,,
0.0,,,170.32831382751465,689.0535278320312,2.7439905789215118,8192.0,,62.60042573697865,0.0005119459356137668,0.01220703125,,,,0.0,,,0.932655394077301,2.0,,,,465.9019506489858,,,1400.71653831,,3.0242276191711426,,,,-1.1648862319191267e-08,192.875,-539.5737915039062,,1.070825653616339,1.0,2.0,,5.197023391723633,0.0,,,,,-1.1677371070106801e-08,,61.161731286905706,,0.0721884814157381,,,1.0462815225764643e-05,,,2.0,-9557.77734375,,0.08343124389648438,,0.0,23.284172687097453,102.0,158.7431199370185,0.0,1e-05,,,,,,,,465.9019506489858,0.04588642859198087,0.0341796875,0.0,0.0009563648596472283,,0.0,7.847111191949807e-06,3.5706562995910645,-539.5737915039062,1.000023603439331,,0.0,,,,1.00052822381258,,,,,1.0,0.0341796875,,0.005856991279870272,1.1178388595581055,2.0,94.259765625,-0.10930490493774414,6.291200406849384e-05,0.0006585367116258567,0.008733945898711681,,,,0.0,,,0.0028990507125854492,0.0,,,,0.03630724921822548,0.0,1306.7109375,0.38155651092529297,2869188.0,1,0.0,0.998683400187174,0.0,,,1539.5878875390613,,0.9997381567955017,1306.7109375,,1.0002522468566895,-24.177249908447266,2.0,,,0.001901301655379939,,,,0.0,0.11783885955810547,36.0,0.412925124168396,0.05931785432212112,1766401260.0539165,1.071337596513331,0.0013572480529546738,,,,,,1.0,,,4.921095919030449e-05,8192.0,2.615703806441161e-06,0.0005779879866167903,-38.22308349609375,-24.177249908447266,131.6567902789684,-38.22308349609375,0.0,0.0006416015575680944,148.97334905702155,1.377710223197937,,,,269.0,,0.0002133021771442145,5.197023391723633,-1.1648862319191267e-08,901.0,,,,-9557.77734375,12.310361278709024
0.0,,,184.50478792190552,726.3994140625,2.779590254998766,8192.0,,80.36985097359866,0.0006961029861258794,0.12451171875,,,,0.0,,,0.5532393455505371,2.0,,,,730.4814818280283,,,2658.076850283,,2.192495822906494,,,,-6.56015952671396e-09,207.853515625,-683.3427734375,,1.4079112897161394,1.0,2.0,,6.068701267242432,0.0,,,,,-6.055531631687927e-09,,80.49661926086992,,0.1301811238661172,,,0.033478595316410065,,,2.0,-28873.548828125,,0.07472372055053711,,0.0,35.59739016392268,65.0,294.9863360460149,0.0,1e-05,,,,,,,,730.4814818280283,0.028254160751032195,0.13623046875,0.0,0.0005333914371143887,,0.0,0.03055488131940365,7398358.0,-683.3427734375,2.4692132472991943,,0.0,,,,1.0007170154713094,,,,,1.0,0.13623046875,,19.954524993896484,904.0215454101562,2.0,100.365234375,-0.1443772315979004,6.483204197138548e-05,0.00047908072770042054,0.11647363752126694,,,,0.0,,,0.030127985402941704,0.0,,,,0.13017641007900238,0.0,2444.1484375,0.9999997615814209,5211164.0,2,0.0,0.9824953291519014,0.00146484375,,,1783.4688933383613,,0.9523749947547913,2444.1484375,,1.438382863998413,-28.138992309570312,2.0,,,0.002032577277304881,,,,0.0,903.0215454101562,34.0,0.2795831859111786,0.058931075824836525,1766401990.8177044,1.4086073955986649,0.0010279417037963867,,,,,,2.0,,,7.518463586686508e-05,8192.0,0.002923716092482209,0.00013136095367372036,5240.6123046875,-28.138992309570312,147.23706535599194,5240.6123046875,0.0,0.0004461434450018231,249.35827924101613,1.1382652521133423,,,,454.0,,2.06115369216775e-09,6.068701267242432,-6.56015952671396e-09,823.0,,,,-28873.548828125,54.17699955450371
0.0,,,194.66143083572388,764.5419921875,2.789552464033477,8192.0,,2.6317885974422097,0.0004976417336592931,0.49560546875,,,,0.0,,,0.6157245635986328,6.0,,,,1257.0806535159936,,,3866.524227052,,0.8026349544525146,,,,-7.777635424588425e-09,218.05078125,-363.0291748046875,,0.42308017634786665,1.0,6.0,,7.005847930908203,0.0,,,,,-5.295411220629376e-09,,2.61833000741899,,0.15955140376055152,,,0.07747401297092438,,,2.0,-9179.4775390625,,0.021507740020751953,,0.0,57.06335047399625,78.0,605.1777953120181,0.0,1e-05,,,,,,,,1257.0806535159936,0.02426106002826124,0.32421875,0.0,0.00034029004243493494,,0.0,0.0747438296675682,27034.890625,-363.0291748046875,0.9356566667556763,,0.0,,,,1.0004986841231585,,,,,1.0,0.32421875,,0.15142041444778442,4.961470603942871,2.0,98.34375,-0.02669668197631836,5.446502473205328e-05,0.00023553043820356834,0.19928590953350067,,,,0.0,,,0.0937308818101883,0.0,,,,0.16933470964431763,0.0,3904.37744140625,1.0,8197573.0,3,0.0,0.967439285706048,0.0029296875,,,1630.2798426401253,,0.7201948165893555,3904.37744140625,,0.9689798355102539,-34.08894729614258,2.0,,,0.0007780947097444368,,,,0.0,3.961470603942871,38.0,0.0929800346493721,0.07568350519430479,1766403248.184309,0.4235778143629432,0.0004515796899795532,,,,,,3.0,,,4.280321116034713e-05,8192.0,0.002730183769017458,8.409598376601934e-05,4714.4736328125,-34.08894729614258,198.88181063905358,4714.4736328125,0.0,0.0002449882543194559,392.5811373300385,0.4698565900325775,,,,342.0,,2.06115369216775e-09,7.005847930908203,-7.777635424588425e-09,1503.0,,,,-9179.4775390625,32.09674331871793
0.0,,,195.11563110351562,768.4729614257812,2.810428387951106,8192.0,,1.955638158135116,0.00040730810860623023,0.49609375,,,,0.0,,,0.41766709089279175,4.0,,,,1208.1775460619247,,,5773.517135205,,0.6926555037498474,,,,7.738854890249058e-09,218.66796875,-372.7305603027344,,0.30607435503043234,1.0,4.0,,8.685297966003418,0.0,,,,,6.243110028947285e-09,,1.9340889360755682,,0.16221440631757897,,,0.0677613615989685,,,2.0,-18206.61328125,,0.013052582740783691,,0.0,55.088752147043124,115.0,558.9486334361136,0.0,1e-05,,,,,,,,1208.1775460619247,0.023817346083897253,0.322265625,0.0,0.0003407871550769735,,0.0,0.06524871289730072,15837.7822265625,-372.7305603027344,0.9302121996879578,,0.00048828125,,,,1.0004083779640496,,,,,1.0,0.322265625,,0.08292394876480103,2.8053483963012695,2.0,94.162109375,-0.04425859451293945,6.112002301961184e-05,0.0002288427006646998,0.1879601776599884,,,,0.0,,,0.08816886693239212,0.0,,,,0.1623619645833969,0.0,3932.63134765625,1.0,8246873.0,4,0.0,0.9702170281103132,0.00048828125,,,1706.4695968901308,,0.711830198764801,3932.63134765625,,0.9645540118217468,-35.26804733276367,2.0,,,0.0006931842242465791,,,,0.0,1.8053483963012695,37.0,0.09477892518043518,0.06939987842558222,1766404456.6317973,0.3064816651167348,0.00046581029891967773,,,,,,4.0,,,4.3122826980379614e-05,8192.0,0.0025126554537564516,5.4879928939044476e-05,7019.021484375,-35.26804733276367,196.41862835094798,7019.021484375,0.0,0.00022535628642827987,394.3148581159767,0.4069932699203491,,,,541.0,,2.06115369216775e-09,8.685297966003418,7.738854890249058e-09,8192.0,,,,-18206.61328125,2.8110139505006373
0.0,,,204.66774702072144,804.9666748046875,1.6669548490317538,8192.0,,1.1651787338778377,0.00038678280805015675,0.78369140625,,,,0.0,,,0.47730177640914917,465.0,,,,1906.810285495012,,,8354.098406852,,0.9779210686683655,,,,-3.5947040899486637e-09,228.099609375,-655.8251953125,,0.14777934236917645,1.0,465.0,,13.906267166137695,0.0,,,,,-3.7243146344678735e-09,,1.1656598011031747,,0.17409949345630604,,,0.04436725005507469,,,2.0,-2987.84130859375,,0.007262051105499268,,0.0,84.73613358603325,84.0,933.5447362599662,0.0,1e-05,,,,,,,,1906.810285495012,0.02290402174941694,0.5908203125,0.0,0.0001358303696765401,,0.0,0.04141521081328392,14144.271484375,-655.8251953125,0.948456346988678,,0.00048828125,,,,1.0003870818763971,,,,,1.0,0.5908203125,,0.07539409399032593,2.614103078842163,2.0,97.326171875,-0.0023939907550811768,4.777603317052126e-05,0.0002867924445126846,0.1520421952009201,,,,0.0,,,0.07421371340751648,0.0,,,,0.1483505368232727,0.0,5895.021484375,0.9999999403953552,12272328.0,5,0.0,0.9755878805133351,0.0009765625,,,1609.0127179083888,,0.7433314919471741,5895.021484375,,0.9614785313606262,-47.52424240112305,2.0,,,0.0005083973014734511,,,,0.0,1.614103078842163,40.0,0.11125069111585617,0.07732497531351486,1766406363.6404917,0.14816612499998882,0.0005790228024125099,,,,,,5.0,,,8.024702289333163e-06,8192.0,0.002952040871605277,4.518392961472273e-05,5809.67919921875,-47.52424240112305,281.0856674279785,5809.67919921875,0.0,0.00028518140751998544,605.2926764829317,0.34759509563446045,,,,494.0,,2.06115369216775e-09,13.906267166137695,-3.5947040899486637e-09,597.0,,,,-2987.84130859375,29.527853705454618
0.0,,,208.1091103553772,823.3348999023438,2.8283316950546578,8192.0,,1.1529491068795323,0.0002758123031867399,0.9609375,,,,0.0,,,0.6723846793174744,584.0,,,,2580.2543736119987,,,11031.783160155,,1.0307602882385254,,,,2.6682496212515616e-09,231.8671875,-516.07470703125,,0.13748323800973594,1.0,584.0,,15.34003734588623,0.0,,,,,2.5487756349917845e-09,,1.1532842284068465,,0.18467867615372438,,,0.045505620539188385,,,2.0,-14008.98828125,,0.0035839080810546875,,0.0,116.21469677996356,78.0,1300.790148787084,0.0,1e-05,,,,,,,,2580.2543736119987,0.022270103813561672,0.923828125,0.0,0.00017402233100891813,,0.0,0.042267151176929474,12786.26953125,-516.07470703125,0.9468307495117188,,0.0,,,,1.000275919213891,,,,,1.0,0.923828125,,0.06153462454676628,2.5102341175079346,2.0,95.72265625,-0.0015725195407867432,5.939300172030926e-05,0.00025893253700814967,0.15252311527729034,,,,0.0,,,0.07248283922672272,0.0,,,,0.15013933181762695,0.0,7840.1630859375,1.0,16252694.0,6,0.0,0.9750933321492333,0.00048828125,,,1574.718191180554,,0.764069676399231,7840.1630859375,,0.9487665891647339,-54.10331726074219,2.0,,,0.00032661451484727877,,,,0.0,1.5102341175079346,35.0,0.0658244863152504,0.08101252906035616,1766408944.1973236,0.1377590501215309,0.0005257204174995422,,,,,,6.0,,,2.338441691840387e-06,8192.0,0.0032384705264121294,3.673601895570755e-05,7416.65283203125,-54.10331726074219,361.9491826300509,7416.65283203125,0.0,0.0002557288340767627,797.7315426419955,0.3540689945220947,,,,742.0,,2.06115369216775e-09,15.34003734588623,2.6682496212515616e-09,8192.0,,,,-14008.98828125,43.675374316517264
0.0,,,208.1091103553772,818.4588012695312,2.869967694976367,8192.0,,1.2658429127186537,0.000367628882486315,0.9794921875,,,,0.0,,,0.6812678575515747,1067.0,,,,2677.362248157966,,,13750.15307501,,1.5077286958694458,,,,-6.0278582125761204e-09,231.8671875,-681.3348388671875,,0.2258183400845155,1.0,1067.0,,11.869176864624023,0.0,,,,,-6.746204039842496e-09,,1.2663359176367521,,0.18586839470817854,,,0.05537347123026848,,,2.0,-24996.84765625,,0.003655731678009033,,0.0,120.36999526398722,96.0,1358.4597386190435,0.0,1e-05,,,,,,,,2677.362248157966,0.022193530782558358,0.974609375,0.0,0.0001713891597092853,,0.0,0.049066126346588135,38094.0859375,-681.3348388671875,0.9618492722511292,,0.0,,,,1.0003677774220705,,,,,1.0,0.974609375,,0.13807928562164307,5.61089563369751,2.0,95.259765625,-0.0008902251720428467,6.780901458114386e-05,0.0003563542036317813,0.15030807256698608,,,,0.0,,,0.07488347589969635,0.0,,,,0.1753568798303604,0.0,8081.169921875,1.0,16745328.0,7,0.0,0.9662492675617301,0.00146484375,,,1563.6031332257,,0.8377845287322998,8081.169921875,,0.9622402787208557,-53.17490768432617,2.0,,,0.0004017863227545604,,,,0.0,4.61089563369751,39.0,0.08431141078472137,0.0820809889731508,1766411621.8925207,0.22618597140535712,0.0007134145125746727,,,,,,7.0,,,1.2514039622324447e-06,8192.0,0.00630734208971262,5.9327925555408e-05,6009.43896484375,-53.17490768432617,371.6379524320364,6009.43896484375,0.0,0.0003577594544594831,823.2221090180101,0.4872989058494568,,,,306.0,,2.06115369216775e-09,11.869176864624023,-6.0278582125761204e-09,8192.0,,,,-24996.84765625,357.65726541448385
0.0,,,208.1091103553772,820.2642211914062,2.8590523611055687,8192.0,,1.2520987652242184,0.0003759808305403567,0.998046875,,,,0.0,,,0.6783379912376404,1079.0,,,,2718.0314552589552,,,16500.75028453,,1.4007552862167358,,,,-6.998259749479985e-10,231.8671875,-1001.4439697265625,,0.21645989088574424,1.0,1079.0,,12.008170127868652,0.0,,,,,-6.255427842383199e-10,,1.2525968980044127,,0.18554870933660003,,,0.06677183508872986,,,2.0,-3043.1953125,,0.0018783807754516602,,0.0,117.6844180719927,87.0,1386.0116990830284,0.0,1e-05,,,,,,,,2718.0314552589552,0.022262474335831253,0.99560546875,0.0,0.0001688754566084008,,0.0,0.05995900556445122,44095.65625,-1001.4439697265625,0.9598323106765747,,0.0,,,,1.0003761276602745,,,,,1.0,0.99560546875,,0.17376916110515594,6.354909896850586,2.0,98.396484375,-0.0006614625453948975,7.532897870987654e-05,0.0003753627785272329,0.16645865142345428,,,,0.0,,,0.08077529072761536,0.0,,,,0.18439196050167084,0.0,8168.1787109375,0.9999999403953552,16929946.0,8,0.0,0.9626785956101916,0.00341796875,,,1557.18819655704,,0.8072835206985474,8168.1787109375,,0.9599368572235107,-44.57731628417969,2.0,,,0.0004104385761820595,,,,0.0,5.354909896850586,36.0,0.12260309606790543,0.0828536628412247,1766414340.2475328,0.2168358737253584,0.0007633743807673454,,,,,,8.0,,,2.842373616473992e-06,8192.0,0.006812832783907652,5.353591404855251e-05,3481.57666015625,-44.57731628417969,376.90248833200894,3481.57666015625,0.0,0.00037105330181930185,833.7839317229809,0.469775915145874,,,,484.0,,2.06115369216775e-09,12.008170127868652,-6.998259749479985e-10,8192.0,,,,-3043.1953125,15.319737408310175
0.0,,,208.50367403030396,825.1141967773438,1.6695647640153766,8192.0,,1.425951055251062,0.0005905382386117708,1.0,,,,0.0,,,0.8065494298934937,8192.0,,,,2750.3743686639937,,,20605.93278969,,2.155017137527466,,,,-2.917862929052717e-08,232.427734375,-1773.96484375,,0.3495694606099278,1.0,8192.0,,8.454136848449707,0.0,,,,,-2.89733996794439e-08,,1.426811127923429,,0.1864954260293395,,,0.09594845771789551,,,2.0,-3350.994140625,,0.0024954378604888916,,0.0,122.77389812900219,123.0,1414.1597040910274,0.0,1e-05,,,,,,,,2750.3743686639937,0.022120011249841507,1.0,0.0,9.835845627312183e-05,,0.0,0.08143889904022217,29956.3046875,-1773.96484375,0.9741683006286621,,0.0,,,,1.0005908133462071,,,,,1.0,1.0,,0.12702853977680206,4.625700950622559,2.0,96.2265625,-0.0008599460124969482,4.438403993844986e-05,0.0006339287742775923,0.16044442355632782,,,,0.0,,,0.0949300155043602,0.0,,,,0.23535598814487457,0.0,8192.0,0.9999994039535522,16974288.0,9,0.0,0.9396161182441564,0.00244140625,,,1542.9070487089123,,0.8562406897544861,8192.0,,0.9741683602333069,-39.19756317138672,2.0,,,0.0006194488742039539,,,,0.0,3.6257009506225586,37.0,0.21654844284057617,0.08429048681801721,1766417090.866387,0.35015999781899154,0.001360725611448288,,,,,,9.0,,,1.1953818699339536e-06,8192.0,0.01450955867767334,0.00010012905113399029,36.738037109375,-39.19756317138672,375.4714415180497,36.738037109375,0.0,0.0005904666102196643,835.7195801479975,0.7026947736740112,,,,1533.0,,2.06115369216775e-09,8.454136848449707,-2.917862929052717e-08,8192.0,,,,-3350.994140625,318.7668848647736
