response_length_non_aborted/clip_ratio,val-core/aime24/reward/best@8/std,critic/returns/min,training/rollout_probs_diff_mean,val-aux/beyondaime/reward/worst@2/mean,val-aux/brumo25/reward/best@4/std,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/rollout_is_catastrophic_token_fraction,num_turns/mean,rollout_corr/rollout_rs_seq_mean,val-aux/brumo25/reward/best@4/mean,prompt_length/clip_ratio,val-core/brumo25/reward/mean@8,timing_s/agent_loop/generate_sequences/mean,val-aux/aime25/reward/worst@8/std,rollout_corr/log_ppl_diff_min,val-aux/hmmt25/reward/worst@8/mean,critic/score/mean,rollout_corr/ppl_ratio,val-core/avg/reward/mean@8,actor/pg_loss,perf/max_memory_reserved_gb,val-aux/aime25/reward/best@2/std,val-aux/aime25/reward/worst@2/mean,val-aux/aime24/reward/worst@4/std,val-aux/num_turns/max,val-aux/beyondaime/reward/best@4/std,timing_s/start_profile,rollout_corr/rollout_is_veto_fraction,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/slowest/response_length,val-aux/aime25/reward/best@4/std,val-aux/brumo25/reward/worst@2/std,timing_s/testing,timing_s/agent_loop/slowest/generate_sequences,_step,timing_s/reward,timing_s/adv,val-aux/hmmt25/reward/worst@4/mean,training/epoch,rollout_corr/rollout_rs_seq_std,timing_per_token_ms/update_actor,timing_s/stop_profile,rollout_corr/rollout_rs_seq_min,critic/rewards/max,val-core/brumo25/reward/best@8/std,timing_per_token_ms/gen,rollout_corr/log_ppl_diff_max,timing_s/agent_loop/tool_calls/mean,critic/rewards/min,timing_s/gen,training/global_step,rollout_corr/chi2_token,response_length/mean,rollout_corr/rollout_rs_eff_sample_size,val-core/hmmt25/reward/best@8/mean,val-aux/hmmt25/reward/worst@8/std,distill/teacher_kl,_timestamp,timing_s/update_actor,critic/score/max,val-aux/aime25/reward/worst@2/std,critic/rewards/mean,timing_s/step,training/rollout_actor_probs_pearson_corr,rollout_corr/rollout_rs_seq_max,num_turns/max,rollout_corr/log_ppl_abs_diff,val-core/beyondaime/reward/best@8/mean,val-core/aime25/reward/best@8/mean,val-core/beyondaime/reward/mean@8,val-aux/aime25/reward/std@8,val-core/aime25/reward/best@8/std,val-aux/aime25/reward/best@4/mean,timing_s/agent_loop/slowest/tool_calls,val-core/hmmt25/reward/best@8/std,timing_s/agent_loop/tool_calls/max,rollout_corr/rollout_rs_seq_fraction_low,critic/returns/max,prompt_length/min,rollout_corr/chi2_seq,timing_s/agent_loop/generate_sequences/max,val-aux/hmmt25/reward/worst@4/std,critic/advantages/min,response_length_non_aborted/min,num_turns/min,val-aux/aime25/reward/best@2/mean,rollout_corr/rollout_ppl,prompt_length/max,val-core/avg/reward/best@8/std,val-aux/aime24/reward/worst@8/std,rollout_corr/rollout_log_ppl,val-aux/brumo25/reward/best@2/mean,timing_s/old_log_prob_pre,val-aux/beyondaime/reward/worst@4/mean,val-aux/aime24/reward/worst@4/mean,training/rollout_probs_diff_max,val-aux/num_turns/min,val-aux/beyondaime/reward/best@2/mean,critic/score/min,val-aux/aime25/reward/worst@8/mean,val-aux/brumo25/reward/worst@4/std,perf/max_memory_allocated_gb,val-aux/num_turns/mean,val-aux/beyondaime/reward/best@2/std,rollout_corr/kl,actor/lr,response/aborted_ratio,actor/is_ratio_mean,prompt_length/mean,rollout_corr/rollout_rs_ratio_fraction_high,response_length_non_aborted/max,val-aux/brumo25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@2/mean,val-core/aime24/reward/best@8/mean,timing_s/agent_loop/generate_sequences/min,val-aux/hmmt25/reward/worst@2/std,val-aux/brumo25/reward/worst@8/mean,rollout_corr/training_log_ppl,timing_s/save_checkpoint,val/generations,timing_per_token_ms/adv,rollout_corr/rollout_rs_masked_fraction,val-aux/aime25/reward/worst@4/std,rollout_corr/rollout_rs_seq_fraction_high,response_length/max,val-aux/hmmt25/reward/best@2/mean,actor/entropy,val-aux/hmmt25/reward/best@4/mean,rollout_corr/log_ppl_diff,val-aux/brumo25/reward/best@2/std,val-aux/beyondaime/reward/worst@2/std,_runtime,actor/grad_norm,val-aux/beyondaime/reward/std@8,critic/advantages/mean,perf/time_per_step,val-aux/hmmt25/reward/best@4/std,val-aux/aime24/reward/best@4/std,perf/cpu_memory_used_gb,val-aux/beyondaime/reward/worst@8/mean,adv/mean,val-aux/aime25/reward/worst@4/mean,val-aux/hmmt25/reward/std@8,val-core/avg/reward/best@8/mean,val-aux/brumo25/reward/worst@8/std,val-core/hmmt25/reward/mean@8,val-core/aime24/reward/mean@8,timing_s/agent_loop/tool_calls/min,val-aux/aime24/reward/best@2/std,val-aux/hmmt25/reward/best@2/std,rollout_corr/rollout_rs_mean,val-core/aime25/reward/mean@8,perf/total_num_tokens,response_length_non_aborted/mean,timing_s/agent_loop/slowest/prompt_length,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_seq_max_deviation,training/rollout_probs_diff_std,training/rollout_probs_diff_valid,critic/advantages/max,val-aux/aime24/reward/worst@8/mean,val-aux/aime24/reward/best@4/mean,perf/mfu/actor,rollout_corr/rollout_rs_std,rollout_corr/rollout_rs_max,response_length/min,val-core/brumo25/reward/best@8/mean,val-aux/beyondaime/reward/worst@4/std,val-aux/aime24/reward/worst@2/mean,rollout_corr/rollout_rs_seq_masked_fraction,perf/throughput,val-aux/aime24/reward/best@2/mean,val-core/beyondaime/reward/best@8/std,val-aux/brumo25/reward/std@8,response_length/clip_ratio,val-aux/aime24/reward/worst@2/std,rollout_corr/rollout_rs_min,val-aux/beyondaime/reward/best@4/mean,rollout_corr/training_ppl,critic/returns/mean,rollout_corr/k3_kl,val-aux/brumo25/reward/worst@2/mean
,0.06966795697234683,,,0.03111,0.08869059705984585,,,,,0.2680666666666667,,0.1625,,0.003157529887026541,,0.0,,,0.077,,,0.10629047101317224,0.01796666666666667,0.04260454112566974,2.0,0.03356561638508812,,,0.00995363824226516,,0.09975274941545446,0.1096966467808608,,,0,,,6.666666666666667e-05,,,,,,,0.05722792557444117,,,,,,,,,,0.07413333333333334,0.0,,1766383663.289301,,,0.053565522099975026,,,,,,,0.09495,0.1925,0.0475,0.09474350212365291,0.07312514221543627,0.14823333333333333,,0.041656699651234565,,,,,,,0.0014892205269125785,,,,0.0977,,,0.0533736096578201,0.028029858682437393,,0.21876666666666664,,0.021079999999999998,0.031966666666666664,,2.0,0.06369,,0.00016666666666666666,0.07561570714712848,,2.0,0.03866748923278761,,,,,,,,0.0658,0.0034000000000000002,0.22560000000000002,,0.016915642868027752,0.03713333333333333,,,"{'artifact_path': 'wandb-client-artifact://ld03byp8fv269wlr3noq564ax80gxs4yz3sowcrvxgy2287qbrdrirsvyc8el3aorlwbazznbv857404zuwvv8gqmgpmsgh8xtyzm3ifk182o62p4i6644d99fpd3njx/val/generations.table.json', 'sha256': '128e459ae765da7df4cecc7817c20d8bd9268a277236c4e448bbe37724e2862a', 'size': 53313, 'nrows': 1, 'path': 'media/table/val/generations_0_128e459ae765da7df4ce.table.json', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://w9fzjkfl2ocrlenac2t4j52sfe80p2oxseg500kg40n1fr6kwlj9rjwbjxxa85lm855u4vqwod7co8gnm8xml0wvao1vlmwlrzjpu1ie3tcxozw81o6357nbq2awplk4:latest/val/generations.table.json', '_type': 'table-file', 'ncols': 31}",,,0.017282959612364337,,,0.029499999999999995,,0.04996666666666667,,0.11703406829640056,0.0281974693239134,503.479098041,,0.039719887280275895,,,0.04848681825746099,0.09158607724465852,,0.01476,,0.0026,0.03648168432194557,0.17823666666666665,0.05442390849626737,0.016666666666666666,0.1,,0.10172690195346272,0.04465485908323026,,0.058333333333333334,,,,0.10406379204029845,,,,,0.015333333333333332,0.18436666666666665,,,,,0.304,0.016894178392534553,0.05873333333333333,,,0.14163333333333333,0.02519032387564164,0.13410329814704322,,0.07350934367317886,,0.08021999999999999,,,,0.10769999999999999
0.02734375,,-26.90271759033203,0.002886147005483508,,,4.783567419508472e-06,0.0,2.0,1.0001804828643799,,0.0,,0.0,,-0.04063272476196289,,-489.71661376953125,1.000563566107303,,7.550156338709257e-05,177.306640625,,,,,,0.0002867839066311717,0.0,,1470.0,,,,0.0,1,18.524114947998896,2.2942234040237963,,0.0,0.003494753036648035,0.03316511805307547,4.9952068366110325e-05,0.9298953413963318,-37.25352096557617,,0.06261074113926035,0.07477474212646484,0.0,-6274.953125,157.06455389305484,1.0,0.001333968248218298,1224.896484375,0.9987210915130338,,,0.39980247616767883,1766383953.920687,89.59994421596639,-37.25352096557617,,-489.71661376953125,289.9737281410489,0.9997212886810303,1.0456660985946655,2.0,0.0016095911714728572,,,,,,,0.0,,0.0,0.0,6.521046161651611,36.0,3.242899109609425,0.0,,-26.90271759033203,2.0,2.0,,43.551866508089006,269.0,,,1.0355923101305962,,22.120444175903685,,,0.5011454820632935,,,-6274.953125,,,170.9100432395935,,,0.000639486158689806,1e-05,0.0,1.0,94.259765625,1.9931530914618634e-06,8192.0,,,,0.0,,,1.0361496363766491,,,0.0008491990781956226,6.7767205109703355e-06,,0.0,8192.0,,1.2554699182510376,,0.0005573222858856752,,,1131.066243457,2.999445915222168,,3.2846374509176712e-09,289.9737281410489,,,596.5597534179688,,2.335742044223821e-09,,,,,,,0.0,,,1.0000147819519043,,2701632.0,1224.896484375,102.0,,0.07010465860366821,0.008758073672652245,1.0,6.521046161651611,,,0.09888634854679342,0.035783056169748306,2.7183804512023926,2.0,,,,0.00732421875,2329.2041121444913,,,,0.02734375,,0.08946914225816727,,43.76827079895884,3.2846374509176712e-09,0.0006515816605769942,
0.20556640625,,-30.952287673950195,0.07417339086532593,,,0.07670242339372635,0.0,2.0,0.9912289977073669,,0.0,,0.0,,-0.061242103576660156,,-839.447021484375,1.0008490155451,,7.669111821684282e-05,194.958984375,,,,,,3.808003384619951e-05,0.0,,2180.0,,,,0.0,2,35.34384697198402,2.69578437297605,,0.0,0.3166946470737457,0.023411273870147072,4.428799729794264e-05,0.6737493276596069,7873.11328125,,0.06290308164338601,0.07974720001220703,0.0,-22110.9921875,393.0301540810615,2.0,0.000914908479899168,3050.8720703125,0.9567366922530702,,,0.2751498520374298,1766384581.501576,151.09013415907975,7873.11328125,,-839.447021484375,627.3212985700229,0.8881121873855591,14.285890579223633,2.0,0.001494940711381787,,,,,,,0.0,,0.0,0.0,6.213495254516602,34.0,586.5311719966121,0.0,,-30.952287673950195,2.0,2.0,,37.24622907023877,454.0,,,1.3384759165346622,,44.692128255032,,,1.0,,,-22110.9921875,,,187.6845088005066,,,0.0004073080147577457,1e-05,0.0,1.0,100.365234375,0.007497216109186411,8192.0,,,,0.0,,,1.339315547607839,,,0.00041770924754197335,0.08419963717460632,,0.0029296875,8192.0,,1.282440185546875,,0.0008396388711844338,,,2234.019275174,2.390132427215576,,2.1759827717460212e-08,627.3212985700229,,,644.1572265625,,2.184516034731132e-08,,,,,,,0.0,,,0.9686089754104614,,6453734.0,3050.8720703125,65.0,,13.285890579223633,0.1782335489988327,1.0,6.213495254516602,,,0.16130090096838484,0.1991114616394043,53142.4140625,2.0,,,,0.376953125,2571.9412104735115,,,,0.20556640625,,2.06115369216775e-09,,37.69216027110815,2.1759827717460212e-08,0.00043233400026565505,
0.4892578125,,-44.17024612426758,0.09942297637462616,,,0.07491732388734818,0.0,2.0,0.9465731978416443,,0.0,,0.0,,-0.032982826232910156,,-387.6062316894531,1.000328931491822,,2.3893465026958438e-05,208.416015625,,,,,,3.3279997296631336e-05,0.0,,8192.0,,,,0.0,3,55.35709287796635,2.7691455589374527,,0.0,0.08969686180353165,0.02249624381546042,4.390405956655741e-05,0.5658037662506104,6812.8046875,,0.0725202505418827,0.015404701232910156,0.0,-16620.4140625,740.4599684100831,3.0,0.000266361515969038,4985.54150390625,0.9699919786043697,,,0.07774606347084045,1766385684.4576185,234.22632386907935,6812.8046875,,-387.6062316894531,1102.6661397799617,0.6030510663986206,2.3963286876678467,2.0,0.0005674254182395089,,,,,,,0.0,,0.0,0.0,7.801952838897705,38.0,242.91315139085054,0.0,,-44.17024612426758,2.0,2.0,,2.4477616595104337,342.0,,,0.2930328211514279,,69.24577218003105,,,1.0,,,-16620.4140625,,,201.2333378791809,,,0.00013713305198137515,1e-05,0.0,1.0,98.34375,0.001395049737766385,8192.0,,,,0.0,,,0.29336092056473717,,,0.0002659623078453655,0.07631237059831619,,0.0009765625,8192.0,,0.35048067569732666,,0.00032809908105946306,,,3444.02733066,0.5909719467163086,,8.076574964377414e-09,1102.6661397799617,,,699.1785278320312,,7.869483731326454e-09,,,,,,,0.0,,,0.9137632250785828,,10411797.0,4985.54150390625,78.0,,1.3963286876678467,0.20296430587768555,1.0,7.801952838897705,,,0.17689036782948928,0.16139578819274902,12266.369140625,2.0,,,,0.611328125,2360.595973790781,,,,0.4892578125,,2.06115369216775e-09,,2.4245305377990007,8.076574964377414e-09,0.00013416028738788555,
0.552734375,,-50.90422439575195,0.09449421614408493,,,0.06707680970430374,0.0,2.0,0.9517644643783569,,0.0,,0.0,,-0.011913299560546875,,-215.8553924560547,1.0003150161355734,,2.2319155052130668e-05,210.12109375,,,,,,3.3985008485615253e-05,0.0,,536.0,,,,0.0,4,59.3617556639947,2.805419803946279,,0.0,0.22859381139278412,0.0223323099239687,4.5471941120922565e-05,0.544983983039856,4210.2392578125,,0.07488471057192997,0.011287704110145569,0.0,-18197.92578125,820.564717227011,4.0,0.00017678597941994667,5350.44287109375,0.973350034258556,,,0.04034345969557762,1766386894.4635844,249.01756075501908,4210.2392578125,,-215.8553924560547,1209.7173291769577,0.5109639167785645,7.965641498565674,2.0,0.0004834551861563341,,,,,,,0.0,,0.0,0.0,10.747334480285645,37.0,4.156939460895956,0.0,,-50.90422439575195,11.0,2.0,,1.3802952710539103,541.0,,,0.17594072577776387,,77.3275978929596,,,1.0,,,-18197.92578125,,,202.56850862503052,,,0.00011158585886050787,1e-05,0.0,1.0,94.162109375,0.000824351271148771,8192.0,,,,0.0,,,0.17625520657747984,,,0.0002515947242379573,0.06790115684270859,,0.0029296875,8192.0,,0.2678002417087555,,0.0003144809917330349,,,4867.416444032,0.3534714877605438,,3.298659567718687e-09,1209.7173291769577,,,706.7427978515625,,5.354345855579368e-09,,,,,,,0.0,,,0.9270979762077332,,11150551.0,5350.44287109375,115.0,,6.965641498565674,0.19634070992469788,1.0,10.747334480285645,,,0.17947523600152449,0.15245775878429413,58499.93359375,11.0,,,,0.6396484375,2304.3711805770317,,,,0.552734375,,2.06115369216775e-09,,1.380093096755445,3.298659567718687e-09,9.670027898778244e-05,
0.67822265625,,-64.00468444824219,0.07831431180238724,,,0.05178156495094299,0.0,2.0,0.967397928237915,,0.0,,0.0,,-0.0027582943439483643,,-533.3388671875,1.0002890126779675,,6.24829460438292e-06,214.017578125,,,,,,3.3664051443338394e-05,0.0,,8192.0,,,,0.0,5,71.7850730769569,2.846957682981156,,0.0,0.9056627154350281,0.022069697083811204,4.547205753624439e-05,0.38669130206108093,9438.3076171875,,0.07362131288708847,0.004813581705093384,0.0,-12866.318359375,963.1375740090152,5.0,0.00037195440381765366,6387.8515625,0.976287295358805,,,0.08349268138408661,1766388317.8552625,293.12185985501856,9438.3076171875,,-533.3388671875,1423.0879834160442,0.6077986359596252,41.799522399902344,2.0,0.0003888015244228882,,,,,,,0.0,,0.0,0.00048828125,15.807658195495605,40.0,4.241179336793721,0.0,,-64.00468444824219,494.0,2.0,,1.1090238252654672,494.0,,,0.0996426265919581,,91.51200926909223,,,1.0,,,-12866.318359375,,,206.07632303237915,,,0.00020428850294251788,1e-05,0.0,1.0,97.326171875,0.001714069047011435,8192.0,,,,0.0,,,0.09993142049643211,,,0.00021435280775340432,0.053495634347200394,,0.0009765625,8192.0,,0.26437485218048096,,0.0002887945323095664,,,6508.863418779,0.6850541830062866,,5.3924980036867964e-09,1423.0879834160442,,,723.5826416015625,,5.993855189956321e-09,,,,,,,0.0,,,0.9585052132606506,,13281644.0,6387.8515625,84.0,,40.799522399902344,0.17369940876960754,1.0,15.807658195495605,,,0.1830246543324223,0.14593525230884552,322039.75,494.0,,,,0.81494140625,2333.2436495103675,,,,0.67822265625,,2.06115369216775e-09,,1.1093676639720798,5.3924980036867964e-09,0.00019490610100092454,
0.8046875,,-61.292057037353516,0.07165830582380295,,,0.04554006829857826,0.0,2.0,0.9559367299079895,,0.0,,0.0,,-0.0020981431007385254,,-666.9144287109375,1.0002798587083817,,6.638870893027615e-07,214.669921875,,,,,,3.446394111961126e-05,0.0,,8192.0,,,,0.0,6,80.56277845101431,2.8048827410675585,,0.0,0.163216695189476,0.022100746935370563,4.80960588902235e-05,0.5738539695739746,7264.5498046875,,0.07766151964743036,0.004485636949539185,0.0,-3885.772216796875,1129.567543215002,6.0,0.00047195423394441605,7101.9296875,0.976815813580971,,,0.09390608966350555,1766389959.3017356,325.7825136189349,7264.5498046875,,-666.9144287109375,1641.1446481299354,0.6831066608428955,6.3144659996032715,2.0,0.00035038291719047265,,,,,,,0.0,,0.0,0.0,15.329437255859375,35.0,21.942320125643164,0.0,,-61.292057037353516,555.0,2.0,,1.1157374940812588,742.0,,,0.10649251204449683,,101.70129275904037,,,1.0,,,-3885.772216796875,,,207.16132640838623,,,0.00022649627572945974,1e-05,0.0,1.0,95.72265625,0.0023637390695512295,8192.0,,,,0.0,,,0.10677221301011741,,,0.00019028032829359226,0.04790380597114563,,0.00146484375,8192.0,,0.27606603503227234,,0.00027970086074446954,,,8264.575028385,0.6187629699707031,,-3.6670448899656094e-09,1641.1446481299354,,,726.8024291992188,,-4.795366326248995e-09,,,,,,,0.0,,,0.9497959613800049,,14740792.0,7101.9296875,78.0,,5.3144659996032715,0.16151992976665497,1.0,15.329437255859375,,,0.1846359658753783,0.14515449106693268,44082.6640625,555.0,,,,0.896484375,2245.5046873529636,,,,0.8046875,,2.06115369216775e-09,,1.1160659501329064,-3.6670448899656094e-09,0.00023074065131822863,
0.86767578125,,-54.83392333984375,0.07610897719860077,,,0.050908420234918594,0.0,2.0,0.9643699526786804,,0.0,,0.0,,-0.0010302364826202393,,-1121.983642578125,1.000354784540832,,-3.5748549542802266e-07,214.669921875,,,,,,3.219209611415863e-05,0.0,,8192.0,,,,0.0,7,85.73330731200986,2.8184836769942194,,0.0,0.40277042984962463,0.021953178178935537,4.342501051723957e-05,0.6852046251296997,4521.0849609375,,0.07859117937508764,0.003964841365814209,0.0,-3446.291748046875,1214.9390771799954,7.0,0.0007190080359578133,7548.32763671875,0.9697079550286024,,,0.14864003658294678,1766391715.0193338,343.65652207599487,4521.0849609375,,-1121.983642578125,1755.3924666650128,0.7613559365272522,18.69000244140625,2.0,0.0004130829463520058,,,,,,,0.0,,0.0,0.0,11.499105453491211,39.0,21.126886460464448,0.0,,-54.83392333984375,486.0,2.0,,1.1589278317987919,306.0,,,0.14411073335213587,,107.49881550308783,,,1.0,,,-3446.291748046875,,,207.29325485229492,,,0.0003224363496769911,1e-05,0.0,1.0,95.259765625,0.004777031019330025,8192.0,,,,0.0,,,0.1444653432117775,,,0.0001800480141674505,0.05568545311689377,,0.0009765625,8192.0,,0.34527283906936646,,0.0003546114392065647,,,10213.81501646,1.0894423723220825,,-1.179048858546139e-08,1755.3924666650128,,,727.0399169921875,,-1.2844106223042218e-08,,,,,,,0.0,,,0.9618839621543884,,15654067.0,7548.32763671875,96.0,,17.69000244140625,0.1585501879453659,1.0,11.499105453491211,,,0.18656884765545959,0.16623090207576752,145310.09375,486.0,,,,0.95751953125,2229.4255127089077,,,,0.86767578125,,2.06115369216775e-09,,1.1593566201627254,-1.179048858546139e-08,0.00034019843724308885,
0.99755859375,,-35.987247467041016,0.1016295775771141,,,0.0915924534201622,0.0,2.0,0.9735649824142456,,0.0,,0.0,,-0.0008137524127960205,,-1847.4736328125,1.0006182296201587,,7.973997995236459e-07,214.7890625,,,,,,5.107291508466005e-05,0.0,,8192.0,,,,0.0,8,92.75673472892959,2.8147316889371723,,0.0,0.14316046237945557,0.021896963009418954,4.201603587716818e-05,0.7590855360031128,1535.879638671875,,0.0815440444497778,0.0023173987865448,0.0,-3431.0,1367.378403687966,8.0,0.0016226349398493767,8187.78662109375,0.9369146313500321,,,0.22563773393630981,1766393664.2601101,371.59371765702963,1535.879638671875,,-1847.4736328125,1948.945687469095,0.8371090888977051,3.5601296424865723,2.0,0.0006549222835019464,,,,,,,0.0,,0.0,0.0,11.542587280273438,36.0,77.8307274398394,0.0,,-35.987247467041016,4775.0,2.0,,1.3871546732261777,484.0,,,0.32426618319004774,,113.63146967999637,,,0.9999995827674866,,,-3431.0,,,207.40056371688843,,,0.000617846827253743,1e-05,0.0,1.0,98.396484375,0.014455302618443966,8192.0,,,,0.0,,,0.3248841059394181,,,0.00016586414878785194,0.10604775696992874,,0.00537109375,8192.0,,0.6594508290290833,,0.0006179237552714767,,,12152.788076288,2.170537233352661,,1.358298806763969e-08,1948.945687469095,,,728.4822998046875,,1.302924523827187e-08,,,,,,,0.0,,,0.9735522866249084,,16970103.0,8187.78662109375,87.0,,2.5601296424865723,0.16677644848823547,1.0,11.542587280273438,,,0.18877286811922905,0.23998141288757324,21462.0390625,4775.0,,,,1.0,2176.8311848183685,,,,0.99755859375,,2.06115369216775e-09,,1.3880234146490693,1.358298806763969e-08,0.0007120704558474245,
1.0,,-36.877296447753906,0.10105680674314499,,,0.10085088014602661,0.0,2.0,0.9803826808929443,,0.0,,0.0,,-0.0006972551345825195,,-1751.99658203125,1.0007112128660083,,3.899806690910168e-07,216.138671875,,,,,,6.582401692867279e-05,0.0,,8192.0,,,,0.0,9,92.83688624401111,2.837521643959917,,0.0,0.17828506231307983,0.021861833798453162,4.518497735261917e-05,0.7809274196624756,671.005859375,,0.08077789983558514,0.0021654069423675537,0.0,-3005.98779296875,1355.2282735679764,9.0,0.0018275026232004166,8192.0,0.9297814296381708,,,0.21386677026748657,1766395603.2310746,371.08906310307793,671.005859375,,-1751.99658203125,1938.6535235400079,0.8493186831474304,6.979741096496582,2.0,0.0007371405336016323,,,,,,,0.0,,0.0,0.0,9.239521980285645,37.0,37.28637622250244,0.0,,-36.877296447753906,8192.0,2.0,,1.5160019053146243,1533.0,,,0.4129384255502373,,115.88643559196498,,,1.0,,,-3005.98779296875,,,208.50367403030396,,,0.0007115000844351016,1e-05,0.0,1.0,96.2265625,0.017147302627563477,8192.0,,,,0.0,,,0.41364925471134484,,,0.0001671658713437593,0.11799818277359009,,0.001953125,8192.0,,0.7406543493270874,,0.0007108340323611628,,,15306.052062408,2.291517496109009,,-7.049084871368905e-09,1938.6535235400079,,,735.2421875,,-6.731484258892806e-09,,,,,,,0.0,,,0.9803826212882996,,16974288.0,8192.0,123.0,,5.979741096496582,0.16865181922912598,1.0,9.239521980285645,,,0.18907896641286648,0.2552112638950348,49472.1875,8192.0,,,,1.0,2188.927494507208,,,,1.0,,2.06115369216775e-09,,1.5170907033607364,-7.049084871368905e-09,0.0008101901889858709,
