val-aux/aime24/reward/worst@2/std,timing_s/agent_loop/slowest/prompt_length,perf/total_num_tokens,val-aux/num_turns/max,val-aux/beyondaime/reward/worst@4/std,rollout_corr/rollout_is_catastrophic_token_fraction,timing_s/gen,prompt_length/clip_ratio,rollout_corr/log_ppl_abs_diff,response_length/mean,timing_s/agent_loop/slowest/response_length,rollout_corr/rollout_log_ppl,timing_s/agent_loop/generate_sequences/min,rollout_corr/ppl_ratio,critic/score/mean,val-core/hmmt25/reward/mean@8,val-aux/aime25/reward/worst@4/std,val-aux/brumo25/reward/worst@8/mean,response_length_non_aborted/min,val-core/hmmt25/reward/best@8/std,val-core/brumo25/reward/best@8/std,val-aux/beyondaime/reward/worst@8/mean,adv/mean,rollout_corr/rollout_rs_max,val-aux/beyondaime/reward/best@4/std,response_length_non_aborted/max,val-aux/hmmt25/reward/worst@2/mean,timing_s/agent_loop/tool_calls/min,val-aux/brumo25/reward/worst@2/mean,rollout_corr/rollout_rs_eff_sample_size,rollout_corr/chi2_seq,val-aux/aime24/reward/worst@2/mean,rollout_corr/log_ppl_diff_max,val-aux/hmmt25/reward/best@4/std,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/slowest/generate_sequences,perf/cpu_memory_used_gb,rollout_corr/rollout_rs_mean,_step,val-aux/beyondaime/reward/std@8,response_length_non_aborted/clip_ratio,_runtime,rollout_corr/rollout_ppl,response_length_non_aborted/mean,perf/max_memory_allocated_gb,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/chi2_token,timing_s/stop_profile,training/rollout_probs_diff_std,critic/returns/mean,rollout_corr/log_ppl_diff,val-aux/brumo25/reward/best@2/mean,val-aux/beyondaime/reward/best@4/mean,timing_per_token_ms/update_actor,prompt_length/max,val-core/aime24/reward/best@8/mean,val-aux/brumo25/reward/worst@4/std,rollout_corr/rollout_rs_seq_min,val-aux/aime24/reward/worst@8/std,timing_per_token_ms/gen,val-aux/beyondaime/reward/worst@2/mean,val-core/beyondaime/reward/mean@8,val-aux/aime25/reward/best@4/std,val-aux/beyondaime/reward/best@2/mean,timing_per_token_ms/adv,val-aux/aime25/reward/worst@2/std,val-aux/beyondaime/reward/best@2/std,timing_s/update_actor,rollout_corr/rollout_rs_seq_std,perf/mfu/actor,val-aux/hmmt25/reward/worst@8/std,rollout_corr/k3_kl,critic/advantages/mean,actor/lr,timing_s/agent_loop/generate_sequences/max,val-aux/aime24/reward/std@8,response_length/max,rollout_corr/rollout_rs_seq_fraction_high,val-aux/hmmt25/reward/best@2/mean,timing_s/start_profile,val-aux/hmmt25/reward/std@8,val-aux/aime24/reward/worst@8/mean,val-aux/num_turns/mean,val-aux/hmmt25/reward/worst@8/mean,rollout_corr/log_ppl_diff_min,val-aux/aime25/reward/std@8,num_turns/max,actor/is_ratio_mean,val-aux/aime24/reward/best@2/mean,actor/grad_norm,timing_s/agent_loop/slowest/tool_calls,val-aux/brumo25/reward/best@4/mean,val-core/aime24/reward/best@8/std,rollout_corr/training_ppl,val-core/avg/reward/mean@8,val-aux/aime25/reward/best@4/mean,val-aux/brumo25/reward/best@4/std,val-aux/aime24/reward/best@4/std,rollout_corr/rollout_rs_ratio_fraction_high,val-aux/aime24/reward/worst@4/mean,val-aux/beyondaime/reward/worst@2/std,critic/score/max,rollout_corr/rollout_rs_masked_fraction,response/aborted_ratio,critic/rewards/min,val-aux/hmmt25/reward/worst@4/mean,prompt_length/min,val/generations,critic/score/min,training/rollout_actor_probs_pearson_corr,actor/entropy,num_turns/min,critic/rewards/mean,timing_s/reward,val-core/aime25/reward/best@8/std,val-aux/brumo25/reward/worst@8/std,val-aux/aime25/reward/worst@8/mean,rollout_corr/rollout_rs_seq_fraction_low,num_turns/mean,val-aux/brumo25/reward/worst@2/std,timing_s/save_checkpoint,val-aux/aime25/reward/best@2/mean,val-aux/hmmt25/reward/best@2/std,_timestamp,critic/advantages/max,perf/throughput,training/rollout_probs_diff_max,timing_s/agent_loop/tool_calls/mean,val-core/beyondaime/reward/best@8/std,timing_s/testing,rollout_corr/rollout_rs_std,prompt_length/mean,timing_s/agent_loop/tool_calls/max,training/rollout_probs_diff_valid,val-aux/aime25/reward/worst@4/mean,val-aux/aime24/reward/best@4/mean,val-core/aime24/reward/mean@8,rollout_corr/training_log_ppl,timing_s/agent_loop/generate_sequences/mean,perf/time_per_step,rollout_corr/rollout_rs_seq_mean,val-core/avg/reward/best@8/std,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/brumo25/reward/best@2/std,timing_s/adv,val-core/hmmt25/reward/best@8/mean,val-aux/aime25/reward/best@2/std,val-aux/hmmt25/reward/best@4/mean,training/global_step,val-core/brumo25/reward/best@8/mean,training/rollout_probs_diff_mean,critic/returns/min,val-aux/aime24/reward/worst@4/std,val-aux/brumo25/reward/worst@4/mean,timing_s/old_log_prob_pre,rollout_corr/kl,training/epoch,val-aux/aime25/reward/worst@2/mean,val-core/aime25/reward/mean@8,distill/teacher_kl,critic/returns/max,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/rollout_rs_min,val-core/brumo25/reward/mean@8,val-aux/hmmt25/reward/worst@4/std,val-core/avg/reward/best@8/mean,val-core/beyondaime/reward/best@8/mean,val-aux/hmmt25/reward/worst@2/std,val-aux/brumo25/reward/std@8,val-aux/aime24/reward/best@2/std,response_length/clip_ratio,val-aux/aime25/reward/worst@8/std,val-aux/beyondaime/reward/worst@4/mean,response_length/min,critic/advantages/min,val-aux/num_turns/min,timing_s/step,rollout_corr/rollout_is_veto_fraction,critic/rewards/max,rollout_corr/rollout_rs_seq_max,val-core/aime25/reward/best@8/mean,perf/max_memory_reserved_gb,actor/pg_loss
0.058734294531314055,,,2.0,0.019410521912178635,,,,,,,,,,,0.0125,0.030350474632154942,0.02546666666666667,,0.025800260370404,0.06151359412719914,0.00184,,,0.04707699753592849,,0.002766666666666667,,0.10073333333333334,,,0.05183333333333333,,0.03219899049150848,0.008168581162560938,,,,0,0.05322137050087956,,526.620934734,,,,,,,,,,0.2329,0.08898,,,0.17370000000000002,0.07756861338812743,,0.027245805721636273,,0.02177,0.04375,0.0863621679382231,0.06566,,0.057427537524114544,0.053773832920281726,,,,0.0,,,,,0.07807683545698625,,,0.02193333333333333,,0.025457720525843105,0.015233333333333331,2.0,0.0,,0.08910079925308871,,,0.11473333333333334,,,0.293,0.045752900399079324,,0.07541666666666667,0.14446666666666666,0.10776653084109505,0.06299538863747227,,0.031733333333333336,0.03651294181600993,,,,,6.666666666666667e-05,,"{'size': 26562, '_latest_artifact_path': 'wandb-client-artifact://qyiuz0301qqem657fr2mstmovcdqg922uxfkfh223vuw8pkatitquc9xdx8p6607wxjd2rs7vdom8y67f49zw92nky4c7415umjumqr3im17pixhxcncauvwvpff4wzy:latest/val/generations.table.json', 'sha256': 'bdeb9f338a429ee864fffe1d6f93337df93a32d5d53bce90a7a2432042ad1964', 'ncols': 31, 'nrows': 1, 'path': 'media/table/val/generations_0_bdeb9f338a429ee864ff.table.json', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://noit0ckkhg9gqqftj44fdx9pim0z0q9qi0759bzk7k4l2xspg5i3v25mvreos9an17rk1y4435gdwx4t9us8zjrk229thacrqyl511tkozd5iaeah91zbxccg48z7uz5/val/generations.table.json'}",,,,,,,0.072934475079059,0.04487155176238627,0.0045000000000000005,,,0.12526014768408697,,0.10563333333333334,0.030691772827757306,1770134981.5612936,,,,,0.0346443724292414,,,,,,0.015966666666666667,0.14586666666666664,0.08333333333333333,,,,,0.04812912048099657,,0.1411838500283764,,0.052333333333333336,0.09300493480392845,0.036833333333333336,,0.3378,,,0.04225889339709527,0.05303333333333333,,,,0.03586666666666667,0.07083333333333333,,,,,0.16666666666666666,0.0014892205269125785,0.17149399999999998,0.10927000000000002,0.012364818766834651,0.1553541955693359,0.07398912114558044,,0.015692479238450498,0.0081,,,2.0,,,,,0.18436666666666668,,
,102.0,2698831.0,,,0.0,174.57557391002774,0.0,0.0018923266161436914,1223.52880859375,1278.0,1.0239924758207053,0.0,1.0004245568998158,-469.2527160644531,,,,2.0,,,,1.558905116105791e-09,2.1875252723693848,,8192.0,,0.0,,0.9987409489708702,1.7336086882278323,,0.034501075744628906,,,0.0,336.86932373046875,0.9999836087226868,1,,0.02978515625,1177.773844046,22.45148365944624,1223.52880859375,154.1954379081726,0.18829107284545898,0.0012342059053480625,5.07839722558856e-05,0.00882545206695795,1.339684058132562e-10,0.0004068245343660237,,,0.032477153736968,269.0,,,0.9682873487472534,,0.06966895985573704,,,,,0.000566887140391379,,,87.65034929709509,0.006449046079069376,0.10064804029822574,,0.000634293942766817,1.339684058132562e-10,1e-05,0.0,,8192.0,0.0,,0.000280129024758935,,,,,-0.16828346252441406,,2.0,1.0,,2.8961124420166016,0.0,,,22.35092273633927,,,,,2.793533440126339e-06,,,-40.11738586425781,8.77967704582261e-06,0.0,-6447.1689453125,,36.0,,-6447.1689453125,0.9997079968452454,1.1611168384552002,2.0,-469.2527160644531,17.619020595913753,,,,0.0,2.0,,,,,1770135285.8614874,7.3112874031066895,2221.7911680747548,0.944077730178833,0.0,,,0.03550378978252411,94.259765625,0.0,1.0,,,,1.0243992959149182,0.0,303.67739312991034,1.0003480911254883,,0.01025390625,,1.529932587989606,,,,1.0,,0.0028593840543180704,-44.386695861816406,,,21.997085565002635,0.0006542653071619497,0.0,,,0.3835240304470062,7.3112874031066895,5.986143150948919e-06,0.04824649170041084,,,,,,,,0.02978515625,,,2.0,-44.386695861816406,,303.67739312991034,0.0,-40.11738586425781,1.188291072845459,,160.29296875,-3.175687380977451e-12
,65.0,6831066.0,,,0.0,408.3343338520499,0.0,0.0016821522526697663,3235.1162109375,1017.0,1.345848451834172,0.0,1.0006996882148087,-863.944580078125,,,,2.0,,,,8.082962077438083e-11,105431.109375,,8192.0,,0.0,,0.9556749568991986,99.7501683770679,,0.08587074279785156,,,0.0,415.53753662109375,0.9776661992073059,2,,0.22216796875,2325.547200336,50.69329424202442,3235.1162109375,173.8592391014099,12.842803001403809,0.0008027041330933571,4.8479996621608734e-05,0.18364647030830383,7.072591817758322e-11,0.0006859482265326733,,,0.023179545637081845,454.0,,,0.6054847836494446,,0.06163055233599092,,,,,0.00022520837115225622,,,158.34100609691814,0.35765236616134644,0.1631681762666852,,0.0003813879179688229,7.072591817758322e-11,1e-05,0.0,,8192.0,0.001953125,,5.750497803092003e-05,,,,,-0.07698249816894531,,2.0,1.0,,2.393425226211548,0.0,,,50.63659497909248,,,,,0.007611027453094721,,,4308.1826171875,0.08824185281991959,0.0,-21463.42578125,,34.0,,-21463.42578125,0.8756684064865112,1.1942542791366577,2.0,-863.944580078125,36.0257242199732,,,,0.0,2.0,,,,,1770135937.0144708,7.745551586151123,2623.395434049593,1.0,0.0,,,0.20101062953472137,100.365234375,0.0,1.0,,,,1.3465343923307955,0.0,650.9756317459978,0.9904224872589111,,0.40869140625,,1.5384132470935583,,,,2.0,,0.07783553749322891,-53.950828552246094,,,46.33778143802192,0.00036335314595703494,0.0,,,0.2670521140098572,7.745551586151123,0.080630823969841,2.06115369216775e-09,,,,,,,,0.22216796875,,,2.0,-53.950828552246094,,650.9756317459978,0.0,4308.1826171875,13.842803001403809,,180.384765625,-2.6497841091731745e-12
,78.0,11034983.0,,,0.0,764.3908448270522,0.0,0.0006044584408755327,5289.83154296875,1992.0,0.3236868429230526,0.0,1.0004130178131163,-448.98333740234375,,,,5.0,,,,5.845618433752975e-10,293492.1875,,8192.0,,0.0,,0.9702870548358676,94137.78773381002,,0.043346405029296875,,,0.0,472.45587158203125,0.9564356207847595,3,,0.5244140625,3601.134293587,3.9612199822440743,5289.83154296875,188.32896423339844,58.19467544555664,0.00021356996148824692,5.171308293938637e-05,0.2019127607345581,-2.5574581341558655e-10,0.00041160055263844697,,,0.022563514199246393,342.0,,,0.6056183576583862,,0.07055758093030715,,,,,0.00014337779695715308,,,248.98799560894258,1.3168895244598389,0.1766427088451392,,0.00013389259586915614,-2.5574581341558655e-10,1e-05,0.0,,8192.0,0.00390625,,3.6575947888195515e-05,,,,,-0.01667642593383789,,2.0,1.0,,0.947303056716919,0.0,,,3.9983694860711694,,,,,0.0015235968166962266,,,5025.1025390625,0.0747714415192604,0.0,-19572.8046875,,38.0,,-19572.8046875,0.6252312064170837,0.36849021911621094,2.0,-448.98333740234375,57.49500554194674,,,,0.0,2.0,,,,,1770137084.7877758,8.221604347229004,2403.908827976895,1.0,0.0,,,0.16098199784755707,98.34375,0.0,1.0,,,,0.3240984440781176,0.0,1147.6083110530162,0.9847474098205566,,0.65087890625,,1.582171551999636,,,,3.0,,0.09699384868144989,-61.499656677246094,,,74.69936160102952,0.00015807652410160244,0.0,,,0.08487667143344879,8.221604347229004,0.07324784249067307,2.06115369216775e-09,,,,,,,,0.5244140625,,,5.0,-61.499656677246094,,1147.6083110530162,0.0,5025.1025390625,59.19467544555664,,195.28515625,3.12083950736587e-12
,115.0,11687255.0,,,0.0,869.3275923390174,0.0,0.00044940265507875665,5612.50537109375,8192.0,0.19183890329441056,0.0,1.0002840091474354,-393.4762878417969,,,,20.0,,,,7.262253021167453e-10,24836.35546875,,8192.0,,0.0,,0.9745286344042225,3.8150895722210407,,0.010796010494232178,,,0.0,471.16455078125,0.9239205718040466,4,,0.57080078125,4747.951632213,1.3696908727288246,5612.50537109375,188.48600149154663,3.5064215660095215,0.0001650908961892128,4.97280852869153e-05,0.19304326176643372,6.24099869006578e-11,0.00028352537628961727,,,0.022412998639964727,541.0,,,0.4044516682624817,,0.07563046008525512,,,,,0.0001319014464019465,,,261.94643041992094,0.14539964497089386,0.17851407775286282,,9.578277303035065e-05,6.24099869006578e-11,1e-05,0.0,,8192.0,0.00146484375,,3.8591912016272545e-05,,,,,-0.009260892868041992,,2.0,1.0,,0.3549032211303711,0.0,,,1.3707475876435637,,,,,0.000858417188283056,,,6411.375,0.06409462541341782,0.0,-21854.82421875,,37.0,,-21854.82421875,0.5373672842979431,0.2691631317138672,2.0,-393.4762878417969,60.697453233995475,,,,0.00048828125,2.0,,,,,1770138360.3745708,9.083086967468262,2290.8648317980715,1.0,0.0,,,0.1496446579694748,94.162109375,0.0,1.0,,,,0.192122428183211,0.0,1275.4195312809898,0.9468255043029785,,0.68505859375,,1.5415658389683813,,,,4.0,,0.08981677889823914,-60.504520416259766,,,81.4433036330156,0.00010952426952481886,0.0,,,0.07010708004236221,9.083086967468262,0.06323621422052383,2.06115369216775e-09,,,,,,,,0.57080078125,,,20.0,-60.504520416259766,,1275.4195312809898,0.0,6411.375,4.5064215660095215,,195.28515625,-7.592063371204827e-13
,84.0,10774060.0,,,0.0,770.8283818190685,0.0,0.000491182909854615,5163.4453125,1528.0,0.12338278922834434,0.0,1.0003275047056377,-446.0598449707031,,,,225.0,,,,-3.8867939422537745e-10,43307.1953125,,8192.0,,0.0,,0.9786747664761687,39.74620748357847,,0.005897164344787598,,,0.0,485.4393310546875,0.9427801370620728,5,,0.50341796875,5954.104558386,1.1389490701258183,5163.4453125,192.00737857818604,5.1856794357299805,0.00033821258693933487,4.819303285330534e-05,0.17150717973709106,-4.2511807962775094e-10,0.00032716280514932805,,,0.0225609865082429,494.0,,,0.676364541053772,,0.07289339249878847,,,,,0.000142171373463672,,,243.0734222989995,0.13886843621730804,0.17541015824273834,,0.00017773688551869782,-4.2511807962775094e-10,1e-05,0.0,,8192.0,0.0009765625,,4.035292658954859e-05,,,,,-0.003547102212905884,,2.0,1.0,,0.5427297949790955,0.0,,,1.1393595831468701,,,,,0.0012992286356166005,,,7865.05322265625,0.04961627349257469,0.0,-19990.59765625,,40.0,,-19990.59765625,0.5977210998535156,0.23124448955059052,2.0,-446.0598449707031,56.20650500699412,,,,0.0,2.0,,,,,1770139507.1918082,10.649426460266113,2349.0221044639193,1.0,0.0,,,0.1390935331583023,97.326171875,0.0,1.0,,,,0.12370995208038948,0.0,1146.6537479070248,0.9625425338745117,,0.64892578125,,1.53176290798001,,,,5.0,,0.07150650024414062,-63.07391357421875,,,74.56350002193358,0.0001867739358836218,0.0,,,0.08638802170753479,10.649426460266113,0.04831704497337341,2.06115369216775e-09,,,,,,,,0.50341796875,,,225.0,-63.07391357421875,,1146.6537479070248,0.0,7865.05322265625,6.1856794357299805,,198.56640625,5.448889926976531e-12
,78.0,11531741.0,,,0.0,807.4262498699827,0.0,0.0005161405854323675,5535.01025390625,8192.0,0.1397520280443132,0.0,1.0003848187625408,-843.0537719726562,,,,409.0,,,,-3.6061728603264953e-10,29966.53515625,,8192.0,,0.0,,0.9770203714015604,10.778749756515026,,0.005662292242050171,,,0.0,478.687744140625,0.9508097767829895,6,,0.5517578125,7611.009881845,1.1550969146192074,5535.01025390625,192.00737857818604,3.5947694778442383,0.0005788533017039299,4.815997090190649e-05,0.1544177234172821,1.3523147879279662e-10,0.00038449993917311076,,,0.02233618195899141,742.0,,,0.5818616151809692,,0.07122861214052688,,,,,0.0001354075834714172,,,257.57506527996156,0.10057465732097626,0.17776315186698496,,0.0002824215608825398,1.3523147879279662e-10,1e-05,0.0,,8192.0,0.0009765625,,4.4320011511445045e-05,,,,,-0.002612471580505371,,2.0,1.0,,0.7964875102043152,0.0,,,1.1555662779137492,,,,,0.0027131978422403336,,,5887.8310546875,0.04442424699664116,0.0,-3820.314208984375,,35.0,,-3820.314208984375,0.7236154079437256,0.2886200547218323,2.0,-843.0537719726562,60.66349796403665,,,,0.0,2.0,,,,,1770140713.3447359,15.588894844055176,2390.519092297673,1.0,0.0,,,0.1449909657239914,95.72265625,0.0,1.0,,,,0.14013652817811817,0.0,1205.9871260969667,0.9659087657928467,,0.736328125,,1.5614851820282638,,,,6.0,,0.06820537894964218,-63.46421813964844,,,78.29808450699784,0.00027660474327717566,0.0,,,0.15231294929981232,15.588894844055176,0.041711051017045975,2.06115369216775e-09,,,,,,,,0.5517578125,,,409.0,-63.46421813964844,,1205.9871260969667,0.0,5887.8310546875,4.594769477844238,,198.56640625,-3.2136728852051946e-13
,96.0,15300645.0,,,0.0,1130.6199036489706,0.0,0.0004553145533918723,7375.75830078125,8192.0,0.15293767064576969,0.0,1.0004030717536807,-1575.799072265625,,,,432.0,,,,-4.1211783985417583e-10,24350.890625,,8192.0,,0.0,,0.9667013499994641,46.85364897083491,,0.002787351608276367,,,0.0,487.25372314453125,0.9534893035888672,7,,0.82763671875,9493.974244584,1.1681898282840848,7375.75830078125,192.09886932373047,2.9314467906951904,0.0007791006937623024,4.844798240810633e-05,0.15693478286266327,-1.0302945996354396e-10,0.0004028746768653946,,,0.021930123370749115,306.0,,,0.454510360956192,,0.07484796509263651,,,,,0.00010467406164878914,,,335.5450325020356,0.08642318099737167,0.18573315693729792,,0.0003813180404677041,-1.0302945996354396e-10,1e-05,0.0,,8192.0,0.00048828125,,3.472005482763052e-05,,,,,-0.0022841989994049072,,2.0,1.0,,1.2262015342712402,0.0,,,1.168672521598637,,,,,0.0057228622026741505,,,1431.6497802734375,0.05877546966075897,0.0,-3500.949951171875,,39.0,,-3500.949951171875,0.7753530144691467,0.3785930871963501,2.0,-1575.799072265625,82.10767205304,,,,0.0009765625,2.0,,,,,1770142370.250343,12.126161575317383,2308.8750892042976,1.0,0.0,,,0.17406131327152252,95.259765625,0.0,1.0,,,,0.15334054495906457,0.0,1656.7207415790763,0.9574963450431824,,0.9541015625,,1.6015806579962373,,,,7.0,,0.0797557458281517,-53.2392463684082,,,106.31915702903643,0.0003751509760263616,0.0,,,0.21364569664001465,12.126161575317383,0.05305260792374611,2.06115369216775e-09,,,,,,,,0.82763671875,,,432.0,-53.2392463684082,,1656.7207415790763,0.0,1431.6497802734375,3.9314467906951904,,198.59765625,-7.629481797038779e-13
,87.0,16978732.0,,,0.0,1304.3261250440264,0.0,0.0006334849076665705,8192.0,8192.0,0.3001052588224411,0.0,1.0005958648398519,-1892.238037109375,,,,8192.0,,,,1.3014678224010368e-09,27161.98828125,,8192.0,,0.0,,0.938563352518335,352.8028613398783,,0.002376854419708252,,,0.0,488.5333251953125,0.9652260541915894,8,,1.0,11365.380092848,1.3534534452483058,8192.0,192.2401237487793,3.2822389602661133,0.0015456294640898705,4.985695704817772e-05,0.16999275982379913,7.076731423083515e-10,0.0005955688884569099,,,0.021710434871756657,484.0,,,0.6949993371963501,,0.07774389535451093,,,,,9.248362574725882e-05,,,368.6156552910106,0.1380188912153244,0.19005565895027562,,0.0006823753183198278,7.076731423083515e-10,1e-05,0.0,,8192.0,0.0029296875,,3.574404399842024e-05,,,,,-0.0008526146411895752,,2.0,1.0,,2.2034690380096436,0.0,,,1.3542714538052678,,,,,0.013551950454711914,,,1528.20263671875,0.105507493019104,0.0,-3355.910400390625,,36.0,,-3355.910400390625,0.8250634074211121,0.6294313669204712,2.0,-1892.238037109375,91.11144854698796,,,,0.0,2.0,,,,,1770144253.2148745,12.345613479614258,2254.4889341895223,0.9999997615814209,0.0,,,0.23616425693035126,98.396484375,0.0,1.0,,,,0.3007008304120973,0.0,1882.769498500973,0.9652260541915894,,1.0,,1.5702546959510073,,,,8.0,,0.10353871434926987,-40.63707733154297,,,116.5914455850143,0.0005954022851710761,0.0,,,0.230986088514328,12.345613479614258,0.09195554256439209,2.06115369216775e-09,,,,,,,,1.0,,,8192.0,-40.63707733154297,,1882.769498500973,0.0,1528.20263671875,4.282238960266113,,198.73046875,-5.409788407712869e-12
,123.0,16974288.0,,,0.0,1293.9529592850013,0.0,0.0007349411353061441,8192.0,8192.0,0.37953996378928423,0.0,1.0007083332166076,-1808.7010498046875,,,,8192.0,,,,-5.29189525533269e-10,202330.359375,,8192.0,,0.0,,0.9305565385273291,1255.268303993158,,0.0024018287658691406,,,0.0,493.7701416015625,0.9962860345840454,9,,1.0,14388.943906487,1.4659709054976702,8192.0,193.34323406219482,24.600318908691406,0.0017393752932548523,4.8640999011695385e-05,0.17366771399974823,-4.713094359232173e-10,0.0007079616807459388,,,0.0217727895231274,1533.0,,,0.8203312158584595,,0.07712560649424799,,,,,9.384960677038807e-05,,,369.57759992894717,0.6261772513389587,0.18949459805363955,,0.0007868780448916368,-4.713094359232173e-10,1e-05,0.0,,8192.0,0.005859375,,4.6495930291712284e-05,,,,,-0.0010252594947814941,,2.0,1.0,,2.3039708137512207,0.0,,,1.4670175295323133,,,,,0.016553521156311035,,,-161.19175720214844,0.1200481653213501,0.0,-3266.55419921875,,37.0,,-3266.55419921875,0.8357789516448975,0.7054803371429443,2.0,-1808.7010498046875,91.18721131794155,,,,0.0,2.0,,,,,1770146124.6206448,9.242463111877441,2267.829509642438,0.9999998807907104,0.0,,,0.25301462411880493,96.2265625,0.0,1.0,,,,0.3802479272708297,0.0,1871.20415443799,0.9962860345840454,,1.0,,1.5930302540073171,,,,9.0,,0.10442039370536804,-33.99150085449219,,,114.33824663399719,0.0007080727384618513,0.0,,,0.22078871726989746,9.242463111877441,0.10349464416503906,2.06115369216775e-09,,,,,,,,1.0,,,8192.0,-33.99150085449219,,1871.20415443799,0.0,-161.19175720214844,25.600318908691406,,200.1171875,3.4648301548288914e-12
