num_turns/max,val-aux/aime25/reward/best@4/std,val-aux/hmmt25/reward/worst@2/std,val-core/avg/reward/best@8/std,timing_s/agent_loop/tool_calls/min,rollout_corr/rollout_rs_seq_std,timing_s/step,val-aux/aime24/reward/worst@4/mean,_timestamp,val-core/avg/reward/best@8/mean,critic/returns/mean,rollout_corr/log_ppl_diff_max,training/rollout_probs_diff_mean,val-aux/aime25/reward/best@4/mean,val-aux/hmmt25/reward/worst@4/mean,response_length/mean,val-aux/aime25/reward/worst@8/std,rollout_corr/log_ppl_abs_diff,rollout_corr/rollout_log_ppl,training/global_step,response_length/max,timing_s/update_actor,val-aux/brumo25/reward/worst@2/std,response/aborted_ratio,rollout_corr/rollout_rs_seq_fraction_low,val-aux/aime25/reward/std@8,num_turns/mean,val-core/aime25/reward/mean@8,val-aux/brumo25/reward/worst@8/mean,val-aux/aime24/reward/worst@8/mean,val-core/aime24/reward/best@8/std,timing_s/adv,val-aux/hmmt25/reward/best@4/std,val-core/hmmt25/reward/mean@8,val-aux/hmmt25/reward/worst@8/mean,response_length_non_aborted/mean,prompt_length/clip_ratio,rollout_corr/rollout_rs_std,training/rollout_probs_diff_std,val-aux/brumo25/reward/best@2/std,val-core/beyondaime/reward/best@8/mean,val-aux/brumo25/reward/worst@4/mean,critic/score/mean,rollout_corr/rollout_rs_min,perf/total_num_tokens,timing_s/start_profile,val-aux/brumo25/reward/best@4/mean,val-aux/beyondaime/reward/worst@4/mean,actor/grad_norm,val-aux/beyondaime/reward/std@8,val-aux/beyondaime/reward/worst@2/mean,critic/score/max,timing_s/testing,critic/returns/max,perf/mfu/actor,timing_s/agent_loop/generate_sequences/min,val-aux/hmmt25/reward/worst@4/std,critic/rewards/max,val-aux/aime24/reward/best@2/std,val-core/aime25/reward/best@8/mean,perf/time_per_step,prompt_length/max,rollout_corr/rollout_is_veto_fraction,prompt_length/min,rollout_corr/log_ppl_diff,rollout_corr/chi2_token,timing_s/agent_loop/slowest/generate_sequences,timing_s/reward,prompt_length/mean,rollout_corr/kl,perf/throughput,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/slowest/prompt_length,response_length_non_aborted/min,val-aux/beyondaime/reward/best@2/std,critic/advantages/mean,rollout_corr/rollout_rs_max,val-aux/aime25/reward/worst@2/mean,critic/rewards/min,rollout_corr/rollout_ppl,val-aux/num_turns/mean,actor/entropy,rollout_corr/training_ppl,val-aux/aime24/reward/worst@4/std,val-aux/brumo25/reward/std@8,val-aux/hmmt25/reward/best@2/std,rollout_corr/log_ppl_diff_min,timing_s/stop_profile,val-core/avg/reward/mean@8,actor/is_ratio_mean,training/rollout_probs_diff_max,val-core/aime24/reward/mean@8,val-aux/beyondaime/reward/best@4/std,response_length/min,critic/advantages/min,val-aux/aime25/reward/worst@4/std,timing_s/old_log_prob_pre,_step,timing_s/agent_loop/slowest/tool_calls,rollout_corr/rollout_rs_seq_mean,val-core/beyondaime/reward/mean@8,perf/max_memory_allocated_gb,rollout_corr/training_log_ppl,distill/teacher_kl,rollout_corr/rollout_rs_seq_min,val-aux/aime24/reward/best@4/std,val-aux/aime25/reward/worst@4/mean,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_ratio_fraction_high,val-aux/brumo25/reward/worst@8/std,timing_s/save_checkpoint,rollout_corr/rollout_rs_mean,critic/returns/min,timing_per_token_ms/update_actor,training/rollout_actor_probs_pearson_corr,val-core/brumo25/reward/best@8/std,val-aux/aime25/reward/best@2/mean,rollout_corr/k3_kl,val-core/hmmt25/reward/best@8/std,val/generations,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/aime24/reward/worst@2/std,val-core/aime24/reward/best@8/mean,adv/mean,val-aux/beyondaime/reward/best@2/mean,rollout_corr/ppl_ratio,val-aux/brumo25/reward/worst@4/std,val-aux/aime25/reward/worst@8/mean,val-aux/beyondaime/reward/best@4/mean,training/epoch,timing_s/agent_loop/slowest/response_length,rollout_corr/rollout_rs_ratio_fraction_low,timing_s/agent_loop/generate_sequences/mean,actor/lr,val-aux/beyondaime/reward/worst@4/std,timing_s/agent_loop/tool_calls/mean,rollout_corr/rollout_rs_seq_fraction_high,critic/advantages/max,actor/pg_loss,perf/max_memory_reserved_gb,val-aux/hmmt25/reward/best@4/mean,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/rollout_rs_eff_sample_size,response_length_non_aborted/clip_ratio,val-aux/num_turns/min,timing_s/gen,val-aux/aime25/reward/best@2/std,num_turns/min,val-aux/hmmt25/reward/std@8,val-aux/hmmt25/reward/worst@8/std,timing_per_token_ms/gen,val-core/aime25/reward/best@8/std,critic/rewards/mean,training/rollout_probs_diff_valid,timing_s/agent_loop/tool_calls/max,val-core/brumo25/reward/mean@8,timing_per_token_ms/adv,val-aux/aime24/reward/best@2/mean,val-aux/brumo25/reward/best@4/std,val-aux/aime25/reward/worst@2/std,val-aux/aime24/reward/worst@8/std,val-aux/brumo25/reward/worst@2/mean,val-core/hmmt25/reward/best@8/mean,val-aux/brumo25/reward/best@2/mean,rollout_corr/rollout_rs_seq_max,val-aux/num_turns/max,val-aux/hmmt25/reward/best@2/mean,val-aux/beyondaime/reward/worst@2/std,val-core/beyondaime/reward/best@8/std,val-core/brumo25/reward/best@8/mean,response_length/clip_ratio,timing_s/agent_loop/generate_sequences/max,rollout_corr/rollout_is_catastrophic_token_fraction,critic/score/min,val-aux/beyondaime/reward/worst@8/mean,rollout_corr/chi2_seq,val-aux/aime24/reward/worst@2/mean,_runtime,rollout_corr/rollout_rs_masked_fraction,val-aux/aime24/reward/best@4/mean,perf/cpu_memory_used_gb,response_length_non_aborted/max,val-aux/hmmt25/reward/worst@2/mean
,0.08433873419704449,0.0,0.04161344480049068,,,,0.027299999999999998,1770134842.4807296,0.15650533333333333,,,,0.13236666666666666,0.0,,0.0018230011885167093,,,,,,0.10054463488264694,,,0.08371953832755044,,0.05416666666666667,0.05163333333333333,0.0126,0.06539561705074119,,0.0,0.0,0.0,,,,,0.1215200167504721,0.06896,0.08003333333333333,,,,,0.2715333333333333,0.011920000000000002,,0.03216100370603074,0.02488,,,,,,0.0,,0.10506161661783103,0.16913333333333336,,,,,,,,,,,,0.010489104905422892,,,0.025347386796288066,,,0.0187,,,2.0,,,0.04171403820957079,0.13069595038812937,0.0,,,0.073,,,0.1,0.013336169472405339,,,0.01830143723347382,,0,,,0.04,,,,,0.08812428555272608,0.0031666666666666666,0.10747113979921229,,0.04150303056204051,,,,,,0.07805700395847273,0.08963333333333333,,0.0,"{'path': 'media/table/val/generations_0_aa4f7fbb3fd6e786782a.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'nrows': 1, 'artifact_path': 'wandb-client-artifact://nnpqe8re4jaqp90iehl56gn7wbr7sazkb30l3003jx5xtzdlck4l5jxt4h9aef38a4z415o4i7x5ng4zdezvqhi0n2kfsp5hcz30y7ourg7ebbfakjjdv9txjn7eyhyn/val/generations.table.json', 'ncols': 31, 'sha256': 'aa4f7fbb3fd6e786782a27c7522686f0421e4ebae2332be2ec7cceaa915d4efd', '_latest_artifact_path': 'wandb-client-artifact://0du4ya6s599rlul86pmi8p1zleyfq72nsyepi8ffxet5rt1xis0pirbnccm26q23usav3z6p0eyxzj597obxkj4tuk39jvuhvunenqjezbp1scq8j45nmtq2bjv9o6n9:latest/val/generations.table.json', 'size': 49751}",,0.07783285794446772,0.22713333333333333,,0.05488,,0.06651615647091855,0.0001,0.06526,,,,,,0.021204732338279072,,,,,,0.0,,,,2.0,,0.09185373054605589,,0.0,0.0,,0.0596287664887272,,,,0.17083333333333334,,0.14363333333333334,0.10105459704631013,0.05092656314132444,0.02301597202888098,0.11860000000000002,0.0,0.22276666666666667,,2.0,0.0,0.029788235995534436,0.00498583650451228,0.3173,,,,,0.004370000000000001,,0.05476666666666666,542.303355694,,0.1887,,,0.0
2.0,,,,0.0,0.005514625925570726,328.5243173010001,,1770135171.644972,,4.67678500093438e-11,0.07474374771118164,0.0029649001080542803,,,1274.48486328125,,0.00197163056145655,1.0714103837963194,1.0,8192.0,100.95763843500004,,0.0,0.0,,2.0,,,,,1.5687612490000902,,,,1274.48486328125,0.0,0.03665037825703621,0.008864403702318668,,,,-520.7702026367188,0.2188085913658142,2803189.0,0.00040902399996411987,,,3.047370195388794,,,-31.14896011352539,,8.752900123596191,0.09095979451601569,0.0,,-31.14896011352539,,,328.5243173010001,269.0,0.0,36.0,0.0005975305325591762,0.001357484608888626,0.0,18.336333371000137,94.259765625,0.0006616555973053551,2133.1670536824113,,102.0,2.0,,4.67678500093438e-11,2.1658520698547363,,-10810.39453125,38.100945823825896,,1.3705476522445679,38.25795826781541,,,,-0.07640266418457031,6.422399997063621e-05,,1.0,0.3558086156845093,,,2.0,-69.13761138916016,,22.975399833999973,1,0.0,1.0001863241195679,,152.71891689300537,1.0720079157035798,0.40861231088638306,0.9386640787124634,,,,1.532481860522239e-06,,,1.0000035762786865,-69.13761138916016,0.03601528060897786,0.9997308254241943,,,0.0006686372041713184,,,0.00537109375,,,3.741428000747504e-10,,1.0006132880225778,,,,0.0,5872.0,3.064963721044478e-06,0.0,1e-05,,0.0,0.0,8.752900123596191,1.5421908643512266e-12,158.8671875,,0.08100998401641846,0.9986584327365746,0.0302734375,,184.35206137299997,,2.0,,,0.07062904987002637,,-520.7702026367188,1.0,0.0,,0.0005596344909316104,,,,,,,,1.0810099840164185,,,,,,0.0302734375,0.0,0.0,-10810.39453125,,7.218436471186578,,1075.641997088,4.597445695253555e-06,,322.867431640625,8192.0,
2.0,,,,0.0,0.3901062309741974,533.1892936029999,,1770135704.9834478,,-5.946864528594276e-12,0.08877277374267578,0.040841586887836456,,,2621.06640625,,0.002375019021656044,1.5232045960146934,2.0,8192.0,141.3015206350001,,0.0,0.0,,2.0,,,,,1.5621198300000287,,,,2621.06640625,0.0,0.14667265117168427,0.1369204968214035,,,,-723.5436401367188,2.06115369216775e-09,5573492.0,4.88970001697453e-05,,,2.5297586917877197,,,3986.945556640625,,9.40591812133789,0.1466911144831871,0.0,,3986.945556640625,,,533.1892936029999,454.0,0.0,34.0,0.0011538968465174548,0.0008650827221572399,0.0,29.784085262999724,100.365234375,0.0004535722143490517,2613.2801553166078,,65.0,2.0,,-5.946864528594276e-12,94700.1875,,-22003.46484375,68.72411904577166,,1.100138545036316,69.06904653087258,,,,-0.05094718933105469,7.043199957479374e-05,,1.0,0.9999998211860657,,,2.0,-71.32782745361328,,38.81137862800006,2,0.0,1.0004571676254272,,170.5795922279358,1.5243584867566824,0.27604934573173523,0.6528558135032654,,,,0.0036032418720424175,,,0.996265709400177,-71.32782745361328,0.025352421899053606,0.9318356513977051,,,0.0004450512741414059,,,0.17578125,,,5.708989947450505e-10,,1.0011779330670834,,,,0.0,5.0,0.04040522873401642,0.0,1e-05,,0.0,0.0009765625,9.40591812133789,-5.301062653821783e-13,177.107421875,,16.252653121948242,0.9774602673372139,0.16162109375,,321.3625728530001,,2.0,,,0.0598669756713185,,-723.5436401367188,1.0,0.0,,0.0002802766793242062,,,,,,,,17.252653121948242,,,,,,0.16162109375,0.0,0.0,-22003.46484375,,9.828411884605885,,2137.149827791,0.04400847107172012,,396.32598876953125,8192.0,
2.0,,,,0.0,0.20896297693252563,1061.31131121,,1770136766.4903467,,-4.778627493706722e-11,0.035572052001953125,0.09384651482105255,,,4693.333984375,,0.0006801538086165237,0.3385912365629338,3.0,8192.0,226.92728862700005,,0.0,0.0,,2.0,,,,,1.937520448000214,,,,4693.333984375,0.0,0.15406860411167145,0.19919131696224213,,,,-362.07330322265625,2.06115369216775e-09,9813356.0,4.057700016346644e-05,,,0.5473705530166626,,,5504.92724609375,,10.020541191101074,0.17109758788855764,0.0,,5504.92724609375,,,1061.31131121,342.0,0.0,38.0,0.0004792935904447404,0.00018926942721009254,0.0,51.29850858000009,98.34375,0.00015613668060865393,2311.6110928874873,,78.0,2.0,,-4.778627493706722e-11,58259.47265625,,-10596.7373046875,8.418595103546977,,0.31474238634109497,8.611245804466307,,,,-0.011600375175476074,5.75359999857028e-05,,1.0,1.0,,,2.0,-71.83540344238281,,69.3088517629999,3,0.0,0.9568994045257568,,186.48693466186523,0.3390705283964053,0.07714628428220749,0.5149438977241516,,,,0.0009357104427181184,,,0.9266084432601929,-71.83540344238281,0.02312433061910727,0.5819674730300903,,,0.00012711534333220698,,,0.564453125,,,2.1845154574151593e-09,,1.0004808166995645,,,,0.0,1383.0,0.06889175623655319,0.0,1e-05,,0.0,0.00146484375,10.020541191101074,2.722139022168484e-13,192.96484375,,6.898967266082764,0.9728709523621202,0.4560546875,,711.355571737,,2.0,,,0.07400743030829963,,-362.07330322265625,1.0,0.0,,0.0001974370896154398,,,,,,,,7.898967266082764,,,,,,0.4560546875,0.0,0.0,-10596.7373046875,,1.4677502852864563,,3226.740878368,0.06982746720314026,,460.36126708984375,8192.0,
2.0,,,,0.0,0.3089635670185089,1089.3836172669999,,1770137856.0823104,,-5.253297102880694e-11,0.021918296813964844,0.08950284123420715,,,4852.955078125,,0.0005865908481155202,0.2591827115393244,4.0,8192.0,235.27938366999933,,0.0,0.0,,2.0,,,,,1.9314527699998507,,,,4852.955078125,0.0,0.1478676199913025,0.19739148020744324,,,,-355.3624267578125,2.06115369216775e-09,10131696.0,6.04799997745431e-05,,,0.30920177698135376,,,8444.2314453125,,9.173102378845215,0.1710607316957588,0.0,,8444.2314453125,,,1089.3836172669999,541.0,0.0,37.0,0.0004041537765715475,0.00022755609825253487,0.0,53.0009981029998,94.162109375,0.00013055626922842123,2325.098303162016,,115.0,4.0,,-5.253297102880694e-11,62383.7734375,,-20188.36328125,3.9765328224748373,,0.26503482460975647,4.000124671496451,,,,-0.011026978492736816,5.056099962530425e-05,,1.0,1.0,,,4.0,-79.93040466308594,,69.16650084100002,4,0.0,0.9612898826599121,,186.84533786773682,0.2595868648495525,0.07322598993778229,0.554548442363739,,,,0.0006242169765755534,,,0.9326333403587341,-79.93040466308594,0.023222112435074972,0.5303201675415039,,,0.00010469723844153123,,,0.5703125,,,8.40527536460911e-10,,1.0004050633870065,,,,0.0,6168.0,0.06418145447969437,0.0,1e-05,,0.0,0.001953125,9.173102378845215,1.84359360578672e-12,193.9609375,,10.59294605255127,0.9751800488066187,0.4921875,,729.5222454809996,,2.0,,,0.07340105733348273,,-355.3624267578125,1.0,0.0,,0.00019063469432954272,,,,,,,,11.59294605255127,,,,,,0.4921875,0.0,0.0,-20188.36328125,,1.2456872584298253,,4015.991654434,0.06480567157268524,,463.7799072265625,8192.0,
2.0,,,,0.0,0.0464334636926651,789.061614667,,1770138645.3331437,,6.216113734858197e-10,0.005273342132568359,0.060746435075998306,,,3796.3544921875,,0.0006808706359606731,0.17308461252832785,5.0,8192.0,187.2820247619993,,0.0,0.0,,2.0,,,,,1.9355498580007406,,,,3796.3544921875,0.0,0.13269014656543732,0.1550172120332718,,,,-571.0568237304688,2.06115369216775e-09,7974258.0,5.968099958408857e-05,,,0.7794792056083679,,,7569.19970703125,,12.398913383483887,0.1621231796454038,0.0,,7569.19970703125,,,789.061614667,494.0,0.0,40.0,0.00048213791967555153,0.0005211187526583672,0.0,42.28592377699988,97.326171875,0.0003034320889128139,2526.5004189074953,,84.0,343.0,,6.216113734858197e-10,5309.4970703125,,-3017.57763671875,1.1983577609062195,,0.2560863792896271,1.1989819770678878,,,,-0.0038278400897979736,5.16479994985275e-05,,1.0,1.0,,,343.0,-70.11536407470703,,54.032975549000184,5,0.0,0.9758697152137756,,186.84533786773682,0.17356674995971844,0.15042242407798767,0.5108844637870789,,,,0.001668567187152803,,,0.9512259364128113,-70.11536407470703,0.02348582460738031,0.7092601656913757,,,0.00028143187910245615,,,0.5009765625,,,2.617311090080676e-10,,1.0004826504737139,,,,0.0,952.0,0.038537561893463135,0.0,1e-05,,0.0,0.0,12.398913383483887,-3.3196144028351405e-12,193.9609375,,0.5409015417098999,0.9809400602296576,0.306640625,,503.08146620700063,,2.0,,,0.06470556099987482,,-571.0568237304688,1.0,0.0,,0.00024272475984608732,,,,,,,,1.5409015417099,,,,,,0.306640625,0.0,0.0,-3017.57763671875,,8.195842799730599,,5006.962827944,0.04020613059401512,,441.55487060546875,8192.0,
2.0,,,,0.0,0.12719015777111053,990.811699588,,1770139636.3043342,,1.2533882265408636e-10,0.011560559272766113,0.07190434634685516,,,4538.28466796875,,0.0010648675324773649,0.2652515360969119,6.0,8192.0,217.1645017009996,,0.0,0.0,,2.0,,,,,1.5344229049997011,,,,4538.28466796875,0.0,0.14531248807907104,0.18486498296260834,,,,-747.3196411132812,2.06115369216775e-09,9490447.0,4.03200001528603e-05,,,0.7104372382164001,,,14737.8203125,,14.08945369720459,0.17016362827666123,0.0,,14737.8203125,,,990.811699588,742.0,0.0,35.0,0.0009753498052305076,-0.00023302994668483734,0.0,49.526207919000626,95.72265625,0.0006325983774786437,2394.614184498004,,78.0,205.0,,1.2533882265408636e-10,21699.955078125,,-9016.48046875,1.35083460342139,,0.30091187357902527,1.3526716595515609,,,,-0.0030821561813354492,5.24159995620721e-05,,1.0,1.0,,,205.0,-74.12278747558594,,66.45689783499984,6,0.0,0.9677639007568359,,186.84533786773682,0.26622688822681084,0.16467006504535675,0.580288290977478,,,,0.0018175446894019842,,,0.9419949054718018,-74.12278747558594,0.02288243132288707,0.6745742559432983,,,0.00025872498332546456,,,0.58349609375,,,0.0,,1.000976799055934,,,,0.0,981.0,0.05510959401726723,0.0,1e-05,,0.0,0.0009765625,14.08945369720459,-2.7634161273459607e-12,193.9609375,,4.9002556800842285,0.9769415188918736,0.41796875,,655.7096032009995,,2.0,,,0.07054883686511677,,-747.3196411132812,1.0,0.0,,0.00016168078331818314,,,,,,,,5.9002556800842285,,,,,,0.41796875,0.0,0.0,-9016.48046875,,1.2867954522371292,,6169.096528457,0.056927140802145004,,460.56146240234375,8192.0,
2.0,,,,0.0,0.13284605741500854,1161.9711853089993,,1770140798.43771,,2.608615545796056e-10,0.026859760284423828,0.06479382514953613,,,5309.2724609375,,0.003530851879986585,0.5817832595203072,7.0,8192.0,251.3336955900004,,0.0,0.00048828125,,2.0,,,,,1.5725591159998658,,,,5309.2724609375,0.0,0.1478867530822754,0.17217718064785004,,,,-2066.675537109375,2.06115369216775e-09,11068482.0,4.43520002590958e-05,,,0.34780895709991455,,,13988.9296875,,8.910042762756348,0.17358114350498355,0.0,,13988.9296875,,,1161.9711853089993,306.0,0.0,39.0,0.0035044148371525807,-0.0040836213156580925,0.0,58.51985803400021,95.259765625,0.0026799844245033455,2381.401996009177,,96.0,359.0,,2.608615545796056e-10,47225.515625,,-19341.359375,2.3700202545151114,,0.5611141324043274,2.390233083628118,,,,-0.0017139613628387451,4.915200042887591e-05,,1.0,1.0,,,359.0,-59.0369873046875,,76.50094578099925,7,0.0,0.9674937725067139,,186.84533786773682,0.5852876745630056,0.3892577588558197,0.45454829931259155,,,,0.0027603167109191418,,,0.9534393548965454,-59.0369873046875,0.022707151313974255,0.8036164045333862,,,0.00032061696697383013,,,0.6474609375,,,7.588700223770672e-10,,1.0035203816369176,,,,0.0,8192.0,0.05044093728065491,0.0,1e-05,,0.0,0.00048828125,8.910042762756348,-5.678945069867479e-12,193.9609375,,5.217362880706787,0.9763072933760699,0.5126953125,,773.5882381720003,,2.0,,,0.07114508337988432,,-2066.675537109375,1.0,0.0,,0.00014207540979872991,,,,,,,,6.217362880706787,,,,,,0.5126953125,0.0,0.0,-19341.359375,,-0.3236992862075567,,7667.799442835,0.053201254457235336,,463.62213134765625,8192.0,
2.0,,,,0.0,0.05765654891729355,1498.5209671969997,,1770142297.1409736,,2.777876262349821e-10,0.027778148651123047,0.05192991718649864,,,6742.9755859375,,0.003372100661181321,0.5068925134837627,8.0,8192.0,308.1563860469996,,0.0,0.0,,2.0,,,,,1.575600893000228,,,,6742.9755859375,0.0,0.15357862412929535,0.14180970191955566,,,,-2429.6318359375,2.06115369216775e-09,14011130.0,3.936000030080322e-05,,,0.44534701108932495,,,12898.3505859375,,8.137350082397461,0.1838586196375022,0.0,,12898.3505859375,,,1498.5209671969997,484.0,0.0,36.0,0.00336018489451817,-0.004134766291826963,0.0,74.04266532399924,98.396484375,0.0027933411593039637,2337.4931526997543,,87.0,539.0,,2.777876262349821e-10,10087.240234375,,-17245.134765625,2.006978901103139,,0.5545549988746643,2.021846412681043,,,,-0.0015327930450439453,6.169700100144837e-05,,1.0,1.0,,,539.0,-53.065921783447266,,99.43840352700136,8,0.0,0.9732460975646973,,192.06612586975098,0.5102527006529272,0.36032041907310486,0.6263050436973572,,,,0.004736772738397121,,,0.9693436622619629,-53.065921783447266,0.02199368545199421,0.8679478764533997,,,0.00036469375595515885,,,0.7109375,,,1.185227249678178e-09,,1.0033744545653462,,,,0.0,8192.0,0.0406293049454689,0.0,1e-05,,0.0,0.00048828125,8.137350082397461,-4.301898315112358e-12,198.5703125,,1.1898210048675537,0.9750362096017833,0.73876953125,,1014.8102873989992,,2.0,,,0.07348578225278413,,-2429.6318359375,1.0,0.0,,0.00011245352037988571,,,,,,,,2.1898210048675537,,,,,,0.73876953125,0.0,0.0,-17245.134765625,,-0.4950799588114023,,9503.193687761,0.0453660748898983,,483.49456787109375,8192.0,
2.0,,,,0.0,0.44056227803230286,1835.1809275880005,,1770144132.5345986,,1.1310337388881209e-10,0.010791540145874023,0.08203030377626419,,,8009.7236328125,,0.0008157745933203842,0.23395978601183742,9.0,8192.0,363.1498682580004,,0.0,0.0,,2.0,,,,,1.6420684260010603,,,,8009.7236328125,0.0,0.18982353806495667,0.19357329607009888,,,,-551.11572265625,2.06115369216775e-09,16600986.0,8.371299918508157e-05,,,0.6731445789337158,,,26311.583984375,,8.911576271057129,0.18822372103659196,0.0,,26311.583984375,,,1835.1809275880005,1533.0,0.0,37.0,0.00081074179342977,0.00010162685066461563,0.0,89.16430729299827,96.2265625,0.0007753147681341943,2261.4917350164037,,123.0,571.0,,1.1310337388881209e-10,158205.5,,-7118.15625,1.2747151236981153,,0.4085129499435425,1.2758113527670503,,,,-0.0004384368658065796,4.937599987897556e-05,,1.0,1.0,,,571.0,-60.08724594116211,,114.11739011600002,9,0.0,0.9626376628875732,,193.34323263168335,0.23477052722591907,0.06880583614110947,0.6126459836959839,,,,0.007149269338697195,,,0.9618752598762512,-60.08724594116211,0.0218751987537367,0.7561009526252747,,,0.00041576208991500607,,,0.95703125,,,1.5511320006211804e-09,,1.000811261124909,,,,0.0,8192.0,0.07173318415880203,0.0,1e-05,,0.0,0.00244140625,8.911576271057129,8.176903012519941e-13,200.169921875,,19.28104019165039,0.9611538877105766,0.96728515625,,1266.5566945009996,,2.0,,,0.07721063975957199,,-551.11572265625,1.0,0.0,,9.891390945098443e-05,,,,,,,,20.28104019165039,,,,,,0.96728515625,0.0,0.0,-7118.15625,,-0.17995243100449443,,12800.720323933,0.07888245582580566,,491.15655517578125,8192.0,
