rollout_corr/log_ppl_diff_min,val-core/beyondaime/reward/best@8/mean,val-aux/aime25/reward/best@2/std,val-aux/brumo25/reward/worst@2/std,actor/is_ratio_mean,val-aux/aime24/reward/best@2/mean,rollout_corr/rollout_is_seq_fraction_high,val-aux/hmmt25/reward/worst@4/mean,rollout_corr/log_ppl_diff_max,rollout_corr/rollout_is_seq_min,timing_per_token_ms/gen,val-aux/brumo25/reward/std@8,training/global_step,rollout_corr/log_ppl_abs_diff,rollout_corr/kl,prompt_length/mean,val-aux/hmmt25/reward/worst@2/std,rollout_corr/rollout_ppl,critic/advantages/min,response_length_non_aborted/min,timing_s/stop_profile,val-aux/aime24/reward/worst@8/std,adv/mean,val-aux/aime24/reward/std@8,val-aux/beyondaime/reward/best@4/std,response_length/min,val-aux/aime24/reward/best@4/std,rollout_corr/rollout_is_seq_fraction_low,val-core/brumo25/reward/best@8/mean,val-aux/brumo25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@4/std,rollout_corr/rollout_is_catastrophic_token_fraction,val-core/aime24/reward/mean@8,_timestamp,rollout_corr/rollout_is_mean,timing_s/agent_loop/slowest/generate_sequences,rollout_corr/ppl_ratio,response_length_non_aborted/clip_ratio,rollout_corr/rollout_is_veto_fraction,rollout_corr/rollout_is_eff_sample_size,val-aux/brumo25/reward/best@2/std,rollout_corr/rollout_is_seq_max_deviation,val-aux/brumo25/reward/worst@4/std,num_turns/min,training/epoch,num_turns/max,val-aux/aime25/reward/worst@8/std,timing_s/save_checkpoint,val-aux/num_turns/mean,val-core/aime25/reward/mean@8,perf/mfu/actor,response_length_non_aborted/mean,timing_per_token_ms/update_actor,timing_s/start_profile,val-core/aime25/reward/best@8/mean,prompt_length/min,val-core/beyondaime/reward/mean@8,val-aux/beyondaime/reward/worst@2/std,val-core/hmmt25/reward/best@8/mean,timing_per_token_ms/adv,val-aux/beyondaime/reward/worst@4/mean,rollout_corr/rollout_is_std,val-core/beyondaime/reward/best@8/std,rollout_corr/chi2_seq,rollout_corr/training_ppl,perf/max_memory_allocated_gb,val-aux/hmmt25/reward/best@4/mean,actor/grad_norm,val-aux/brumo25/reward/worst@8/std,val-aux/beyondaime/reward/worst@4/std,val-aux/aime24/reward/worst@4/mean,critic/returns/mean,val-aux/hmmt25/reward/best@4/std,val-aux/aime25/reward/best@2/mean,val-aux/aime25/reward/std@8,rollout_corr/rollout_is_max,val-core/brumo25/reward/mean@8,val-aux/brumo25/reward/best@4/mean,val-aux/aime25/reward/worst@4/mean,val-aux/beyondaime/reward/best@2/mean,response_length/mean,response_length_non_aborted/max,val-aux/aime25/reward/worst@8/mean,timing_s/agent_loop/tool_calls/min,val-core/avg/reward/best@8/mean,critic/advantages/max,val-aux/hmmt25/reward/worst@2/mean,timing_s/agent_loop/slowest/prompt_length,val-aux/aime24/reward/worst@8/mean,val-aux/beyondaime/reward/std@8,val-core/avg/reward/best@8/std,timing_s/old_log_prob_pre,val-aux/beyondaime/reward/worst@8/mean,rollout_corr/k3_kl,val-core/brumo25/reward/best@8/std,timing_s/agent_loop/generate_sequences/mean,critic/rewards/min,training/rollout_probs_diff_valid,rollout_corr/rollout_is_ratio_fraction_high,num_turns/mean,timing_s/agent_loop/tool_calls/mean,training/rollout_probs_diff_std,val-aux/aime24/reward/best@2/std,val-aux/aime25/reward/worst@4/std,val-aux/brumo25/reward/worst@2/mean,rollout_corr/rollout_is_min,_step,perf/total_num_tokens,val-aux/aime25/reward/best@4/std,val-core/hmmt25/reward/mean@8,val-aux/num_turns/min,val-aux/aime24/reward/best@4/mean,val-aux/beyondaime/reward/worst@2/mean,actor/entropy,val-aux/aime25/reward/worst@2/std,timing_s/agent_loop/slowest/response_length,critic/rewards/mean,val-aux/beyondaime/reward/best@4/mean,rollout_corr/training_log_ppl,critic/returns/min,timing_s/step,val-aux/beyondaime/reward/best@2/std,critic/rewards/max,actor/pg_loss,val-aux/aime24/reward/worst@2/std,timing_s/agent_loop/tool_calls/max,critic/returns/max,val-core/avg/reward/mean@8,val-core/aime24/reward/best@8/std,val-core/aime24/reward/best@8/mean,rollout_corr/rollout_is_seq_std,val-aux/brumo25/reward/worst@8/mean,_runtime,rollout_corr/rollout_log_ppl,perf/max_memory_reserved_gb,critic/score/mean,response_length/clip_ratio,critic/advantages/mean,val-aux/hmmt25/reward/best@2/mean,timing_s/agent_loop/slowest/tool_calls,rollout_corr/log_ppl_diff,training/rollout_actor_probs_pearson_corr,val-aux/hmmt25/reward/best@2/std,timing_s/reward,timing_s/adv,prompt_length/max,val-aux/aime25/reward/best@4/mean,timing_s/update_actor,val-aux/hmmt25/reward/std@8,perf/cpu_memory_used_gb,critic/score/max,rollout_corr/rollout_is_seq_mean,val-aux/aime24/reward/worst@2/mean,rollout_corr/chi2_token,val/generations,actor/lr,val-aux/hmmt25/reward/worst@8/mean,val-aux/num_turns/max,rollout_corr/rollout_is_seq_max,val-aux/aime25/reward/worst@2/mean,training/rollout_probs_diff_max,val-aux/aime24/reward/worst@4/std,perf/time_per_step,val-core/aime25/reward/best@8/std,val-aux/beyondaime/reward/worst@8/std,distill/teacher_kl,perf/throughput,timing_s/testing,response_length/max,response/aborted_ratio,val-aux/brumo25/reward/best@4/std,training/rollout_probs_diff_mean,timing_s/agent_loop/generate_sequences/max,val-aux/hmmt25/reward/worst@8/std,critic/score/min,prompt_length/clip_ratio,val-aux/brumo25/reward/best@2/mean,rollout_corr/rollout_is_ratio_fraction_low,timing_s/agent_loop/generate_sequences/min,timing_s/gen,val-core/hmmt25/reward/best@8/std
,0.09669,0.10590998129481373,0.0980797519780369,,0.12286666666666667,,0.0,,,,0.11258705178703174,,,,,0.012654321288621912,,,,,0.018430670557671613,,0.09303738306947165,0.04751611272128759,,0.08072760072881378,,0.34906666666666664,0.14889999999999998,0.0,,0.08333333333333333,1765495557.7717657,,,,,,,0.09518523952184406,,0.07471112672035375,,,,0.004681362027411592,,2.0,0.0625,,,,,0.19303333333333333,,0.03625,0.024277913224667897,0.06466666666666668,,0.0121,,0.03786767894206045,,,,0.040466666666666665,,0.04296688938708128,0.008117744546782591,0.0231,,0.049076714772240335,0.10376666666666666,0.09644717600310984,,0.2375,0.3237333333333333,0.003433333333333333,0.05394,,,0.0002666666666666667,,0.18010466666666666,,0.0016333333333333334,,0.011733333333333333,0.04302707641910663,0.0507781957167576,,0.01027,,0.03770365586128739,,,,,,,,0.09348004231471278,0.020393194614513763,0.18973333333333334,,0,,0.0957726716513274,0.0125,2.0,0.1616,0.01898,,0.058026762369854754,,,0.07458999999999999,,,,0.0485228359418668,,,0.06388819844988626,,,0.08641666666666667,0.0602990721887748,0.19706666666666667,,0.11920000000000001,519.554645877,,,,,,0.0229,,,,0.04201858680547404,,,,0.15183333333333332,,0.033071891388307385,,,,0.04466666666666666,,"{'_latest_artifact_path': 'wandb-client-artifact://q34p3b0j89admcec7h5vsknwsptoymt1sgv1yidhiw1haqunxt3dkgehiwpw5nfl2hbuhoa5cuoo2hbr7xs7c10bw9og3wm67vul0ld11b4to6zst0pbotfvwptjuvd2:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://sokrqd7j7z96xz216ymwcuz6foem85358j7kqoqmurd7vzwpx7ma835nx18la75rbsx2n8akgmc7wvovmm7l05vpedx6ymhzc7q44fiote4g4t5sug5unjdtd43ewuis/val/generations.table.json', 'path': 'media/table/val/generations_0_18a35a558da3d10e0ef4.table.json', '_type': 'table-file', 'nrows': 1, 'size': 62660, 'log_mode': 'IMMUTABLE', 'ncols': 31, 'sha256': '18a35a558da3d10e0ef486d71cc43ca39479d92e4c3353ae0171bf9f539cd656'}",,0.0,2.0,,0.020633333333333333,,0.033325308158699204,,0.07022314505829882,0.0019074212393481904,,,,,,0.06590228276561756,,,0.0,,,0.2842666666666666,,,,0.04779742653336656
-0.15499019622802734,,,,1.0,,0.0,,0.07837295532226562,0.9284214973449707,0.06624527720164455,,1.0,0.002024165206876205,0.0006868587200443699,94.259765625,,25.344571500085294,-29.026111602783203,2.0,7.795199780957773e-05,,5.948075809669717e-09,,,2.0,,0.0,,,,0.0,,1765495862.565503,0.9999748468399048,0.0,1.0007111108861864,0.03076171875,0.0,0.9987136005813739,,0.1740041971206665,,2.0,0.0,2.0,,,,,0.10610582153452533,1282.666015625,0.031019892592194037,0.00026844899912248366,,36.0,,,,0.0005254110617098034,,0.03588617965579033,,1.8320422391407192,25.435648445039988,153.95005083084106,,2.9524412155151367,,,,7.0749570646455595e-09,,,,3.2193610668182373,,,,,1282.666015625,8192.0,,0.0,,5.131275177001953,,102.0,,,,22.95599782899808,,0.000660785757645499,,0.0,-6748.3310546875,1.0,1.5227074072754476e-06,2.0,0.0,0.008848458528518677,,,,1.101898669730872e-05,1,2819944.0,,,,,,1.2287938594818115,,1756.0,-505.1542053222656,,1.0428748815320432,-29.026111602783203,304.0400878859982,,-29.815319061279297,7.621643982602677e-05,,0.0,5.131275177001953,,,,0.006608711089938879,,1124.20936237,1.0421840010676533,161.4921875,-505.1542053222656,0.03076171875,7.0749570646455595e-09,,0.0,0.0006908679156367725,0.9997127056121826,,17.81956417100082,1.48162977100219,269.0,,87.47435999600202,,326.60748291015625,-29.815319061279297,1.0000852346420288,,0.001267511397600174,,1e-05,,,1.1740041971206665,,0.5309406518936157,,304.0400878859982,,,0.39383143186569214,2318.727128721062,,8192.0,0.0,,0.0029293771367520094,0.0,,-6748.3310546875,0.0,,6.0908296291017905e-06,0.0,174.01971868100009,
-0.06166648864746094,,,,1.0,,0.00341796875,,0.1419849395751953,0.6847847700119019,0.060625512949188276,,2.0,0.0016854354207680444,0.0004714609441762718,100.365234375,,45.17568624578416,-32.30601501464844,2.0,5.625599806080572e-05,,-1.4248621837964492e-08,,,2.0,,0.0,,,,0.0,,1765496467.2215633,1.094996690750122,0.0,1.0008140858262777,0.19677734375,0.0,0.9600050903590225,,52.871158599853516,,2.0,0.0,2.0,,,,,0.15424153013175573,2995.16162109375,0.024292068262719388,7.510400246246718e-05,,34.0,,,,0.00022778481077552658,,0.1919507384300232,,3.0314659625291824,45.3021536860615,176.08787441253662,,2.385838508605957,,,,-1.3790915076583588e-08,,,,434508.5,,,,,2995.16162109375,8192.0,,0.0,,13.695696830749512,,65.0,,,,43.39643256099953,,0.00045085331919381133,,0.0,-11235.5,1.0,0.00690844003111124,2.0,0.0,0.17374256253242493,,,,2.06115369216775e-09,2,6339639.0,,,,,,1.226693868637085,,1023.0,-776.933349609375,,1.288588426541537,-32.30601501464844,604.469578491,,4881.88916015625,0.00016035738290298696,,0.0,13.695696830749512,,,,1.3706949949264526,,2224.306527543,1.2877891981042922,182.427734375,-776.933349609375,0.19677734375,-1.3790915076583588e-08,,0.0,0.0007992313555860164,0.8919886350631714,,33.41419671600306,1.4440734700001485,454.0,,154.0029433489981,,414.4913330078125,4881.88916015625,1.0335789918899536,,0.0008570915088057518,,1e-05,,,53.871158599853516,,1.0,,604.469578491,,,0.25939613580703735,2621.984308882135,,8192.0,0.0,,0.0690934807062149,0.0,,-11235.5,0.0,,0.07164517045021057,0.0,371.8824133519993,
-0.016158580780029297,,,,1.0,,0.00244140625,,0.03728675842285156,0.5678319931030273,0.07107588379332873,,3.0,0.0005757009478202235,0.0001845557029724887,98.34375,,2.218221412971616,-41.38860321044922,8.0,4.956799966748804e-05,,-7.605664431586945e-10,,,8.0,,0.0,,,,0.0,,1765497567.3181396,1.0511175394058228,0.0,1.0003891014494002,0.4833984375,0.0,0.9718233365277142,,82.2552719116211,,2.0,0.0,2.0,,,,,0.17469987071375104,5015.60009765625,0.022675748965971573,3.3664000511635095e-05,,38.0,,,,0.00016865528426086843,,0.15724247694015503,,3.1996698076836765,2.231481003575027,186.22850370407104,,0.5821197032928467,,,,9.507080539483681e-11,,,,674298.1875,,,,,5015.60009765625,8192.0,,0.0,,24.261016845703125,,78.0,,,,74.82344663599724,,0.00016130994808349897,,0.0,-18874.40234375,1.0,0.0015200620982795954,2.0,0.0,0.19619899988174438,,,,2.06115369216775e-09,3,10473357.0,,,,,,0.3522593379020691,,8192.0,-486.9228210449219,,0.2881786513607949,-41.38860321044922,1099.8897614999987,,3543.865966796875,0.00013087388323196336,,0.0,24.261016845703125,,,,2.510529041290283,,3270.89029991,0.2877904513152316,193.078125,-486.9228210449219,0.4833984375,9.507080539483681e-11,,0.0,0.00038819823419089516,0.6304447054862976,,55.29286686100022,1.766387002000556,342.0,,237.49121416300113,,459.42022705078125,3543.865966796875,1.0296962261199951,,0.0002648872323334217,,1e-05,,,83.2552719116211,,1.0,,1099.8897614999987,,,0.09708166122436523,2380.5469799347734,,8192.0,0.0,,0.0926586464047432,0.0,,-18874.40234375,0.0,,0.06791554391384125,0.0,730.0878534549993,
-0.02256298065185547,,,,1.0,,0.00146484375,,0.07969522476196289,0.6032683849334717,0.06957057863183784,,4.0,0.000596292937416365,0.0001469112965679642,94.162109375,,1.807557520456612,-45.9676513671875,8.0,4.8224999773083255e-05,,2.3632551471308716e-09,,,8.0,,0.0,,,,0.0,,1765498613.902243,0.9648987650871277,0.0,1.0004084091633558,0.47021484375,0.0,0.9756843310731075,,44.625648498535156,,2.0,0.0,2.0,,,,,0.1710254067930002,4842.51220703125,0.023105451976690432,4.035199890495278e-05,,37.0,,,,0.0001830325977179308,,0.14664705097675323,,2.462988288141787,1.8152027418836951,186.59180545806885,,0.39051321148872375,,,,3.151006788826294e-09,,,,366118.6875,,,,,4842.51220703125,8192.0,,0.0,,17.80326271057129,,115.0,,,,67.93359587400118,,0.00013024869161881725,,0.0,-16241.5859375,1.0,0.0008982134168036282,2.0,0.0,0.18764807283878326,,,,2.06115369216775e-09,4,10110309.0,,,,,,0.2662447392940521,,914.0,-334.6220703125,,0.19857737980782986,-45.9676513671875,1046.3827486839982,,5586.6005859375,0.00018071194849722527,,0.0,17.80326271057129,,,,0.9946643114089966,,4633.407473024,0.19817124950350262,193.6953125,-334.6220703125,0.47021484375,3.151006788826294e-09,,0.0,0.00040613034354919364,0.5591624975204468,,52.60566054300216,1.8505161200009752,541.0,,233.60325906900107,,463.48345947265625,5586.6005859375,0.9776691794395447,,0.00021825730800628662,,1e-05,,,45.625648498535156,,1.0,,1046.3827486839982,,,0.06910092383623123,2415.5379598706613,,8192.0,0.0,,0.08572360873222351,0.0,,-16241.5859375,0.0,,0.05826862156391144,0.0,689.9637786109997,
-0.0023248791694641113,,,,1.0,,0.00146484375,,0.005743056535720825,0.4091731309890747,0.07180170365866412,,5.0,0.0004384603762446204,0.0002590425721109568,97.326171875,,1.1369614014402032,-53.91065979003906,432.0,5.1711998821701854e-05,,-1.0713959719410582e-09,,,432.0,,0.00048828125,,,,0.0,,1765499976.4192274,0.9457741379737854,0.0,1.0003404482267797,0.650390625,0.0,0.9767590577124023,,6.605409145355225,,2.0,0.0,2.0,,,,,0.18247608154674685,6230.86181640625,0.022025552236555855,3.683199975057505e-05,,40.0,,,,0.000116802745790529,,0.14522653818130493,,3.4232921162620187,1.137371750548482,190.96421718597412,,0.7869448661804199,,,,-1.2244525393612093e-09,,,,39570.73046875,,,,,6230.86181640625,8192.0,,0.0,,27.99736976623535,,84.0,,,,89.52952991500206,,0.00025355389379910775,,0.0,-7977.296875,1.0,0.0022117726039141417,2.0,0.0,0.16606684029102325,,,,2.06115369216775e-09,5,12960129.0,,,,,,0.2722342610359192,,8192.0,-756.8753051757812,,0.12402428773930296,-53.91065979003906,1362.3274324310005,,6997.0078125,0.00027318145859567267,,0.0,27.99736976623535,,,,0.1606176644563675,,6076.841359677,0.12368407915346324,197.537109375,-756.8753051757812,0.650390625,-1.2244525393612093e-09,,0.0,0.00034020858038275037,0.6590073108673096,,69.12632380899959,1.5137786529994628,494.0,,285.45399828200243,,480.4378662109375,6997.0078125,0.9589405655860901,,0.0004981178790330887,,1e-05,,,7.605409145355225,,1.0,,1362.3274324310005,,,0.12147200852632523,2378.3065457460075,,8192.0,0.0,,0.07307412475347519,0.0,,-7977.296875,0.0,,0.04722210019826889,0.0,916.2475390559994,
-0.002580404281616211,,,,1.0,,0.0009765625,,0.004472225904464722,0.7167311310768127,0.07335864217374014,,6.0,0.0004987637239537435,0.0003573766190356764,95.72265625,,1.1648729788139462,-49.696285247802734,449.0,6.144100188976154e-05,,5.926229729169563e-09,,,449.0,,0.0,,,,0.0,,1765501419.8527439,0.9671652317047119,0.0,1.0004242742434144,0.69384765625,0.0,0.9748015560368009,,21.812118530273438,,2.0,0.0,2.0,,,,,0.18388876637370424,6517.43359375,0.02191958079892824,3.523199848132208e-05,,35.0,,,,0.00011203887411063031,,0.15194375813007355,,70.54526820918545,1.1653918912634254,191.1185507774353,,0.8110384941101074,,,,7.170006366408188e-09,,,,178891.515625,,,,,6517.43359375,8192.0,,0.0,,21.43054962158203,,78.0,,,,92.63039156499872,,0.00035023002089928923,,0.0,-3276.6796875,1.0,0.0034704096615314484,2.0,0.0,0.15436744689941406,,,,2.06115369216775e-09,6,13543744.0,,,,,,0.2991281747817993,,8192.0,-1025.39892578125,,0.14899719378445297,-49.696285247802734,1443.1808427400028,,6261.6435546875,0.00018826948340500138,,0.0,21.43054962158203,,,,0.4870498776435852,,7803.727488398,0.14857318910071626,198.322265625,-1025.39892578125,0.69384765625,7.170006366408188e-09,,0.0,0.0004240043300569596,0.7379154562950134,,72.53547861499828,1.5174258290026046,742.0,,296.87319092799953,,484.58221435546875,6261.6435546875,0.9728597402572632,,0.0006880443543195724,,1e-05,,,22.812118530273438,,1.0,,1443.1808427400028,,,0.1573317050933838,2346.1619637158637,,8192.0,0.0,,0.06972216069698334,0.0,,-3276.6796875,0.0,,0.04438313841819763,0.0,979.1694415769998,
-0.0015194863080978394,,,,1.0,,0.00341796875,,0.003958910703659058,0.47581756114959717,0.07582955831273955,,7.0,0.0006597296487598214,0.0006203344312325498,95.259765625,,1.254652788862586,-35.31271743774414,623.0,5.817700002808124e-05,,8.867978351645434e-09,,,623.0,,0.00048828125,,,,0.0,,1765503146.7382889,0.9597753882408142,0.0,1.000634390860796,0.86767578125,0.0,0.958757883634796,,2.7469124794006348,,2.0,0.0,2.0,,,,,0.18742246356035397,7635.435546875,0.021813662580379013,4.672000068239868e-05,,39.0,,,,0.00010021634358363267,,0.19398550689220428,,14.730324478819966,1.255470970645547,192.41106271743774,,1.373156189918518,,,,9.305131776216058e-09,,,,16552.76953125,,,,,7635.435546875,8192.0,,0.0,,17.182430267333984,,96.0,,,,107.81551410100292,,0.0006028063680787454,,0.0,-3406.639404296875,1.0,0.008158788084983826,2.0,0.0,0.16201302409172058,,,,2.06115369216775e-09,7,15832464.0,,,,,,0.4302162528038025,,8192.0,-1796.8299560546875,,0.2239850414916873,-35.31271743774414,1726.6663604429996,,3192.11962890625,0.00016775805287672085,,0.0,17.182430267333984,,,,0.10898350924253464,,9686.905869809,0.22335098253097385,198.904296875,-1796.8299560546875,0.86767578125,9.305131776216058e-09,,0.0,0.000634057256320375,0.791247546672821,,85.59457258899783,1.5866716519994952,306.0,,345.36402751199785,,487.01751708984375,3192.11962890625,0.96183180809021,,0.0011792778968811035,,1e-05,,,3.7469124794006348,,0.9999998807907104,,1726.6663604429996,,,0.23532778024673462,2292.345580291778,,8192.0,0.0,,0.08649902045726776,0.0,,-3406.639404296875,0.0,,0.0636676698923111,0.0,1185.7750119320008,
-0.000600963830947876,,,,1.0,,0.0048828125,,0.0025472640991210938,0.7756748795509338,0.07761817386853698,,8.0,0.0009625417260394897,0.0009528294347092015,98.396484375,,1.4809087086468935,-33.51863098144531,8192.0,5.020900061936118e-05,,3.4924596548080444e-09,,,8192.0,,0.0,,,,0.0,,1765505029.917415,0.9798077940940857,0.0,1.0009534219279885,1.0,0.0,0.9350999808935956,,11.264862060546875,,2.0,0.0,2.0,,,,,0.19002461498800013,8192.0,0.021744874631980722,5.1872000767616555e-05,,36.0,,,,0.00011458319137135078,,0.24390771985054016,,11.787585162092,1.4823340866714716,192.41106271743774,,2.8302927017211914,,,,3.4924596548080444e-09,,,,92794.515625,,,,,8192.0,8192.0,,0.0,,17.575838088989258,,87.0,,,,117.19208141100171,,0.0009580758860465721,,0.0,-3082.155029296875,1.0,0.014915227890014648,2.0,0.0,0.17578724026679993,,,,2.06115369216775e-09,8,16978732.0,,,,,,0.6161885857582092,,8192.0,-1853.2391357421875,,0.3908874315675348,-33.51863098144531,1882.945094679002,,715.7695922851562,0.0003759701437502372,,0.0,17.575838088989258,,,,0.3153456747531891,,11561.305577728,0.3899346033576876,198.9140625,-1853.2391357421875,1.0,3.4924596548080444e-09,,0.0,0.0009528310583846178,0.8170194029808044,,91.83032876099969,1.9454772979988775,484.0,,369.2003987499993,,487.9404296875,715.7695922851562,0.9798077940940857,,0.0019385926425457,,1e-05,,,12.264862060546875,,0.9999997615814209,,1882.945094679002,,,0.22622549533843994,2254.2786892698105,,8192.0,0.0,,0.10520142316818237,0.0,,-3082.155029296875,0.0,,0.0995745062828064,0.0,1302.2168685180004,
-0.0006049275398254395,,,,1.0,,0.00341796875,,0.003154933452606201,0.7899124622344971,0.07711331299108266,,9.0,0.001085199743101839,0.001076852280220919,96.2265625,,1.557731264270842,-32.873313903808594,8192.0,6.112100163591094e-05,,9.42964106798172e-09,,,8192.0,,0.0,,,,0.0,,1765506904.3167233,0.9868162274360657,0.0,1.0010775839909911,1.0,0.0,0.9317483799716164,,14.72929859161377,,2.0,0.0,2.0,,,,,0.1888648201529682,8192.0,0.02185859865332802,5.936099842074327e-05,,37.0,,,,8.977305251329003e-05,,0.25265073776245117,,25.57516388874501,1.5594231924042106,193.38620281219482,,2.004995584487915,,,,9.42964106798172e-09,,,,121143.03125,,,,,8192.0,8192.0,,0.0,,20.278305053710938,,123.0,,,,115.37329649100138,,0.001065021999693272,,0.0,-2975.09375,1.0,0.016708195209503174,2.0,0.0,0.177349254488945,,,,2.06115369216775e-09,9,16974288.0,,,,,,0.6312075257301331,,8192.0,-1869.92529296875,,0.4410361950285733,-32.873313903808594,1874.1137059110006,,-168.8595428466797,0.00036624451115585543,,0.0,20.278305053710938,,,,0.39310741424560547,,14581.479483131,0.4399593430571258,200.30078125,-1869.92529296875,1.0,9.42964106798172e-09,,0.0,0.0010768548600026406,0.8233475685119629,,91.92922828600058,1.5238336479997088,1533.0,,371.034148818002,,493.2423095703125,-168.8595428466797,0.9868162274360657,,0.0021430589258670807,,1e-05,,,15.72929859161377,,1.0,,1874.1137059110006,,,0.22826236486434937,2264.3087164965873,,8192.0,0.0,,0.10272911936044693,0.0,,-2975.09375,0.0,,0.1025470495223999,0.0,1293.746708527,
