val-core/beyondaime/reward/best@8/mean,perf/cpu_memory_used_gb,response_length/min,val-core/brumo25/reward/best@8/std,val-core/aime24/reward/best@8/mean,val-aux/hmmt25/reward/worst@4/std,timing_per_token_ms/gen,val-aux/brumo25/reward/worst@8/mean,response_length_non_aborted/clip_ratio,val-aux/aime24/reward/worst@8/mean,val-aux/beyondaime/reward/worst@8/mean,val-aux/aime24/reward/worst@4/mean,rollout_corr/rollout_rs_seq_max,critic/rewards/min,val-aux/aime25/reward/best@4/std,val-aux/hmmt25/reward/worst@8/std,mining/masked_adv_mean,val-aux/hmmt25/reward/best@4/mean,rollout_corr/ppl_ratio,timing_s/agent_loop/generate_sequences/min,rollout_corr/log_ppl_diff_max,training/rollout_probs_diff_valid,rollout_corr/rollout_rs_seq_mean,prompt_length/min,response_length_non_aborted/min,rollout_corr/chi2_token,perf/total_num_tokens,val-core/aime24/reward/mean@8,val-aux/brumo25/reward/worst@4/std,timing_s/start_profile,critic/score/mean,prompt_length/max,_step,prompt_length/clip_ratio,timing_s/stop_profile,training/rollout_probs_diff_mean,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_mean,mining/kept_token_ratio,val-aux/hmmt25/reward/worst@2/mean,val-aux/aime25/reward/best@4/mean,prompt_length/mean,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/tool_calls/mean,rollout_corr/rollout_rs_min,val-aux/aime25/reward/worst@2/mean,critic/score/min,val-aux/aime25/reward/best@2/std,timing_s/agent_loop/generate_sequences/mean,rollout_corr/rollout_rs_ratio_fraction_low,val-core/hmmt25/reward/best@8/mean,val-aux/aime25/reward/worst@8/std,val-aux/hmmt25/reward/worst@2/std,critic/advantages/min,timing_s/update_actor,critic/returns/mean,num_turns/max,val-aux/brumo25/reward/worst@2/std,val-aux/brumo25/reward/std@8,rollout_corr/rollout_rs_std,val-aux/aime25/reward/worst@4/std,val-aux/num_turns/min,val-aux/brumo25/reward/best@4/std,num_turns/min,response_length_non_aborted/mean,val-core/avg/reward/best@8/mean,val-aux/hmmt25/reward/best@2/mean,val-aux/brumo25/reward/best@2/std,val-core/aime24/reward/best@8/std,val-aux/aime24/reward/best@4/std,val-aux/aime24/reward/best@2/mean,critic/returns/min,val-aux/brumo25/reward/worst@4/mean,rollout_corr/rollout_rs_seq_fraction_high,perf/time_per_step,val-core/beyondaime/reward/mean@8,training/rollout_probs_diff_max,val-aux/beyondaime/reward/best@2/mean,timing_s/agent_loop/slowest/prompt_length,rollout_corr/rollout_rs_seq_fraction_low,perf/max_memory_reserved_gb,timing_s/adv,val-aux/aime24/reward/worst@2/std,timing_s/reward,val-core/aime25/reward/best@8/mean,rollout_corr/log_ppl_diff_min,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/training_log_ppl,timing_s/agent_loop/slowest/tool_calls,val-aux/hmmt25/reward/best@2/std,val-core/avg/reward/best@8/std,val-aux/beyondaime/reward/worst@2/mean,val-aux/num_turns/max,training/epoch,timing_s/agent_loop/tool_calls/min,rollout_corr/chi2_seq,val-aux/beyondaime/reward/best@4/std,response_length/clip_ratio,critic/score/max,critic/rewards/mean,rollout_corr/rollout_rs_eff_sample_size,rollout_corr/rollout_rs_max,val-aux/beyondaime/reward/std@8,response_length/max,timing_s/agent_loop/slowest/generate_sequences,timing_s/testing,training/rollout_actor_probs_pearson_corr,val-aux/aime25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@8/mean,num_turns/mean,timing_s/old_log_prob_pre,critic/advantages/mean,perf/mfu/actor,timing_s/agent_loop/slowest/response_length,val-aux/hmmt25/reward/worst@4/mean,val-core/brumo25/reward/best@8/mean,perf/throughput,val-aux/aime25/reward/worst@8/mean,response_length_non_aborted/max,rollout_corr/rollout_rs_seq_masked_fraction,rollout_corr/rollout_ppl,timing_s/agent_loop/generate_sequences/max,val-aux/aime24/reward/best@4/mean,val-aux/beyondaime/reward/worst@4/std,val-aux/hmmt25/reward/std@8,rollout_corr/k3_kl,training/global_step,val-aux/beyondaime/reward/best@2/std,timing_s/step,val-aux/brumo25/reward/worst@2/mean,val-aux/aime24/reward/worst@8/std,val-aux/brumo25/reward/best@2/mean,rollout_corr/rollout_log_ppl,val-aux/aime24/reward/worst@2/mean,actor/is_ratio_mean,rollout_corr/rollout_is_veto_fraction,val-aux/beyondaime/reward/worst@4/mean,actor/pg_loss,_runtime,rollout_corr/rollout_rs_seq_std,response_length/mean,actor/lr,rollout_corr/rollout_rs_seq_min,rollout_corr/rollout_rs_ratio_fraction_high,mining/type,rollout_corr/rollout_is_catastrophic_token_fraction,timing_per_token_ms/adv,timing_s/save_checkpoint,val-aux/beyondaime/reward/best@4/mean,_timestamp,rollout_corr/training_ppl,val/generations,actor/grad_norm,val-core/hmmt25/reward/mean@8,val-aux/beyondaime/reward/worst@2/std,rollout_corr/rollout_rs_masked_fraction,rollout_corr/kl,val-aux/brumo25/reward/worst@8/std,val-core/hmmt25/reward/best@8/std,val-core/beyondaime/reward/best@8/std,timing_s/agent_loop/tool_calls/max,perf/max_memory_allocated_gb,val-aux/hmmt25/reward/best@4/std,val-aux/aime24/reward/worst@4/std,val-aux/num_turns/mean,val-core/aime25/reward/mean@8,val-aux/aime24/reward/best@2/std,rollout_corr/log_ppl_diff,response/aborted_ratio,val-core/avg/reward/mean@8,rollout_corr/log_ppl_abs_diff,val-aux/aime25/reward/std@8,distill/teacher_kl,critic/returns/max,val-core/brumo25/reward/mean@8,timing_per_token_ms/update_actor,training/rollout_probs_diff_std,actor/entropy,critic/rewards/max,val-aux/aime25/reward/worst@2/std,critic/advantages/max,val-core/aime25/reward/best@8/std,val-aux/brumo25/reward/best@4/mean,adv/mean,val-aux/aime25/reward/best@2/mean,timing_s/gen
0.08589000000000001,,,0.06670931324002918,0.1822,0.001053565375285274,,0.08333333333333333,,0.015700000000000002,0.00165,0.036,,,0.0833355949168235,0.0,,0.013733333333333332,,,,,,,,,,0.09583333333333334,0.06439442448050495,,,,0,,,,0.08148662839062441,,,0.0006,0.14946666666666666,,0.008188087438268772,,,0.022833333333333334,,0.09710594622966093,,,0.0217,0.004211095262311814,0.0044317039612320665,,,,,0.09451463628727058,0.11849510359531476,,0.021715778264625882,2.0,0.08501598164867546,,,0.159078,0.0084,0.1063992657424956,0.035736646166775014,0.05374515276735817,0.13106666666666666,,0.10866666666666666,,,0.04,,0.057999999999999996,,,,,0.06744485216467129,,0.1857666666666667,,,,,0.014472042012100433,0.037314687827292095,0.022220000000000004,2.0,,,,0.0301782639702197,,,,,,0.041923800305282234,,,,,0.0038,0.0,,,,,,3.3333333333333335e-05,0.31983333333333336,,0.0002,,,,,0.15916666666666665,0.02007676417029412,0.011023963796102461,,,0.03936916578440088,,0.14686666666666667,0.031226641926136858,0.24366666666666667,,0.06196666666666666,,,0.00891,,529.16620977,,,,,,,,,,0.07414,1769951922.9854512,,"{'size': 65039, '_type': 'table-file', 'sha256': '2704f8b9b809414882b48744a53b7caa58ed7e5daa8289eb75b722834052b5f1', 'nrows': 1, 'path': 'media/table/val/generations_0_2704f8b9b809414882b4.table.json', '_latest_artifact_path': 'wandb-client-artifact://p68o5j30nh1r9fl5warfytg5mfib8nxjurdy23kfqtm1z8sd0wd5ncm24l2gnhalkjxljd0oqmclmtp5g2md8s6rjwvzj85q5yj4i94jglxy0vutw84bnnlh95kisf82:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://cu4f1o5v9785t3kto6sa7gkcg86uhbvpmi9rrw1adxlt91eeddqiefhpk8rtuvr6t4921uzukphcq6aw8dv1q9e3fvjnfekcf5uawlfgtv6asg7l4i37sw6lsu64c5x3/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 31}",,0.004166666666666667,0.032397720917501004,,,0.036078084877677156,0.015888465417822243,0.021291805770248064,,,0.016406502775830487,0.04925803581956711,2.0,0.0625,0.07035649721024567,,,0.07966666666666666,,0.0905391241948268,,,0.19583333333333333,,,,,0.05981874668594337,,0.04694720854158601,0.2843666666666667,,0.103,
,323.97479248046875,2.0,,,,0.07351377183460762,,0.0322265625,,,,1.1427339315414429,-4989.0078125,,,0.2014489322900772,,1.000346229877323,0.0,0.09049034118652344,1.0,1.0004918575286865,36.0,2.0,0.0013362755998969078,2652913.0,,,0.0002771849976852536,-478.6809997558594,269.0,1,0.0,4.8833026085048914e-05,0.002995908260345459,,1.0000149011611938,0.3000008463859558,,,94.259765625,,0.0,9.41163236234388e-09,,-4989.0078125,,0.0,7.723988346697297e-06,,,,-17.003137588500977,87.84649374202127,-2.4378401519697945e-09,2.0,,,0.035955872386693954,,,,2.0,1201.10791015625,,,,,,,-28.417766571044922,,0.0,310.0995095339604,,0.7480409145355225,,102.0,0.0,159.16015625,1.9569926480180584,,17.474466148996726,,-0.13300228118896484,0.14273393154144287,1.0759721747599542,0.0,,,,,0.0,0.0,1.6428507706150413,,0.0322265625,-35.41712951660156,-478.6809997558594,0.9987089633942786,3.7818238735198975,,8192.0,0.0,,0.9997064471244812,,,2.0,21.66148303996306,0.06043485179543495,0.09902873315933468,757.0,,,2138.7594291804803,,8192.0,0.00830078125,45.20300455298275,0.0,,,,0.0006516326051269061,1.0,,310.0995095339604,,,,1.0756546428892761,,1.0,0.0,,-0.00046871677460558203,891.484686004,0.008207539096474648,1201.10791015625,1e-05,0.9136315584182739,2.845680000973516e-06,student_entropy,0.0,0.0007376769038479809,,,1769952233.7614033,45.00133405253291,,0.01732911728322506,,,1.0569668120297138e-05,0.0006384872266806951,,,,0.0,153.05829620361328,,,,,,0.0003175386448219797,0.0,,0.0022340588711813325,,0.398532897233963,4.379977703094482,,0.03311322072831686,0.008948327973484993,1.2313200235366821,-35.41712951660156,,3.8657174110412598,,,-1.9850097121576482e-09,,180.83424840902444
,378.4732666015625,2.0,,,,0.06710061507361534,,0.0693359375,,,,1.1253819465637207,-5709.5068359375,,,0.19588270783424377,,1.0005032778717577,0.0,0.0738534927368164,1.0,1.0002189874649048,34.0,2.0,0.001236787997186184,3466847.0,,,6.579200271517038e-05,-567.2037963867188,454.0,2,0.0,5.7056022342294455e-05,0.0025741695426404476,,1.000010371208191,0.3000349998474121,,,100.365234375,,0.0,0.17710548639297485,,-5709.5068359375,,0.0,3.372889068486984e-06,,,,-14.983994483947754,96.8498840140528,1.1640776342858317e-08,2.0,,,0.0343206487596035,,,,2.0,1592.43115234375,,,,,,,-28.662803649902344,,0.0,362.16646129701985,,0.43216484785079956,,65.0,0.0,172.400390625,2.061430494009983,,19.8086727320333,,-0.11145210266113281,0.1253819465637207,0.9075431746896356,0.0,,,,,0.0,0.0,4.446091539692134,,0.0693359375,-23.171977996826172,-567.2037963867188,0.9988233599135082,4.676196098327637,,8192.0,0.0,,0.9997516870498657,,,2.0,24.30288518196903,0.05877166613936424,0.12356917248113143,3737.0,,,2393.130901453607,,8192.0,0.00732421875,56.902233742177486,0.0,,,,0.0005997069213208306,2.0,,362.16646129701985,,,,0.9070532354526222,,1.0,0.0,,-0.00045294875337731355,1350.088422501,0.005343810189515352,1592.43115234375,1e-05,0.9301555156707764,1.5331314671129803e-06,student_entropy,0.0,0.0005946124804498101,,,1769952596.0800366,55.971224022097886,,0.0041112820617854595,,,4.9060204219131265e-06,0.00058424174964955,,,,0.0,166.1819453239441,,,,,,0.0004899399691566941,0.0,,0.0016433802297797229,,0.35618728399276733,5.062969207763672,,0.027936013332590912,0.008288545534014702,1.2104454040527344,-23.171977996826172,,3.3782904148101807,,,1.4073736842590279e-08,,218.83516883896664
,400.21246337890625,2.0,,,,0.06669189183009604,,0.13623046875,,,,1.0939031839370728,-7073.55078125,,,0.18191608786582947,,1.0005444283597171,0.0,0.02581310272216797,1.0,0.9984123706817627,38.0,2.0,0.0009891623631119728,4454125.0,,,3.4240016248077154e-05,-583.197998046875,342.0,3,0.0,4.912103759124875e-05,0.009005690924823284,,0.9935033321380615,0.3003511428833008,,,98.34375,,0.0,2.06115369216775e-09,,-7073.55078125,,0.0,0.009243502281606197,,,,-16.365673065185547,116.10379415302305,9.19405707122678e-09,2.0,,,0.07911889255046844,,,,2.0,2076.52197265625,,,,,,,-33.72830581665039,,0.0,458.4686526080477,,0.9999998807907104,,78.0,0.0,177.830078125,2.1245443950174376,,24.459153134026565,,-0.0760812759399414,0.3268859386444092,0.7621580816339701,0.0,,,,,0.0,0.0,5.272577941417694,,0.13623046875,1884.0865478515625,-583.197998046875,0.9936969730568668,237.06134033203125,,8192.0,0.0,,0.9865476489067078,,,2.0,31.816901320999023,0.05463871359825134,0.13916955280702564,1037.0,,,2428.8056417064918,,8192.0,0.037109375,23.818421645089984,0.0,,,,0.000504026724911455,3.0,,458.4686526080477,,,,0.761620304081589,,1.0,0.0,,-0.000433280117420054,1872.677555169,0.01683769002556801,2076.52197265625,1e-05,0.6731140613555908,0.001074607134796679,student_entropy,0.0,0.00047698355906433643,,,1769953054.6837919,23.689388540573418,,0.005243582185357809,,,0.010318109765648842,0.0005160211209727095,,,,0.0,171.40375900268555,,,,,,0.0005377731686166953,0.0,,0.0013479100625772844,,0.280853271484375,6.015704154968262,,0.026066577420486188,0.06001734733581543,1.0339691638946533,1884.0865478515625,,0.1989257037639618,,,1.2065387799964356e-08,,283.6217421480105
,412.6865234375,5.0,,,,0.06867952919003646,,0.17236328125,,,,1.8029195070266724,-11078.47265625,,,0.1784808188676834,,1.000656379852444,0.0,0.02174091339111328,1.0,0.9953488111495972,37.0,5.0,0.0009080581367015839,4992358.0,,,3.670400474220514e-05,-616.425537109375,541.0,4,0.0,4.604802234098315e-05,0.027130065485835075,,0.9835224747657776,0.3000839650630951,,,94.162109375,,0.0,2.06115369216775e-09,,-11078.47265625,,0.0,0.028126182034611702,,,,-17.158035278320312,127.52911656699143,-3.464405873288001e-09,2.0,,,0.12617796659469604,,,,2.0,2343.5126953125,,,,,,,-34.69429016113281,,0.0,522.4490304979845,,1.0,,115.0,0.0,181.169921875,2.184627212001942,,27.171717524004634,,-0.05275917053222656,0.8029195070266724,0.7237964801024646,0.0,,,,,0.0,0.0,3.0152058717794716,,0.17236328125,2071.755126953125,-616.425537109375,0.9836395590499771,4243.0712890625,,8192.0,0.0,,0.9513326287269592,,,2.0,35.583065129001625,0.05355922877788544,0.14459331568426773,838.0,,,2388.921075823137,,8192.0,0.09912109375,12.222543314099312,0.0,,,,0.00048009201350396324,4.0,,522.4490304979845,,,,0.7231423617340624,,1.0,0.0,,-0.0004315001474424207,2412.758965766,0.038377102464437485,2343.5126953125,1e-05,0.7010259628295898,0.002797574969008565,student_entropy,0.0,0.0004375942614696186,,,1769953577.2728376,12.222051721066236,,0.00013578121433965862,,,0.03092375583946705,0.0005060969867685117,,,,0.0,174.72959518432617,,,,,,0.0006541126788306428,0.0,,0.0011364267097633274,,0.263034850358963,6.192137718200684,,0.025544866086725238,0.11481635272502899,1.0778756141662598,2071.755126953125,,1.380676031112671,,,-4.6192081271101415e-09,,329.62836186098866
,390.4317626953125,4.0,,,,0.0723869270528529,,0.18408203125,,,,1.2608556747436523,-5793.78466796875,,,0.16525453329086304,,1.0006669773720205,0.0,0.04437661170959473,1.0,0.9962930679321289,40.0,4.0,0.0008515799418091774,5033523.0,,,3.488000947982073e-05,-537.58349609375,494.0,5,0.0,4.579196684062481e-05,0.016939854249358177,,0.9873627424240112,0.30004802346229553,,,97.326171875,,0.0,2.06115369216775e-09,,-5793.78466796875,,0.0,0.015907496213912964,,,,-13.314798355102539,124.36962107202271,1.653966208436941e-08,2.0,,,0.08957632631063461,,,,2.0,2360.44873046875,,,,,,,-35.87775421142578,,0.0,539.9419876180473,,0.9999998807907104,,84.0,0.0,181.169921875,2.2247855970053934,,27.419888079049997,,-0.018967628479003906,0.34411633014678955,0.6014494579285383,0.0,,,,,0.0,0.0,1.183749119285494,,0.18408203125,7037.6240234375,-537.58349609375,0.9918319314337684,2716.83740234375,,8192.0,0.0,,0.9600350856781006,,,2.0,35.63500417495379,0.049584291875362396,0.15036461635828763,1841.0,,,2330.5850977645646,,8192.0,0.06494140625,7.435419641435146,0.0,,,,0.00042768609313270645,5.0,,539.9419876180473,,,,0.6007846840657294,,1.0,0.0,,-0.0003950065268440994,2954.961132262,0.026719192042946815,2360.44873046875,1e-05,0.6558836698532104,0.0008859792724251747,student_entropy,0.0,0.00044199372825064935,,,1769954117.354306,7.440891983918846,,0.00020461343228816986,,,0.016793474555015564,0.0004313483078703939,,,,0.0,174.72959518432617,,,,,,0.0006647741063261492,0.0,,0.0011405804748392256,,0.22774630784988403,6.835382461547852,,0.024708265179680854,0.09385024011135101,0.7678446769714355,7037.6240234375,,0.17989221215248108,,,9.451236238078309e-09,,349.9328103719745
,407.9259033203125,23.0,,,,0.06956428378004956,,0.19091796875,,,,1.196094274520874,-7110.14599609375,,,0.15859687328338623,,1.0007079532369971,0.0,0.02755880355834961,1.0,0.9944355487823486,35.0,23.0,0.000805743969976902,5169790.0,,,4.291202640160918e-05,-520.9083862304688,742.0,6,0.0,4.8640009481459856e-05,0.022936958819627762,,0.9816702604293823,0.3001854717731476,,,95.72265625,,0.0,2.06115369216775e-09,,-7110.14599609375,,0.0,0.021926313638687134,,,,-17.872541427612305,128.92794410401257,7.2185231125843075e-09,2.0,,,0.10317505151033401,,,,2.0,2428.5888671875,,,,,,,-37.868839263916016,,0.0,542.0616542700445,,1.0,,78.0,0.0,181.169921875,2.1449103159829974,,28.1151484719594,,-0.01119089126586914,0.3670865297317505,0.48110588325653225,0.0,,,,,0.0,0.0,2.263539174105972,,0.19091796875,7387.1337890625,-520.9083862304688,0.9890880415566089,1627.98095703125,,8192.0,0.0,,0.9313161373138428,,,2.0,36.52090825198684,0.047608476132154465,0.14920359653126955,8192.0,,,2384.3182594062037,,8192.0,0.1044921875,4.394069800153375,0.0,,,,0.0004038929897660637,6.0,,542.0616542700445,,,,0.48039961233735085,,1.0,0.0,,-0.0003778621261290027,3497.957165752,0.029918918386101723,2428.5888671875,1e-05,0.6329134702682495,0.0014262880431488156,student_entropy,0.0,0.00041489312254134063,,,1769954659.5563853,4.399784570559859,,7.990618541953154e-06,,,0.023352600634098053,0.0004071994610868046,,,,0.0,174.72959518432617,,,,,,0.0007062709546516999,0.0,,0.00114015815051971,,0.21449014544487,6.816003799438477,,0.024938719774693474,0.10996893048286438,0.5487780570983887,7387.1337890625,,0.17169307172298431,,,-2.0103807507609872e-09,,345.9953564510215
,403.7249755859375,26.0,,,,0.07005380576974336,,0.18798828125,,,,5.258702754974365,-6043.3291015625,,,0.16340632736682892,,1.000862046610564,0.0,0.04702615737915039,1.0,0.9952982664108276,39.0,26.0,0.0009028050117194653,5140336.0,,,3.344099968671799e-05,-525.4393920898438,306.0,7,0.0,4.6079978346824646e-05,0.026865197345614433,,0.9847785234451294,0.30458781123161316,,,95.259765625,,0.0,2.06115369216775e-09,,-6043.3291015625,,0.0,0.024332672357559204,,,,-14.180434226989746,129.7530578970327,8.25811685700728e-09,2.0,,,0.10621996968984604,,,,2.0,2414.669921875,,,,,,,-33.2778205871582,,0.00048828125,542.8561369539821,,1.0,,96.0,0.0,181.169921875,2.140766647993587,,27.919281049980782,,-0.008196413516998291,4.258702754974365,0.5186277580214664,0.0,,,,,0.0,0.0,6.337684290017933,,0.18798828125,5151.9423828125,-525.4393920898438,0.988383331560075,35597.0703125,,8192.0,0.0,,0.9188142418861389,,,2.0,36.248447110003326,0.04977157711982727,0.14719321132970412,2287.0,,,2367.2643864923953,,8192.0,0.13671875,5.678958692587912,0.0,,,,0.00046235958234319696,7.0,,542.8561369539821,,,,0.5177683318033814,,1.0,0.0,,-0.00039288585702479395,4020.995497639,0.10008770227432251,2414.669921875,1e-05,0.6302865147590637,0.0012187467655166984,student_entropy,0.0,0.00041646434162933844,,,1769955202.5524013,5.686809527687728,,2.556969093348016e-06,,,0.025551417842507362,0.00047839232018986877,,,,0.0,174.72959518432617,,,,,,0.0008594291656436326,0.0,,0.0012960984563505917,,0.21760301291942596,6.2211503982543945,,0.025242135513521433,0.1203179880976677,0.5631486177444458,5151.9423828125,,0.17482052743434906,,,4.0530632183788384e-09,,346.43316265998874
,401.07232666015625,14.0,,,,0.06966655810218783,,0.17236328125,,,,1.3895695209503174,-7778.2041015625,,,0.16686539351940155,,1.0008773747831583,0.0,0.018854081630706787,1.0,0.9953590631484985,36.0,14.0,0.0010283757001161575,4956174.0,,,3.4047989174723625e-05,-549.1820068359375,484.0,8,0.0,4.6016008127480745e-05,0.020562773570418358,,0.9843225479125977,0.3181832432746887,,,98.396484375,,0.0,2.06115369216775e-09,,-7778.2041015625,,0.0,0.018609540536999702,,,,-16.398441314697266,125.57701706199441,5.917693446377825e-09,2.0,,,0.09364217519760132,,,,2.0,2321.6103515625,,,,,,,-33.11368179321289,,0.0,522.8982047549798,,1.0,,87.0,0.00048828125,181.169921875,2.13532167498488,,27.024380359973293,,-0.012943863868713379,0.5036119818687439,0.4782679076306522,0.0,,,,,0.0,0.0,100.1258561569266,,0.17236328125,5369.275390625,-549.1820068359375,0.991033966444094,4137.703125,,8192.0,0.0,,0.9366170763969421,,,2.0,36.56087139097508,0.05309377983212471,0.14568842365101226,634.0,,,2369.56923686627,,8192.0,0.1435546875,3.226530747488141,0.0,,,,0.0004922741800328367,8.0,,522.8982047549798,,,,0.47739287943113595,,1.0,0.0,,-0.00041716187928386717,4561.963633544,0.030791908502578735,2321.6103515625,1e-05,0.4963880181312561,0.0008923880523070693,student_entropy,0.0,0.00043084074025344544,,,1769955725.5904875,3.230300643481314,,3.202991820216994e-06,,,0.019501928240060806,0.00047213527966505353,,,,0.0,174.72959518432617,,,,,,0.0008750307540594804,0.0,,0.0013038710039836587,,0.2365521937608719,7.347045421600342,,0.02533749159371612,0.10328059643507004,0.5096114277839661,5369.275390625,,0.17744141817092896,,,9.635890307890804e-09,,331.24065781303216
,392.25250244140625,44.0,,,,0.07136781439062613,,0.1826171875,,,,1.0475802421569824,-18680.908203125,,,0.17132432758808136,,1.0009398013353348,0.0,0.02903759479522705,1.0,0.993619441986084,37.0,44.0,0.0009803688153624535,5072607.0,,,6.832001963630319e-05,-560.0086059570312,1533.0,9,0.0,4.56959824077785e-05,0.02475048042833805,,0.9789056777954102,0.30799365043640137,,,96.2265625,,0.0,2.06115369216775e-09,,-18680.908203125,,0.0,0.02228165790438652,,,,-15.37187671661377,125.46946788497735,4.229342653871981e-09,2.0,,,0.09941501170396805,,,,2.0,2380.63232421875,,,,,,,-34.43924331665039,,0.0,540.8090661469614,,1.0,,123.0,0.0,181.169921875,2.1671015840256587,,27.637820237025153,,-0.0351296067237854,0.3792252540588379,0.4915729408385232,0.0,,,,,0.0,0.0,4.135181742254645,,0.1826171875,4998.41796875,-560.0086059570312,0.9898534396211925,1381.47021484375,,8192.0,0.0,,0.9244509935379028,,,2.0,37.215614675951656,0.05276680365204811,0.14988666843242565,741.0,,,2344.9158480922874,,8192.0,0.17236328125,3.976296623237431,0.0,,,,0.0004929551739678573,9.0,,540.8090661469614,,,,0.49063599051442,,1.0,0.0,,-0.0004154536101736994,5580.511252745,0.03002745285630226,2380.63232421875,1e-05,0.6207747459411621,0.0009336411021649837,student_entropy,0.0,0.00042721653461931085,,,1769956266.5588617,3.982884733006358,,1.4394083336810581e-05,,,0.023215297609567642,0.000500590837901882,,,,0.0,174.72959518432617,,,,,,0.0009369490300059624,0.0,,0.0013917669411966926,,0.23523522913455963,6.5329790115356445,,0.024734710945471895,0.11602579057216644,0.5526852607727051,4998.41796875,,0.1818348914384842,,,1.3328837589199338e-08,,347.95627693500137
