training/epoch,val-aux/hmmt25/reward/best@4/mean,val-core/brumo25/reward/best@8/mean,training/rollout_probs_diff_valid,val-aux/brumo25/reward/worst@2/mean,val-aux/aime25/reward/worst@8/mean,val-aux/brumo25/reward/best@4/mean,perf/max_memory_reserved_gb,critic/rewards/max,val-aux/brumo25/reward/best@4/std,val-aux/num_turns/mean,val-aux/aime24/reward/worst@8/std,prompt_length/min,mining/type,val-aux/aime24/reward/worst@4/std,critic/score/mean,rollout_corr/training_log_ppl,val-aux/beyondaime/reward/worst@8/std,val-aux/aime24/reward/best@2/std,timing_s/save_checkpoint,response_length_non_aborted/clip_ratio,critic/advantages/mean,perf/max_memory_allocated_gb,val-aux/aime25/reward/best@4/std,timing_s/agent_loop/slowest/generate_sequences,val-aux/hmmt25/reward/best@2/std,val-aux/beyondaime/reward/best@2/std,timing_s/agent_loop/generate_sequences/max,rollout_corr/rollout_rs_ratio_fraction_high,timing_s/agent_loop/tool_calls/mean,val-aux/beyondaime/reward/worst@4/mean,rollout_corr/rollout_rs_seq_max,val-aux/brumo25/reward/worst@4/mean,val-aux/beyondaime/reward/worst@8/mean,rollout_corr/rollout_rs_max,rollout_corr/rollout_is_veto_fraction,val-aux/hmmt25/reward/worst@2/mean,critic/rewards/min,response_length/clip_ratio,_runtime,val-aux/aime24/reward/worst@2/std,val-aux/beyondaime/reward/std@8,_step,val-aux/aime25/reward/std@8,rollout_corr/training_ppl,prompt_length/max,val-core/aime24/reward/mean@8,val-aux/num_turns/min,val-aux/hmmt25/reward/best@2/mean,val-aux/beyondaime/reward/best@4/mean,val-aux/hmmt25/reward/std@8,val-aux/aime25/reward/best@4/mean,mining/kept_token_ratio,val-aux/aime25/reward/worst@2/mean,val-core/aime24/reward/best@8/std,timing_s/step,prompt_length/clip_ratio,critic/advantages/min,timing_per_token_ms/update_actor,num_turns/max,val-core/avg/reward/best@8/std,critic/returns/max,val-core/avg/reward/mean@8,rollout_corr/rollout_rs_seq_fraction_high,perf/time_per_step,val-aux/beyondaime/reward/best@4/std,val-core/hmmt25/reward/best@8/mean,val-aux/aime25/reward/worst@4/mean,timing_s/agent_loop/slowest/response_length,training/global_step,actor/grad_norm,val-aux/aime24/reward/best@4/mean,val-core/hmmt25/reward/best@8/std,timing_per_token_ms/adv,rollout_corr/k3_kl,val-aux/brumo25/reward/best@2/std,rollout_corr/rollout_rs_std,val-core/avg/reward/best@8/mean,val-aux/brumo25/reward/worst@2/std,timing_s/agent_loop/generate_sequences/mean,training/rollout_probs_diff_mean,val-aux/hmmt25/reward/worst@8/std,rollout_corr/chi2_seq,timing_s/agent_loop/tool_calls/max,val-core/beyondaime/reward/best@8/mean,timing_s/update_actor,val-aux/hmmt25/reward/worst@4/std,timing_s/agent_loop/tool_calls/min,val-core/beyondaime/reward/mean@8,rollout_corr/chi2_token,perf/mfu/actor,timing_per_token_ms/gen,val-core/aime25/reward/best@8/mean,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/aime24/reward/worst@8/mean,training/rollout_actor_probs_pearson_corr,critic/advantages/max,val-aux/beyondaime/reward/worst@2/mean,timing_s/start_profile,response_length_non_aborted/max,perf/throughput,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_seq_mean,response_length/max,response_length_non_aborted/min,val-aux/aime25/reward/worst@2/std,val-aux/hmmt25/reward/worst@4/mean,val-aux/aime24/reward/best@2/mean,response_length/mean,timing_s/reward,rollout_corr/rollout_rs_ratio_fraction_low,training/rollout_probs_diff_std,timing_s/testing,critic/returns/mean,rollout_corr/rollout_rs_mean,rollout_corr/log_ppl_abs_diff,critic/score/min,response_length/min,training/rollout_probs_diff_max,rollout_corr/log_ppl_diff,mining/masked_adv_mean,val-aux/brumo25/reward/worst@8/std,rollout_corr/kl,val-aux/aime25/reward/worst@4/std,val-core/aime25/reward/mean@8,perf/total_num_tokens,val-core/aime25/reward/best@8/std,rollout_corr/ppl_ratio,val-aux/brumo25/reward/worst@4/std,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_masked_fraction,val-aux/aime25/reward/worst@8/std,num_turns/mean,timing_s/agent_loop/slowest/tool_calls,val-aux/beyondaime/reward/worst@4/std,rollout_corr/rollout_rs_seq_min,val-aux/aime24/reward/best@4/std,val-aux/aime24/reward/worst@2/mean,val-aux/hmmt25/reward/best@4/std,rollout_corr/rollout_rs_seq_std,critic/returns/min,_timestamp,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,num_turns/min,val-core/beyondaime/reward/best@8/std,timing_s/adv,actor/pg_loss,prompt_length/mean,val-aux/hmmt25/reward/worst@2/std,rollout_corr/rollout_rs_seq_fraction_low,perf/cpu_memory_used_gb,critic/score/max,val-aux/aime24/reward/worst@4/mean,rollout_corr/rollout_rs_eff_sample_size,val-core/brumo25/reward/mean@8,rollout_corr/rollout_rs_min,val/generations,timing_s/old_log_prob_pre,critic/rewards/mean,timing_s/gen,response/aborted_ratio,timing_s/stop_profile,response_length_non_aborted/mean,actor/lr,actor/entropy,timing_s/agent_loop/generate_sequences/min,val-aux/num_turns/max,val-core/aime24/reward/best@8/mean,val-aux/beyondaime/reward/best@2/mean,val-aux/hmmt25/reward/worst@8/mean,val-aux/brumo25/reward/best@2/mean,adv/mean,distill/teacher_kl,val-core/brumo25/reward/best@8/std,actor/is_ratio_mean,rollout_corr/log_ppl_diff_min,rollout_corr/rollout_rs_seq_masked_fraction,val-core/hmmt25/reward/mean@8,val-aux/aime25/reward/best@2/mean,val-aux/beyondaime/reward/worst@2/std,rollout_corr/log_ppl_diff_max,timing_s/agent_loop/slowest/prompt_length,val-aux/brumo25/reward/worst@8/mean,rollout_corr/rollout_rs_seq_max_deviation,val-aux/brumo25/reward/std@8
,0.05446666666666667,0.3250666666666666,,0.12216666666666667,0.0034000000000000002,0.29696666666666666,,,0.08021657734046471,2.0,0.02151075563964666,,,0.03947742879877757,,,0.0094421612853103,0.11020189636801188,,,,,0.11872454498317238,,0.05691359122996575,0.05198916784587695,,,,0.01004,,0.08213333333333334,0.00256,,,0.002266666666666667,,,528.217827519,0.07385813184717412,0.05219843262078809,0,0.11679142971585783,,,0.09583333333333334,2.0,0.032,0.08886,0.044095855184409845,0.1842,,0.03593333333333334,0.06606407841042197,,,,,,0.058851537359943654,,0.08483333333333333,,,0.045025336900734354,0.08573333333333334,0.013600000000000001,,,,0.1930333333333333,0.06387227490781656,,,0.11708853851282307,,0.19824333333333333,0.10033303025793239,,,0.0,,,0.10855000000000001,,0.002107130750570548,,0.045,,,,0.2382,,0.011666666666666667,,,0.02357,,,,0.10970649491086264,,,,0.07061195138314362,6.666666666666667e-05,0.1422,,,,,,,,,,,,,,0.013956172434482642,,0.029583398352777072,0.08333333333333333,,0.09500593789070212,,0.050988252428269425,0.12513364159247867,,0.011097856180403261,,,0.020616974491793637,,0.09417167909879468,0.048900000000000006,0.06553914189556811,,,1769951925.7265515,,,,0.034378445507955456,,,,0.01722841439785513,,,,0.024233333333333332,,0.18333333333333332,,"{'_latest_artifact_path': 'wandb-client-artifact://s5voizsal6lte3qquyi1vi032obmuyqy4htfq4s28slz9gfubvdg5mznle8r6qbspk77tkuzaq5gizh255jt3q7fnyg5y78v908klm9ukz2nybc2ji32kbjd2qounzy6:latest/val/generations.table.json', 'nrows': 1, 'size': 28720, 'log_mode': 'IMMUTABLE', 'path': 'media/table/val/generations_0_ab42825604f6026eec5e.table.json', 'artifact_path': 'wandb-client-artifact://eyivnyrnx89827eefe3vh05n5xhbijx1mrgm6mqmtglgka3n4pjvyrfrvcrtg8mkkd32zgn5sto0ktrruleggd6917idaujkiljq8tlz3sn8hkttto9gedq4qe0dpwby/val/generations.table.json', '_type': 'table-file', 'ncols': 31, 'sha256': 'ab42825604f6026eec5e17a62af0e38b5bfe3e7d2517c8e1c5d5059ade08700d'}",,,,,,,,,,2.0,0.23366666666666666,0.06686,0.0,0.24303333333333335,,,0.03493695008282214,,,,0.016666666666666666,0.1302,0.036378746152905525,,,0.06836666666666667,,0.1267505692296049
0.0,,,1.0,,,,159.27734375,-35.34028625488281,,,,36.0,student_entropy,,-476.85186767578125,1.0359780602157116,,,,0.02783203125,-0.08882234245538712,152.9936113357544,,0.0,,,0.0,2.3955528831720585e-06,0.0,,1.1118906736373901,,,2.7172839641571045,0.0,,-5439.1865234375,0.02783203125,1233.126293458,,,1,,49.41123709548265,269.0,,,,,,,0.3000006675720215,,,312.5264995530015,0.0,-25.739704132080078,0.03561252989841259,2.0,,4.127896308898926,,0.0,312.5264995530015,,,,5299.0,1.0,2.3649823665618896,,,0.0007429291544413932,0.0006385546585079283,,0.03562278673052788,,,0.0,0.002923334017395973,,87.0118070077151,0.0,,96.07138771899918,,0.0,,0.0012458940036594868,0.09152019339349725,0.06925644067313565,,0.0,,0.9997048377990723,3.8156044483184814,,0.0004668809997383505,8192.0,2157.965007654094,,1.0004024505615234,8192.0,2.0,,,,1222.96923828125,17.709818421004456,5.589623469859362e-06,0.008916361257433891,,-4.288947419439637e-09,0.9999787211418152,0.002230499340384995,-5439.1865234375,2.0,0.5067368745803833,0.0003834642152469314,-0.2960738241672516,,0.0006573754069307824,,,2697685.0,,1.000409430358559,,,7.985176125657745e-06,,2.0,0.0,,0.9308938980102539,,,,0.0077105555683374405,-28.100261688232422,1769952238.8775797,1.03559459047392,50.36188080627471,2.0,,2.00418883599923,0.0007388672936485818,94.259765625,,0.0,320.238525390625,-35.34028625488281,,0.9987326253894245,,0.2635490298271179,,22.942528086001403,-476.85186767578125,173.46252082400315,0.0,6.115200812928379e-05,1222.96923828125,1e-05,1.19436514377594,0.0,,,,,,-6.238468852615142e-09,0.3899132311344147,,1.0,-0.10353946685791016,0.00732421875,,,,0.07836675643920898,102.0,,0.11189067363739014,
0.0,,,1.0,,,,183.958984375,5364.193359375,,,,34.0,student_entropy,,-908.87353515625,1.4776536324061453,,,,0.24609375,-0.07063379138708115,177.0860481262207,,0.0,,,0.0,0.009705590084195137,0.0,,26.198524475097656,,,146812.09375,0.0,,-17456.5625,0.24609375,2250.279104678,,,2,,69.97707377187908,454.0,,,,,,,0.30000078678131104,,,704.736005675004,0.0,-33.39973831176758,0.023188155938040578,2.0,,6.113289833068848,,0.00341796875,704.736005675004,,,,3163.0,2.0,2.439098596572876,,,0.0003522702169376756,0.0004345783844428297,,0.2191917896270752,,,0.0,0.08536212146282196,,18.07582196313888,0.0,,169.1233950379974,,0.0,,0.0009077144786715508,0.16399711911490614,0.06280367439270701,,0.0,,0.8791603446006775,5.048285484313965,,0.000106975989183411,8192.0,2587.325232877161,,0.9953643679618835,8192.0,2.0,,,,3460.92626953125,38.21722222199605,0.09526187926530838,0.19091914594173431,,-1.3257698938673457e-08,0.9847108721733093,0.0016104983089917368,-17456.5625,2.0,1.0,0.0008943869569293383,-0.23544535040855408,,0.0004167071984340076,,,7293525.0,,1.0009079594165087,,,0.10496746748685837,,2.0,0.0,,0.5945730805397034,,,,0.5871953368186951,-34.33805465698242,1769952943.7866325,1.4767592465505004,68.39401964843273,2.0,,2.5692916339903604,0.0005865606992756511,100.365234375,,0.0,421.3271484375,5364.193359375,,0.9468468886403426,,2.06115369216775e-09,,49.28004063900153,-908.87353515625,445.1509996109962,0.0,6.694399053230882e-05,3460.92626953125,1e-05,1.4470419883728027,0.0,,,,,,-1.293058637941158e-08,0.26260989904403687,,1.0,-0.06674766540527344,0.466796875,,,,0.0912480354309082,65.0,,25.198524475097656,
0.0,,,1.0,,,,194.818359375,5227.732421875,,,,38.0,student_entropy,,-514.6730346679688,0.38634713005740196,,,,0.4326171875,-0.043358881026506424,188.28553915023804,,0.0,,,0.0,0.002726531820371747,0.0,,40.70474624633789,,,326036.96875,0.0,,-22308.140625,0.4326171875,3401.813560579,,,3,,2.992180321365595,342.0,,,,,,,0.3000008165836334,,,1016.9529420839972,0.0,-43.05546188354492,0.02265101064488302,2.0,,9.415703773498535,,0.00390625,1016.9529420839972,,,,1278.0,3.0,0.71831214427948,,,0.0003283874608171814,0.0001852875808481258,,0.17175115644931793,,,0.0,0.10027284175157547,,26.735229588113725,0.0,,231.55140598199796,,0.0,,0.0003562602214515209,0.17368554080191745,0.06557579012950188,,0.0,,0.6875653266906738,9.415703773498535,,6.220801151357591e-05,8192.0,2513.0376187936845,,0.9780989289283752,8192.0,4.0,,,,4893.142578125,53.06242771499092,0.07765381783246994,0.20129519701004028,,-6.543512398593521e-09,0.9636958837509155,0.0006624800206509462,-22308.140625,4.0,1.0,0.00047258597811605796,-0.14452920854091644,,0.00019362836435732333,,,10222564.0,,1.000473862979561,,,0.08038035035133362,,2.0,0.0,,0.38506606221199036,,,,0.8919066190719604,-43.05546188354492,1769953960.9390643,0.3858745425241068,2.9718371387571096,2.0,,3.3569618350011297,0.0003558423662468613,98.34375,,0.00048828125,467.0498046875,5227.732421875,,0.9660782323846306,,2.06115369216775e-09,,71.35229643700586,-514.6730346679688,657.1452227109985,0.0,5.526399763766676e-05,4893.142578125,1e-05,0.45656099915504456,0.0,,,,,,-5.934197577772693e-09,0.10518249869346619,,1.0,-0.014112472534179688,0.63720703125,,,,0.026421546936035156,78.0,,39.70474624633789,
0.0,,,1.0,,,,194.818359375,4326.828125,,,,37.0,student_entropy,,-392.58099365234375,0.2126942765316926,,,,0.509765625,-0.034554194658994675,188.28553915023804,,0.0,,,0.0,0.0015474415849894285,0.0,,9.271445274353027,,,57092.70703125,0.0,,-16817.791015625,0.509765625,4593.846334784,,,4,,1.4900925690308213,541.0,,,,,,,0.30000099539756775,,,1151.3608690060064,0.0,-47.39365005493164,0.022256472000878817,2.0,,9.431828498840332,,0.00439453125,1151.3608690060064,,,,8192.0,4.0,0.4050420820713043,,,0.0002748524230331491,0.00012254155456048466,,0.1564638614654541,,,0.0,0.09235911071300507,,1.6628481657244265,0.0,,249.28786563199537,,0.0,,0.00020887237042188644,0.17836453839305158,0.06920606843191106,,0.0,,0.6050260663032532,9.431828498840332,,4.8447996960021555e-05,8192.0,2432.0548191093612,,0.9626958966255188,8192.0,13.0,,,,5374.92529296875,58.951932576004765,0.06546121090650558,0.1923486590385437,,-8.783639593445969e-09,0.9429755806922913,0.0004637220936274389,-16817.791015625,13.0,1.0,0.00032920304053618565,-0.11518027633428574,,0.00013996193152365777,,,11200691.0,,1.000330020673573,,,0.06700865179300308,,2.0,0.0,,0.6093968152999878,,,,0.30070823431015015,-47.39365005493164,1769955112.4685383,0.2123650759458542,1.4848709171637893,2.0,,3.078537060995586,0.0002849532098743168,94.162109375,,0.0,460.1727294921875,4326.828125,,0.972054868682449,,2.06115369216775e-09,,77.77673955800128,-392.58099365234375,761.8098127700068,0.0,5.7792000006884336e-05,5374.92529296875,1e-05,0.32580089569091797,0.0,,,,,,-9.88902293386218e-09,0.07303933054208755,,1.0,-0.003876209259033203,0.68359375,,,,0.04174518585205078,115.0,,8.271445274353027,
0.0,,,1.0,,,,196.267578125,5099.44482421875,,,,40.0,student_entropy,,-471.2064514160156,0.09495109607814811,,,,0.51416015625,-0.04691753163933754,189.73171281814575,,0.0,,,0.0,0.0012038396671414375,0.0,,67.89434051513672,,,548451.0625,0.0,,-6201.23095703125,0.51416015625,6076.416205415,,,5,,1.1039057224988937,494.0,,,,,,,0.3000001609325409,,,1191.828140543992,0.0,-63.98727798461914,0.022437815522741912,2.0,,13.080599784851074,,0.00390625,1191.828140543992,,,,725.0,5.0,2.1269586086273193,,,0.00029629749471222935,0.0001822602240508786,,0.14008311927318573,,,0.0,0.07662659883499146,,5.732186853419989,0.0,,272.6996513539925,,0.0,,0.0003300560638308525,0.17743754204197792,0.06418353883873942,,0.0,,0.5820600390434265,10.518624305725098,,5.3153009503148496e-05,8192.0,2549.355394992747,,0.9980475306510925,8192.0,325.0,,,,5837.0361328125,63.85030254999583,0.047906141728162766,0.17021867632865906,,-5.004300085431623e-09,0.9996848106384277,0.0004104602945744773,-6201.23095703125,325.0,1.0,0.00029921453835868306,-0.1563916951417923,,0.00020175512258902017,,,12153574.0,,1.0002994379028678,,,0.04910998046398163,,2.0,0.0,,0.5877060294151306,,,,1.5183734893798828,-63.98727798461914,1769956304.506212,0.0946518812852446,1.1035530529916286,2.0,,3.601073527999688,0.0003797857597618304,97.326171875,,0.0,475.2113037109375,5099.44482421875,,0.9781110462685985,,2.06115369216775e-09,,83.88127536998945,-471.2064514160156,767.2660691630008,0.0,6.403301085811108e-05,5837.0361328125,1e-05,0.2577837109565735,0.0,,,,,,-4.811000930970977e-09,0.0807270035147667,,1.0,-0.003159254789352417,0.759765625,,,,0.0040526241064071655,84.0,,66.89434051513672,
0.0,,,1.0,,,,198.3671875,8807.6328125,,,,35.0,student_entropy,,-790.2362060546875,0.09782696017646231,,,,0.7265625,-0.06504397094249725,191.704008102417,,0.0,,,0.0,0.002153518609702587,0.0,,13.650142669677734,,,104295.4609375,0.0,,-4023.63818359375,0.7265625,7753.288635075,,,6,,1.105662191286683,742.0,,,,,,,0.30000147223472595,,,1482.357380358997,0.0,-63.375125885009766,0.021916737365528797,2.0,,13.059910774230957,,0.001953125,1482.357380358997,,,,8192.0,6.0,0.6148862838745117,,,0.00027582738269770634,0.00021527722219616408,,0.14087273180484772,,,0.0,0.06967242062091827,,957.3596345898695,0.0,,315.8809605499846,,0.0,,0.0004347730427980423,0.18497186053262052,0.06938769179437973,,0.0,,0.6827331781387329,10.942251205444336,,4.636800440493971e-05,8192.0,2430.7183259190706,,0.9623570442199707,8192.0,451.0,,,,6941.76416015625,76.88572920800652,0.04112766310572624,0.15469428896903992,,5.761836785467267e-09,0.9564253091812134,0.0003426519622280466,-4023.63818359375,451.0,1.0,0.0002728515968328793,-0.2168121337890625,,0.00021467507775696504,,,14412773.0,,1.0002729939296842,,,0.043281182646751404,,2.0,0.0,,0.617211103439331,,,,0.29384422302246094,-63.375125885009766,1769957787.0760317,0.0975541083898861,1.1053440105170012,2.0,,3.975437454006169,0.0005119529078001506,95.72265625,,0.0,484.822265625,8807.6328125,,0.9781562112323793,,2.06115369216775e-09,,98.5850289069931,-790.2362060546875,986.4662877269875,0.0,6.43199891783297e-05,6941.76416015625,1e-05,0.27441614866256714,0.0,,,,,,5.456692875327462e-09,0.11383793503046036,,1.0,-0.0014227330684661865,0.8916015625,,,,0.0034675896167755127,78.0,,12.650142669677734,
0.0,,,1.0,,,,198.458984375,1227.0682373046875,,,,39.0,student_entropy,,-1245.6982421875,0.1208629485918209,,,,0.85693359375,-0.08293033391237259,191.9454607963562,,0.0,,,0.0,0.004076871555298567,0.0,,6.340609550476074,,,44013.05859375,0.0,,-3503.212646484375,0.85693359375,9595.761839815,,,7,,1.1307569788768888,306.0,,,,,,,0.30000022053718567,,,1676.6884116600268,0.0,-57.369850158691406,0.021886329444697053,2.0,,12.955977439880371,,0.00146484375,1676.6884116600268,,,,8192.0,7.0,0.8859460353851318,,,0.0002408152170984729,0.0003013237629829746,,0.15744836628437042,,,0.0,0.07279650866985321,,517.7305340142921,0.0,,342.5388931680063,,0.0,,0.0006223870441317558,0.1866569070295895,0.07344786174771628,,0.0,,0.7535030841827393,11.893901824951172,,4.905599053017795e-05,8192.0,2333.5902620846396,,0.9595861434936523,8192.0,441.0,,,,7546.73974609375,84.76466206499026,0.04468092322349548,0.15099240839481354,,8.71804156643563e-11,0.9568062424659729,0.000374356060547143,-3503.212646484375,441.0,1.0,0.00031163946141532506,-0.2764342129230499,,0.0002926884997691559,,,15650815.0,,1.000311772339046,,,0.04875779524445534,,2.0,0.0,,0.6207814812660217,,,,0.1563529372215271,-57.369850158691406,1769959463.9482894,0.12055130960652605,1.1303968140855432,2.0,,3.768954411993036,0.0006505850584517248,95.259765625,,0.0,486.274658203125,1227.0682373046875,,0.9728126232888007,,2.06115369216775e-09,,109.88706552100484,-1245.6982421875,1135.1898061149986,0.0,5.5393000366166234e-05,7546.73974609375,1e-05,0.3250938951969147,0.0,,,,,,2.6569269007126195e-10,0.16506442427635193,,1.0,-0.003978848457336426,0.96435546875,,,,0.0028521865606307983,96.0,,5.340609550476074,
0.0,,,1.0,,,,198.787109375,2.5806884765625,,,,36.0,student_entropy,,-1858.701171875,0.254176004556939,,,,0.98876953125,-0.08886025100946426,192.2401237487793,,0.0,,,0.0,0.011980971321463585,0.0,,11.891427993774414,,,89642.8984375,0.0,,-3451.697265625,0.98876953125,11470.686989442,,,8,,1.2924128882586956,484.0,,,,,,,0.3000001013278961,,,1842.2764492470014,0.0,-38.1403923034668,0.021616735951238128,2.0,,10.567567825317383,,0.00390625,1842.2764492470014,,,,8192.0,8.0,1.481347680091858,,,0.0002362732048718848,0.0006221833727977355,,0.22396120429039001,,,0.0,0.09854245185852051,,332.9973796745762,0.0,,365.70703182398574,,0.0,,0.001324162818491459,0.1907846845212837,0.07574036121280144,,0.0,,0.8177412748336792,8.9673433303833,,3.999998443759978e-05,8192.0,2295.7701335913575,,0.9744038581848145,8192.0,1590.0,,,,8162.23486328125,90.7211357410124,0.0821891501545906,0.1664288491010666,,-1.2414953509676252e-09,0.9743421077728271,0.000615977834968362,-3451.697265625,1590.0,0.9999997019767761,0.0005874046401004307,-0.2962007522583008,,0.0005858271790657454,,,16917773.0,,1.0005876747891307,,,0.09417012333869934,,2.0,0.0,,0.761657178401947,,,,0.35864266753196716,-38.38009262084961,1769961306.4219236,0.2535886002006009,1.2916418490931392,2.0,,3.997216446005041,0.0006948634768377815,98.396484375,,0.0,487.73974609375,2.5806884765625,,0.9448863030927802,,2.06115369216775e-09,,115.19749334000517,-1858.701171875,1266.0953433060204,0.0,5.7792000006884336e-05,8162.23486328125,1e-05,0.5580679774284363,0.0,,,,,,-1.418851813816957e-09,0.22771963477134705,,1.0,-0.0008634328842163086,0.99951171875,,,,0.0021363496780395508,87.0,,10.891427993774414,
0.0,,,1.0,,,,200.177734375,1769.6512451171875,,,,37.0,student_entropy,,-1755.7001953125,0.35864538652822375,,,,1.0,-0.08231713622808456,193.34323406219482,,0.0,,,0.0,0.016353309154510498,0.0,,5.047222137451172,,,33480.91015625,0.0,,-3168.3798828125,1.0,14519.78767273,,,9,,1.4351109117269516,1533.0,,,,,,,0.30000078678131104,,,1874.7034808190074,0.0,-33.24552536010742,0.021820148515449243,2.0,,11.099929809570312,,0.00390625,1874.7034808190074,,,,8192.0,9.0,1.7802547216415405,,,0.0002600044331761272,0.000782244313541014,,0.251939058303833,,,0.0,0.10582756996154785,,262.04727592738345,0.0,,370.3814851040079,,0.0,,0.0016229860484600067,0.18915241395325486,0.07708551771706297,,0.0,,0.8290500640869141,10.31494140625,,6.329600000753999e-05,8192.0,2263.596373196095,,0.9788385629653931,8192.0,8192.0,,,,8192.0,91.18147980599315,0.10425078868865967,0.17521129548549652,,-5.047026352400508e-09,0.9788385629653931,0.0007765231202938594,-3168.3798828125,8192.0,0.9999996423721313,0.0007580873134429567,-0.27438974380493164,,0.0007583926453662571,,,16974288.0,,1.0007585007697344,,,0.12060409784317017,,2.0,0.0,,0.6633211374282837,,,,0.18320471048355103,-37.73039627075195,1769963181.346213,0.35788730066269636,1.4340129904448986,2.0,,4.413390130008338,0.0006433931973788276,96.2265625,,0.0,492.75262451171875,1769.6512451171875,,0.9310221211603947,,2.06115369216775e-09,,114.82966238301015,-1755.7001953125,1293.2803812109923,0.0,5.040000542066991e-05,8192.0,1e-05,0.6806615591049194,0.0,,,,,,-5.295240690372793e-09,0.21431885659694672,,1.0,-0.0009162425994873047,1.0,,,,0.002625763416290283,123.0,,4.047222137451172,
