rollout_corr/chi2_token,timing_s/step,prompt_length/max,critic/advantages/min,perf/total_num_tokens,timing_s/agent_loop/generate_sequences/mean,rollout_corr/rollout_rs_seq_masked_fraction,timing_s/agent_loop/slowest/tool_calls,val-aux/brumo25/reward/std@8,val-aux/aime24/reward/worst@4/std,perf/max_memory_reserved_gb,critic/advantages/max,val-core/beyondaime/reward/best@8/std,rollout_corr/training_ppl,val-aux/hmmt25/reward/best@4/mean,timing_s/agent_loop/generate_sequences/min,val-aux/brumo25/reward/best@4/mean,val-aux/brumo25/reward/worst@2/mean,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/slowest/generate_sequences,val-core/aime25/reward/mean@8,response_length_non_aborted/mean,_runtime,timing_s/agent_loop/slowest/prompt_length,val-core/avg/reward/best@8/std,val-aux/aime24/reward/std@8,val-aux/beyondaime/reward/worst@8/mean,val-aux/aime25/reward/worst@4/mean,val-aux/num_turns/max,val-aux/aime24/reward/worst@8/mean,distill/teacher_kl,val-core/aime24/reward/best@8/std,critic/rewards/mean,rollout_corr/rollout_rs_seq_min,val-aux/num_turns/min,rollout_corr/ppl_ratio,perf/cpu_memory_used_gb,critic/rewards/min,num_turns/max,training/rollout_probs_diff_mean,rollout_corr/rollout_rs_eff_sample_size,val-aux/aime24/reward/worst@4/mean,val-aux/aime25/reward/worst@8/mean,rollout_corr/rollout_rs_ratio_fraction_low,val-core/aime25/reward/best@8/mean,prompt_length/min,val-aux/brumo25/reward/worst@8/mean,adv/mean,timing_s/agent_loop/tool_calls/mean,rollout_corr/rollout_ppl,perf/throughput,val-aux/beyondaime/reward/worst@4/std,val-aux/hmmt25/reward/std@8,val-core/beyondaime/reward/best@8/mean,rollout_corr/rollout_rs_max,val-aux/beyondaime/reward/worst@8/std,response_length/max,rollout_corr/log_ppl_abs_diff,critic/score/max,val-aux/beyondaime/reward/worst@2/mean,response_length/clip_ratio,rollout_corr/rollout_rs_seq_max_deviation,actor/pg_loss,rollout_corr/log_ppl_diff,val-aux/hmmt25/reward/best@2/mean,val-aux/aime25/reward/worst@8/std,val-core/brumo25/reward/best@8/mean,val-aux/brumo25/reward/best@4/std,rollout_corr/rollout_rs_seq_mean,val-aux/aime25/reward/worst@4/std,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/hmmt25/reward/worst@2/std,critic/score/min,timing_per_token_ms/adv,val-aux/brumo25/reward/worst@4/std,val-core/brumo25/reward/mean@8,val-core/avg/reward/mean@8,val/generations,rollout_corr/rollout_rs_seq_fraction_low,val-aux/aime24/reward/best@4/mean,rollout_corr/rollout_rs_std,val-aux/hmmt25/reward/worst@8/mean,val-aux/aime25/reward/std@8,training/epoch,critic/score/mean,val-aux/beyondaime/reward/best@2/mean,timing_s/agent_loop/tool_calls/min,val-aux/brumo25/reward/best@2/std,val-core/aime24/reward/best@8/mean,timing_s/gen,rollout_corr/k3_kl,num_turns/mean,_step,training/rollout_probs_diff_max,training/global_step,rollout_corr/rollout_rs_mean,val-aux/brumo25/reward/best@2/mean,val-aux/brumo25/reward/worst@2/std,response_length_non_aborted/min,val-aux/aime25/reward/best@2/mean,actor/is_ratio_mean,val-aux/hmmt25/reward/worst@8/std,response_length_non_aborted/clip_ratio,timing_s/old_log_prob_pre,val-aux/hmmt25/reward/worst@4/std,response_length/min,val-aux/aime24/reward/worst@2/mean,response_length/mean,perf/max_memory_allocated_gb,rollout_corr/training_log_ppl,val-aux/aime25/reward/worst@2/std,critic/rewards/max,rollout_corr/log_ppl_diff_min,training/rollout_actor_probs_pearson_corr,val-core/aime25/reward/best@8/std,rollout_corr/rollout_rs_seq_max,timing_per_token_ms/update_actor,val-aux/aime25/reward/worst@2/mean,val-aux/aime24/reward/best@2/mean,actor/entropy,val-aux/beyondaime/reward/best@4/mean,perf/time_per_step,rollout_corr/kl,rollout_corr/chi2_seq,val-aux/aime24/reward/best@4/std,rollout_corr/rollout_rs_ratio_fraction_high,val-aux/num_turns/mean,val-aux/beyondaime/reward/best@4/std,_timestamp,rollout_corr/rollout_is_veto_fraction,val-aux/aime24/reward/worst@2/std,val-aux/aime25/reward/best@2/std,val-aux/beyondaime/reward/std@8,val-aux/brumo25/reward/worst@8/std,val-aux/hmmt25/reward/best@2/std,rollout_corr/rollout_rs_seq_fraction_high,response/aborted_ratio,val-core/hmmt25/reward/best@8/std,timing_s/adv,timing_s/testing,critic/returns/min,timing_s/agent_loop/generate_sequences/max,rollout_corr/rollout_rs_seq_std,perf/mfu/actor,timing_s/agent_loop/slowest/response_length,timing_s/stop_profile,rollout_corr/rollout_rs_masked_fraction,val-aux/aime25/reward/best@4/mean,timing_s/reward,val-core/avg/reward/best@8/mean,timing_per_token_ms/gen,val-core/beyondaime/reward/mean@8,val-aux/brumo25/reward/worst@4/mean,val-aux/hmmt25/reward/best@4/std,val-core/hmmt25/reward/mean@8,timing_s/update_actor,timing_s/start_profile,val-aux/aime25/reward/best@4/std,critic/returns/mean,val-core/aime24/reward/mean@8,val-aux/beyondaime/reward/worst@2/std,actor/lr,training/rollout_probs_diff_std,rollout_corr/rollout_rs_min,val-aux/aime24/reward/best@2/std,val-core/hmmt25/reward/best@8/mean,val-core/brumo25/reward/best@8/std,critic/returns/max,val-aux/hmmt25/reward/worst@4/mean,training/rollout_probs_diff_valid,prompt_length/clip_ratio,val-aux/aime24/reward/worst@8/std,prompt_length/mean,num_turns/min,val-aux/hmmt25/reward/worst@2/mean,val-aux/beyondaime/reward/best@2/std,critic/advantages/mean,actor/grad_norm,response_length_non_aborted/max,val-aux/beyondaime/reward/worst@4/mean,rollout_corr/rollout_log_ppl,rollout_corr/log_ppl_diff_max
,,,,,,,,0.13319030227008136,0.05000476373480476,,,0.03197248388475889,,0.041933333333333336,,0.2808,0.10593333333333335,,,0.07916666666666666,,1014.145406273,,0.05625379657132373,0.11679142971585783,0.00166,0.013600000000000001,2.0,0.022433333333333336,,0.07530410576143898,,,2.0,,,,,,,0.04236666666666666,0.0033666666666666667,,0.21613333333333334,,0.045766666666666664,,,,,0.019334255873022736,0.033071891388307385,0.11244,,0.007625775865000881,,,,0.02186,,,,,0.023266666666666665,0.012977237961438258,0.3137,0.08705269201430198,,0.0316592902397484,,0.012277130535269893,,,0.06239778451427656,0.16666666666666666,0.08399999999999999,"{'_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://2thwqx43xo4i3lst4onvbnhd7wq2k6ywzpsl4iv0fallixjaz6dqaoaabj62po8t4hqx4p7j8gup4sjtsfb1zblenlvcy2tmxf9sx2shwluh0kkq7yvcp3hym9gkggq8:latest/val/generations.table.json', 'sha256': '2816a5e5d943ae08bca8b35abbd09029077117c71441cebd023bdfd789872a9e', 'log_mode': 'IMMUTABLE', 'ncols': 31, 'path': 'media/table/val/generations_0_2816a5e5d943ae08bca8.table.json', 'size': 50624, 'nrows': 1, 'artifact_path': 'wandb-client-artifact://4go8co3w24c86m2etzi9qbutgw648sz1x8p6ynkncs2kh6yhxfdrfvgojdu6rlbpp236kseb96wgcvw5wii6ww6gxyx44i6l9t0c2l28ioi2a5xcgkghiql2qn3f4rya/val/generations.table.json'}",,0.21383333333333335,,0.0,0.10576746591975537,,,0.06818,,0.12263531287676742,0.2576333333333334,,,,0,,,,0.22663333333333333,0.1058773345629839,,0.123,,0.0,,,0.001053565375285274,,0.06960000000000001,,,,0.06766852948211392,,,,0.07991821515831708,,,0.0363,0.1638666666666667,,0.09193000000000001,,,,0.0999103032299415,,2.0,0.04642045847628515,1766160504.0381129,,0.08174065127974171,0.11081368447420935,0.05456185001545246,0.02916061763445128,0.04225212279738699,,,0.04728004486110599,,,,,,,,,,0.17106666666666664,,0.19322133333333333,,0.045,0.06513333333333332,0.049333554599991336,0.0125,,,0.10025349770019408,,0.11666666666666667,0.038356808840126086,,,,0.11414195737071066,0.0662,0.04679413319099775,,3.3333333333333335e-05,,,0.03399922518302842,,,0.0015333333333333334,0.05503252088609042,,,,0.00779,,
0.0011242139153182507,816.6699540130212,269.0,-29.158437728881836,2764374.0,0.0,0.005859375,0.0,,,192.80859375,6.885196685791016,,46.296113015152514,,0.0,,,0.0,0.0,,1255.5322265625,2029.90114782,102.0,,,,,,,0.44574210047721863,,-559.6435546875,0.9550217390060425,,1.0005153478123248,934.0530395507812,-9971.224609375,2.0,0.002869918243959546,0.9987841149113804,,,4.277941570762778e-06,,36.0,,-2.012892785785425e-08,0.0,46.95886598434299,846.2335324129986,,,,2.7219631671905518,,8192.0,0.0019845532169711078,-14.694469451904297,,0.03125,0.07351148128509521,0.00013764218277856344,0.0005014144828692224,,,,,1.0002434253692627,,0.0,,-9971.224609375,0.0005501237119281956,,,,,0.0,,0.03488905355334282,,,0.0,-559.6435546875,,0.0,,,154.53482680401066,0.0006162464976569026,2.0,1,0.5027918815612793,1.0,0.9999568462371826,,,2.0,,1.0,,0.03125,21.709255611989647,,2.0,,1255.5322265625,179.98941707611084,0.9819442247971892,,-14.694469451904297,-0.06814765930175781,0.9996973872184753,,1.0735114812850952,0.03237544830872437,,,1.09211266040802,,816.6699540130212,0.000672613743326167,1.4195324406027794,,1.5556151993223466e-06,,,1766161321.3346283,0.0,,,,,,0.0,0.0,,1.5207476860377938,,-29.158437728881836,0.0,0.005404939409345388,0.10120779633292647,5174.0,4.758400609716773e-05,5.833556770085124e-06,,549.098981090996,,0.0600991808923828,,,,,89.49784754298162,0.0002827849821187556,,-1.991529430256378e-08,,,1e-05,0.008842922747135162,0.023555781692266464,,,,6.885196685791016,,1.0,0.0,,94.259765625,2.0,,,-1.991529430256378e-08,2.86486554145813,8192.0,,0.9814428107347339,0.05959939956665039
0.001366976648569107,1015.5953058319865,454.0,-25.18699836730957,4184495.0,0.0,0.0068359375,0.0,,,205.171875,7.059924125671387,,150.67913603968918,,0.0,,,0.0,0.0,,1942.84521484375,4225.445850823,65.0,,,,,,,0.5108578205108643,,-992.5176391601562,0.9008561968803406,,1.0007872711867094,984.8190307617188,-13481.646484375,2.0,0.0027742679230868816,0.9986526071777299,,,3.2671960070729256e-06,,34.0,,4.785951190910964e-09,0.0,147.68564613349736,1030.059654660381,,,,2.398124933242798,,8192.0,0.0019845557253574952,-13.463951110839844,,0.07080078125,0.09914380311965942,0.00010726515927217406,0.000765918522120046,,,,,1.0000340938568115,,0.0,,-13481.646484375,0.00037138053505687477,,,,,0.0,,0.03673160448670387,,,0.0,-992.5176391601562,,0.0,,,212.9465537549695,0.0006742648447470856,2.0,2,0.3016372323036194,2.0,0.9999993443489075,,,2.0,,1.0,,0.07080078125,28.384267727960832,,2.0,,1942.84521484375,192.00340700149536,1.5296814530156553,,-13.463951110839844,-0.08772039413452148,0.9998010993003845,,1.0918381214141846,0.026373710895342937,,,1.635209560394287,,1015.5953058319865,0.0006680440259856368,2.340020448435098,,7.539683224422333e-07,,,1766162337.0887535,0.0,,,,,,0.0,0.0,,1.5540399920428172,,-25.18699836730957,0.0,0.006327474024146795,0.13204322981643837,1134.0,4.7904031816869974e-05,4.021164386358578e-06,,662.035343222029,,0.05351831872979698,,,,,110.36066137300804,5.2288000006228685e-05,,4.54051773957076e-09,,,1e-05,0.008004589937627316,6.244732503546402e-06,,,,7.059924125671387,,1.0,0.0,,100.365234375,2.0,,,4.54051773957076e-09,3.9686484336853027,8192.0,,1.5289155361242592,0.10740947723388672
0.00047472957521677017,2195.3573335339897,342.0,-38.57133865356445,11108462.0,0.0,0.80078125,0.0,,,230.5546875,10.877300262451172,,2.143450698815286,,0.0,,,0.0,0.0,,5325.7099609375,7152.897439367,78.0,,,,,,,-0.11292910575866699,,601.4276123046875,0.6045843362808228,,1.0002584531903267,1088.6112060546875,-4956.919921875,2.0,0.129750058054924,0.951938207937123,,,0.10826635360717773,,38.0,,-2.6254696194882854e-09,0.0,2.1412214655429125,1264.9947494103485,,,,158956.234375,,8192.0,0.00043986340347146324,8849.1953125,,0.38671875,19.410001754760742,2.2958934208672233e-05,0.00025813716467837367,,,,,1.0002113580703735,,0.0,,-4956.919921875,0.0001416383785653229,,,,,0.0,,0.2005479633808136,,,0.0,601.4276123046875,,0.0,,,669.3993423979846,0.0002173398398781501,2.0,3,0.9999998211860657,3.0,1.0050076246261597,,,34.0,,1.0,,0.38671875,75.42283473396674,,34.0,,5325.7099609375,209.89141750335693,0.5092448520008475,,8849.1953125,-0.005532503128051758,0.7190762162208557,,20.410001754760742,0.021971106937484542,,,0.689996600151062,,2195.3573335339897,0.00019863532595820743,6.8074900968931615,,0.0050699301064014435,,,1766164532.6332736,0.0,,,,,,0.01220703125,0.0,,1.5733845460345037,,-38.57133865356445,0.0,0.74800705909729,0.17715896147910715,8192.0,4.6784000005573034e-05,0.11333628743886948,,1204.4647346410202,,0.06137306576074388,,,,,244.06520651298342,4.886498209089041e-05,,-2.694892975441121e-09,,,1e-05,0.22177952527999878,2.06115369216775e-09,,,,10.877300262451172,,1.0,0.0,,98.34375,2.0,,,-2.694892975441121e-09,1.9205787181854248,8192.0,,0.5089867147617042,0.014980316162109375
9.492412209510803e-05,2927.2562747449847,541.0,-76.40734100341797,14598704.0,0.0,0.94091796875,0.0,,,235.958984375,28.270587921142578,,3.688183789141476,,0.0,,,0.0,0.0,,7034.111328125,10594.32201697,115.0,,,,,,,-0.18986952304840088,,1335.5633544921875,0.5578177571296692,,1.0000640912912786,1112.69921875,-7949.13525390625,2.0,0.11640075594186783,0.9673026285823667,,,0.08969870954751968,,37.0,,-2.9817465163617385e-10,0.0,3.668771246448159,1246.7907342065398,,,,359818.8125,,8192.0,0.00014246994021505088,24977.568359375,,0.67138671875,43.77288818359375,5.272277189050101e-06,6.397031330607206e-05,,,,,0.9825168251991272,,0.0,,-7949.13525390625,0.00011024749909477189,,,,,0.0,,0.16649405658245087,,,0.0,1335.5633544921875,,0.0,,,1051.233725072001,4.527881202420758e-05,2.0,4,0.9999997019767761,4.0,0.9769377112388611,,,2.0,,1.0,,0.67138671875,98.34344276099,,2.0,,7034.111328125,216.25104236602783,0.1041525756008923,,24977.568359375,-0.004270792007446289,0.4416709542274475,,44.77288818359375,0.021592075894478716,,,0.3058777451515198,,2927.2562747449847,4.4410456280008503e-05,0.8852112963795662,,0.0009113652631640434,,,1766167460.0847547,0.0,,,,,,0.00634765625,0.0,,1.6094706060248427,,-76.40734100341797,0.0,1.3799558877944946,0.1863346110150552,4113.0,4.547199932858348e-05,0.090610072016716,,1460.3717414499843,,0.07297264620591906,,,,,315.21632472903,3.356800880283117e-05,,-1.1181548742467129e-10,,,1e-05,0.22267156839370728,2.06115369216775e-09,,,,28.270587921142578,,1.0,0.0,,94.162109375,2.0,,,-1.1181548742467129e-10,0.7309127449989319,8192.0,,0.10408860494499095,0.013462066650390625
1.1495314538478851e-05,3441.2306893729838,494.0,-161.41143798828125,16975702.0,0.0,0.978515625,0.0,,,236.638671875,34.82231140136719,,1.007678136229515,,0.0,,,0.0,0.0,,8191.5908203125,14030.595406029,84.0,,,,,,,-0.1936192661523819,,1586.0499267578125,0.647406816482544,,1.000010849442333,1114.3638305664062,-1860.5384521484375,2.0,0.09858717024326324,0.9732299937303842,,,0.08097290247678757,,40.0,,-1.748345468399748e-08,0.0,1.00766571611166,1233.2580646528154,,,,22615.03125,,8192.0,2.8040159776310247e-05,16526.59375,,0.99951171875,2.6592183113098145,-6.999350044001318e-07,1.083113857092144e-05,,,,,0.9045737385749817,,0.0,,-1860.5384521484375,9.583292726566512e-05,,,,,0.0,,0.15303859114646912,,,0.0,1586.0499267578125,,0.0,,,1381.5036263719667,8.859536180239047e-06,2.0,5,0.9999994039535522,5.0,0.9045735597610474,,,7354.0,,1.0,,0.99951171875,115.07798112899764,,7354.0,,8191.5908203125,217.16488361358643,0.0070220607212831965,,16526.59375,-0.00042424164712429047,0.16926123201847076,,3.6592183113098145,0.021475952622932025,,,0.1660921424627304,,3441.2306893729838,1.06194065562365e-05,0.321406161878258,,9.447808406548575e-05,,,1766170901.516362,0.0,,,,,,0.00048828125,0.0,,1.6268312150496058,,-161.41143798828125,0.0,0.08157401531934738,0.19208639574383732,8192.0,4.572799662128091e-05,0.08106737583875656,,1577.9242862720275,,0.08234814608802726,,,,,364.56937189301243,3.4559983760118484e-05,,-1.7586391010127045e-08,,,1e-05,0.21928082406520844,2.06115369216775e-09,,,,34.82231140136719,,1.0,0.0,,97.326171875,2.0,,,-1.7586391010127045e-08,0.6079698204994202,8192.0,,0.007011229470663238,0.004045054316520691
4.910863935947418e-06,3436.0680884239846,742.0,-145.50482177734375,16973256.0,0.0,0.97705078125,0.0,,,237.046875,25.87594223022461,,1.003257085569203,,0.0,,,0.0,0.0,,8192.0,17478.960202113,78.0,,,,,,,-0.20486176013946533,,1678.2276611328125,0.6483373045921326,,1.0000019697472453,1118.7667846679688,-9160.7099609375,2.0,0.09619298577308655,0.9740945397760117,,,0.07988661527633667,,35.0,,3.2897125024078377e-09,0.0,1.003254821524024,1234.933037065128,,,,47160.390625,,8192.0,1.4556496076068015e-05,12983.609375,,1.0,6.296422958374023,-9.324158001255967e-07,1.9629828713618735e-06,,,,,0.9102720618247986,,0.0,,-9160.7099609375,9.508148666311003e-05,,,,,0.0,,0.15103743970394135,,,0.0,1678.2276611328125,,0.0,,,1386.7278177910484,2.235394976679572e-06,2.0,6,0.9999980926513672,6.0,0.9102720618247986,,,8192.0,,1.0,,1.0,111.9400266869925,,8192.0,,8192.0,217.44936084747314,0.0031070705636011553,,12983.609375,-0.000589221715927124,0.10840010643005371,,7.296422958374023,0.021669780407897094,,,0.14888125658035278,,3436.0680884239846,1.928015115004733e-06,2.0656305756419897,,3.349781036376953e-05,,,1766174337.7809834,0.0,,,,,,0.0009765625,0.0,,1.6138424139935523,,-145.50482177734375,0.0,0.18197673559188843,0.19035977973991944,8192.0,4.758499562740326e-05,0.07992011308670044,,1567.451804338023,,0.08265541897958806,,,,,367.8067303270218,3.5680015571415424e-05,,1.8346474339736574e-09,,,1e-05,0.22258225083351135,2.06115369216775e-09,,,,25.87594223022461,,1.0,0.0,,95.72265625,2.0,,,1.8346474339736574e-09,0.16262966394424438,8192.0,,0.0031051075711729936,0.0007599890232086182
3.091059625148773e-06,3448.162913881999,306.0,-136.96246337890625,16972308.0,0.0,0.9775390625,0.0,,,237.046875,43.640377044677734,,1.0029133530333638,,0.0,,,0.0,0.0,,8192.0,20937.875108029,96.0,,,,,,,-0.21310685575008392,,1745.771240234375,0.615514874458313,,1.0000024777837098,1116.3161010742188,-4649.35400390625,2.0,0.09433034807443619,0.9747600983427723,,,0.07991427183151245,,39.0,,2.5305639805850433e-09,0.0,1.0029106009751558,1230.5326360647716,,,,39100.8046875,,8192.0,1.504013023634343e-05,11968.673828125,,1.0,4.702622890472412,-8.035823171326228e-07,2.465048602573461e-06,,,,,0.9081052541732788,,0.0,,-4649.35400390625,9.623451347954247e-05,,,,,0.0,,0.14948783814907074,,,0.0,1745.771240234375,,0.0,,,1383.5653265490546,2.199739098207587e-06,2.0,7,0.9999998211860657,7.0,0.9081052541732788,,,8192.0,,1.0,,1.0,113.98781217396026,,8192.0,,8192.0,217.44936084747314,0.002786907424706442,,11968.673828125,-8.576875552535057e-05,0.09811074286699295,,5.702622890472412,0.021604793918659077,,,0.13763977587223053,,3448.162913881999,2.486318600045112e-06,0.01987291034311056,,1.1622905731201172e-05,,,1766177786.1447227,0.0,,,,,,0.00048828125,0.0,,1.6333218030049466,,-136.96246337890625,0.0,0.11387679725885391,0.19092328732217523,8192.0,4.73280088044703e-05,0.07992589473724365,,1581.7694473629817,,0.08246691981250373,,,,,366.6832166640088,3.7376012187451124e-05,,2.150979394599517e-09,,,1e-05,0.22513742744922638,6.683221975833931e-09,,,,43.640377044677734,,1.0,0.0,,95.259765625,2.0,,,2.150979394599517e-09,0.13391855359077454,8192.0,,0.0027844423302667565,0.0009712331229820848
3.497116267681122e-06,3458.7284882519743,484.0,-135.5531768798828,16978732.0,0.0,0.9814453125,0.0,,,237.046875,36.558616638183594,,1.0033136270940304,,0.0,,,0.0,0.0,,8192.0,24372.218738635,87.0,,,,,,,-0.2142816185951233,,1755.39501953125,0.6096371412277222,,1.000002395361662,1112.4774169921875,-2059.71630859375,2.0,0.08880782127380371,0.9760607841197997,,,0.07713770866394043,,36.0,,-6.055035139951315e-09,0.0,1.003311149775982,1227.2379906134938,,,,4241.04443359375,,8192.0,1.6374401752727863e-05,14459.533203125,,1.0,0.45336294174194336,-6.298096408841047e-07,2.381949570917641e-06,,,,,0.9115322232246399,,0.0,,-2059.71630859375,9.64906258005908e-05,,,,,0.0,,0.14633150398731232,,,0.0,1755.39501953125,,0.0,,,1388.2279764520354,2.0695499998169e-06,2.0,8,0.9999998807907104,8.0,0.9115322232246399,,,8192.0,,1.0,,1.0,114.13425661297515,,8192.0,,8192.0,217.44936084747314,0.003208538105354819,,14459.533203125,-0.0001376532018184662,0.1016928106546402,,1.4533629417419434,0.02181975512175856,,,0.1238982230424881,,3458.7284882519743,2.337327087598151e-06,0.02285108296200633,,4.649162292480469e-06,,,1766181245.0800169,0.0,,,,,,0.0,0.0,,1.6382884759805165,,-135.5531768798828,0.0,0.04415089264512062,0.18906568841788096,8192.0,4.851300036534667e-05,0.07714235782623291,,1583.732911128027,,0.08274483540368291,,,,,370.47177451796597,3.8879981730133295e-05,,-5.392765789480336e-09,,,1e-05,0.22354602813720703,2.06115369216775e-09,,,,36.558616638183594,,1.0,0.0,,98.396484375,2.0,,,-5.392765789480336e-09,0.17013292014598846,8192.0,,0.003206156152373296,0.00030291080474853516
2.5238841772079468e-06,3434.1247568649705,1533.0,-110.31262969970703,16974288.0,0.0,0.99267578125,0.0,,,237.75,38.0390510559082,,1.0019775545224547,,0.0,,,0.0,0.0,,8192.0,30000.143566274,123.0,,,,,,,-0.2432064414024353,,1992.34716796875,0.6695129871368408,,1.0000016633421183,1123.0438232421875,-208.16641235351562,2.0,0.09141518175601959,0.9752809542644056,,,0.08185702562332153,,37.0,,3.2966536167577942e-09,0.0,1.0019758976995945,1235.7069997287979,,,,74.48667907714844,,8192.0,1.4245301549919986e-05,12951.6044921875,,1.0,0.3304870128631592,-5.806595311241836e-07,1.6517625454071094e-06,,,,,0.9086010456085205,,0.0,,-208.16641235351562,9.513195646417859e-05,,,,,0.0,,0.1487756222486496,,,0.0,1992.34716796875,,0.0,,,1383.572733679961,1.4620289603417547e-06,2.0,9,1.0,9.0,0.9086010456085205,,,8192.0,,1.0,,1.0,114.8163032589946,,8192.0,,8192.0,217.8148112297058,0.0019747072847167146,,12951.6044921875,-7.40650575608015e-05,0.07933612912893295,,1.0000345706939697,0.021644824456556237,,,0.115184485912323,,3434.1247568649705,1.6489752278810166e-06,0.01800976926460862,,2.980232238769531e-07,,,1766184679.4041271,0.0,,,,,,0.0,0.0,,1.614797227026429,,-110.31262969970703,0.0,0.03138348087668419,0.1905827045729429,8192.0,4.335999255999923e-05,0.08185732364654541,,1566.1968186509912,,0.08246736131191021,,,,,367.4054840350291,5.903997225686908e-05,,2.0802202183034524e-09,,,1e-05,0.23312866687774658,2.06115369216775e-09,,,,38.0390510559082,,1.0,0.0,,96.2265625,2.0,,,2.0802202183034524e-09,0.1471599042415619,8192.0,,0.0019730555104615632,9.951693937182426e-05
