val-core/aime24/reward/best@8/mean,val-aux/hmmt25/reward/worst@4/std,val-aux/brumo25/reward/best@4/mean,val-aux/aime24/reward/worst@4/std,response_length/clip_ratio,val-aux/aime25/reward/worst@8/mean,val-aux/beyondaime/reward/worst@8/std,rollout_corr/log_ppl_diff_min,val-aux/beyondaime/reward/best@2/std,rollout_corr/rollout_rs_seq_std,rollout_corr/log_ppl_abs_diff,val-aux/aime25/reward/worst@4/mean,val-aux/num_turns/mean,val-aux/beyondaime/reward/worst@4/mean,response_length/max,val-aux/aime25/reward/best@4/std,val-core/aime24/reward/mean@8,_step,critic/rewards/mean,val-aux/aime25/reward/worst@8/std,timing_s/old_log_prob_pre,critic/score/min,val-core/beyondaime/reward/best@8/mean,rollout_corr/rollout_rs_seq_max,critic/score/mean,val-core/avg/reward/mean@8,timing_s/agent_loop/slowest/response_length,val-core/hmmt25/reward/best@8/mean,val-aux/aime25/reward/best@4/mean,critic/returns/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/aime24/reward/worst@8/std,val-aux/aime24/reward/best@4/mean,val-aux/hmmt25/reward/best@4/mean,val-aux/aime25/reward/worst@4/std,response_length/min,rollout_corr/ppl_ratio,response_length_non_aborted/clip_ratio,rollout_corr/rollout_rs_min,actor/grad_norm,adv/mean,response/aborted_ratio,val-core/brumo25/reward/mean@8,timing_s/agent_loop/slowest/prompt_length,rollout_corr/kl,val-core/avg/reward/best@8/mean,perf/max_memory_reserved_gb,_timestamp,val-aux/aime24/reward/best@4/std,val-aux/brumo25/reward/best@4/std,val-aux/beyondaime/reward/worst@2/mean,val-aux/beyondaime/reward/worst@8/mean,val-aux/hmmt25/reward/std@8,val-aux/hmmt25/reward/worst@2/std,critic/returns/min,timing_s/step,val-aux/aime24/reward/worst@2/std,perf/mfu/actor,val-aux/num_turns/max,val-aux/hmmt25/reward/worst@4/mean,val-core/brumo25/reward/best@8/std,timing_s/agent_loop/slowest/tool_calls,critic/score/max,response_length_non_aborted/mean,perf/cpu_memory_used_gb,val-aux/hmmt25/reward/worst@8/mean,timing_s/agent_loop/tool_calls/max,timing_per_token_ms/gen,rollout_corr/rollout_rs_seq_masked_fraction,timing_s/gen,val-core/aime24/reward/best@8/std,val-aux/hmmt25/reward/best@2/std,val-core/avg/reward/best@8/std,critic/returns/max,timing_s/adv,training/rollout_probs_diff_max,rollout_corr/k3_kl,rollout_corr/rollout_rs_max,rollout_corr/rollout_rs_std,rollout_corr/rollout_rs_seq_fraction_high,val-aux/brumo25/reward/worst@8/std,critic/advantages/mean,val-core/beyondaime/reward/best@8/std,val-aux/aime24/reward/worst@2/mean,val-aux/brumo25/reward/worst@2/mean,val-aux/brumo25/reward/std@8,training/epoch,rollout_corr/rollout_rs_seq_min,val-aux/brumo25/reward/worst@8/mean,timing_s/agent_loop/tool_calls/min,val-aux/aime25/reward/worst@2/std,timing_per_token_ms/update_actor,critic/advantages/min,response_length_non_aborted/max,training/rollout_probs_diff_std,val-aux/beyondaime/reward/best@2/mean,val-aux/beyondaime/reward/worst@2/std,timing_s/stop_profile,timing_s/start_profile,timing_s/reward,timing_s/agent_loop/generate_sequences/mean,val-aux/brumo25/reward/worst@4/std,critic/advantages/max,rollout_corr/log_ppl_diff_max,val-core/hmmt25/reward/best@8/std,val-core/beyondaime/reward/mean@8,rollout_corr/rollout_rs_seq_max_deviation,timing_s/agent_loop/slowest/generate_sequences,_runtime,prompt_length/clip_ratio,rollout_corr/training_ppl,val-aux/hmmt25/reward/best@2/mean,timing_s/agent_loop/generate_sequences/max,prompt_length/mean,val-aux/aime24/reward/best@2/mean,rollout_corr/rollout_rs_seq_mean,val-aux/beyondaime/reward/std@8,training/global_step,rollout_corr/chi2_token,rollout_corr/training_log_ppl,perf/time_per_step,val-core/aime25/reward/best@8/mean,val-aux/num_turns/min,actor/pg_loss,val-aux/aime25/reward/best@2/mean,timing_s/agent_loop/tool_calls/mean,perf/throughput,rollout_corr/rollout_log_ppl,val-aux/beyondaime/reward/best@4/mean,critic/rewards/min,timing_s/update_actor,response_length/mean,rollout_corr/rollout_is_veto_fraction,val-aux/aime25/reward/best@2/std,critic/rewards/max,training/rollout_probs_diff_valid,num_turns/mean,rollout_corr/rollout_rs_ratio_fraction_low,prompt_length/max,val-aux/aime25/reward/worst@2/mean,val-aux/aime24/reward/std@8,val-core/hmmt25/reward/mean@8,perf/max_memory_allocated_gb,val-aux/brumo25/reward/worst@4/mean,rollout_corr/chi2_seq,val-core/aime25/reward/best@8/std,num_turns/max,val-aux/beyondaime/reward/worst@4/std,val-aux/aime24/reward/worst@4/mean,val-aux/aime24/reward/worst@8/mean,rollout_corr/rollout_rs_eff_sample_size,timing_per_token_ms/adv,val-aux/beyondaime/reward/best@4/std,val/generations,timing_s/testing,distill/teacher_kl,perf/total_num_tokens,rollout_corr/rollout_rs_seq_fraction_low,val-aux/brumo25/reward/best@2/mean,timing_s/save_checkpoint,prompt_length/min,val-aux/brumo25/reward/worst@2/std,val-aux/hmmt25/reward/best@4/std,actor/lr,response_length_non_aborted/min,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/hmmt25/reward/worst@2/mean,val-aux/aime25/reward/std@8,timing_s/agent_loop/generate_sequences/min,rollout_corr/rollout_rs_masked_fraction,actor/entropy,training/rollout_actor_probs_pearson_corr,val-core/aime25/reward/mean@8,num_turns/min,rollout_corr/log_ppl_diff,rollout_corr/rollout_rs_ratio_fraction_high,val-core/brumo25/reward/best@8/mean,training/rollout_probs_diff_mean,rollout_corr/rollout_rs_mean,val-aux/aime24/reward/best@2/std,actor/is_ratio_mean,val-aux/brumo25/reward/best@2/std,rollout_corr/rollout_ppl
0.24286666666666668,0.005320596990120326,0.2834333333333333,0.060972454917526245,,0.0035,0.002868098573703296,,0.05729883914308648,,,0.011933333333333334,2.0,0.0027,,0.10949575130806527,0.12083333333333333,0,,0.01122891685706603,,,0.10568,,,0.08175,,0.082,0.1628,,0.0,0.027194902114420265,0.2152,0.05996666666666666,0.025852242716478468,,,,,,,,0.1625,,,0.19146266666666664,,1766383736.6769369,0.07450084606398617,0.08702028015740389,0.012230000000000001,0.00034,0.03989147725558375,0.0206225095113179,,,0.09680623331761755,,2.0,0.00043333333333333337,0.04678435088505311,,,,,0.0,,,,,0.04182248261857639,0.04710530123327979,0.050827388069804226,,,,,,,,0.04002717594987129,,0.041660698153627516,0.06863333333333334,0.09773333333333335,0.1470948229423529,,,0.016866666666666665,,0.060538599667563156,,,,,0.05521,0.03066894101974557,,,,,0.08011365539159859,,,0.035581811292783525,0.03375,,,745.665069359,,,0.037366666666666666,,,0.17329999999999998,,0.05200487209143248,,,,,0.21283333333333332,2.0,,0.11266666666666666,,,,0.08089,,,,,0.11474110908748451,,,,,,0.029999999999999995,0.11705287166088378,0.020833333333333332,,0.04510000000000001,,0.08828759739898058,,0.010999803520927021,0.028866666666666662,0.0074,,,0.05432685935263641,"{'nrows': 1, 'size': 74085, '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://ufa6arzvp7chhf9egfniluckrskq2aagjvl52uj3tvpn0yudy27ikiw41hqg1r078hzbolv6trz5jkavqqrvfw47ikdhsz37deq5regvy61xhfr55w2gxojpidjubzxl:latest/val/generations.table.json', 'artifact_path': 'wandb-client-artifact://wzp9cjhpugt0upylj78p9y296cqif1kx0zbncex59bhdvhajval7yii5lj7kay2lzuggc8lzvik7v96v1phrwdqrkiybmnyg2uycasyty1fh9jlymskssxq2prsipve0/val/generations.table.json', 'path': 'media/table/val/generations_0_abb9d93a25879c6c0517.table.json', 'sha256': 'abb9d93a25879c6c05176204562e7f1e81001d20370f97598a0b06b766cbb213', 'log_mode': 'IMMUTABLE', 'ncols': 31}",,,,,0.2291,,,0.1235754852382906,0.046765028785579886,,,,0.0047666666666666664,0.10353455598282935,,,,,0.07083333333333333,,,,0.3139333333333333,,,0.10516608718891272,,0.12761417299414915,
,,,,0.05615234375,,,-0.13433408737182617,,0.006402588915079832,0.0018792338159983046,,,,8192.0,,,1,-712.5743408203125,,28.524696203996427,-16216.501953125,,1.14896821975708,-712.5743408203125,,736.0,,,1.2339340216271921e-08,,,,,,2.0,1.0004787747748196,0.05615234375,0.05948352813720703,3.137909173965454,1.2256968773272092e-08,0.0,,115.0,0.0007161910633612933,,198.751953125,1766384139.0305176,,,,,,,-32.69134521484375,401.66421105491463,,0.12773060196778002,,,,0.0,-19.27272605895996,1809.01611328125,708.2156372070312,,0.0,0.055076030291800485,0.0068359375,204.0492569670314,,,,5.18584680557251,1.5302290839608759,0.40626418590545654,0.0006773979230274563,3.5256776809692383,0.036405615508556366,0.0,,1.2339340216271921e-08,,,,,0.0,0.9722790122032166,,0.0,,0.026797257889259993,-32.69134521484375,8192.0,0.008132020942866802,,,5.74400182813406e-05,0.000260096974670887,61.98991814407054,0.0,,5.18584680557251,0.028624773025512695,,,0.14896821975708008,0.0,1093.73357714,0.0,43.82600447162986,,0.0,107.759765625,,1.0003389120101929,,1.0,0.0012819347903132439,1.386225231923163,401.66421105491463,,,6.692831388477316e-05,,0.0,2443.3076758880734,1.3857642388902605,,-16216.501953125,105.1941632879898,1809.01611328125,0.0,,-19.27272605895996,1.0,2.0,4.588561296259286e-06,282.0,,,,175.77954816818237,,10.49272572202608,,2.0,,,,0.9986762665024709,0.0003898119639992174,,,,0.3939015567302704,3925557.0,0.0,,,50.0,,,1e-05,2.0,0.0,,,0.0,5.66822291148128e-06,1.574116826057434,0.9997867941856384,,2.0,0.00046099480550765293,1.0796615015351563e-06,,0.0026973444037139416,0.9999521970748901,,1.0,,44.13835643045604
,,,,0.02197265625,,,-0.00455319881439209,,0.0011572984512895346,0.0010109767681569792,,,,8192.0,,,2,-554.572265625,,25.811854838975705,-3992.57275390625,,1.0052772760391235,-554.572265625,,891.0,,,-2.350704875198062e-08,,,,,,16.0,1.0006631799042225,0.02197265625,0.09664671868085861,3.5202407836914062,-2.2521723153090534e-08,0.0,,79.0,0.000601566546013288,,204.513671875,1766384487.0996888,,,,,,,-29.94396209716797,347.9190510100452,,0.12333074280600521,,,,0.0,-42.5879020690918,1693.794921875,711.4660034179688,,0.0,0.04906479897300468,0.0068359375,170.20048863906413,,,,7.075261116027832,1.583705018972978,0.34162795543670654,0.0006028676746154815,2.931173801422119,0.034509431570768356,0.0,,-2.350704875198062e-08,,,,,0.0,0.9906244874000549,,0.0,,0.026493169251243717,-29.94396209716797,8192.0,0.010216601192951202,,,4.7871959395706654e-05,4.8479996621608734e-05,51.897254658979364,0.0,,7.075261116027832,0.011481761932373047,,,0.009375512599945068,0.0,2246.4662764,0.0,1.9159861970692873,,0.0,113.865234375,,0.9999731779098511,,2.0,0.0012145251967012882,0.45268045039847493,347.9190510100452,,,3.853435569389774e-05,,0.0,2660.1647633641023,0.45201820752117783,,-3992.57275390625,98.08004396699835,1693.794921875,0.0,,-42.5879020690918,1.0,2.0,4.035870915686246e-06,468.0,,,,181.8660125732422,,13.733471965417266,,2.0,,,,0.9988105157551296,0.0004277869729117671,,,,0.32741406559944153,3702088.0,0.0,,,48.0,,,1e-05,16.0,0.0,,,0.0,5.477253125718562e-06,0.4725166857242584,0.9993677139282227,,2.0,0.0006622424152737949,1.4413824374059914e-06,,0.003429973963648081,1.0000133514404297,,1.0,,1.9143823124468327
,,,,0.4384765625,,,-0.0019726157188415527,,0.35687053203582764,0.0005144413707967033,,,,8192.0,,,3,-1466.3450927734375,,76.38218312698882,-4555.9697265625,,16.19887351989746,-1466.3450927734375,,7057.0,,,-1.7985319900049035e-08,,,,,,471.0,1.0004079714417458,0.4384765625,2.06115369216775e-09,1.8139183521270752,-1.8208137220199205e-08,0.0,,92.0,0.00034820742712327046,,228.73828125,1766385639.83202,,,,,,,-35.19407653808594,1152.560761403991,,0.17813149768236688,,,,0.0,56.59362030029297,5495.212890625,803.6963500976562,,0.0,0.060322112206950114,0.84912109375,678.8768739110092,,,,9.406293869018555,1.5850360470358282,0.9999995827674866,0.00036053531607649347,72938.0546875,0.16758061945438385,0.001953125,,-1.7985319900049035e-08,,,,,0.0,0.8064305186271667,,0.0,,0.021892143636232222,-35.19407653808594,8192.0,0.15432420372962952,,,5.715200677514076e-05,3.3856951631605625e-05,143.85188659804408,0.0,,9.406293869018555,0.003589257597923279,,,15.198873519897461,0.0,3936.542196868,0.0,1.16213674005121,,0.0,111.84375,,0.9628048539161682,,3.0,0.0007485002279281616,0.14704866270767525,1152.560761403991,,,2.014830047958327e-05,,0.0,2490.8127155942057,0.14664094330510125,,-4555.9697265625,251.39300219505094,5495.212890625,0.0,,56.59362030029297,1.0,2.0,0.04641779884696007,355.0,,,,205.0591344833374,,25.31261971127242,,2.0,,,,0.9679656367103323,0.00013803024152355344,,,,0.26684045791625977,11483252.0,0.0,,,51.0,,,1e-05,471.0,0.0,,,0.0,0.050746671855449677,0.459047794342041,0.7499073147773743,,2.0,0.0004077189141753479,0.004328874405473471,,0.09172999858856201,0.9449748992919922,,1.0,,1.161642912775278
,,,,0.75927734375,,,-0.005601510405540466,,0.11298969388008118,0.0004546373520497582,,,,8192.0,,,4,-1580.7728271484375,,101.57553137093782,-4441.740234375,,3.1427013874053955,-1580.7728271484375,,8192.0,,,9.567844294622319e-10,,,,,,178.0,1.0003936332650483,0.75927734375,2.06115369216775e-09,1.3601981401443481,1.0533407479584866e-09,0.0,,129.0,0.0003557471083013297,,230.861328125,1766387329.9068577,,,,,,,-37.45943832397461,1689.8639215150615,,0.18759461717920067,,,,0.0,571.669921875,7230.33740234375,811.4378051757812,,0.0,0.0724085055856334,0.96142578125,1072.2056728240568,,,,10.439576148986816,1.9608597289770842,1.0,0.0003727272542164428,18300.068359375,0.1799483746290207,0.0029296875,,9.567844294622319e-10,,,,,0.0,0.7815260887145996,,0.0,,0.021623851584188624,-37.45943832397461,8192.0,0.1613997220993042,,,4.729593638330698e-05,3.5424018278717995e-05,188.554960509995,0.0,,10.439576148986816,0.0037634670734405518,,,2.1427013874053955,0.0,6005.717243895,0.0,1.1641049878671765,,0.0,107.662109375,,0.9399137496948242,,4.0,0.0007818425074219704,0.14928675553528592,1689.8639215150615,,,4.1934914412067315e-06,,0.0,2223.2889300527704,0.1488933324581012,,-4441.740234375,324.9680637260899,7230.33740234375,0.0,,571.669921875,1.0,2.0,0.055392347276210785,555.0,,,,207.41527366638184,,20.197503936477005,,2.0,,,,0.9622777302995715,0.00013047848231804147,,,,0.2186305969953537,15028223.0,0.0,,,51.0,,,1e-05,178.0,0.0,,,0.0,0.06085226684808731,0.528102457523346,0.748503565788269,,2.0,0.0003934220831069979,0.005459918174892664,,0.10556264221668243,0.9337691068649292,,1.0,,1.1636290159076452
,,,,0.9990234375,,,-0.0007118284702301025,,0.609373152256012,0.0007699334128119517,,,,8192.0,,,5,-1689.0535888671875,,114.69006001297385,-4986.904296875,,25.56521224975586,-1689.0535888671875,,8192.0,,,-5.903434963094867e-10,,,,,,2113.0,1.0007478464394808,0.9990234375,2.06115369216775e-09,4.054678916931152,-4.59156018761675e-10,0.0,,98.0,0.0007463432339136489,,231.29296875,1766389399.0787303,,,,,,,-25.635007858276367,2068.943369667977,,0.191514470692046,,,,0.0,1291.1416015625,8186.48876953125,805.576171875,,0.0,0.08182033165498892,1.0,1371.7938712839969,,,,9.629617691040039,1.968814781983383,0.9999942779541016,0.0007605669329677767,201824.484375,0.24265073239803314,0.005859375,,-5.903434963094867e-10,,,,,0.0,0.7841944694519043,,0.0,,0.02155517842998302,-25.635007858276367,8192.0,0.17409966886043549,,,4.6465080231428146e-05,4.051206633448601e-05,213.5739009489771,0.0,,9.629617691040039,0.0023823976516723633,,,24.56521224975586,0.0,8070.462760094,0.0,1.4428809164091945,,0.0,110.826171875,,0.9696779251098633,,5.0,0.0015581361949443817,0.36327456519939005,2068.943369667977,,,4.3281431771902135e-07,,0.0,2053.3308510429424,0.3625271231867373,,-4986.904296875,366.28501309803687,8186.48876953125,0.0,,1291.1416015625,1.0,2.0,0.09827406704425812,507.0,,,,207.92520189285278,,23.011077001225203,,2.0,,,,0.9318143091333178,0.00011586101643170774,,,,0.2063220888376236,16992901.0,0.0,,,54.0,,,1e-05,2113.0,0.0,,,0.0,0.11200572550296783,0.8145483732223511,0.8200070858001709,,2.0,0.0007474406993424054,0.013731657527387142,,0.12406090646982193,0.9696584939956665,,1.0,,1.4417878277599812
,,,,1.0,,,-0.000758439302444458,,0.5879231095314026,0.0007505685716751032,,,,8192.0,,,6,-1711.480712890625,,115.11113616707735,-2764.621337890625,,20.89006233215332,-1711.480712890625,,8192.0,,,2.1501467273310482e-08,,,,,,8192.0,1.0007262732833624,1.0,2.06115369216775e-09,2.448838710784912,2.1567320374060728e-08,0.0,,91.0,0.0007262593321684108,,231.685546875,1766391463.8273406,,,,,,,-25.389842987060547,2064.5542865809985,,0.18881174853231777,,,,0.0,257.08660888671875,8192.0,812.0570678710938,,0.0,0.0812698767330075,1.0,1363.4822762430413,,,,9.763594627380371,1.6003065309487283,0.9999984502792358,0.0008050341880334599,160951.484375,0.2502828538417816,0.00439453125,,2.1501467273310482e-08,,,,,0.0,0.7836644053459167,,0.0,,0.021859207354322244,-25.389842987060547,8192.0,0.17024734616279602,,,5.558400880545378e-05,3.375997766852379e-05,212.1619066830026,0.0,,9.763594627380371,0.0026799440383911133,,,19.89006233215332,0.0,10124.198160243,0.0,1.4519934188574553,,0.0,109.22265625,,0.9834343194961548,,6.0,0.0017766701057553291,0.370089752599597,2064.5542865809985,,,2.3527284609414778e-07,,0.0,2058.665169341989,0.3693638618569821,,-2764.621337890625,371.62628574692644,8192.0,0.0,,257.08660888671875,1.0,2.0,0.10039359331130981,756.0,,,,208.2096824645996,,84.16484107868746,,2.0,,,,0.9292583044502797,9.41306727541505e-05,,,,0.20892098546028137,17000904.0,0.0,,,48.0,,,1e-05,8192.0,0.0,,,0.0,0.11611604690551758,0.8114296197891235,0.8309595584869385,,2.0,0.0007258882178575732,0.015722453594207764,,0.11753851175308228,0.9834343194961548,,1.0,,1.4509280230849981
,,,,1.0,,,-0.0009853541851043701,,0.3626023530960083,0.0006915316480444744,,,,8192.0,,,7,-1732.461669921875,,114.04334061802365,-2899.7373046875,,10.618879318237305,-1732.461669921875,,8192.0,,,-1.9833022335546957e-08,,,,,,8192.0,1.0006622532382607,1.0,2.06115369216775e-09,1.807183861732483,-1.9651672289455746e-08,0.0,,109.0,0.000662453308905242,,231.685546875,1766393517.5630243,,,,,,,-26.693408966064453,2053.5092329629697,,0.1911374728151372,,,,0.0,535.6990356445312,8192.0,810.2002563476562,,0.0,0.08098082013481556,1.0,1358.6327112589497,,,,9.693828582763672,2.0131921150023118,0.9999998211860657,0.000777914828631765,79281.171875,0.24929997324943542,0.00439453125,,-1.9833022335546957e-08,,,,,0.0,0.7568715810775757,,0.0,,0.0215966532943998,-26.693408966064453,8192.0,0.17591074109077454,,,4.816101863980293e-05,3.257603384554386e-05,211.04247178905644,0.0,,9.693828582763672,0.0026649832725524902,,,9.618879318237305,0.0,12189.112608467,0.0,1.4127624360844493,,0.0,108.759765625,,0.9807735681533813,,7.0,0.0017961133271455765,0.34267020993866026,2053.5092329629697,,,1.5176115930604084e-07,,0.0,2069.622542611007,0.34200829989276826,,-2899.7373046875,367.1421557520516,8192.0,0.0,,535.6990356445312,1.0,2.0,0.1016494631767273,320.0,,,,208.2096824645996,,1066.603178923484,,2.0,,,,0.930674336074452,0.00011842337209592258,,,,0.21148213744163513,16999956.0,0.0,,,52.0,,,1e-05,8192.0,0.0,,,0.0,0.11733299493789673,0.7466106414794922,0.8190563917160034,,2.0,0.0006619080086238682,0.015683531761169434,,0.11508862674236298,0.9807735085487366,,1.0,,1.4118163855746388
,,,,1.0,,,-0.0008480548858642578,,0.16330967843532562,0.0007287404441740364,,,,8192.0,,,8,-1719.9154052734375,,114.79573135194369,-3011.39013671875,,5.509523391723633,-1719.9154052734375,,8192.0,,,-8.935977291457675e-09,,,,,,8192.0,1.0007021930068731,1.0,2.06115369216775e-09,1.660025715827942,-8.976930310211628e-09,0.0,,101.0,0.0007026542568837613,,231.685546875,1766395582.4780102,,,,,,,-54.05998229980469,2064.7199366600253,,0.19166403906885163,,,,0.0,246.82701110839844,8192.0,812.3342895507812,,0.0,0.08153982888912947,1.0,1368.0113218759652,,,,12.040624618530273,1.6435072839958593,1.0,0.0007505457738261612,37539.02734375,0.24546867609024048,0.00439453125,,-8.935977291457675e-09,,,,,0.0,0.7879663705825806,,0.0,,0.021537191288208385,-54.05998229980469,8192.0,0.1756671816110611,,,4.659302067011595e-05,3.235193435102701e-05,213.4197372760391,0.0,,12.040624618530273,0.002466529607772827,,,4.509523391723633,0.0,14248.403239185,0.0,1.3792421547695994,,0.0,111.896484375,,0.9754746556282043,,8.0,0.0016048802062869072,0.3189332642359659,2064.7199366600253,,,3.5149213317708927e-07,,0.0,2059.163048949657,0.318231436307542,,-3011.39013671875,366.2696591799613,8192.0,0.0,,246.82701110839844,1.0,2.0,0.09598278999328613,498.0,,,,208.2096824645996,,165.88875960558653,,2.0,,,,0.9342942902807246,9.664063039846571e-05,,,,0.20995059609413147,17006380.0,0.0,,,49.0,,,1e-05,8192.0,0.0,,,0.0,0.11167299747467041,0.6579145193099976,0.8195049166679382,,2.0,0.0007018276228336617,0.015690207481384277,,0.10602829605340958,0.9754746556282043,,1.0,,1.3782635061070323
,,,,1.0,,,-0.0007056295871734619,,0.26109579205513,0.000707842264091596,,,,8192.0,,,9,-1551.492919921875,,114.6233474269975,-3327.23779296875,,7.856382846832275,-1551.492919921875,,8192.0,,,-1.0208698775215908e-08,,,,,,8192.0,1.0006845965981483,1.0,2.06115369216775e-09,1.474969744682312,-9.997035199660331e-09,0.0,,136.0,0.0006847156380445085,,232.544921875,1766397641.7682517,,,,,,,-39.348995208740234,2059.070165358018,,0.1886342506288792,,,,0.0,-210.07447814941406,8192.0,818.35595703125,,0.0,0.08098754015761073,1.0,1358.7454545329092,,,,10.88037395477295,1.5924205599585548,1.0,0.0007285352517101273,56394.203125,0.2418452948331833,0.00341796875,,-1.0208698775215908e-08,,,,,0.0,0.7972044348716736,,0.0,,0.021880684927414344,-39.348995208740234,8192.0,0.1723288893699646,,,4.454399459064007e-05,5.8560981415212154e-05,211.51762555795722,0.0,,10.88037395477295,0.0022541582584381104,,,6.856382846832275,0.0,17499.397599955,0.0,1.3877298394218087,,0.0,109.7265625,,0.9814900159835815,,9.0,0.001552307978272438,0.3247455294476822,2059.070165358018,,,-1.3551507471731838e-07,,0.0,2064.2735111753477,0.3240612815134227,,-3327.23779296875,372.01400477206334,8192.0,0.0,,-210.07447814941406,1.0,2.0,0.09077918529510498,1547.0,,,,208.57513189315796,,34.12151266122237,,2.0,,,,0.9369212239048154,9.36611312946099e-05,,,,0.18939121067523956,17001936.0,0.0,,,51.0,,,1e-05,8192.0,0.0,,,0.0,0.1062474250793457,0.6354857683181763,0.8299758434295654,,2.0,0.0006842498842161149,0.015468239784240723,,0.09923605620861053,0.9814900159835815,,1.0,,1.3867698134854436
