val-aux/aime25/reward/worst@8/mean,critic/score/max,val-aux/aime24/reward/worst@2/mean,val-core/brumo25/reward/mean@8,critic/returns/min,val-aux/aime25/reward/best@2/mean,training/rollout_probs_diff_max,timing_s/agent_loop/slowest/prompt_length,rollout_corr/log_ppl_diff_min,val-aux/aime25/reward/worst@4/std,rollout_corr/rollout_rs_mean,val-core/beyondaime/reward/best@8/std,val-aux/hmmt25/reward/worst@4/mean,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/log_ppl_diff,val-aux/aime24/reward/std@8,timing_per_token_ms/gen,response_length/max,response_length_non_aborted/mean,timing_s/update_actor,rollout_corr/log_ppl_diff_max,training/rollout_actor_probs_pearson_corr,timing_s/agent_loop/slowest/response_length,val-core/aime25/reward/best@8/std,val-aux/num_turns/max,val-aux/beyondaime/reward/best@4/mean,perf/time_per_step,val-aux/brumo25/reward/best@2/std,rollout_corr/rollout_rs_eff_sample_size,val-aux/aime24/reward/best@2/std,val-core/brumo25/reward/best@8/std,val-aux/aime24/reward/worst@8/std,critic/advantages/mean,val-aux/beyondaime/reward/worst@2/mean,val-aux/brumo25/reward/worst@4/mean,timing_s/agent_loop/generate_sequences/min,val-core/aime25/reward/mean@8,rollout_corr/rollout_is_catastrophic_token_fraction,timing_s/adv,val-core/avg/reward/best@8/mean,rollout_corr/k3_kl,timing_per_token_ms/update_actor,val-aux/beyondaime/reward/best@4/std,distill/teacher_kl,rollout_corr/rollout_log_ppl,timing_s/step,val-core/aime24/reward/best@8/std,rollout_corr/log_ppl_abs_diff,val-aux/brumo25/reward/worst@2/std,perf/mfu/actor,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/kl,val-core/brumo25/reward/best@8/mean,rollout_corr/training_log_ppl,val-aux/aime24/reward/worst@4/mean,val-aux/aime25/reward/best@2/std,val-aux/beyondaime/reward/best@2/mean,val-aux/brumo25/reward/worst@8/mean,training/global_step,timing_s/agent_loop/tool_calls/mean,val-aux/beyondaime/reward/worst@8/mean,val-aux/hmmt25/reward/std@8,training/epoch,timing_s/testing,perf/max_memory_reserved_gb,val-core/avg/reward/mean@8,actor/grad_norm,timing_s/gen,val-aux/hmmt25/reward/worst@2/mean,critic/score/min,_runtime,rollout_corr/rollout_rs_seq_std,response_length_non_aborted/max,perf/throughput,critic/rewards/mean,critic/advantages/max,rollout_corr/rollout_rs_seq_max,timing_s/agent_loop/tool_calls/min,num_turns/mean,_timestamp,actor/pg_loss,critic/rewards/max,val-core/aime25/reward/best@8/mean,val-aux/brumo25/reward/worst@4/std,val-aux/aime24/reward/worst@2/std,critic/rewards/min,val-aux/beyondaime/reward/worst@8/std,val-aux/aime24/reward/best@4/mean,rollout_corr/training_ppl,response_length/min,prompt_length/max,actor/is_ratio_mean,val-core/hmmt25/reward/best@8/std,val-aux/hmmt25/reward/best@4/std,val-aux/aime24/reward/worst@8/mean,timing_s/old_log_prob_pre,prompt_length/min,val-aux/aime25/reward/worst@2/mean,rollout_corr/rollout_rs_seq_fraction_high,val-core/aime24/reward/best@8/mean,rollout_corr/rollout_rs_min,val-aux/aime24/reward/best@2/mean,val-aux/brumo25/reward/std@8,val-core/beyondaime/reward/best@8/mean,timing_s/start_profile,val-aux/brumo25/reward/best@2/mean,prompt_length/mean,val-core/beyondaime/reward/mean@8,val-aux/aime24/reward/worst@4/std,num_turns/min,timing_s/agent_loop/slowest/tool_calls,val-core/hmmt25/reward/best@8/mean,val-aux/hmmt25/reward/best@2/std,val-aux/beyondaime/reward/std@8,val-aux/beyondaime/reward/worst@4/mean,timing_per_token_ms/adv,rollout_corr/rollout_rs_ratio_fraction_high,timing_s/save_checkpoint,rollout_corr/rollout_is_veto_fraction,actor/lr,adv/mean,val-aux/brumo25/reward/best@4/std,response_length_non_aborted/min,perf/max_memory_allocated_gb,val-aux/aime25/reward/worst@8/std,response_length_non_aborted/clip_ratio,val-aux/brumo25/reward/worst@8/std,rollout_corr/rollout_rs_masked_fraction,val-aux/beyondaime/reward/best@2/std,val-aux/aime25/reward/std@8,training/rollout_probs_diff_valid,val-aux/hmmt25/reward/worst@8/std,num_turns/max,actor/entropy,val-aux/aime25/reward/worst@4/mean,rollout_corr/rollout_rs_seq_masked_fraction,val-aux/num_turns/mean,training/rollout_probs_diff_mean,critic/advantages/min,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/rollout_rs_max,rollout_corr/rollout_rs_seq_min,perf/cpu_memory_used_gb,val-aux/hmmt25/reward/worst@8/mean,response_length/clip_ratio,rollout_corr/rollout_rs_std,timing_s/reward,val-core/aime24/reward/mean@8,timing_s/stop_profile,response_length/mean,val-aux/beyondaime/reward/worst@4/std,val-core/avg/reward/best@8/std,_step,val-core/hmmt25/reward/mean@8,rollout_corr/rollout_ppl,rollout_corr/rollout_rs_seq_mean,response/aborted_ratio,val-aux/hmmt25/reward/worst@4/std,val-aux/num_turns/min,critic/returns/max,rollout_corr/chi2_token,timing_s/agent_loop/generate_sequences/mean,val-aux/aime25/reward/best@4/std,val/generations,val-aux/beyondaime/reward/worst@2/std,rollout_corr/ppl_ratio,critic/returns/mean,val-aux/aime25/reward/worst@2/std,timing_s/agent_loop/generate_sequences/max,val-aux/aime25/reward/best@4/mean,training/rollout_probs_diff_std,val-aux/hmmt25/reward/best@2/mean,critic/score/mean,perf/total_num_tokens,val-aux/brumo25/reward/best@4/mean,timing_s/agent_loop/tool_calls/max,prompt_length/clip_ratio,val-aux/aime24/reward/best@4/std,timing_s/agent_loop/slowest/generate_sequences,val-aux/hmmt25/reward/worst@2/std,rollout_corr/chi2_seq,val-aux/brumo25/reward/worst@2/mean,val-aux/hmmt25/reward/best@4/mean
0.0012000000000000001,,0.03363333333333333,0.18333333333333332,,0.1499,,,,0.03725342027625464,,0.017539446542364893,0.0008666666666666667,,,0.12728615745449118,,,,,,,,0.07400532004192376,2.0,0.07972,,0.10802110008281272,,0.1410548722382883,0.04598018808421043,0.0087333273388886,,0.029050000000000003,0.08606666666666667,,0.09583333333333334,,,0.204522,,,0.027808420127040955,,,,0.1145902590846883,,0.10796505304010146,,,,0.31293333333333334,,0.0099,0.1295565149736823,0.06369,0.05316666666666667,,,0.01157,0.052619114931143136,,,,0.08758333333333333,,,0.008,,533.583513953,,,,,,,,,1766383634.5472074,,,0.2534666666666667,0.07810020350989699,0.07361395173431531,,0.006632166510027408,0.19479999999999997,,,,,0.0457203430709856,0.05977304310973457,0.0011666666666666668,,,0.041066666666666675,,0.2586666666666667,,0.1320333333333333,0.1264915724593033,0.09101,,0.23636666666666667,,0.04625,0.02888796756216957,,,0.10653333333333334,0.060983077464124014,0.03912844688270587,0.01698,,,,,,,0.07639230118804546,,,0.011766382924254795,,0.04644958338823023,,0.03666123855536149,0.12584148034533588,,0.001053565375285274,,,0.010966666666666668,,2.0,,,,,,,3.3333333333333335e-05,,,,0.08333333333333333,,,0.01693724109874381,0.0595671113648346,0,0.029166666666666667,,,,0.007240897943507709,2.0,,,,0.10984628866885876,"{'path': 'media/table/val/generations_0_188d7d7e2a56c782a999.table.json', '_latest_artifact_path': 'wandb-client-artifact://6qaskx9iu4n5fxnwgxobi8tncuua4xyjwbvgps65qztxc9y2fnkhxs0x6cqmvtegdi2svducmw0zgoop0fyo3d84g2xomd1etq0l0dsdvam23hhddt8cfm474els19zd:latest/val/generations.table.json', '_type': 'table-file', 'nrows': 1, 'sha256': '188d7d7e2a56c782a9990d027482e1a0525f778105ab47618d30521d5095b310', 'size': 52541, 'artifact_path': 'wandb-client-artifact://2o9xitc87hf82hu0eutg796bfetqytjl4b85a13ko4vtzno8t4lk6ouunchkq7l2co71qcphmbh6r2ndhagusjrhrv2bxy8tqeb3xzwyg9ehqprbuq3fhkyf0rq2mjal/val/generations.table.json', 'ncols': 31, 'log_mode': 'IMMUTABLE'}",0.02971110600225754,,,0.08406309210973241,,0.20793333333333333,,0.0508,,,0.2816,,,0.13829603703920504,,0.027946143669933702,,0.12983333333333333,0.0799
,-36.681846618652344,,,-27.360746383666992,,0.4769893288612366,102.0,-0.10961771011352539,,0.9999827742576599,,,4.463935965759447e-06,0.0003771294545913406,,0.06170280777436113,8192.0,1203.21923828125,93.65029517700896,0.0838632583618164,0.9997171759605408,1980.0,,,,315.009328798973,,0.9987254910014665,,,,8.520530059286102e-09,,,0.0,,0.0,2.6772256599506363,,0.0006459903399900213,0.03524348606353478,,0.3927275538444519,1.0534838661551476,315.009328798973,,0.00218656083507085,,0.09291276416032646,0.0,0.0006687007226560127,,1.0538610077928752,,,,,1.0,0.0,,,0.0,,179.806640625,,2.986753225326538,152.04762699792627,,-5574.73193359375,1233.907307908,0.006820700131356716,8192.0,2108.8557997085127,-472.537353515625,5.25502872467041,1.1174932718276978,0.0,2.0,1766383950.4597833,8.201591951717546e-05,-36.681846618652344,,,,-5574.73193359375,,,43.07664932869375,2.0,269.0,1.0,,,,22.429320409079082,36.0,,0.0,,0.04595706984400749,,,,0.0006109469104558229,,94.259765625,,,2.0,0.0,,,,,0.0010075223474423382,2.029061761277262e-06,,0.0,1e-05,7.529770584824291e-09,,2.0,169.2835602760315,,0.0263671875,,6.492997727036709e-06,,,1.0,,2.0,1.2361316680908203,,0.00537109375,,0.0028919237665832043,-27.360746383666992,0.11749327182769775,3.0237860679626465,0.9236222505569458,617.799560546875,,0.0263671875,0.035723038017749786,43.72489943099208,,5.74400182813406e-05,1203.21923828125,,,1,,43.69847720861435,1.0004022121429443,0.0,,,5.25502872467041,0.001253283116966486,0.0,,,,1.0003988281823695,8.520530059286102e-09,,0.0,,0.008820448070764542,,-472.537353515625,2657237.0,,0.0,0.0,,0.0,,1.38739408319816,,
,9740.3359375,,,-32.08430480957031,,0.9999998807907104,65.0,-0.08335113525390625,,0.9790388941764832,,,0.07903555780649185,0.0009636104661581157,,0.06407674660188978,8192.0,3115.822265625,157.71162132604513,0.06968355178833008,0.9024986624717712,6958.0,,,,700.0233828350902,,0.9538174549814987,,,,4.9486139630516846e-09,,,0.0,,0.0,2.7388905169209465,,0.0004545350421949479,0.023943761861088004,,0.26602452993392944,1.5329885194078088,700.0233828350902,,0.0017640706410020357,,0.15813033529296613,0.0,0.0004508241565872595,,1.5339521234855056,,,,,2.0,0.0,,,0.0,,201.484375,,2.6177806854248047,408.8867917229654,,-15989.421875,2502.117973143,0.25597918033599854,8192.0,2352.33285112695,-828.8851928710938,6.0805864334106445,10.004338264465332,0.0,2.0,1766384650.7790375,5.018436866066622e-05,9740.3359375,,,,-15989.421875,,,65.43774763308465,2.0,454.0,1.0,,,,47.28583643597085,34.0,,0.00341796875,,2.06115369216775e-09,,,,0.00011856097262352705,,100.365234375,,,2.0,0.0,,,,,0.00041581807192998105,0.008668269962072372,,0.0,1e-05,5.367987832016752e-09,,2.0,190.12434816360474,,0.208984375,,0.08770382404327393,,,1.0,,2.0,1.4642179012298584,,0.3798828125,,0.07101958245038986,-32.08430480957031,9.004338264465332,38759.90625,0.6369390487670898,679.2763061523438,,0.208984375,0.20621950924396515,82.85727276501711,,6.358406972140074e-05,3115.822265625,,,2,,65.4453054908663,0.993360161781311,0.0,,,6.0805864334106445,0.0009194049052894115,0.0,,,,1.0009766044095159,4.9486139630516846e-09,,0.0,,0.1729986071586609,,-828.8851928710938,6586752.0,,0.0,0.0,,0.0,,6.350985629949719,,
,5069.9326171875,,,-44.41805648803711,,1.0,78.0,-0.008877277374267578,,0.9389930367469788,,,0.07384635508060455,0.0003728615618570075,,0.07219989541797135,8192.0,5378.34765625,253.66115475806873,0.05121612548828125,0.6776970028877258,3445.0,,,,1267.930055052042,,0.9684811557017331,,,,-6.5061969145574494e-09,,,0.0,,0.0,2.7685881489887834,,0.00015052529366244016,0.022615476486472566,,0.0916471928358078,0.3699734139954671,1267.930055052042,,0.0005717592179053099,,0.17695975612481674,0.0,0.00016141726222684838,,0.3703462754492648,,,,,3.0,0.0,,,0.0,,213.95703125,,0.8267911672592163,795.2714512440143,,-18714.634765625,3754.230885067,0.39923062920570374,8192.0,2211.5305089797776,-492.91046142578125,9.989301681518555,17.88743782043457,0.0,2.0,1766385918.9872515,2.5672835601620037e-05,5069.9326171875,,,,-18714.634765625,,,3.3404761627316475,3.0,342.0,1.0,,,,76.79096403811127,38.0,,0.00390625,,2.06115369216775e-09,,,,4.56320121884346e-05,,98.34375,,,2.0,0.0,,,,,0.00024683692796360565,0.002086000982671976,,0.0,1e-05,-6.907962202262752e-09,,3.0,202.64581632614136,,0.54150390625,,0.07593236118555069,,,1.0,,2.0,0.44443559646606445,,0.6611328125,,0.09769797325134277,-44.41805648803711,16.88743782043457,139250.859375,0.6220046281814575,731.6864624023438,,0.54150390625,0.1656177043914795,138.78854374191724,,5.6352000683546066e-05,5378.34765625,,,3,,3.313099315389991,0.9585689306259155,0.0,,,9.989301681518555,0.0002780761569738388,0.0,,,,1.000374285504222,-6.5061969145574494e-09,,0.0,,0.19906547665596008,,-492.91046142578125,11216264.0,,0.0,0.0,,0.0,,40.38582157017663,,
,8555.298828125,,,-46.824989318847656,,1.0,115.0,-0.012071609497070312,,0.9217624664306641,,,0.06614451855421066,0.0003054458771316604,,0.0725677087972378,8192.0,5284.44580078125,252.30631593207363,0.009883880615234375,0.5429393649101257,611.0,,,,1251.8316267960472,,0.9734271784656567,,,,4.376791817861658e-09,,,0.0,,0.0,2.737994705908932,,0.00010881252761407723,0.022904893865488874,,0.0643104612827301,0.20365822102758102,1251.8316267960472,,0.0004714277671951095,,0.17465674626770386,0.0,0.00012698418875878303,,0.20396366686327383,,,,,4.0,0.0,,,0.0,,216.5703125,,0.5039905309677124,785.3672940050019,,-16482.83984375,4871.95589701,0.1488061547279358,8192.0,2199.854350259731,-339.84515380859375,7.746652126312256,6.514211177825928,0.0,2.0,1766387171.0987473,2.1939932686620978e-05,8555.298828125,,,,-16482.83984375,,,1.421940203756094,9.0,541.0,1.0,,,,74.87853418197483,37.0,,0.00048828125,,2.06115369216775e-09,,,,4.438403993844986e-05,,94.162109375,,,2.0,0.0,,,,,0.00024856087296680414,0.0009592937421984971,,0.0,1e-05,3.868987352717568e-09,,9.0,204.54579544067383,,0.53955078125,,0.067103810608387,,,1.0,,2.0,0.2869594097137451,,0.63037109375,,0.09334414452314377,-46.824989318847656,5.514211177825928,46106.0703125,0.5860004425048828,742.7993774414062,,0.53955078125,0.15248863399028778,135.9048497560434,,6.464100442826748e-05,5284.44580078125,,,4,,1.4221267066895962,0.9484236240386963,0.0,,,7.746652126312256,0.00017699599266052246,0.0,,,,1.0003059138543904,4.376791817861658e-09,,0.0,,0.19684872031211853,,-339.84515380859375,11015389.0,,0.0,0.0,,0.0,,11.932436474598944,,
,5848.6845703125,,,-53.58884048461914,,1.0,84.0,-0.0045928955078125,,0.9388158321380615,,,0.05009409040212631,0.0003699154289904527,,0.07014947707159672,8192.0,4798.119140625,231.93335078796372,0.006371140480041504,0.6281156539916992,785.0,,,,1117.4488918050192,,0.9773219033327664,,,,-1.0872877709289241e-08,,,0.0,,0.0,2.737213385058567,,0.0002190730095321669,0.023133484128658705,,0.11065788567066193,0.13766264700097963,1117.4488918050192,,0.0005363041158261694,,0.17002156807925328,0.00048828125,0.0002298439791132978,,0.13803256332175806,,,,,5.0,0.0,,,0.0,,216.5703125,,0.7110158205032349,689.3272036189446,,-9654.09375,6401.325121419,0.08238138258457184,8192.0,2243.0269682860335,-530.94970703125,9.635725975036621,3.2899060249328613,0.0,2.0,1766388288.8223622,1.6837757545573595e-05,5848.6845703125,,,,-9654.09375,,,1.1556205274537206,261.0,494.0,1.0,,,,68.22027714096475,40.0,,0.0009765625,,2.06115369216775e-09,,,,4.5345048420131207e-05,,97.326171875,,,2.0,0.0,,,,,0.00027301499411308734,0.0016126721166074276,,0.0,1e-05,-1.173746788651897e-08,,261.0,204.54579544067383,,0.44580078125,,0.051706764847040176,,,1.0,,2.0,0.2628008723258972,,0.6337890625,,0.07490327209234238,-53.58884048461914,2.2899060249328613,19237.712890625,0.38738253712654114,725.1921997070312,,0.44580078125,0.14317655563354492,124.62765832501464,,6.150500848889351e-05,4798.119140625,,,5,,1.1551578408107162,0.9627366065979004,0.0,,,9.635725975036621,0.000418676994740963,0.0,,,,1.000370280817151,-1.0872877709289241e-08,,0.0,,0.17253461480140686,,-530.94970703125,10025872.0,,0.0,0.0,,0.0,,8.788652814459056,,
,4498.1259765625,,,-57.20350646972656,,1.0,78.0,-0.003393232822418213,,0.9477303624153137,,,0.041958507150411606,0.00034011948491752264,,0.0765467408062079,8192.0,6234.9658203125,290.27540459798183,0.004682064056396484,0.7155681848526001,8192.0,,,,1529.069407286006,,0.9771406659078107,,,,-7.424149739421182e-09,,,0.0,,0.0,2.7630127109587193,,0.0002660394991380599,0.02238872405838544,,0.14380154013633728,0.12658132216893137,1529.069407286006,,0.0004451194914736334,,0.17981391230058671,0.0,0.00025914819090644414,,0.12692144187167287,,,,,6.0,0.0,,,0.0,,217.1953125,,0.7743791341781616,977.4414081700379,,-3882.9462890625,8406.418952376,0.06223880872130394,8192.0,2119.794225530356,-896.5977783203125,11.091421127319336,2.6197516918182373,0.0,2.0,1766389818.1897533,2.0247981053600483e-05,4498.1259765625,,,,-3882.9462890625,,,1.1397433411329985,486.0,742.0,1.0,,,,94.20251258497592,35.0,,0.0009765625,,2.06115369216775e-09,,,,4.582409746944904e-05,,95.72265625,,,2.0,0.0,,,,,0.00021310909631196617,0.0026019620709121227,,0.0,1e-05,-7.364116427766021e-09,,486.0,205.49591827392578,,0.654296875,,0.044560469686985016,,,1.0,,2.0,0.2854594886302948,,0.8212890625,,0.06889913231134415,-57.20350646972656,1.6197516918182373,13834.802734375,0.5793441534042358,747.2913818359375,,0.654296875,0.14445389807224274,163.71864181407727,,5.216104909777641e-05,6234.9658203125,,,6,,1.1393331717699766,0.9590709209442139,0.0,,,11.091421127319336,0.000547078438103199,0.0,,,,1.000340359751135,-7.424149739421182e-09,,0.0,,0.1543755680322647,,-896.5977783203125,12965250.0,,0.0,0.0,,0.0,,33.52175876498222,,
,887.3544311523438,,,-41.03816604614258,,0.9999998807907104,96.0,-0.0011289715766906738,,0.9532029032707214,,,0.05443527549505234,0.0003656055782812473,,0.08017637109518572,8192.0,7989.47314453125,363.52436148701236,0.0020701587200164795,0.7790366411209106,8192.0,,,,2004.7676547240699,,0.9650706114040806,,,,1.29930208814244e-08,,,0.0,,0.0,2.7835773850092664,,0.0003942416681184113,0.021955224941240484,,0.22684313356876373,0.14825430209748447,2004.7676547240699,,0.00041469723191767116,,0.18767227328861297,0.0,0.00035805862512461317,,0.148619907500688,,,,,7.0,0.0,,,0.0,,218.685546875,,1.3609131574630737,1311.8811416390818,,-3687.704345703125,10497.661393087,0.054356567561626434,8192.0,2064.7695708008278,-1812.357177734375,13.6773681640625,1.7064188718795776,0.0,2.0,1766391823.2810538,1.5397065269151522e-06,887.3544311523438,,,,-3687.704345703125,,,1.162116521038115,981.0,306.0,1.0,,,,115.44209766702261,39.0,,0.0,,2.06115369216775e-09,,,,4.825601354241371e-05,,95.259765625,,,2.0,0.0,,,,,0.00016811546653775454,0.0061980970203876495,,0.0,1e-05,1.3469537485377714e-08,,981.0,207.44943237304688,,0.951171875,,0.06063337251543999,,,1.0,,2.0,0.393629789352417,,0.994140625,,0.08249089866876602,-41.03816604614258,0.7064188718795776,5794.94091796875,0.7024012804031372,753.7858276367188,,0.951171875,0.17798739671707153,210.38710635504685,,5.068897735327482e-05,7989.47314453125,,,7,,1.161682691425085,0.9541593194007874,0.0,,,13.6773681640625,0.0008641891181468964,0.0,,,,1.000365749001503,1.29930208814244e-08,,0.0,,0.15629783272743225,,-1812.357177734375,16557533.0,,0.0,0.0,,0.0,,38.82290300447494,,
,771.0443115234375,,,-41.279815673828125,,0.9999998211860657,87.0,-0.0008341670036315918,,0.9715114831924438,,,0.09374833106994629,0.0006722794496454298,,0.08236518548136729,8192.0,8192.0,373.5178580490174,0.002129167318344116,0.8209607601165771,8192.0,,,,2090.9518760829233,,0.9381108657527347,,,,-5.130924130014591e-09,,,0.0,,0.0,2.7735481150448322,,0.0006944654869585065,0.021999160953186457,,0.23248884081840515,0.30233881738968194,2090.9518760829233,,0.0006918027502251789,,0.18796063980914804,0.0,0.0006720417593442107,,0.3030110993422568,,,,,8.0,0.0,,,0.0,,218.8125,,2.3287951946258545,1381.858507700963,,-3426.042724609375,12579.869232347,0.25591909885406494,8192.0,2030.0242432895016,-1904.548828125,10.402412414550781,9.96334457397461,0.0,2.0,1766393914.563155,1.0432784334213352e-06,771.0443115234375,,,,-3426.042724609375,,,1.35712203476578,8192.0,484.0,1.0,,,,116.46126975794323,36.0,,0.00341796875,,2.06115369216775e-09,,,,4.732899833470583e-05,,98.396484375,,,2.0,0.0,,,,,0.00016335425490224078,0.013582944869995117,,0.0,1e-05,-4.4340313642976525e-09,,8192.0,207.44943237304688,,1.0,,0.1073312759399414,,,1.0,,2.0,0.6292293071746826,,1.0,,0.1049254760146141,-41.279815673828125,8.96334457397461,73791.6328125,0.736224889755249,749.7491455078125,,1.0,0.23694561421871185,215.5811707000248,,6.671994924545288e-05,8192.0,,,8,,1.3562014698982239,0.9715114831924438,0.0,,,10.402412414550781,0.0014414489269256592,0.0,,,,1.000672610476613,-5.130924130014591e-09,,0.0,,0.1721150130033493,,-1904.548828125,16978732.0,,0.0,0.0,,0.0,,139.99447688180953,,
,546.2679443359375,,,-42.97111129760742,,0.9999996423721313,123.0,-0.0009088814258575439,,1.0314363241195679,,,0.10471761226654053,0.0007378290501947049,,0.08174878094333732,8192.0,8192.0,373.37156196695287,0.002511739730834961,0.8320564031600952,8192.0,,,,2081.8689923279453,,0.9305414675487755,,,,-8.420355079863384e-09,,,0.0,,0.0,2.8154362129280344,,0.0007918939595583652,0.021996301816426873,,0.22274479269981384,0.37770682107657194,2081.8689923279453,,0.0007611812143295538,,0.1879667210353766,0.0,0.000738055428428197,,0.37844465067610145,,,,,9.0,0.0,,,0.0,,220.220703125,,2.2502880096435547,1371.516955623054,,-2954.2666015625,15865.399982291,1.3166834115982056,8192.0,2038.3472810432893,-1824.7254638671875,9.214313507080078,43.5233154296875,0.0,2.0,1766395996.7316475,5.325953051915633e-07,546.2679443359375,,,,-2954.2666015625,,,1.464322422631085,8192.0,1533.0,1.0,,,,116.62079359393101,37.0,,0.00830078125,,2.06115369216775e-09,,,,9.28329536691308e-05,,96.2265625,,,2.0,0.0,,,,,0.00016586476044992487,0.016501307487487793,,0.0,1e-05,-9.273154688571594e-09,,8192.0,208.50367403030396,,1.0,,0.12121891975402832,,,1.0,,2.0,0.6998100280761719,,1.0,,0.10516092926263809,-42.97111129760742,42.5233154296875,348881.09375,0.8018016219139099,762.7774658203125,,1.0,0.253067284822464,216.7841565720737,,5.2641029469668865e-05,8192.0,,,9,,1.4632351901382208,1.0314364433288574,0.0,,,9.214313507080078,0.0017013270407915115,0.0,,,,1.0007382184267044,-8.420355079863384e-09,,0.0,,0.1757189929485321,,-1824.7254638671875,16974288.0,,0.0,0.0,,0.0,,569.2801821911708,,
