val-aux/aime24/reward/worst@8/std,num_turns/mean,val-aux/brumo25/reward/best@4/std,response_length_non_aborted/min,val-aux/beyondaime/reward/best@2/mean,critic/score/max,training/rollout_probs_diff_mean,rollout_corr/rollout_rs_seq_mean,val-aux/aime24/reward/worst@2/std,val-aux/aime24/reward/worst@8/mean,rollout_corr/rollout_rs_seq_masked_fraction,critic/returns/max,timing_s/agent_loop/slowest/generate_sequences,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/chi2_seq,val-aux/brumo25/reward/best@2/mean,timing_s/agent_loop/slowest/response_length,val-aux/beyondaime/reward/best@2/std,val-aux/aime25/reward/worst@8/mean,timing_s/gen,actor/pg_loss,response_length_non_aborted/mean,val-aux/beyondaime/reward/best@4/mean,rollout_corr/rollout_rs_ratio_fraction_high,training/global_step,rollout_corr/log_ppl_diff_min,val-aux/aime24/reward/worst@4/std,val-core/beyondaime/reward/mean@8,rollout_corr/rollout_rs_ratio_fraction_low,actor/is_ratio_mean,val-aux/beyondaime/reward/std@8,response/aborted_ratio,_runtime,rollout_corr/rollout_rs_seq_std,rollout_corr/k3_kl,val-core/aime25/reward/best@8/std,val-aux/hmmt25/reward/worst@2/mean,val-aux/hmmt25/reward/std@8,rollout_corr/rollout_rs_seq_max_deviation,prompt_length/mean,critic/advantages/mean,timing_s/save_checkpoint,rollout_corr/log_ppl_diff,rollout_corr/chi2_token,val-core/brumo25/reward/best@8/mean,critic/rewards/max,val-aux/beyondaime/reward/worst@8/mean,val-aux/hmmt25/reward/best@4/mean,actor/entropy,critic/advantages/min,val-core/hmmt25/reward/best@8/std,val-aux/aime25/reward/worst@2/std,response_length_non_aborted/max,val-aux/beyondaime/reward/worst@2/std,rollout_corr/rollout_rs_std,val-aux/aime25/reward/worst@8/std,val-aux/beyondaime/reward/worst@4/std,val-core/avg/reward/best@8/mean,val-aux/aime25/reward/worst@4/mean,response_length/min,val-aux/hmmt25/reward/worst@2/std,val-core/avg/reward/mean@8,val-aux/aime25/reward/std@8,val-aux/brumo25/reward/worst@2/mean,rollout_corr/rollout_rs_max,val-aux/aime25/reward/best@4/mean,timing_s/agent_loop/tool_calls/mean,response_length/mean,response_length/clip_ratio,val-aux/hmmt25/reward/worst@8/std,val-core/beyondaime/reward/best@8/mean,val-core/beyondaime/reward/best@8/std,perf/max_memory_reserved_gb,rollout_corr/rollout_rs_min,val-aux/beyondaime/reward/worst@2/mean,val-core/brumo25/reward/mean@8,val-core/hmmt25/reward/best@8/mean,rollout_corr/rollout_ppl,num_turns/max,critic/advantages/max,val-aux/aime24/reward/best@2/mean,val-core/hmmt25/reward/mean@8,val-aux/hmmt25/reward/worst@4/mean,timing_per_token_ms/adv,perf/total_num_tokens,val-core/brumo25/reward/best@8/std,prompt_length/min,timing_s/agent_loop/slowest/prompt_length,critic/returns/min,rollout_corr/rollout_log_ppl,rollout_corr/rollout_rs_seq_min,timing_s/old_log_prob_pre,perf/time_per_step,val-aux/hmmt25/reward/best@4/std,val-aux/aime25/reward/worst@2/mean,val-aux/aime24/reward/std@8,val-aux/brumo25/reward/best@4/mean,val-aux/brumo25/reward/best@2/std,rollout_corr/log_ppl_diff_max,critic/returns/mean,response_length/max,val-aux/brumo25/reward/worst@8/std,val-aux/hmmt25/reward/best@2/std,val-aux/brumo25/reward/worst@2/std,response_length_non_aborted/clip_ratio,val-aux/hmmt25/reward/worst@8/mean,rollout_corr/rollout_rs_seq_fraction_high,training/rollout_probs_diff_max,prompt_length/max,val-aux/hmmt25/reward/best@2/mean,val-aux/beyondaime/reward/worst@4/mean,val-aux/brumo25/reward/worst@8/mean,timing_s/agent_loop/generate_sequences/max,val-aux/beyondaime/reward/best@4/std,num_turns/min,timing_s/update_actor,perf/max_memory_allocated_gb,timing_s/stop_profile,timing_s/agent_loop/tool_calls/max,rollout_corr/log_ppl_abs_diff,actor/grad_norm,timing_s/agent_loop/generate_sequences/min,val-aux/brumo25/reward/std@8,val-aux/aime25/reward/best@2/mean,timing_s/step,val-aux/num_turns/mean,val-core/aime24/reward/best@8/mean,val-aux/aime24/reward/worst@2/mean,training/rollout_probs_diff_std,critic/rewards/min,val-core/aime24/reward/mean@8,rollout_corr/rollout_rs_masked_fraction,perf/mfu/actor,val-core/aime25/reward/best@8/mean,prompt_length/clip_ratio,rollout_corr/rollout_is_veto_fraction,critic/score/mean,val-core/avg/reward/best@8/std,val-aux/num_turns/max,critic/score/min,rollout_corr/training_log_ppl,val-aux/aime24/reward/best@2/std,rollout_corr/rollout_rs_mean,val-aux/aime24/reward/best@4/std,val-core/aime24/reward/best@8/std,val-aux/num_turns/min,val/generations,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/tool_calls/min,_timestamp,val-aux/hmmt25/reward/worst@4/std,rollout_corr/ppl_ratio,val-core/aime25/reward/mean@8,timing_s/reward,perf/throughput,_step,actor/lr,rollout_corr/training_ppl,timing_s/agent_loop/slowest/tool_calls,val-aux/aime25/reward/best@2/std,critic/rewards/mean,val-aux/aime24/reward/worst@4/mean,adv/mean,training/rollout_probs_diff_valid,val-aux/aime25/reward/worst@4/std,training/rollout_actor_probs_pearson_corr,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_is_catastrophic_token_fraction,distill/teacher_kl,val-aux/brumo25/reward/worst@4/mean,training/epoch,perf/cpu_memory_used_gb,val-aux/brumo25/reward/worst@4/std,timing_s/start_profile,timing_s/agent_loop/generate_sequences/mean,timing_per_token_ms/update_actor,rollout_corr/kl,rollout_corr/rollout_rs_seq_max,rollout_corr/rollout_rs_eff_sample_size,timing_s/testing,val-aux/aime24/reward/best@4/mean,timing_per_token_ms/gen,timing_s/adv
0.008294132451445297,,0.09140666063944113,,0.06488,,,,0.07611332122468112,0.0009333333333333333,,,,,,0.22696666666666668,,0.06510577986787965,0.0002,,,,0.09272999999999999,,,,0.026073160209672874,0.04,,,0.05980022551400884,,535.440744205,,,0.0975505506706937,0.0031333333333333335,0.03648168432194557,,,,,,,0.3202666666666667,,0.00036,0.05090000000000001,,,0.041622350735048545,0.08579271673016729,,0.03694335463523308,,0.0035931850386538454,0.014258028882974956,0.21235400000000001,0.005699999999999999,,0.0160262142750829,0.07883333333333332,0.1385715631956196,0.0989,,0.21799999999999997,,,,0.0,0.12047000000000001,0.047118105946275864,,,0.01565,0.1625,0.07433333333333333,,,,0.13586666666666666,0.016666666666666666,3.3333333333333335e-05,,,0.046170923166617105,,,,,,,,0.04838492486949533,0.0334,0.13122518644559847,0.28653333333333336,0.1294998219382954,,,,0.020178903922895192,0.04472917372004385,0.10903610146535557,,0.0,,,,0.029866666666666663,0.00378,0.0373,,0.06073892241749265,,,,,,,,,0.1383062142579008,0.1499333333333333,,2.0,0.26676666666666665,0.0308,,,0.08333333333333333,,,0.2799333333333333,,,,0.06882084564902889,2.0,,,0.1453503327247954,,0.14002736750772632,0.11164229772650931,2.0,"{'ncols': 31, 'artifact_path': 'wandb-client-artifact://2kz5p4ivt6kau4oi6lcko8bby4b62s87j3vbn7vasrakepeydkid9h5dfdhladbooh232mpcx84mqit6wphiz4imh8p2ieh3673sioebiz41qb3i64yh4nf7jdov7j8y/val/generations.table.json', 'size': 38476, 'log_mode': 'IMMUTABLE', 'nrows': 1, 'path': 'media/table/val/generations_0_c2f725a6a777202bffa6.table.json', 'sha256': 'c2f725a6a777202bffa67e351612c0f329edd8f7e8fd500a94465bed0ae0ea47', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://rmsdn4yirijsk16p0390mgedcoeerjksgeako1ibqr3ko8qm38icjfa1vsf9uojhob1mk3truppxqhie3excaustigruv112q20e0stdl57u6xfla5tungdvy0dqc0us:latest/val/generations.table.json'}",0.0036456972422556216,,1769943051.9603686,0.001053565375285274,,0.09166666666666666,,,0,,,,0.1507645665651711,,0.007066666666666667,,,0.030202868921154688,,0.13840746555996428,,,0.05633333333333333,,,0.06142762884301362,,,,,,,,0.1998666666666667,,
,2.0,,2.0,,-37.04469299316406,0.0029073406476527452,1.0001165866851807,,,0.00537109375,6.288645267486572,0.0,0.0,3.903351479675621,,309.0,,,185.240358183044,7.339186245047813e-05,1254.05908203125,,1.946803195096436e-06,1.0,-0.06317806243896484,,,3.1148852031037677e-06,1.0,,0.0,1248.985784504,0.0038781280163675547,0.0006304467282234327,,,,0.06521749496459961,94.259765625,-9.107862908308562e-09,,0.0006086845544359676,0.0011979220435023308,,-37.04469299316406,,,1.1523324251174927,-27.669269561767578,,,8192.0,,0.03539954870939255,,,,,2.0,,,,,3.1207287311553955,,0.0,1254.05908203125,0.0302734375,,,,177.271484375,0.12418223172426224,,,,35.767586949281394,2.0,6.288645267486572,,,,0.0005575709562329278,2761357.0,,36.0,102.0,-27.669269561767578,0.9216848991345614,0.9371777176856995,22.6331136879744,317.2772586369538,,,,,,0.06900644302368164,-9.107862908308562e-09,8192.0,,,,0.0302734375,,0.0,0.38888436555862427,269.0,,,,0.0,,2.0,89.88128513499396,171.16636323928833,4.892802098765969e-05,0.0,0.0016806912317406386,2.901801109313965,0.0,,,317.2772586369538,,,,0.00885902438312769,-6489.5205078125,,5.061688170826528e-06,0.10022986347568605,,0.0,0.0,-489.9947814941406,,,-6489.5205078125,0.9222935817670077,,0.9999709725379944,,,,,,0.0,1769943369.8572066,,1.000616314355284,,17.650389033020474,2175.82329400395,1,1e-05,35.598245456814766,0.0,,-489.9947814941406,,-9.125685984656684e-09,1.0,,0.999703049659729,,0.0,0.3907270133495331,,0.0,328.99981689453125,,0.00027888204203918576,0.0,0.03254967942754014,0.0006657207677562837,1.0652174949645996,0.9987483214017276,,,0.07212530489198318,1.5396524629904889
,2.0,,2.0,,4967.861328125,0.07906970381736755,0.9892562627792358,,,0.4404296875,5.488781929016113,0.0,0.0,15.839913641102612,,103.0,,,453.70139576797374,4.877672284919754e-05,3353.05419921875,,0.007754415739327669,2.0,-0.0523076057434082,,,0.08413738012313843,1.0,,0.0,2428.659872709,0.2999545633792877,0.00039235878648469225,,,,10.65856647491455,100.365234375,6.577202338320376e-09,,0.001057891067489436,0.0009289062581956387,,4967.861328125,,,1.2918498516082764,-33.79674530029297,,,8192.0,,0.20320861041545868,,,,,2.0,,,,,47109.19140625,,0.0,3353.05419921875,0.2392578125,,,,202.1796875,2.06115369216775e-09,,,,57.75877761095762,2.0,5.488781929016113,,,,0.00022406665608046936,7072603.0,,34.0,65.0,-33.79674530029297,1.4550127102993429,0.6435137987136841,49.07896215695655,713.3837274339749,,,,,,0.07236719131469727,6.577202338320376e-09,8192.0,,,,0.2392578125,,0.00244140625,0.9999997615814209,454.0,,,,0.0,,2.0,171.58250968297943,195.7036051750183,4.7393026761710644e-05,0.0,0.0016837275811667496,2.3055038452148438,0.0,,,713.3837274339749,,,,0.186037078499794,-15228.9052734375,,0.09189179539680481,0.15638141218778273,,0.0,0.0,-843.5234375,,,-15228.9052734375,1.4560705907642841,,0.9709087610244751,,,,,,0.0,1769944083.4022138,,1.0010720160789788,,37.05320336401928,2478.5409058319824,2,1e-05,58.551588812842965,0.0,,-843.5234375,,6.8904024708160705e-09,1.0,,0.8784425258636475,,0.0,0.25156867504119873,,0.0,428.5086669921875,,5.420797970145941e-05,0.0,0.02426016414083746,0.0003745975868696405,11.65856647491455,0.9546110128271394,,,0.06606928235873656,1.5847345039946958
,2.0,,2.0,,4853.4462890625,0.09418205916881561,0.9621912837028503,,,0.681640625,8.839155197143555,0.0,0.0,1.2908877544105053,,8192.0,,,790.7006662240019,2.2183899861971668e-05,5418.99609375,,0.0014954806538298726,3.0,-0.015583992004394531,,,0.06834915280342102,1.0,,0.0,3636.849332953,0.41606342792510986,0.00012634617237949897,,,,16.064319610595703,98.34375,4.493547756112548e-09,,0.00037334313844894496,0.0002238573506474495,,4853.4462890625,,,0.367044597864151,-45.22883605957031,,,8192.0,,0.1581156998872757,,,,,2.0,,,,,92211.390625,,0.0,5418.99609375,0.54296875,,,,210.80078125,2.06115369216775e-09,,,,8.15508044604212,2.0,8.839155197143555,,,,0.00014159949058251473,11299512.0,,38.0,78.0,-45.22883605957031,0.31388358859112486,0.6437426209449768,76.94086722499924,1179.5028258590028,,,,,,0.07788372039794922,4.493547756112548e-09,8192.0,,,,0.54296875,,0.00341796875,0.9999998807907104,342.0,,,,0.0,,2.0,251.1045848390204,204.28811931610107,4.758400609716773e-05,0.0,0.0005714631266755532,0.8145216107368469,0.0,,,1179.5028258590028,,,,0.1975962519645691,-16951.498046875,,0.06984463334083557,0.1794438817525463,,0.0,0.0,-444.4984130859375,,,-16951.498046875,0.31425693561322987,,0.940682053565979,,,,,,0.0,1769945263.0760884,,1.000376703683287,,58.70712881203508,2394.973490582959,3,1e-05,8.485427455976605,0.0,,-444.4984130859375,,6.432868460137797e-09,1.0,,0.6302953362464905,,0.0,0.08202597498893738,,0.0,459.9210205078125,,5.6544027756899595e-05,0.0,0.022222604377872282,0.0001388936860102774,17.064319610595703,0.971419995442022,,,0.07124646392068427,1.6000051430310123
,2.0,,7.0,,4251.8447265625,0.09294568002223969,0.9421758651733398,,,0.6767578125,8.476765632629395,0.0,0.0,1.9359075427055359,,8192.0,,,810.5162929419894,2.697776155358156e-05,5460.115234375,,0.0009086668724194169,4.0,-0.019118309020996094,,,0.0663977861404419,1.0,,0.0,4732.475473168,0.08165879547595978,0.00010652670853517066,,,,1.3900408744812012,94.162109375,-1.4630169298257556e-09,,0.00031216324234151216,0.0001919921487569809,,4251.8447265625,,,0.2849365770816803,-48.487979888916016,,,8192.0,,0.15234296023845673,,,,,7.0,,,,,8032.8515625,,0.0,5460.115234375,0.55908203125,,,,217.16015625,2.06115369216775e-09,,,,1.7384693240746856,2.0,8.476765632629395,,,,0.0001384750261971704,11375160.0,,37.0,115.0,-48.487979888916016,0.21232632896862924,0.5945493578910828,77.07588747103,1208.0241021600086,,,,,,0.03706216812133789,-1.4630169298257556e-09,8192.0,,,,0.55908203125,,0.00048828125,1.0,541.0,,,,0.0,,2.0,259.39208136399975,210.60466146469116,4.598399391397834e-05,0.0,0.00047883666923098644,0.38231733441352844,0.0,,,1208.0241021600086,,,,0.19773928821086884,-19570.95703125,,0.06730645149946213,0.17505598466770442,,0.0,0.0,-382.2319641113281,,,-19570.95703125,0.21263849225942977,,0.9146842360496521,,,,,,0.0,1769946471.2655513,,1.000312989577651,,59.0099031169666,2354.0838257408595,4,1e-05,1.73739714641124,0.0,,-382.2319641113281,,-3.74532316271825e-09,1.0,,0.5487915873527527,,0.0,0.07000438123941422,,0.0,484.69183349609375,,3.740802640095353e-05,0.0,0.022803378709749994,0.00011721966717281873,2.390040874481201,0.9735034310955634,,,0.07248197000889524,1.5751755789970048
,2.0,,387.0,,6497.02001953125,0.07192964106798172,0.9774274230003357,,,0.67919921875,13.581960678100586,0.0,0.0,29.462226619478315,,8192.0,,,723.9976253969944,1.29541325790683e-05,5103.11083984375,,0.0017038282239809632,5.0,-0.003970026969909668,,,0.04589562118053436,1.0,,0.0,6257.213873985,0.5154854655265808,0.00022417775318217537,,,,22.594762802124023,97.326171875,1.0448767184811913e-08,,0.0003361523359330931,0.00046080444008111954,,6497.02001953125,,,0.26921579241752625,-57.052024841308594,,,8192.0,,0.14104779064655304,,,,,387.0,,,,,177797.890625,,0.0,5103.11083984375,0.48583984375,,,,217.16015625,2.06115369216775e-09,,,,1.1533364783972502,2.0,13.581960678100586,,,,0.0001470240638568336,10650495.0,,40.0,84.0,-57.052024841308594,0.13649672735482454,0.6108970642089844,73.35442508297274,1095.4650023319991,,,,,,0.0041529834270477295,1.0448767184811913e-08,8192.0,,,,0.48583984375,,0.00244140625,1.0,494.0,,,,0.0,,2.0,240.5321906399913,210.60466146469116,4.8640009481459856e-05,0.0,0.0004929496598151673,0.8595629334449768,0.0,,,1095.4650023319991,,,,0.16602444648742676,-4746.5341796875,,0.04759944975376129,0.17432785384585492,,0.0,0.0,-557.9463500976562,,,-4746.5341796875,0.13683287985622883,,0.9646441340446472,,,,,,0.0,1769947566.8916578,,1.0003364495933056,,55.57701285602525,2430.587690461924,5,1e-05,1.1537517383694649,0.0,,-557.9463500976562,,1.1577037994925377e-08,1.0,,0.6561889052391052,,0.0,0.1093345433473587,,0.0,471.87347412109375,,3.8048019632697105e-05,0.0,0.022584132534684193,0.00021964854849443327,23.594762802124023,0.978060183651652,,,0.06927430671615596,1.565879056986887
,2.0,,489.0,,6551.81103515625,0.07004974782466888,0.958682119846344,,,0.89794921875,12.300298690795898,0.0,0.00048828125,938.2957078255713,,8192.0,,,1033.9370732950047,6.966585196721553e-06,6853.94970703125,,0.0030795284546911716,6.0,-0.002097517251968384,,,0.04203823208808899,1.0,,0.0,8005.469530324,0.08446340262889862,0.00027881908351901075,,,,2.2758290767669678,95.72265625,6.5640826107937755e-09,,0.000310542405486558,0.0005895914509892464,,6551.81103515625,,,0.3048979938030243,-53.0174674987793,,,8192.0,,0.14809055626392365,,,,,489.0,,,,,19037.626953125,,0.0,6853.94970703125,0.74951171875,,,,217.16015625,2.06115369216775e-09,,,,1.1345671620219946,2.0,12.300298690795898,,,,0.00011465737515976316,14232929.0,,35.0,78.0,-53.0174674987793,0.12318292341660708,0.4854755997657776,99.00268225499894,1524.5585744340206,,,,,,0.004448115825653076,6.5640826107937755e-09,8192.0,,,,0.74951171875,,0.00146484375,1.0,742.0,,,,0.0,,2.0,313.7491120819468,210.60466146469116,4.723202437162399e-05,0.0,0.00040588575257061166,0.8622453808784485,0.0,,,1524.5585744340206,,,,0.15270040929317474,-3414.338623046875,,0.04511776193976402,0.18360939738647272,,0.0,0.0,-1019.806640625,,,-3414.338623046875,0.12349346623523161,,0.9516463279724121,,,,,,0.0,1769949091.62998,,1.000310730189085,,75.74292070401134,2333.9426307847593,6,1e-05,1.1349361715838313,0.0,,-1019.806640625,,6.7029688466391235e-09,1.0,,0.73360276222229,,0.0,0.1487910896539688,,0.0,484.89990234375,,4.3744046706706285e-05,0.0,0.022043889355588497,0.00026383072159319454,3.2758290767669678,0.975955288944082,,,0.0736585630402153,1.6319102799752727
,2.0,,531.0,,2949.927734375,0.08516880124807358,0.9554252624511719,,,0.98583984375,11.42757797241211,0.0,0.0,61.545365834608674,,8192.0,,,1192.7833480580011,1.419227421806113e-06,7806.22314453125,,0.0071920910850167274,7.0,-0.0011823475360870361,,,0.05846778675913811,1.0,,0.0,9874.511142864,0.06587022542953491,0.00043918579717683315,,,,1.1343395709991455,95.259765625,-2.1921682247239005e-09,,0.00046614965503977146,0.0008565066382288933,,2949.927734375,,,0.42812198400497437,-37.240203857421875,,,8192.0,,0.18640899658203125,,,,,531.0,,,,,9913.1484375,,0.0,7806.22314453125,0.90234375,,,,217.16015625,2.06115369216775e-09,,,,1.1894432762637734,2.0,11.42757797241211,,,,0.00010142193295230485,16182237.0,,39.0,96.0,-37.240203857421875,0.17132178333122283,0.6825305223464966,111.24721603002399,1748.0689799250104,,,,,,0.003007173538208008,-2.1921682247239005e-09,8192.0,,,,0.90234375,,0.00048828125,1.0,306.0,,,,0.0,,2.0,355.24113700696034,210.60466146469116,4.806398646906018e-05,0.0,0.0005058706428826554,1.4398175477981567,0.0,,,1748.0689799250104,,,,0.1582917869091034,-3685.129150390625,,0.06565988063812256,0.1866141436310661,,0.0,0.0,-1776.89990234375,,,-3685.129150390625,0.1717879330390133,,0.9536988139152527,,,,,,0.0,1769950839.8857803,,1.000466350466013,,86.62394811597187,2314.3018361744216,7,1e-05,1.1900112200528383,0.0,,-1776.89990234375,,-1.6997986351796612e-09,1.0,,0.7916823625564575,,0.0,0.22762607038021088,,0.0,486.88568115234375,,4.524795804172754e-05,0.0,0.02195253579631545,0.00045254419626417075,2.1343395709991455,0.9617035180228956,,,0.0746089028440038,1.6412337560323067
,2.0,,8192.0,,952.3202514648438,0.10633312165737152,0.985704779624939,,,1.0,11.630441665649414,0.0,0.0,1114.5806592982262,,8192.0,,,1289.332485504041,9.060496388713091e-07,8192.0,,0.014270603656768799,8.0,-0.0009271949529647827,,,0.09620457887649536,1.0,,0.0,11749.986252183,0.530815839767456,0.0007246867212415964,,,,16.814876556396484,98.396484375,1.9712838028596025e-09,,0.0006389982627297286,0.0016279695555567741,,952.3202514648438,,,0.6678165197372437,-39.5338134765625,,,8192.0,,0.2410152703523636,,,,,8192.0,,,,,138477.0625,,0.0,8192.0,1.0,,,,217.16015625,2.06115369216775e-09,,,,1.3865845771506429,2.0,11.630441665649414,,,,9.608339615672467e-05,16978732.0,,36.0,87.0,-39.5338134765625,0.32415668247267604,0.5853965282440186,114.50874866201775,1868.8512373910053,,,,,,0.002400219440460205,1.9712838028596025e-09,8192.0,,,,1.0,,0.00341796875,0.9999998211860657,484.0,,,,0.0,,2.0,372.12226658896543,210.6627321243286,5.2640039939433336e-05,0.0,0.0006745126338500995,2.5877881050109863,0.0,,,1868.8512373910053,,,,0.17207229137420654,-3366.5439453125,,0.11047518253326416,0.18824806646218922,,0.0,0.0,-1854.3302001953125,,,-3366.5439453125,0.3247956808190793,,0.9857046604156494,,,,,,0.0,1769952708.9275088,,1.0006393091753125,,90.71824507799465,2271.2792302964444,8,1e-05,1.3874820237979293,0.0,,-1854.3302001953125,,2.2248514142120257e-09,1.0,,0.8265014290809631,,0.0,0.22635863721370697,,0.0,487.85186767578125,,3.4913013223558664e-05,0.0,0.021916964505297887,0.0006391602427129328,17.814876556396484,0.9358419099608621,,,0.07685020479583984,1.6313742329948582
,2.0,,8192.0,,-566.4404296875,0.10543409734964371,0.9772359132766724,,,1.0,9.301700592041016,0.0,0.0,85.72259223787114,,8192.0,,,1294.286668730958,4.6767263661706693e-07,8192.0,,0.01691192388534546,9.0,-0.0007911920547485352,,,0.10422700643539429,1.0,,0.0,14746.378787995,0.15114907920360565,0.0007935096778055595,,,,3.898502826690674,96.2265625,1.0265771566153603e-09,,0.0007061710130074061,0.0017686393111944199,,-566.4404296875,,,0.7269064784049988,-36.8973274230957,,,8192.0,,0.2547205984592438,,,,,8192.0,,,,,31629.6953125,,0.0,8192.0,1.0,,,,218.509765625,2.06115369216775e-09,,,,1.4872977575287223,2.0,9.301700592041016,,,,9.484273573105442e-05,16974288.0,,37.0,123.0,-36.8973274230957,0.39341631229035556,0.8030837178230286,116.07644760998664,1875.281380603963,,,,,,0.0025787353515625,1.0265771566153603e-09,8192.0,,,,1.0,,0.00244140625,0.9999998807907104,1533.0,,,,0.0,,2.0,371.8727317919838,211.76584243774414,4.6433007810264826e-05,0.0,0.0007326150007429533,2.2402548789978027,0.0,,,1875.281380603963,,,,0.1748281568288803,-2959.0634765625,,0.12113893032073975,0.18831550717670392,,0.0,0.0,-1771.7996826171875,,,-2959.0634765625,0.39412248227745295,,0.9772358536720276,,,,,,0.0,1769954584.4025898,,1.0007065488025546,,90.89086873101769,2262.898807555639,9,1e-05,1.488358953036368,0.0,,-1771.7996826171875,,3.9738473622819015e-10,1.0,,0.8358596563339233,,0.0,0.2162841260433197,,0.0,493.14776611328125,,4.204799188300967e-05,0.0,0.021908001784344877,0.0007069738860536745,4.898502826690674,0.9295984388133519,,,0.07714549712723243,1.6098879110068083
