prompt_length/clip_ratio,val-core/aime25/reward/best@8/mean,training/rollout_probs_diff_mean,perf/throughput,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/beyondaime/reward/best@4/mean,critic/rewards/max,rollout_corr/rollout_rs_max,rollout_corr/kl,val-aux/num_turns/min,val-aux/hmmt25/reward/worst@4/std,_runtime,rollout_corr/rollout_rs_std,val-aux/aime25/reward/std@8,timing_per_token_ms/gen,timing_s/agent_loop/generate_sequences/max,val-aux/hmmt25/reward/best@4/std,val-core/hmmt25/reward/mean@8,rollout_corr/training_ppl,val-core/avg/reward/best@8/mean,timing_s/reward,val-core/aime24/reward/best@8/std,critic/advantages/mean,val-aux/beyondaime/reward/best@4/std,rollout_corr/rollout_rs_seq_std,rollout_corr/ppl_ratio,_timestamp,val-aux/beyondaime/reward/std@8,val-core/hmmt25/reward/best@8/std,val-aux/beyondaime/reward/best@2/std,rollout_corr/rollout_rs_seq_mean,val-aux/aime24/reward/worst@4/mean,actor/pg_loss,val-core/aime24/reward/mean@8,val-core/hmmt25/reward/best@8/mean,val-aux/num_turns/mean,perf/mfu/actor,val-aux/beyondaime/reward/worst@8/std,rollout_corr/rollout_rs_mean,timing_s/testing,timing_s/step,val-aux/aime24/reward/worst@8/std,val-aux/aime24/reward/std@8,training/rollout_probs_diff_max,perf/total_num_tokens,val-aux/beyondaime/reward/worst@2/std,critic/rewards/min,val-aux/beyondaime/reward/worst@4/std,val-aux/hmmt25/reward/best@2/std,critic/score/mean,val-aux/brumo25/reward/best@2/mean,val-aux/hmmt25/reward/worst@8/mean,val-core/aime25/reward/best@8/std,val-aux/beyondaime/reward/worst@4/mean,val-core/brumo25/reward/best@8/mean,val-aux/aime25/reward/worst@4/mean,rollout_corr/rollout_rs_seq_min,response_length_non_aborted/min,val-core/brumo25/reward/best@8/std,rollout_corr/chi2_token,training/rollout_probs_diff_std,_step,rollout_corr/rollout_rs_ratio_fraction_low,val-aux/aime24/reward/worst@4/std,training/rollout_actor_probs_pearson_corr,rollout_corr/rollout_rs_masked_fraction,rollout_corr/log_ppl_abs_diff,val/generations,val-aux/hmmt25/reward/best@4/mean,training/rollout_probs_diff_valid,num_turns/min,val-aux/brumo25/reward/std@8,critic/score/min,rollout_corr/rollout_rs_seq_fraction_low,val-aux/num_turns/max,val-core/aime24/reward/best@8/mean,num_turns/max,timing_per_token_ms/update_actor,timing_s/old_log_prob_pre,prompt_length/mean,val-aux/aime24/reward/worst@8/mean,val-aux/brumo25/reward/worst@2/mean,perf/cpu_memory_used_gb,val-aux/brumo25/reward/worst@4/mean,perf/time_per_step,rollout_corr/k3_kl,val-core/aime25/reward/mean@8,distill/teacher_kl,val-aux/aime24/reward/best@2/mean,timing_s/agent_loop/slowest/response_length,response_length/mean,rollout_corr/rollout_rs_ratio_fraction_high,rollout_corr/log_ppl_diff,val-aux/hmmt25/reward/worst@4/mean,adv/mean,rollout_corr/log_ppl_diff_min,val-aux/beyondaime/reward/best@2/mean,val-aux/beyondaime/reward/worst@2/mean,rollout_corr/rollout_ppl,timing_s/save_checkpoint,timing_s/agent_loop/slowest/prompt_length,val-aux/aime25/reward/best@4/mean,val-aux/aime25/reward/worst@8/mean,actor/is_ratio_mean,val-aux/brumo25/reward/best@4/std,prompt_length/min,timing_s/gen,val-aux/aime24/reward/worst@2/std,rollout_corr/training_log_ppl,rollout_corr/rollout_is_veto_fraction,val-aux/aime24/reward/best@2/std,val-core/avg/reward/best@8/std,val-aux/aime24/reward/best@4/mean,rollout_corr/log_ppl_diff_max,timing_s/update_actor,val-aux/aime25/reward/worst@2/std,critic/returns/min,val-aux/aime25/reward/worst@2/mean,rollout_corr/rollout_log_ppl,rollout_corr/rollout_rs_seq_masked_fraction,val-core/beyondaime/reward/best@8/std,perf/max_memory_allocated_gb,val-aux/beyondaime/reward/worst@8/mean,val-aux/brumo25/reward/best@4/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/brumo25/reward/worst@2/std,val-core/beyondaime/reward/best@8/mean,timing_s/adv,val-aux/brumo25/reward/worst@8/mean,timing_s/agent_loop/tool_calls/min,perf/max_memory_reserved_gb,val-aux/hmmt25/reward/std@8,timing_s/start_profile,timing_s/agent_loop/generate_sequences/mean,rollout_corr/rollout_rs_seq_max_deviation,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_seq_max,val-aux/aime25/reward/best@2/mean,response/aborted_ratio,response_length_non_aborted/max,response_length/max,response_length/min,val-core/avg/reward/mean@8,val-aux/aime24/reward/worst@2/mean,val-aux/aime25/reward/best@4/std,response_length/clip_ratio,critic/advantages/min,rollout_corr/rollout_rs_min,timing_s/agent_loop/generate_sequences/min,response_length_non_aborted/clip_ratio,critic/rewards/mean,val-aux/aime24/reward/best@4/std,num_turns/mean,timing_s/agent_loop/tool_calls/mean,response_length_non_aborted/mean,val-aux/brumo25/reward/worst@4/std,critic/advantages/max,rollout_corr/chi2_seq,val-aux/aime25/reward/worst@4/std,critic/score/max,training/global_step,val-aux/brumo25/reward/worst@8/std,critic/returns/max,actor/grad_norm,val-aux/hmmt25/reward/worst@2/std,critic/returns/mean,val-core/brumo25/reward/mean@8,timing_per_token_ms/adv,rollout_corr/rollout_rs_seq_fraction_high,val-aux/brumo25/reward/best@2/std,timing_s/agent_loop/tool_calls/max,actor/entropy,timing_s/agent_loop/slowest/generate_sequences,val-aux/aime25/reward/worst@8/std,timing_s/agent_loop/slowest/tool_calls,val-core/beyondaime/reward/mean@8,prompt_length/max,timing_s/stop_profile,val-aux/hmmt25/reward/best@2/mean,actor/lr,rollout_corr/rollout_rs_eff_sample_size,training/epoch,val-aux/hmmt25/reward/worst@2/mean
,0.21946666666666664,,,,0.0735,,,,2.0,0.002103964511741267,578.572063204,,0.10694434891646752,,,0.0319373219004818,0.0125,,0.18453666666666663,,0.10010507530153652,,0.03988465093329674,,,1766473592.5681517,0.044561116463035164,0.026327510540894335,0.04534260520667515,,0.0249,,0.0875,0.05143333333333334,2.0,,0.005791749778602973,,,,0.020489021219400442,0.10944260779111237,,,0.030556965778263466,,0.014954069358775156,0.030436094481052157,,0.24789999999999998,0.0,0.0871405385854502,0.006710000000000001,0.33016666666666666,0.006133333333333334,,,0.06005987466106968,,,0,,0.035149076466919976,,,,"{'nrows': 1, 'size': 34304, '_type': 'table-file', 'ncols': 31, 'artifact_path': 'wandb-client-artifact://iw3hoajrqut0cn34kx5dujp2cfdzmwjmgefvjw59u0dm1hdvq7vugtueb0z39oyt4ysvgwlexpq8fhi5xyz5im7a0fadt2ps861619ig71pxele82altxbzdfhn36qkt/val/generations.table.json', '_latest_artifact_path': 'wandb-client-artifact://a4m3xpgv5g3y7t9m4jyf56swag0s09pzmgevwtrgiqcrcg896e4vp2bwrxarmuql3vvtfbysurnm31j6hg73o92u29vwk65wjyymmcco37n5w2ghx5lqg0e0brouv4hy:latest/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'path': 'media/table/val/generations_0_ab4b8a6debc5c795fa3b.table.json', 'sha256': 'ab4b8a6debc5c795fa3b3544dd98415ee079d20c749776dd69f326a185e68ac9'}",0.03553333333333333,,,0.13516421543670576,,,2.0,0.23066666666666666,,,,,0.011800000000000001,0.13540000000000002,,0.088,,,0.06666666666666667,,0.12816666666666668,,,,,0.00013333333333333334,,,0.05426,0.01796,,,,0.16626666666666665,0.001,,0.08455317979527045,,,0.06730312620373588,,,0.11753422139679333,0.060846274276796605,0.17516666666666666,,,0.0594252271848227,,0.021766666666666667,,,0.030598372295032303,,0.00127,0.2944333333333333,0.0,0.1131002674091058,0.09095,,0.0556,,,0.025457720525843105,,,,0.12021200758258029,,0.11190000000000001,,,,,0.07891666666666668,0.04643333333333333,0.11548906494188563,,,,,,,0.11572976023368654,,,,0.08049586568282385,,,0.021894731148402426,,,0.050610738839455265,,,0.012826894021954605,,0.19166666666666668,,,0.11531894809479602,,,,0.005686240703077327,,0.03625,,,0.0217,,,,0.0028333333333333335
0.0,,0.002862502122297883,2098.861721610433,0.0,,-36.309730529785156,2.8573920726776123,0.0006372303966770687,,,1278.84543475,0.03590444475412369,,0.0713562383331354,0.0,,,51.293287615291774,,21.776120194990654,,6.686809994604914e-10,,0.008480630815029144,1.0001396872103214,1766473929.0652409,,,,1.0007072687149048,,8.757585361962583e-05,,,,0.09435163392450405,,1.0000050067901611,,335.57117781898705,,,0.30163297057151794,2817270.0,,-7494.10546875,,,-496.6924743652344,,,,,,,0.942162275314331,2.0,,0.001328328624367714,0.008692184463143349,1,2.2863885078550084e-06,,0.9997331500053406,5.334906290954677e-06,0.0022041783213353483,,,1.0,2.0,,-7494.10546875,0.0,,,2.0,0.03516948158004788,24.228577542002313,94.259765625,,,347.39947509765625,,335.57117781898705,0.0006490502726137493,,0.38762906193733215,,1392.0,1281.3603515625,3.0485180104733445e-06,0.00011094387264165562,,1.1164065227831088e-09,-0.1457691192626953,,,51.707414449192584,,102.0,,,1.0,,36.0,187.25489589601057,,1.07059346139431,0.0,,,,0.0601954460144043,99.0819253710215,,-28.004650115966797,,1.0704825178254396,0.00634765625,,155.80259466171265,,,,,,2.744935251015704,,0.0,162.013671875,,0.0003497609868645668,0.0,0.17361748218536377,,1.1736174821853638,,0.0,8192.0,8192.0,2.0,,,,0.033203125,-28.004650115966797,0.23023316264152527,0.0,0.033203125,-496.6924743652344,,2.0,0.0,1281.3603515625,,6.163294792175293,11.0174041101709,,-36.309730529785156,1.0,,6.163294792175293,3.0166666507720947,,6.686809994604914e-10,,0.0009743245237466427,0.0,,0.0,1.303576946258545,0.0,,0.0,,269.0,6.816000677645206e-05,,1e-05,0.9987126493599976,0.0,
0.0,,0.069814033806324,2365.5592895636405,0.0,,4759.59423828125,195658.09375,0.00041393819986978997,,,2527.951519666,0.19553561508655548,,0.06949607530711897,0.0,,,76.10833614133298,,36.329013102978934,,5.147926085413701e-09,,0.5379366874694824,1.000902321189642,1766474629.3371823,,,,0.99466872215271,,4.408814932332916e-05,,,,0.1509612839230293,,0.9911988377571106,,699.9937635490205,,,1.0,6623507.0,,-15427.8828125,,,-835.2975463867188,,,,,,,0.5854336619377136,2.0,,0.0008872649632394314,0.1729126125574112,2,0.07265643030405045,,0.8937563896179199,0.08001624792814255,0.001507939125986013,,,1.0,2.0,,-15427.8828125,0.0,,,2.0,0.025049630360172062,48.422779683955014,100.365234375,,,438.64886474609375,,699.9937635490205,0.0004290571322371761,,0.2665472626686096,,7929.0,3133.76904296875,0.00735981622710824,0.0008910692184258551,,3.3079043948447406e-09,-0.04327726364135742,,,70.79810206778347,,65.0,,,1.0,,34.0,446.022961982002,,1.3231578841805458,0.0,,,,0.13029766082763672,165.91640203801217,,-31.53102684020996,,1.32226681150496,0.37939453125,,178.0678071975708,,,,,,2.7514062630361877,,0.0,184.76171875,,0.00014937599189579487,0.0,23.829633712768555,,24.829633712768555,,0.0,8192.0,8192.0,2.0,,,,0.2119140625,-31.53102684020996,2.06115369216775e-09,0.0,0.2119140625,-835.2975463867188,,2.0,0.0,3133.76904296875,,7.847916126251221,12.298227327410132,,4759.59423828125,2.0,,7.847916126251221,2.5653131008148193,,5.147926085413701e-09,,0.0004154002197078055,0.001953125,,0.0,1.2611719369888306,0.0,,0.0,,454.0,6.156903691589832e-05,,1e-05,0.9584870804437788,0.0,
0.0,,0.09905808418989182,2300.055365293403,0.0,,4968.68505859375,19734.1171875,0.00013270180255275932,,,3832.504757927,0.15997900068759918,,0.0743402390489322,0.0,,,1.5665348526090384,,61.657213527010754,,-4.12174294694978e-09,,0.10349767655134201,1.0003647026605904,1766475878.4376526,,,,0.9418294429779053,,2.4048519929209533e-05,,,,0.175225536921094,,0.9149808287620544,,1248.8171125539811,,,1.0,11489394.0,,-18404.2890625,,,-482.580322265625,,,,,,,0.5739225745201111,5.0,,0.00019595492631196976,0.20588575303554535,3,0.07523441314697266,,0.5759696364402771,0.07646076381206512,0.0005057867874711519,,,1.0,2.0,,-18404.2890625,0.0,,,2.0,0.022909400376209876,81.31237059598789,98.34375,,,488.96234130859375,,1248.8171125539811,0.00011465026099699571,,0.087555430829525,,8192.0,5511.7119140625,0.001226348103955388,0.00036402321677542204,,-4.496446770474449e-09,-0.003422379493713379,,,1.5640879813581705,,78.0,,,1.0,,38.0,839.1515776209999,,0.25966240954585373,0.0,,,,0.025499820709228516,263.21512722602347,,-42.158756256103516,,0.2592983868671581,0.6748046875,,190.3812370300293,,,,,,2.810391057981178,,0.0,196.978515625,,7.840001489967108e-05,0.0,2.305018424987793,,3.305018424987793,,0.0,8192.0,8192.0,5.0,,,,0.56640625,-42.158756256103516,2.06115369216775e-09,0.0,0.56640625,-482.580322265625,,2.0,0.0,5511.7119140625,,8.785428047180176,219.59716975828633,,4968.68505859375,3.0,,8.785428047180176,0.6362294554710388,,-4.12174294694978e-09,,0.0002446074229834209,0.00146484375,,0.0,0.32740339636802673,0.0,,0.0,,342.0,5.734502337872982e-05,,1e-05,0.9705807384695486,0.0,
0.0,,0.08949551731348038,2243.1482806664694,0.0,,7113.2294921875,74356.984375,0.00010584936731916628,,,5135.033365152,0.14814266562461853,,0.07696225988488704,0.0,,,1.2376221073791385,,62.203829723002855,,6.427514520623845e-09,,0.2759839594364166,1.0002703960053623,1766477182.9910488,,,,0.9564775228500366,,1.829297996991386e-05,,,,0.17369563163215163,,0.9382554888725281,,1304.2672101599746,,,1.0,11702659.0,,-19174.703125,,,-394.4203796386719,,,,,,,0.5764409899711609,199.0,,0.0001305541954934597,0.19263218343257904,4,0.062024109065532684,,0.5047124624252319,0.06276825815439224,0.0004290152694466087,,,1.0,2.0,,-19174.703125,0.0,,,2.0,0.02314920947367482,81.88930508994963,94.162109375,,,488.66119384765625,,1304.2672101599746,8.765318573011882e-05,,0.0701812207698822,,578.0,5620.02685546875,0.0007441475172527134,0.0002700003789755101,,7.24226989490262e-09,-0.005127906799316406,,,1.2371203768998384,,115.0,,,1.0,,37.0,885.8213732569711,,0.16429895476903766,0.0,,,,0.007765293121337891,270.90730458998587,,-49.90086364746094,,0.16402895297505893,0.67431640625,,190.3812370300293,,,,,,2.77655050100293,,0.0,196.978515625,,6.00320054218173e-05,0.0,8.985922813415527,,9.985922813415527,,0.0,8192.0,8192.0,199.0,,,,0.5888671875,-49.90086364746094,2.06115369216775e-09,0.0,0.5888671875,-394.4203796386719,,2.0,0.0,5620.02685546875,,7.153233528137207,240.30735182296485,,7113.2294921875,4.0,,7.153233528137207,0.3178221583366394,,6.427514520623845e-09,,0.0002372580881834573,0.00390625,,0.0,0.25243768095970154,0.0,,0.0,,541.0,6.147200474515557e-05,,1e-05,0.9750298630651912,0.0,
0.0,,0.07702530920505524,2303.68337315375,0.0,,14216.4765625,212859.34375,0.0001920093093517039,,,6690.974476734,0.14476798474788666,,0.07409229706657966,0.0,,,1.1264061536639929,,64.28564223501598,,-1.0782380321927576e-08,,0.6125936508178711,1.0003105634823442,1766478485.5200105,,,,0.9708433747291565,,1.8555374981743533e-05,,,,0.17508094024292056,,0.9601877927780151,,1302.232887105958,,,1.0,11999729.0,,-8542.8525390625,,,-440.6065673828125,,,,,,,0.515583336353302,435.0,,0.0003392971120774746,0.17983876168727875,5,0.05443643778562546,,0.5868335962295532,0.05595307797193527,0.0004213498458511822,,,1.0,2.0,,-8542.8525390625,0.0,,,2.0,0.022866551496454637,85.75193251302699,97.326171875,,,487.65631103515625,,1302.232887105958,0.00018026772380608236,,0.07646876573562622,,684.0,5761.91650390625,0.0015166428638622165,0.00031029595513132335,,-1.1921981624141154e-08,-0.0024136006832122803,,,1.1260258201509714,,84.0,,,1.0,,40.0,874.319112765952,,0.11352448724210262,0.0,,,,0.005380392074584961,274.3924211220001,,-58.222938537597656,,0.11321419139858335,0.73876953125,,190.3812370300293,,,,,,2.801084153994452,,0.0,196.978515625,,5.337601760402322e-05,0.0,25.907978057861328,,26.907978057861328,,0.0,8192.0,8192.0,435.0,,,,0.58740234375,-58.222938537597656,2.06115369216775e-09,0.0,0.58740234375,-440.6065673828125,,2.0,0.0,5761.91650390625,,11.650633811950684,3.070566882379353,,14216.4765625,5.0,,11.650633811950684,0.5782103538513184,,-1.0782380321927576e-08,,0.0002334289511033501,0.001953125,,0.0,0.24666878581047058,0.0,,0.0,,494.0,5.734397564083338e-05,,1e-05,0.976766791590913,0.0,
0.0,,0.06863167136907578,2280.910520590214,0.0,,6509.544921875,36590.625,0.00025606682982015627,,,8451.81603437,0.1455543041229248,,0.07554862495083142,0.0,,,1.1334807742387056,,76.87239914899692,,3.968323447622879e-09,,0.13855838775634766,1.0003086677752435,1766480041.4588847,,,,0.9625265598297119,,8.571170440063725e-07,,,,0.1814905924027435,,0.9554400444030762,,1555.6333613130264,,,1.0,14193042.0,,-3656.9228515625,,,-1018.7606201171875,,,,,,,0.6121522188186646,532.0,,0.0005286578088998795,0.15171565115451813,6,0.04112723469734192,,0.7290897965431213,0.04400142282247543,0.00038891694021003786,,,1.0,2.0,,-3656.9228515625,0.0,,,2.0,0.022346370902375113,100.58434328000294,95.72265625,,,496.84619140625,,1555.6333613130264,0.00025982075635511137,,0.14906205236911774,,4215.0,6834.4736328125,0.002874186960980296,0.0003084995569224702,,3.5030716105666215e-09,-0.0021955370903015137,,,1.1331141777336597,,78.0,,,1.0,,35.0,1057.4542545340373,,0.12175608653342351,0.0,,,,0.003028661012649536,317.1629807649879,,-52.136531829833984,,0.12144758651265875,0.89990234375,,191.73616647720337,,,,,,2.8286409150459804,,0.0,198.39453125,,5.3920026402920485e-05,0.0,4.442145347595215,,5.442145347595215,,0.0,8192.0,8192.0,532.0,,,,0.74169921875,-52.136531829833984,2.06115369216775e-09,0.0,0.74169921875,-1018.7606201171875,,2.0,0.0,6834.4736328125,,12.38585090637207,20.23841406777501,,6509.544921875,6.0,,12.38585090637207,0.7992955446243286,,3.968323447622879e-09,,0.00019929772032281596,0.00244140625,,0.0,0.2963072657585144,0.0,,0.0,,742.0,5.7216035202145576e-05,,1e-05,0.9768031879576395,0.0,
0.0,,0.08096853643655777,2242.4377770328965,0.0,,9389.048828125,295321.09375,0.00039021781924475363,,,10374.027353726,0.17979958653450012,,0.07766688049419695,0.0,,,1.1757475594058633,,85.59838384797331,,1.3677212695739627e-09,,1.032407283782959,1.0004102643579245,1766481802.2952545,,,,0.993433952331543,,7.98132575141608e-07,,,,0.18425580905300068,,0.9937406182289124,,1760.5158503990388,,,0.9999999403953552,15791389.0,,-3419.2890625,,,-1732.754638671875,,,,,,,0.7509514093399048,555.0,,0.0008615348488092422,0.15613003075122833,7,0.054996710270643234,,0.7862222790718079,0.06149882823228836,0.00046078053037490463,,,1.0,2.0,,-3419.2890625,0.0,,,2.0,0.022212303982316658,109.22432610398391,95.259765625,,,499.03570556640625,,1760.5158503990388,0.0004096098437003093,,0.22753359377384186,,4041.0,7615.37939453125,0.006502120289951563,0.00041007227719092043,,1.6012345893656743e-09,-0.0029217004776000977,,,1.175252222456038,,96.0,,,1.0,,39.0,1211.3157352510025,,0.15956467052455992,0.0,,,,0.003184795379638672,350.76313277101144,,-34.37150955200195,,0.15915459784446284,0.9794921875,,192.3734073638916,,,,,,2.845322664012201,,0.0,198.9140625,,5.164800677448511e-05,0.0,35.9626579284668,,36.9626579284668,,0.0,8192.0,8192.0,555.0,,,,0.8642578125,-34.37150955200195,2.06115369216775e-09,0.0,0.8642578125,-1732.754638671875,,2.0,0.0,7615.37939453125,,10.34593677520752,51.631794861052185,,9389.048828125,7.0,,10.34593677520752,1.3208969831466675,,1.3677212695739627e-09,,0.00018018191205423418,0.00341796875,,0.0,0.39395400881767273,0.0,,0.0,,306.0,5.971296923235059e-05,,1e-05,0.96452433528474,0.0,
0.0,,0.10498449206352234,2208.6052781642993,0.0,,237.72068786621094,245378.875,0.0006381621587934205,,,12304.669638138,0.23824897408485413,,0.07955048750847571,0.0,,,1.363743469119072,,92.29555615998106,,-5.511754608278352e-09,,0.7661467790603638,1.0006384020671248,1766483724.5095124,,,,0.9979290962219238,,1.0292824356161745e-06,,,,0.1868616085073543,,0.9979292154312134,,1921.8839337049867,,,0.999999463558197,16978732.0,,-3271.4873046875,,,-1828.4600830078125,,,,,,,0.7908290028572083,8192.0,,0.0015595192089676857,0.17100736498832703,8,0.09374970197677612,,0.8239630460739136,0.10762584209442139,0.0006649407459917711,,,1.0,2.0,,-3271.4873046875,0.0,,,2.0,0.02212963008551001,115.58548215898918,98.396484375,,,499.5804443359375,,1921.8839337049867,0.0007069420016705408,,0.2232006937265396,,8192.0,8192.0,0.013876140117645264,0.0006380855174938915,,-5.08777331376109e-09,-0.0007997751235961914,,,1.3628645213320851,,87.0,,,1.0,,36.0,1334.6357118349988,,0.3078009781893343,0.0,,,,0.0022569000720977783,375.73305848101154,,-37.40604782104492,,0.3071628938196227,1.0,,192.3734073638916,,,,,,2.84163148899097,,0.0,198.9140625,,5.504000000655651e-05,0.0,29.88308334350586,,30.88308334350586,,0.0,8192.0,8192.0,8192.0,,,,1.0,-37.40604782104492,2.06115369216775e-09,0.0,1.0,-1828.4600830078125,,2.0,0.0,8192.0,,10.390127182006836,110.67994600860402,,237.72068786621094,8.0,,10.390127182006836,2.4435195922851562,,-5.511754608278352e-09,,0.0001673641758990583,0.005859375,,0.0,0.6384932994842529,0.0,,0.0,,484.0,5.910499021410942e-05,,1e-05,0.9374554243645199,0.0,
0.0,,0.10485714673995972,2198.398042312831,0.0,,-341.58538818359375,39579.5625,0.0006791203211378161,,,15432.978440863,0.2552710473537445,,0.07992299889647905,0.0,,,1.4863455472514033,,92.4124655899941,,1.363804980059058e-08,,0.18410822749137878,1.0006789965555072,1766485655.152982,,,,0.9807916283607483,,4.6589290114695814e-07,,,,0.1873680876252675,,0.9807916283607483,,1930.3019372849958,,,0.9999998211860657,16974288.0,,-3064.14697265625,,,-1711.9287109375,,,,,,,0.7893611192703247,8192.0,,0.0019168760627508163,0.1739123910665512,9,0.10456329584121704,,0.837171196937561,0.12158524990081787,0.0007113507781468797,,,1.0,2.0,,-3064.14697265625,0.0,,,2.0,0.02206850617227654,118.709087523981,96.2265625,,,504.76922607421875,,1930.3019372849958,0.0008159200565387437,,0.2089756727218628,,8192.0,8192.0,0.01702195405960083,0.0006786445483157877,,1.351794587378663e-08,-0.0008789896965026855,,,1.4853267828002572,,123.0,,,1.0,,37.0,1340.8854158539907,,0.3932172511704266,0.0,,,,0.003042459487915039,374.5971794979996,,-33.763084411621094,,0.392538606422022,1.0,,193.34323406219482,,,,,,2.8944847360253334,,0.0,200.1171875,,0.00010400102473795414,0.0,4.730087757110596,,5.730087757110596,,0.0,8192.0,8192.0,8192.0,,,,1.0,-33.763084411621094,2.06115369216775e-09,0.0,1.0,-1711.9287109375,,2.0,0.0,8192.0,,10.15222454071045,316.8222368960269,,-341.58538818359375,9.0,,10.15222454071045,2.399071216583252,,1.363804980059058e-08,,0.00017052171708323397,0.0048828125,,0.0,0.7201504111289978,0.0,,0.0,,1533.0,5.760003114119172e-05,,1e-05,0.9294077969756772,0.0,
