val-aux/beyondaime/reward/worst@8/std,val-aux/aime24/reward/worst@4/std,val-aux/beyondaime/reward/best@4/std,timing_s/agent_loop/slowest/generate_sequences,perf/max_memory_reserved_gb,val-aux/aime24/reward/worst@4/mean,timing_s/agent_loop/generate_sequences/mean,val-core/beyondaime/reward/best@8/std,critic/returns/max,val-aux/aime24/reward/best@2/mean,val-aux/hmmt25/reward/worst@2/std,rollout_corr/log_ppl_diff_min,val-aux/hmmt25/reward/best@2/std,rollout_corr/log_ppl_diff_max,actor/lr,val-aux/hmmt25/reward/worst@4/mean,timing_s/agent_loop/tool_calls/max,val-core/avg/reward/best@8/mean,timing_s/agent_loop/slowest/prompt_length,val-aux/brumo25/reward/std@8,response_length/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/aime24/reward/best@2/std,rollout_corr/rollout_rs_seq_mean,val-aux/num_turns/mean,rollout_corr/rollout_rs_mean,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_is_veto_fraction,val-core/avg/reward/best@8/std,rollout_corr/rollout_rs_seq_max,val-aux/aime25/reward/worst@4/mean,perf/time_per_step,timing_s/stop_profile,timing_s/adv,val-core/brumo25/reward/best@8/mean,val-aux/hmmt25/reward/std@8,critic/rewards/min,timing_s/agent_loop/slowest/response_length,actor/pg_loss,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/tool_calls/min,rollout_corr/rollout_log_ppl,val-aux/beyondaime/reward/best@2/std,val-aux/beyondaime/reward/worst@2/mean,critic/advantages/max,val-aux/aime25/reward/best@2/mean,perf/total_num_tokens,val-aux/hmmt25/reward/best@4/mean,val-core/aime24/reward/best@8/mean,timing_per_token_ms/update_actor,val-core/brumo25/reward/mean@8,_timestamp,prompt_length/mean,training/global_step,timing_s/agent_loop/slowest/tool_calls,response_length_non_aborted/min,timing_s/agent_loop/generate_sequences/min,val-aux/beyondaime/reward/worst@4/std,rollout_corr/rollout_rs_seq_std,val-aux/aime25/reward/worst@4/std,rollout_corr/rollout_rs_seq_fraction_low,prompt_length/clip_ratio,_step,critic/score/mean,rollout_corr/training_log_ppl,val-core/hmmt25/reward/mean@8,timing_s/start_profile,val-aux/brumo25/reward/worst@4/std,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/rollout_rs_masked_fraction,rollout_corr/ppl_ratio,rollout_corr/k3_kl,val-aux/brumo25/reward/worst@4/mean,val-aux/brumo25/reward/best@2/mean,prompt_length/min,val-aux/brumo25/reward/worst@2/std,critic/score/max,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_eff_sample_size,perf/mfu/actor,response_length_non_aborted/max,response_length_non_aborted/clip_ratio,rollout_corr/rollout_rs_seq_masked_fraction,val-core/aime25/reward/best@8/std,timing_s/reward,training/rollout_probs_diff_mean,val-core/avg/reward/mean@8,rollout_corr/log_ppl_diff,response_length/min,val-core/hmmt25/reward/best@8/mean,val-aux/brumo25/reward/best@4/std,training/rollout_actor_probs_pearson_corr,rollout_corr/rollout_rs_min,val-aux/hmmt25/reward/worst@2/mean,training/rollout_probs_diff_max,timing_s/step,val-aux/aime24/reward/worst@2/mean,val-aux/beyondaime/reward/best@4/mean,val-aux/aime25/reward/worst@2/std,val-aux/brumo25/reward/best@2/std,rollout_corr/training_ppl,prompt_length/max,timing_s/gen,distill/teacher_kl,val/generations,val-aux/beyondaime/reward/worst@8/mean,val-aux/aime25/reward/worst@8/mean,val-core/brumo25/reward/best@8/std,val-core/aime24/reward/best@8/std,val-aux/aime25/reward/worst@8/std,timing_s/update_actor,val-core/aime24/reward/mean@8,val-aux/beyondaime/reward/best@2/mean,training/epoch,val-aux/aime24/reward/std@8,val-aux/brumo25/reward/worst@2/mean,val-aux/brumo25/reward/worst@8/std,response_length_non_aborted/mean,timing_per_token_ms/adv,actor/grad_norm,training/rollout_probs_diff_std,val-core/aime25/reward/best@8/mean,timing_s/old_log_prob_pre,val-aux/hmmt25/reward/worst@8/mean,critic/rewards/max,val-aux/num_turns/max,val-core/aime25/reward/mean@8,rollout_corr/rollout_ppl,val-aux/aime25/reward/std@8,val-aux/aime24/reward/worst@8/std,critic/advantages/min,rollout_corr/chi2_token,rollout_corr/chi2_seq,rollout_corr/log_ppl_abs_diff,val-aux/beyondaime/reward/worst@4/mean,response_length/clip_ratio,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/rollout_rs_ratio_fraction_high,val-aux/beyondaime/reward/worst@2/std,val-aux/brumo25/reward/worst@8/mean,rollout_corr/rollout_rs_seq_min,rollout_corr/rollout_rs_std,critic/returns/min,val-aux/aime24/reward/worst@2/std,val-core/beyondaime/reward/mean@8,_runtime,training/rollout_probs_diff_valid,val-aux/hmmt25/reward/best@2/mean,val-aux/num_turns/min,val-aux/brumo25/reward/best@4/mean,val-aux/aime25/reward/best@4/mean,response_length/max,timing_s/agent_loop/tool_calls/mean,rollout_corr/rollout_is_catastrophic_token_fraction,response/aborted_ratio,rollout_corr/rollout_rs_seq_fraction_high,num_turns/mean,num_turns/min,val-aux/hmmt25/reward/best@4/std,critic/rewards/mean,num_turns/max,val-core/beyondaime/reward/best@8/mean,val-aux/hmmt25/reward/worst@4/std,val-core/hmmt25/reward/best@8/std,val-aux/aime24/reward/best@4/mean,val-aux/aime25/reward/worst@2/mean,critic/advantages/mean,adv/mean,val-aux/aime24/reward/best@4/std,val-aux/aime24/reward/worst@8/mean,timing_s/save_checkpoint,val-aux/beyondaime/reward/std@8,perf/throughput,rollout_corr/rollout_rs_max,timing_per_token_ms/gen,critic/returns/mean,perf/max_memory_allocated_gb,timing_s/testing,actor/entropy,actor/is_ratio_mean,critic/score/min,perf/cpu_memory_used_gb,rollout_corr/kl
0.009038235932276829,0.03104163896266344,0.03005025271477284,,,0.0147,,0.01859131292275277,,0.09666666666666666,0.0087333273388886,,0.0279478398583554,,,0.0,,0.15615933333333334,,0.12925127327897407,,0.0,0.06487069458723776,,2.0,,0.09874666249799653,,0.04525411521652128,,0.011133333333333334,,,,0.3393333333333333,0.022047927592204922,,,,,,,0.03679088566182829,0.01987,,0.08436666666666667,,0.026633333333333335,0.1436666666666667,,0.2,1767110696.811024,,,,,,0.015976965906158932,,0.01855032382448031,,,0,,,0.008333333333333333,,0.06327862548009615,,,,,0.10176666666666666,0.25666666666666665,,0.10333195840864438,,0.09520339287892327,,,,,,0.08900359785720086,,,0.07308333333333335,,,0.042966666666666674,0.08683959502262134,,,0.0011666666666666668,,,0.03696666666666666,0.06932,0.04420251860946753,0.11649572317779391,,,,,"{'artifact_path': 'wandb-client-artifact://93f89lat7ozx3nb902zzxbtjxvhngckdwihhrszgjrk6idk0zyqx93oj3zs6hbw841yjd1lxfqz1eo7pzey7eoyhrrme3zs7u2vsxd909f6e901l9brdez8w3sz0pry6/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 31, 'path': 'media/table/val/generations_0_18eac70bfa87078be6ba.table.json', '_latest_artifact_path': 'wandb-client-artifact://txnzjec3f3zn6suekjyqb5yzfuojq5ejz78ut53h67bp0qt5jik5dgg87z823y7isrdg5l3gv5xqbrommpxohak4dze3jy6rn0yp1fml8akspxjsiroec7dd3mmjj5b2:latest/val/generations.table.json', '_type': 'table-file', 'sha256': '18eac70bfa87078be6ba1bd97ced5f94b799990fcf203497796153eb06aa52d5', 'nrows': 1, 'size': 59947}",0.00434,0.0034666666666666665,0.05197859034209999,0.03479296364363618,0.010175351481780755,,0.06666666666666667,0.052199999999999996,,0.0698150176552789,0.14340000000000003,0.030462197211325544,,,,,0.17260000000000003,,0.0,,2.0,0.05416666666666667,,0.0839873324399936,0.012294072448580474,,,,,0.009670000000000002,,,,0.028192343225352086,0.07973333333333334,,,,0.053670350908817284,0.03625,525.329755346,,0.015166666666666667,2.0,0.3055,0.1255666666666667,,,,,,,,0.03265089593790608,,,0.08222999999999998,0.0,0.0319041113169166,0.12223333333333335,0.0237,,,0.051197669852523636,0.0038,,0.038106242555031714,,,,,,,,,,,
,,,0.0,162.263671875,,0.0,,387.121826171875,,,-0.14672374725341797,,0.06913375854492188,1e-05,,0.0,,102.0,,1260.91748046875,,,1.000108003616333,,0.9999840259552002,,0.0,,1.1685566902160645,,316.08236457104795,5.011283792555332e-05,1.5668149578850716,,,-9365.5087890625,3665.0,3.364605959177425e-05,0.0,0.0,1.0820238019805402,,,387.121826171875,,2775403.0,,,0.03288452754467973,,1767111013.5025792,94.259765625,1.0,0.0,2.0,0.0,,0.007195227313786745,,0.0,0.0,1,-1343.104736328125,1.0826986744068563,,0.0002788181882351637,,0.16855669021606445,7.744856702629477e-06,1.0006988840177655,0.0006683428764517885,,,36.0,,-3.997270107269287,,0.9986816167564438,0.10080744711620633,8192.0,0.0322265625,0.0078125,,18.43492404697463,0.002913869684562087,,0.0006748640287241869,2.0,,,0.9997323155403137,0.007382652722299099,,0.9775631427764893,316.08236457104795,,,,,55.590726242400706,269.0,182.14330082503147,1.0651805400848389,,,,,,,91.26781640108675,,,0.0,,,,1260.91748046875,0.0005645360179711097,3.5983221530914307,0.008835004642605782,,22.356740112183616,,-3.997270107269287,,,56.275689722038805,,,-2.6369986534118652,0.0013204431161284447,1.347753721754998,0.0021801956877425255,,0.0322265625,6.1958853621035814e-06,1.5489713405258954e-06,,,0.9339831471443176,0.03633350506424904,-2.6369986534118652,,,806.000757256,1.0,,,,,8192.0,0.0,0.0,0.0,0.0,2.0,2.0,,-1343.104736328125,2.0,,,,,,1.5169334233178233e-07,1.5211878690024605e-07,,,,,2195.1580593293065,2.8769137859344482,0.07053368676664688,1.5169334233178233e-07,155.64238929748535,,1.3876068592071533,1.0,-9365.5087890625,336.23040771484375,0.0006794321945164938
,,,0.0,166.896484375,,0.0,,199.38616943359375,,,-0.04916810989379883,,0.033275604248046875,1e-05,,0.0,,65.0,,1142.3212890625,,,0.999962329864502,,0.9999814033508301,,0.0,,1.055001139640808,,280.47946437611245,4.774401895701885e-05,1.5957585349678993,,,-9059.7587890625,508.0,2.228989058927766e-05,0.0,0.0,0.6064488978590816,,,199.38616943359375,,2545022.0,,,0.032977337911475064,,1767111294.1735983,100.365234375,2.0,0.0,2.0,0.0,,0.0028189646545797586,,0.0,0.0,2,-1209.468505859375,0.607160170795396,,5.273590795695782e-05,,0.055001139640808105,5.984250947221881e-06,1.0007153772749007,0.0006328712356662436,,,34.0,,-3.99947452545166,,0.9987395220613404,0.09456787612263799,8192.0,0.00830078125,0.00537109375,,16.148016548948362,0.003530675545334816,,0.0007112681710168545,2.0,,,0.9994628429412842,0.1542779505252838,,0.3618888854980469,280.47946437611245,,,,,25.16685238480568,454.0,159.72899594600312,1.058781385421753,,,,,,,83.92805048613809,,,0.0,,,,1142.3212890625,0.0006270116859374494,3.567922592163086,0.010074935853481293,,18.76289858110249,,-3.99947452545166,,,25.390806574374437,,,-2.9710917472839355,0.0012233606539666653,3.2197801847942173,0.0013709493400710926,,0.00830078125,5.129358214617241e-06,8.548930168217339e-07,,,0.968906044960022,0.035523928701877594,-2.9710917472839355,,,1212.059926907,1.0,,,,,8192.0,0.0,0.0,0.0,0.0,2.0,2.0,,-1209.468505859375,2.0,,,,,,-3.285701666300156e-07,-3.2820491924212547e-07,,,,,2268.456628064596,2.5837759971618652,0.06827560209944762,-3.285701666300156e-07,160.62359237670898,,0.5845063328742981,1.0,-9059.7587890625,356.57000732421875,0.0006572036299132833
,,,0.0,175.875,,0.0,,183.74891662597656,,,-0.003587484359741211,,0.006114661693572998,1e-05,,0.0,,78.0,,2269.103515625,,,0.9993559122085571,,0.999087929725647,,0.0,,3.7632627487182617,,405.88362405612133,4.5727938413619995e-05,1.990958055946976,,,-9205.7646484375,2645.0,1.4901108332132651e-05,0.0,0.0,0.7237087257672101,,,183.74891662597656,,4848532.0,,,0.02355974100532703,,1767111700.2325723,98.34375,3.0,0.0,191.0,0.0,,0.06259226053953171,,0.0,0.0,3,-2384.16259765625,0.7243995205499232,,3.3632153645157814e-05,,2.7632627487182617,0.00958076398819685,1.0006915712729096,0.0007179415511018306,,,38.0,,-200.58901977539062,,0.9922973591283557,0.14265963938631676,8192.0,0.04052734375,0.0712890625,,26.228621911024675,0.013943986035883427,,0.0006907949991727946,191.0,,,0.9850199222564697,2.06115369216775e-09,,0.9999912977218628,405.88362405612133,,,,,2.317388530820608,342.0,227.5300861261785,1.0507066249847412,,,,,,,114.23015817604028,,,0.0,,,,2269.103515625,0.00041063110565156134,3.2364184856414795,0.06069285050034523,,35.50678657484241,,-200.58901977539062,,,2.315622879192233,,,-3.084069013595581,0.0015406832098960876,15.295584520790726,0.0009576482025295263,,0.04052734375,0.008223365992307663,0.0013573986943811178,,,0.8217735290527344,0.08728326112031937,-3.084069013595581,,,1680.764053175,1.0,,,,,8192.0,0.0,0.0,0.0,0.00048828125,2.0,2.0,,-2384.16259765625,2.0,,,,,,2.8375254146340012e-08,2.7556387394156445e-08,,,,,2986.405285058751,23106.708984375,0.04896148373191215,2.8375254146340012e-08,169.63198709487915,,0.7763025760650635,1.0,-9205.7646484375,393.23828125,0.0006699232112623577
,,,0.0,178.119140625,,0.0,,228.48406982421875,,,-0.0036658644676208496,,0.0051490068435668945,1e-05,,0.0,,115.0,,2810.7421875,,,0.9971125721931458,,0.9940420985221863,,0.0,,3.926366090774536,,468.5238884650171,4.5727938413619995e-05,2.019376405980438,,,-9130.51953125,7184.0,1.2788164776234012e-05,0.0,0.0,0.6062048038002104,,,228.48406982421875,,5949244.0,,,0.022671201295129416,,1767112168.9367414,94.162109375,4.0,0.0,224.0,0.0,,0.10206951946020126,,0.0,0.0,4,-2920.677734375,0.6069061181042343,,3.564893268048763e-05,,2.926366090774536,0.03722274303436279,1.0007020002231002,0.0006658528363914229,,,37.0,,-231.58872985839844,,0.973211024841766,0.1528387378553316,8192.0,0.06005859375,0.3603515625,,31.69084410718642,0.045689743012189865,,0.0007013149970589438,224.0,,,0.9410582780838013,2.06115369216775e-09,,0.9999996423721313,468.5238884650171,,,,,1.9938800046220422,541.0,259.09099038201384,1.0391126871109009,,,,,,,134.8765082778409,,,0.0,,,,2810.7421875,0.0003394341207017964,2.6733908653259277,0.11516223847866058,,40.4349266809877,,-231.58872985839844,,,1.992353541776538,,,-3.3195366859436035,0.0013439459726214409,18.98574947984889,0.0009117580284510041,,0.06005859375,0.03158988431096077,0.0056328605860471725,,,0.7994265556335449,0.15954305231571198,-3.3195366859436035,,,2884.889197183,1.0,,,,,8192.0,0.0,0.0,0.0,0.00146484375,2.0,2.0,,-2920.677734375,2.0,,,,,,3.354045929881977e-07,3.3461716952842835e-07,,,,,3174.461402326238,24702.583984375,0.04500920547251995,3.354045929881977e-07,171.85592079162598,,0.8066654801368713,1.0,-9130.51953125,402.71942138671875,0.0006626507283726824
,,,0.0,197.140625,,0.0,,257.5552673339844,,,-0.001986682415008545,,0.003957092761993408,1e-05,,0.0,,84.0,,6035.80078125,,,0.9911144971847534,,0.987740695476532,,0.0,,9.045775413513184,,1203.9125021700747,4.777591675519943e-05,2.578367314999923,,,-8809.619140625,7106.0,2.6113699007623836e-06,0.0,0.0,0.4690856751985848,,,257.5552673339844,,12560644.0,,,0.021934125937488502,,1767113373.061599,97.326171875,5.0,0.0,599.0,0.0,,0.28494569659233093,,0.0,0.0,5,-6164.39013671875,0.4698303940240294,,3.241607919335365e-05,,8.045775413513184,0.07979576289653778,1.000745196826756,0.0006978995743338601,,,40.0,,-613.0962524414062,,0.9443191522366742,0.1796840842719793,8192.0,0.490234375,0.91259765625,,67.21052425098605,0.09346634149551392,,0.0007447209864039905,599.0,,,0.8827881217002869,2.06115369216775e-09,,0.9999946355819702,1203.9125021700747,,,,,1.6225938042625785,494.0,773.1649261198472,1.0213044881820679,,,,,,,275.50674735195935,,,0.0,,,,6035.80078125,0.0002052734967251618,5.177432060241699,0.1469670683145523,,84.87684967089444,,-613.0962524414062,,,1.6213393863290548,,,-3.265693187713623,0.0014010686427354813,57.791768718045205,0.0007948169877636246,,0.490234375,0.06722955405712128,0.012566214427351952,,,0.7892656326293945,0.22408904135227203,-3.265693187713623,,,4433.658006866,1.0,,,,,8192.0,0.0,0.0,0.0,0.00390625,2.0,2.0,,-6164.39013671875,2.0,,,,,,-2.7769937105404097e-07,-2.7764571086663636e-07,,,,,2608.2966946018096,64524.0234375,0.06254711682246292,-2.7769937105404097e-07,190.57342147827148,,0.827902615070343,1.0,-8809.619140625,481.19049072265625,0.0006972197611503361
,,,0.0,198.44140625,,0.0,,122.8953857421875,,,-0.0032972097396850586,,0.003038346767425537,1e-05,,0.0,,78.0,,7278.72607421875,,,0.9990730285644531,,0.9991569519042969,,0.0,,14.37298583984375,,1548.5449503739364,5.1584094762802124e-05,2.7036869369912893,,,-8758.240234375,8192.0,2.7938893289169986e-06,0.0,0.0,0.4458377577830106,,,122.8953857421875,,15102871.0,,,0.021824258528936036,,1767114921.8306231,95.72265625,6.0,0.0,832.0,0.0,,0.4262244403362274,,0.0,0.0,6,-7420.18408203125,0.4465104313567281,,3.433600068092346e-05,,13.37298583984375,0.09378156810998917,1.0006730481982231,0.0007040234281703306,,,35.0,,-875.5347290039062,,0.9351408439870499,0.1854005177835051,8192.0,0.7099609375,0.9814453125,,81.80038427584805,0.09949623048305511,,0.0006726695646648295,832.0,,,0.8819859623908997,2.06115369216775e-09,,0.9999992847442627,1548.5449503739364,,,,,1.5761671382933855,742.0,1031.2647236289922,1.0194345712661743,,,,,,,329.6089612331707,,,0.0,,,,7278.72607421875,0.00017901807788673355,3.5967867374420166,0.14838440716266632,,102.4925168119371,,-875.5347290039062,,,1.575081336311996,,,-3.387744188308716,0.001504814252257347,285496.47875151783,0.0007138669097912498,,0.7099609375,0.07827874273061752,0.015502825379371643,,,0.8338481187820435,0.24161376059055328,-3.387744188308716,,,6147.05244844,1.0,,,,,8192.0,0.0,0.0,0.0,0.00830078125,2.0,2.0,,-7420.18408203125,2.0,,,,,,1.212132616501549e-07,1.211590472394164e-07,,,,,2438.235809098247,109724.3125,0.06918068123459589,1.212132616501549e-07,191.89542245864868,,0.8855400681495667,1.0,-8758.240234375,486.685791015625,0.0006598634724923613
,,,0.0,198.77734375,,0.0,,154.52911376953125,,,-0.0012489557266235352,,0.002678811550140381,1e-05,,0.0,,96.0,,7778.77392578125,,,1.004984974861145,,1.0056575536727905,,0.0,,43.57622528076172,,1713.1639953888953,4.780897870659828e-05,2.580228984123096,,,-8655.6708984375,8192.0,2.107309073906549e-06,0.0,0.0,0.500385973136872,,,154.52911376953125,,16126021.0,,,0.021946240397865295,,1767116635.2247171,95.259765625,7.0,0.0,950.0,0.0,,0.9532498121261597,,0.0,0.0,7,-7914.1220703125,0.5011005431879312,,3.535998985171318e-05,,42.57622528076172,0.10509638488292694,1.0007149679586291,0.0007499814632865309,,,39.0,,-999.9738159179688,,0.9284398316533421,0.18652446819695034,8192.0,0.8544921875,0.9951171875,,88.02282036608085,0.10103724896907806,,0.0007145728231989779,950.0,,,0.8840952515602112,2.06115369216775e-09,,0.9999986290931702,1713.1639953888953,,,,,1.6639268016442657,306.0,1155.9436940359883,1.0173996686935425,,,,,,,353.9055335270241,,,0.0,,,,7778.77392578125,0.0001600040694553911,2.549396514892578,0.15159529447555542,,112.06135342200287,,-999.9738159179688,,,1.6627155980095267,,,-3.3753910064697266,0.0015822090208530426,512.7022867775522,0.0007462576104444452,,0.8544921875,0.08730325847864151,0.01779312454164028,,,0.7370073795318604,0.2546956539154053,-3.3753910064697266,,,8016.776819641,1.0,,,,,8192.0,0.0,0.0,0.0,0.0048828125,2.0,2.0,,-7914.1220703125,2.0,,,,,,2.452469516356359e-07,2.451228056088439e-07,,,,,2353.2512128734247,349032.5,0.07255971663899753,2.452469516356359e-07,192.28899240493774,,0.9608221650123596,1.0,-8655.6708984375,489.41998291015625,0.0007121766932414175
,,,0.0,198.77734375,,0.0,,191.58633422851562,,,-0.0009977221488952637,,0.002769291400909424,1e-05,,0.0,,87.0,,8174.06787109375,,,1.0028468370437622,,1.002901554107666,,0.0,,35.87862777709961,,1869.4889582078904,4.8576854169368744e-05,2.7479917421005666,,,-8696.462890625,8192.0,3.8185421047387536e-07,0.0,0.0,0.5493844235315919,,,191.58633422851562,,16942007.0,,,0.02187792113792091,,1767118504.9494553,98.396484375,8.0,0.0,2317.0,0.0,,0.7851738929748535,,0.0,0.0,8,-8255.9560546875,0.5501386779360473,,3.347196616232395e-05,,34.87862777709961,0.12181147933006287,1.0007546739652753,0.0008210006558329042,,,36.0,,25952.37109375,,0.9217096893037234,0.1888340478656474,8192.0,0.98974609375,1.0,,92.63018787000328,0.10116538405418396,,0.0007542545354226604,2317.0,,,0.8735679984092712,2.06115369216775e-09,,0.9999991655349731,1869.4889582078904,,,,,1.7424972830340266,484.0,1285.3163335979916,1.010017991065979,,,,,,,370.655893064104,,,0.0,,,,8174.06787109375,0.00016219989415070874,3.658318519592285,0.1624426394701004,,117.38817034708336,,25952.37109375,,,1.7411703644320369,,,-3.1625723838806152,0.001783343032002449,1342.8624579645693,0.0007752860692562535,,0.98974609375,0.10103987157344818,0.020771613344550133,,,0.8353108763694763,0.2698252201080322,-3.1625723838806152,,,9759.971927033,1.0,,,,,8192.0,0.0,0.0,0.0,0.00341796875,2.0,2.0,,-8255.9560546875,2.0,,,,,,1.3326899761523237e-07,1.333437325001796e-07,,,,,2265.5933491365427,286548.03125,0.0767788909893976,1.3326899761523237e-07,192.28899240493774,,0.9532731771469116,1.0,-8696.462890625,491.46197509765625,0.0007550816744696931
,,,0.0,198.77734375,,0.0,,785.0703125,,,-0.000891268253326416,,0.004150748252868652,1e-05,,0.0,,123.0,,7785.54638671875,,,1.0002424716949463,,1.0005909204483032,,0.0,,14.992521286010742,,1742.9608421269804,4.9152178689837456e-05,2.7944671029690653,,,-8650.4453125,8192.0,1.3833707408483775e-06,0.0,0.0,0.5669462147634476,,,785.0703125,,16141871.0,,,0.021885832246332455,,1767120248.1443326,96.2265625,9.0,0.0,1294.0,0.0,,0.36925166845321655,,0.0,0.0,9,-7886.1220703125,0.5677174441516399,,4.720105789601803e-05,,13.992521286010742,0.11323516815900803,1.0007716743275523,0.0008559663838241249,,,37.0,,19325.388671875,,0.9260531490369436,0.18703405343942744,8192.0,0.85693359375,0.99609375,,88.86194019089453,0.09229370206594467,,0.0007712295919191092,1294.0,,,0.8819596171379089,2.06115369216775e-09,,0.9999997615814209,1742.9608421269804,,,,,1.7746600238606334,1533.0,1184.306310652988,1.01291823387146,,,,,,,353.27828084793873,,,0.0,,,,7785.54638671875,0.00017311915718872152,2.793673038482666,0.15711790323257446,,112.98822620813735,,19325.388671875,,,1.7732784980908036,,,-3.126065492630005,0.0019068391993641853,247.4519866523333,0.0008023505797609687,,0.85693359375,0.09338110685348511,0.01985405944287777,,,0.8389975428581238,0.26459380984306335,-3.126065492630005,,,12214.926896827,1.0,,,,,8192.0,0.0,0.0,0.0,0.00390625,2.0,2.0,,-7886.1220703125,2.0,,,,,,-1.085392753452652e-07,-1.0871194433548226e-07,,,,,2315.29455651764,114701.4921875,0.07427539918521318,-1.085392753452652e-07,192.28899240493774,,0.9125357866287231,1.0,-8650.4453125,493.05487060546875,0.0007620110618518083
