training/rollout_actor_probs_pearson_corr,val-aux/aime24/reward/best@4/mean,rollout_corr/rollout_rs_min,val-aux/hmmt25/reward/best@2/mean,val-aux/aime25/reward/best@2/std,critic/score/max,timing_s/reward,response_length_non_aborted/clip_ratio,num_turns/min,timing_s/agent_loop/generate_sequences/mean,val-core/beyondaime/reward/mean@8,timing_s/start_profile,rollout_corr/rollout_is_veto_fraction,val-aux/beyondaime/reward/best@2/mean,val-aux/hmmt25/reward/worst@4/std,val-aux/hmmt25/reward/worst@2/mean,perf/mfu/actor,val-aux/aime25/reward/worst@8/mean,val-aux/aime25/reward/worst@4/mean,val-core/brumo25/reward/best@8/mean,val-aux/aime25/reward/worst@8/std,rollout_corr/chi2_seq,timing_s/adv,val-aux/aime24/reward/worst@8/mean,perf/time_per_step,val-aux/hmmt25/reward/best@4/std,val-core/beyondaime/reward/best@8/mean,response_length_non_aborted/max,val-aux/aime24/reward/worst@4/mean,response_length/mean,_timestamp,critic/returns/min,val-aux/brumo25/reward/best@4/std,val-core/brumo25/reward/best@8/std,val-aux/aime25/reward/best@4/std,response_length/max,perf/throughput,critic/returns/max,val-aux/hmmt25/reward/best@2/std,val-core/aime25/reward/best@8/std,rollout_corr/rollout_rs_seq_max_deviation,rollout_corr/rollout_rs_seq_mean,val-aux/beyondaime/reward/worst@8/mean,val-aux/beyondaime/reward/best@4/mean,training/rollout_probs_diff_max,adv/mean,val-aux/hmmt25/reward/worst@2/std,num_turns/mean,timing_s/testing,prompt_length/mean,val-aux/beyondaime/reward/worst@4/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/brumo25/reward/worst@4/std,rollout_corr/rollout_rs_seq_masked_fraction,timing_s/update_actor,val-aux/brumo25/reward/best@2/std,critic/returns/mean,val-aux/aime25/reward/worst@4/std,val-core/avg/reward/mean@8,distill/teacher_kl,rollout_corr/log_ppl_diff,rollout_corr/rollout_rs_max,timing_per_token_ms/update_actor,training/rollout_probs_diff_std,prompt_length/max,rollout_corr/rollout_log_ppl,val-aux/aime25/reward/best@2/mean,rollout_corr/rollout_rs_ratio_fraction_high,timing_s/stop_profile,_runtime,val-core/brumo25/reward/mean@8,timing_per_token_ms/adv,timing_s/agent_loop/generate_sequences/min,timing_per_token_ms/gen,actor/pg_loss,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,val-aux/aime25/reward/worst@2/std,perf/max_memory_allocated_gb,rollout_corr/rollout_rs_seq_std,perf/max_memory_reserved_gb,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/slowest/response_length,rollout_corr/rollout_rs_mean,response_length_non_aborted/min,val-aux/aime25/reward/std@8,val-aux/hmmt25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@8/mean,training/rollout_probs_diff_valid,response_length/clip_ratio,critic/score/mean,rollout_corr/rollout_rs_seq_fraction_low,response/aborted_ratio,critic/advantages/min,val-aux/aime24/reward/worst@2/mean,perf/total_num_tokens,val-aux/brumo25/reward/best@2/mean,critic/score/min,timing_s/save_checkpoint,val-aux/aime25/reward/worst@2/mean,val-aux/aime25/reward/best@4/mean,actor/entropy,critic/rewards/max,rollout_corr/training_ppl,training/epoch,val-core/avg/reward/best@8/mean,val-aux/hmmt25/reward/std@8,timing_s/gen,val-core/beyondaime/reward/best@8/std,timing_s/agent_loop/tool_calls/max,_step,actor/lr,val-aux/beyondaime/reward/worst@2/std,val-aux/brumo25/reward/worst@8/std,rollout_corr/log_ppl_abs_diff,val-aux/num_turns/min,timing_s/agent_loop/slowest/tool_calls,rollout_corr/rollout_rs_std,rollout_corr/ppl_ratio,val-core/aime25/reward/mean@8,rollout_corr/rollout_rs_eff_sample_size,val-aux/num_turns/max,critic/rewards/mean,val-aux/aime24/reward/worst@8/std,prompt_length/min,val-core/aime24/reward/mean@8,val-aux/num_turns/mean,val-aux/aime24/reward/std@8,critic/rewards/min,rollout_corr/rollout_ppl,training/global_step,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/beyondaime/reward/worst@2/mean,val-aux/beyondaime/reward/worst@4/std,response_length_non_aborted/mean,perf/cpu_memory_used_gb,timing_s/agent_loop/generate_sequences/max,val-aux/brumo25/reward/std@8,critic/advantages/max,rollout_corr/rollout_rs_seq_fraction_high,timing_s/agent_loop/tool_calls/min,val-core/hmmt25/reward/best@8/std,val-aux/beyondaime/reward/best@2/std,timing_s/agent_loop/slowest/prompt_length,rollout_corr/rollout_rs_seq_max,response_length/min,val-aux/brumo25/reward/worst@2/std,val-aux/brumo25/reward/worst@2/mean,rollout_corr/rollout_rs_ratio_fraction_low,rollout_corr/rollout_rs_seq_min,rollout_corr/k3_kl,timing_s/agent_loop/slowest/generate_sequences,val-core/hmmt25/reward/best@8/mean,rollout_corr/chi2_token,val-aux/aime24/reward/best@2/std,val-core/hmmt25/reward/mean@8,prompt_length/clip_ratio,val-aux/brumo25/reward/worst@8/mean,val-aux/aime24/reward/worst@4/std,val-core/aime24/reward/best@8/mean,timing_s/step,val-aux/aime24/reward/best@4/std,training/rollout_probs_diff_mean,num_turns/max,val-core/avg/reward/best@8/std,val-aux/hmmt25/reward/best@4/mean,val-aux/aime24/reward/best@2/mean,val-aux/aime24/reward/worst@2/std,actor/is_ratio_mean,val-core/aime24/reward/best@8/std,val/generations,val-aux/brumo25/reward/worst@4/mean,actor/grad_norm,rollout_corr/rollout_rs_masked_fraction,critic/advantages/mean,val-aux/beyondaime/reward/worst@8/std,val-aux/beyondaime/reward/std@8,val-core/aime25/reward/best@8/mean,timing_s/old_log_prob_pre,val-aux/beyondaime/reward/best@4/std,rollout_corr/kl,val-aux/brumo25/reward/best@4/mean,rollout_corr/training_log_ppl
,0.19873333333333332,,0.016133333333333333,0.09615259615227846,,,,,,0.04125,,,0.05612999999999999,0.001053565375285274,0.0011666666666666668,,0.0035333333333333336,0.015199999999999998,0.3598,0.013404688038562922,,,0.014666666666666665,,0.032824785268222925,0.07946,,0.032,,1767109218.4276588,,0.09306221995815332,0.0696887130752145,0.0789137263196624,,,,0.028542341700924883,0.0561900961624564,,,0.005580000000000001,0.06912,,,0.008740738398061018,,,,0.014229999999999998,0.0,0.09466309478081672,,,0.11930099291885922,,0.0362863779125403,0.09075,,,,,,,,0.12313333333333333,,,553.586145294,0.21666666666666667,,,,,,,0.06881837235217773,,,,,,,,0.09697641206057893,3.3333333333333335e-05,0.0,,,,,,,0.05843333333333333,,0.2709666666666667,,,0.040766666666666666,0.16483333333333333,,,,,0.18566533333333332,0.022047927592204922,,0.017577772123756687,,0,,0.02977011733702388,0.06896818236522528,,2.0,,,,0.08333333333333333,,2.0,,0.02686914409286874,,0.10416666666666667,2.0,0.11508775583640089,,,,,0.026000000000000002,0.021307246517079305,,,,0.140545476362244,,,,0.03159801665266024,0.03207125325311697,,,,0.1189468018629439,0.16199999999999998,,,,,0.04393333333333334,,0.11650547663225946,0.008333333333333333,,0.07339999999999999,0.044555871972104706,0.24799999999999997,,0.10694601722663527,,,0.051993353842428314,0.027533333333333333,0.14886666666666667,0.0783882999148811,,0.08491217119805379,"{'path': 'media/table/val/generations_0_b35a7951d39aec128763.table.json', 'sha256': 'b35a7951d39aec12876342741ec51fb4a52ac21fefd28c000acf2c72dedcd522', 'artifact_path': 'wandb-client-artifact://t42jwsqlefgvdgfiwzz4g0fkpf1hxj1tq5d1tzrwxgxuhgjldl5phb2103sxnmrs3t2fqet841eosakd0q1mpc30tos4d2kf4w1kbet1frt0ewvhqklkuhqms4hq5n11/val/generations.table.json', 'size': 29836, '_type': 'table-file', 'nrows': 1, '_latest_artifact_path': 'wandb-client-artifact://zt3i0c67ul0fha0xdpoezmxqxpn7yae6p3fo3dbnqb9y8tdzo25ugatzc1m466ns6bokn81pztbni2nq8p4gf16dlgc464k1mhl1gxq5d0dzczp98a78p1v2qamj4jse:latest/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 31}",0.11499999999999999,,,,0.0123398546447452,0.036412698141445154,0.19713333333333335,,0.02421278071906025,,0.3181,
0.9997224807739258,,2.06115369216775e-09,,,98.12747192382812,19.596708302851766,0.03173828125,2.0,0.0,,0.0006065319757908583,0.0,,,,0.10095481984630131,,,,,2.4428649484179914,2.7689898181706667,,329.51163584692404,,,8192.0,,1278.37744140625,1767109548.8166065,-2.4623286724090576,,,,8192.0,2132.8237717422644,768.5089721679688,,,0.1492934226989746,1.0002543926239014,,,0.5016482472419739,2.0655182453310772e-08,,2.0,,94.259765625,,,,0.01123046875,92.0353725659661,,2.028217771510299e-08,,,0.03178456798195839,0.0005084649164928123,3.163700580596924,0.03273927482843071,0.008873431012034416,269.0,1.0280304411426187,,2.6736772724689217e-06,6.048101931810379e-05,843.506466667,,0.0009849986600449661,0.0,0.07288376501048352,3.0958612843967614e-05,0.11837625503540039,-0.12970829010009766,,154.38836002349854,0.007484981790184975,160.505859375,0.0,888.0,0.999966025352478,2.0,,,,1.0,0.03173828125,-40.63267517089844,0.0,0.0,-2.4623286724090576,,2811161.0,,-539.4949951171875,,,,1.308449387550354,98.12747192382812,32.02559702191502,0.0,,,190.81822419795208,,0.0,1,1e-05,,,0.0020876022299489705,,0.0,0.036484118551015854,1.000534649938345,,0.9986705596280853,,-40.63267517089844,,36.0,,,,-539.4949951171875,32.20831740554422,1.0,0.0,,,1278.37744140625,339.5078125,0.0,,768.5089721679688,0.0,0.0,,,102.0,1.1492934226989746,2.0,,,7.257124252646463e-06,0.8907316327095032,0.000670395608040053,0.0,,0.0012891092337667942,,,0.0,,,,329.51163584692404,,0.0029822848737239838,2.0,,,,,1.0,,,,3.3976266384124756,9.93080175248906e-06,2.028217771510299e-08,,,,23.803505243035033,,0.0006995231443056582,,1.0285389074124396
0.9994800090789795,,0.16960951685905457,,,-0.9994930028915405,16.211322925053537,0.00830078125,2.0,0.0,,9.97448805719614e-05,0.0,,,,0.08752948593854427,,,,,2.991147182416171,2.687583308899775,,289.6882039399352,,,8192.0,,1129.251953125,1767109838.7371542,-3.000861167907715,,,,8192.0,2173.2469304498695,118.08314514160156,,,0.11523997783660889,1.0001918077468872,,,0.5049272775650024,4.856000934694293e-09,,2.0,,100.365234375,,,,0.00390625,89.91035533114336,,5.528979496460806e-09,,,0.02963058091700077,0.0005092867792200195,2.191359281539917,0.03570342146753283,0.010111924260854721,454.0,0.6470744258258492,,8.647870686218084e-07,7.052905857563019e-05,1250.572978277,,0.0010672399108350283,0.0,0.06939385837555422,1.9678052411209457e-05,0.049161434173583984,-0.10832500457763672,,159.93237209320068,0.004779685288667679,166.3671875,0.0,499.0,1.000003695487976,2.0,,,,1.0,0.00830078125,-33.460391998291016,0.0,0.0,-3.000861167907715,,2518256.0,,-307.615234375,,,,0.6271921396255493,-0.9994930028915405,8.850827771238983,0.0,,,160.48773141601123,,0.0,2,1e-05,,,0.001516912619536015,,0.0,0.03594924136996269,1.0005194246768951,,0.9987093200994493,,-33.460391998291016,,34.0,,,,-307.615234375,9.078589932061732,2.0,0.0,,,1129.251953125,365.3582763671875,0.0,,118.08314514160156,0.0,0.0,,,65.0,1.1152399778366089,2.0,,,3.02675471175462e-06,0.9539292454719543,0.000649384999405811,0.0,,0.0013131252489984035,,,0.0,,,,289.6882039399352,,0.003581603057682514,2.0,,,,,1.0,,,,3.542121648788452,3.891541837219847e-06,5.528979496460806e-09,,,,19.92282035178505,,0.0006460175528282264,,0.6475837125908583
0.9961126446723938,,8.535569577361457e-06,,,55.94657897949219,26.37027562689036,0.03076171875,2.0,0.0,,5.001598037779331e-05,0.0,,,,0.13723165548960556,,,,,5.10083542438224,2.736513480078429,,406.874462523032,,,8192.0,,2227.80712890625,1767110245.803492,-3.0532801151275635,,,,8192.0,2927.1663859527225,391.5378723144531,,,0.11340546607971191,0.9993847608566284,,,0.9999040365219116,6.3271037298306965e-09,,2.0,,98.34375,,,,0.02392578125,116.37931649689563,,6.5549867755976265e-09,,,0.026424722746014595,0.0007184664864325896,425.92413330078125,0.024429128242949218,0.030557338148355484,342.0,0.704094085842371,,0.00030443508876487613,5.7023949921131134e-05,1756.774494321,,0.0005744202729114534,0.0,0.0499181217332656,9.87164972299226e-06,0.012454628944396973,-0.0035695433616638184,,168.86875677108765,0.006667432375252247,175.193359375,0.0,2486.0,0.9984087944030762,17.0,,,,1.0,0.03076171875,-58.86918640136719,0.0,0.0,-3.0532801151275635,,4763957.0,,-492.42449951171875,,,,0.7234779000282288,55.94657897949219,2.238046731799841,0.0,,,227.7538763959892,,0.0,3,1e-05,,,0.0009621903736842796,,0.0,0.05316214635968208,1.0007192804478109,,0.9971695418404622,,-58.86918640136719,,38.0,,,,-492.42449951171875,2.2362923258915544,3.0,0.0,,,2227.80712890625,399.622802734375,0.0,,391.5378723144531,0.0,0.0,,,78.0,1.0048627853393555,17.0,,,0.0017437620554119349,0.8865945339202881,0.0007174130855673866,0.0,,0.0014555854722857475,,,0.0,,,,406.874462523032,,0.006316896993666887,2.0,,,,,1.0,,,,3.244535446166992,0.002048197202384472,6.5549867755976265e-09,,,,33.11426019202918,,0.0007109506923370645,,0.7048125504516065
0.9368523359298706,,2.06115369216775e-09,,,135121.140625,33.4901013369672,0.07958984375,2.0,0.0,,5.036895163357258e-05,0.0,,,,0.14952856540507298,,,,,237.40674907667562,2.555454818997532,,506.00471362494864,,,8192.0,,2937.72509765625,1767110752.0049,-3.024352788925171,,,,8192.0,3067.8098606618637,988.3099975585938,,,5.004543304443359,0.9947147965431213,,,0.9999998807907104,-6.045046685443367e-09,,2.0,,94.162109375,,,,0.4501953125,145.73101359209977,,-6.151473552762354e-09,,,-0.006070364266633987,0.000637643877780647,17761.001953125,0.023469778597137645,0.12090633809566498,541.0,0.629279816057533,,0.007393382955342531,6.211199797689915e-05,3205.699653618,,0.0004115524714919837,0.0,0.046341976824913235,2.2685098542751803e-05,0.0044051408767700195,-0.00452345609664917,,176.5587592124939,0.1351858228445053,182.984375,0.0,2083.0,0.9848006963729858,53.0,,,,1.0,0.07958984375,17.833059310913086,0.0,0.0,-3.024352788925171,,6209305.0,,-380.80224609375,,,,0.8908316493034363,135121.140625,2.012429766356945,0.0,,,278.8146962299943,,0.0,4,1e-05,,,0.0008799348670436302,,0.0,0.17817281186580658,1.0006382786668837,,0.9662552777062661,,17.833059310913086,,37.0,,,,-380.80224609375,2.01104143448174,4.0,0.0,,,2937.72509765625,430.5704345703125,0.0,,988.3099975585938,0.0009765625,0.0,,,115.0,6.004543304443359,53.0,,,0.03939874470233917,0.7941486239433289,0.0006765662506040826,0.0,,0.001457182690501213,,,0.0,,,,506.00471362494864,,0.05330251529812813,2.0,,,,,1.0,,,,2.4902637004852295,0.046792127192020416,-6.151473552762354e-09,,,,44.95319505198859,,0.0006271337227303775,,0.6299174560699612
0.8567505478858948,,2.06115369216775e-09,,,950.7501220703125,77.64478971296921,0.64111328125,2.0,0.0,,4.969583824276924e-05,0.0,,,,0.1810199799212729,,,,,102.12375222006813,2.715165487024933,,1448.695823580958,,,8192.0,,6801.5048828125,1767112200.9301715,-3.3786253929138184,,,,8192.0,2438.1940242423902,242.44000244140625,,,10.404982566833496,0.9787208437919617,,,0.9999997615814209,-1.1426968399286253e-10,,2.0,,97.326171875,,,,0.95458984375,313.3491882889066,,6.665731855370893e-11,,,0.01022775936871767,0.0006746374201611616,85800.84375,0.02217803742856308,0.15433990955352783,494.0,0.36520672449842095,,0.011204652488231659,6.118416786193848e-05,4788.536891739,,0.00019217232418825293,0.0,0.06862035778379753,2.104425522730935e-06,0.003497898578643799,-0.0019446015357971191,,190.9307107925415,0.28352218866348267,197.59765625,0.0,2150.0,0.9747262597084045,730.0,,,,1.0,0.64111328125,-69.56415557861328,0.0,0.0,-3.3786253929138184,,14128806.0,,-288.6571350097656,,,,0.7311626076698303,950.7501220703125,1.4564758660271764,0.0,,,955.8460385829676,,0.0,5,1e-05,,,0.0007166924915509298,,0.0,0.21661025285720825,1.000675030052662,,0.9473702161299886,,-69.56415557861328,,40.0,,,,-288.6571350097656,1.4554636115208268,5.0,0.0,,,6801.5048828125,488.6661376953125,0.0,,242.44000244140625,0.00244140625,0.0,,,84.0,11.404982566833496,730.0,,,0.06850405782461166,0.824311375617981,0.0005947790043592249,0.0,,0.0011011119931936264,,,0.0,,,,1448.695823580958,,0.09861361235380173,2.0,,,,,1.0,,,,11.738351821899414,0.07970871031284332,6.665731855370893e-11,,,,98.44728306401521,,0.0006438751083805982,,0.3658813628135249
0.8704837560653687,,2.06115369216775e-09,,,837.3973388671875,83.46651237900369,0.724609375,2.0,0.0,,4.8863934352993965e-05,0.0,,,,0.18326303466917654,,,,,83.88719434849918,2.8267166460864246,,1582.6031508890446,,,8192.0,,7302.69873046875,1767113783.7672992,-3.368134021759033,,,,8192.0,2393.519656442017,175.7836456298828,,,4.168303489685059,0.9799853563308716,,,0.9999998807907104,-1.7949503217096208e-08,,2.0,,95.72265625,,,,0.982421875,335.01640844298527,,-1.7931588658370856e-08,,,0.011343247257173061,0.0006000157809467055,34595.6015625,0.02211042358018502,0.1501951515674591,742.0,0.3872732915915549,,0.014061649329960346,7.238402031362057e-05,6541.337127598,,0.00018655773511692736,0.0,0.07052681677765785,4.1203297307390585e-06,0.004254400730133057,-0.0011771321296691895,,191.8735113143921,0.15349029004573822,198.4765625,0.0,8192.0,0.9779981970787048,653.0,,,,1.0,0.724609375,-82.83631896972656,0.0,0.0,-3.368134021759033,,15151967.0,,-387.890625,,,,0.8012431263923645,837.3973388671875,1.4832309857010841,0.0,,,1054.793923269026,,0.0,6,1e-05,,,0.0006439336648327298,,0.0,0.23321372270584106,1.0006003193557262,,0.9393664327379293,,-82.83631896972656,,35.0,,,,-387.890625,1.4823236400261521,6.0,0.0,,,7302.69873046875,493.6279296875,0.0,,175.7836456298828,0.00439453125,0.0,,,78.0,5.168303489685059,653.0,,,0.07467895746231079,0.8146504759788513,0.0006630615289395791,0.0,,0.0014722710475325584,,,0.0,,,,1582.6031508890446,,0.1000642403960228,2.0,,,,,1.0,,,,4.019567012786865,0.08874060213565826,-1.7931588658370856e-08,,,,105.75791621790268,,0.0005936588827353262,,0.387873308500275
0.883668839931488,,2.06115369216775e-09,,,538.1063232421875,88.82451248704456,0.84375,2.0,0.0,,5.103996954858303e-05,0.0,,,,0.18344913123132633,,,,,144.87808325747028,2.7681497908197343,,1752.5645533690695,,,8192.0,,7733.3857421875,1767115536.567753,-3.36409592628479,,,,8192.0,2287.0863685418303,194.5039825439453,,,17.378070831298828,0.9920052289962769,,,0.999998927116394,7.754206166055155e-09,,2.0,,95.259765625,,,,0.99365234375,357.60196916293353,,7.548342395580221e-09,,,0.008734330534934998,0.0006792818530811928,142771.859375,0.022304029008733173,0.1500428169965744,306.0,0.48047195351682603,,0.017061399295926094,6.0416990891098976e-05,8483.319947146,,0.00017265255384214936,0.0,0.07523782113444848,1.9931960917318747e-06,0.002766549587249756,-0.0013498663902282715,,192.0690507888794,0.4402239918708801,198.599609375,0.0,8192.0,0.9921818971633911,186.0,,,,1.0,0.84375,-67.54593658447266,0.0,0.0,-3.36409592628479,,16033066.0,,-358.44366455078125,,,,0.9261320233345032,538.1063232421875,1.629490532912314,0.0,,,1191.6146549440455,,0.0,7,1e-05,,,0.0007123794275685214,,0.0,0.25058069825172424,1.000679638236761,,0.9306640108201265,,-67.54593658447266,,39.0,,,,-358.44366455078125,1.6283650090917945,7.0,0.0,,,7733.3857421875,495.16748046875,0.0,,194.5039825439453,0.00341796875,0.0,,,96.0,18.378070831298828,186.0,,,0.08439008891582489,0.8102675676345825,0.0007297359798030811,0.0,,0.0015732264146208763,,,0.0,,,,1752.5645533690695,,0.10022462159395218,2.0,,,,,1.0,,,,3.2795639038085938,0.10145148634910583,7.548342395580221e-09,,,,111.0111650491599,,0.0006762706941572105,,0.4811512310989201
0.8885024785995483,,2.06115369216775e-09,,,1115.65771484375,94.0082614410203,0.9970703125,2.0,0.0,,4.947301931679249e-05,0.0,,,,0.18520491575365294,,,,,354.72310595121235,2.8417553009931,,1941.7405420129653,,,8192.0,,8184.841796875,1767117478.5502238,-3.1336240768432617,,,,8192.0,2184.132178444097,152.19168090820312,,,8.521196365356445,0.9966340661048889,,,0.9999989867210388,1.32467903313227e-08,,2.0,,98.396484375,,,,1.0,378.65766567504033,,1.3345708538281542e-08,,,0.008070687763392925,0.0007597386284032837,70397.2265625,0.02232115412355243,0.15495985746383667,484.0,0.6094809165224433,,0.020904986187815666,6.364891305565834e-05,10330.346191093,,0.0001675161070404028,0.0,0.08042956013480401,4.2515109338614465e-07,0.0024445056915283203,-0.0009903311729431152,,192.2401237487793,0.2888384461402893,198.7890625,0.0,8192.0,0.9966405630111694,2807.0,,,,1.0,0.9970703125,-66.05730438232422,0.0,0.0,-3.1336240768432617,,16964072.0,,-264.81011962890625,,,,1.0161161422729492,1115.65771484375,1.8526968974620104,0.0,,,1348.2050058150198,,0.0,8,1e-05,,,0.0007814506971044466,,0.0,0.26984918117523193,1.0007601510733366,,0.9221302699311025,,-66.05730438232422,,36.0,,,,-264.81011962890625,1.8512671468779445,8.0,0.0,,,8184.841796875,496.0299072265625,0.0,,152.19168090820312,0.0048828125,0.0,,,87.0,9.521196365356445,2807.0,,,0.09565915912389755,0.8167819380760193,0.0008255307734543749,0.0,,0.0017884429544210434,,,0.0,,,,1941.7405420129653,,0.09599611908197403,2.0,,,,,1.0,,,,3.4372053146362305,0.11656414717435837,1.3345708538281542e-08,,,,117.28783404710703,,0.000760812590669957,,0.6102406536228955
0.8740746974945068,,2.06115369216775e-09,,,5100.0654296875,91.54553088499233,0.91162109375,2.0,0.0,,0.00012188893742859364,0.0,,,,0.18375100880084339,,,,,46.51657203072682,2.9684602259658277,,1846.7073923740536,,,8192.0,,7956.36767578125,1767119325.5766485,-3.280139684677124,,,,8192.0,2232.583389780948,129.51771545410156,,,5.100329875946045,0.9976409673690796,,,0.9999992847442627,1.4411858373364339e-08,,2.0,,96.2265625,,,,0.99853515625,368.9302050550468,,1.4551491567260655e-08,,,0.006878917571157217,0.0007997131906449795,41557.8984375,0.02237064185236833,0.16066063940525055,1533.0,0.5260519892908633,,0.019574226811528206,6.809690967202187e-05,12865.741320924,,0.00017999708253265307,0.0,0.07745894174618688,6.767804181517789e-07,0.002883613109588623,-0.0009514689445495605,,193.34323406219482,0.22837801277637482,200.16796875,0.0,8192.0,0.9978071451187134,1474.0,,,,1.0,0.91162109375,-54.73119354248047,0.0,0.0,-3.280139684677124,,16491713.0,,-220.66893005371094,,,,0.8728996515274048,5100.0654296875,1.7022734805941582,0.0,,,1262.1656479940284,,0.0,9,1e-05,,,0.0008186630147974938,,0.0,0.2636345624923706,1.000800158828497,,0.9263064440880192,,-54.73119354248047,,37.0,,,,-220.66893005371094,1.7008986286818981,9.0,0.0,,,7956.36767578125,501.6793212890625,0.0,,129.51771545410156,0.005859375,0.0,,,123.0,6.100329875946045,1474.0,,,0.09518804401159286,0.8206250071525574,0.0008441088407380448,0.0,,0.0017922595143318176,,,0.0,,,,1846.7073923740536,,0.09494192153215408,2.0,,,,,1.0,,,,2.6085846424102783,0.11476226896047592,1.4551491567260655e-08,,,,120.33168734586798,,0.0007961881071878452,,0.526851705275476
