timing_s/agent_loop/tool_calls/min,val-aux/brumo25/reward/worst@8/mean,_step,training/rollout_probs_diff_mean,val-aux/beyondaime/reward/worst@2/std,rollout_corr/rollout_rs_seq_std,rollout_corr/log_ppl_diff_max,val-aux/hmmt25/reward/worst@4/mean,rollout_corr/rollout_rs_seq_masked_fraction,perf/max_memory_reserved_gb,critic/returns/max,response/aborted_ratio,actor/pg_loss,val-core/avg/reward/best@8/std,response_length/min,val-aux/num_turns/mean,val-aux/aime25/reward/best@2/std,adv/mean,response_length/clip_ratio,timing_s/save_checkpoint,val-aux/hmmt25/reward/worst@2/mean,timing_s/gen,rollout_corr/rollout_ppl,timing_s/start_profile,rollout_corr/rollout_rs_min,val-aux/beyondaime/reward/worst@8/std,val-aux/aime24/reward/best@4/std,timing_s/step,val-aux/hmmt25/reward/worst@8/mean,timing_per_token_ms/update_actor,critic/rewards/min,val-core/brumo25/reward/mean@8,training/global_step,rollout_corr/ppl_ratio,timing_per_token_ms/adv,rollout_corr/log_ppl_diff,perf/time_per_step,rollout_corr/rollout_rs_masked_fraction,val-aux/aime24/reward/best@2/std,response_length/max,timing_s/agent_loop/slowest/generate_sequences,response_length_non_aborted/mean,val-aux/aime25/reward/best@4/std,timing_s/testing,rollout_corr/rollout_rs_max,val-aux/hmmt25/reward/worst@4/std,rollout_corr/chi2_seq,timing_s/update_actor,training/rollout_probs_diff_max,response_length_non_aborted/max,perf/cpu_memory_used_gb,val-aux/hmmt25/reward/best@2/std,prompt_length/min,val-aux/brumo25/reward/best@2/mean,rollout_corr/rollout_rs_ratio_fraction_low,critic/score/max,val-aux/num_turns/max,num_turns/max,rollout_corr/rollout_is_veto_fraction,val-aux/aime24/reward/best@4/mean,val-aux/aime24/reward/worst@2/std,val-aux/beyondaime/reward/worst@4/mean,val-aux/aime24/reward/best@2/mean,rollout_corr/rollout_rs_seq_min,rollout_corr/rollout_rs_seq_fraction_high,actor/entropy,timing_per_token_ms/gen,rollout_corr/chi2_token,val-aux/aime24/reward/worst@8/std,val-aux/aime25/reward/worst@8/std,rollout_corr/rollout_rs_mean,val-aux/beyondaime/reward/best@2/mean,timing_s/agent_loop/slowest/tool_calls,val-aux/num_turns/min,training/rollout_actor_probs_pearson_corr,val-aux/aime25/reward/best@2/mean,val-aux/aime24/reward/worst@4/mean,val-aux/brumo25/reward/best@4/std,rollout_corr/rollout_rs_seq_mean,val-aux/aime25/reward/worst@2/std,val-aux/aime25/reward/best@4/mean,val-aux/aime24/reward/worst@2/mean,prompt_length/clip_ratio,rollout_corr/log_ppl_diff_min,critic/rewards/mean,rollout_corr/rollout_rs_seq_max_deviation,timing_s/stop_profile,val-core/aime24/reward/best@8/std,rollout_corr/training_ppl,val-aux/brumo25/reward/worst@4/std,timing_s/agent_loop/generate_sequences/min,_runtime,perf/throughput,val-aux/beyondaime/reward/worst@4/std,timing_s/old_log_prob_pre,val-aux/brumo25/reward/worst@8/std,prompt_length/mean,val/generations,val-aux/beyondaime/reward/best@2/std,rollout_corr/training_log_ppl,val-core/aime25/reward/mean@8,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/rollout_is_catastrophic_token_fraction,val-core/brumo25/reward/best@8/std,num_turns/min,critic/returns/mean,critic/advantages/min,val-core/brumo25/reward/best@8/mean,val-aux/aime25/reward/worst@8/mean,val-aux/brumo25/reward/best@4/mean,val-core/beyondaime/reward/best@8/std,val-aux/brumo25/reward/worst@4/mean,timing_s/adv,val-aux/aime25/reward/std@8,val-aux/brumo25/reward/worst@2/mean,val-core/aime25/reward/best@8/std,timing_s/agent_loop/generate_sequences/max,val-aux/beyondaime/reward/best@4/std,val-core/hmmt25/reward/best@8/std,rollout_corr/rollout_rs_seq_max,val-core/aime24/reward/best@8/mean,perf/mfu/actor,val-aux/beyondaime/reward/worst@8/mean,val-core/avg/reward/mean@8,rollout_corr/rollout_log_ppl,val-aux/beyondaime/reward/std@8,val-aux/brumo25/reward/best@2/std,val-core/aime25/reward/best@8/mean,response_length/mean,training/epoch,val-aux/beyondaime/reward/worst@2/mean,val-aux/hmmt25/reward/std@8,val-core/beyondaime/reward/best@8/mean,distill/teacher_kl,response_length_non_aborted/clip_ratio,critic/advantages/max,_timestamp,val-aux/aime25/reward/worst@4/mean,val-aux/beyondaime/reward/best@4/mean,val-core/avg/reward/best@8/mean,perf/total_num_tokens,rollout_corr/rollout_rs_eff_sample_size,val-aux/aime25/reward/worst@2/mean,critic/returns/min,rollout_corr/log_ppl_abs_diff,val-aux/brumo25/reward/std@8,val-aux/aime24/reward/worst@8/mean,critic/score/mean,critic/score/min,val-aux/aime24/reward/worst@4/std,perf/max_memory_allocated_gb,rollout_corr/kl,rollout_corr/rollout_rs_std,response_length_non_aborted/min,val-core/aime24/reward/mean@8,training/rollout_probs_diff_std,timing_s/agent_loop/slowest/response_length,num_turns/mean,rollout_corr/k3_kl,val-aux/hmmt25/reward/worst@8/std,val-core/hmmt25/reward/mean@8,val-aux/hmmt25/reward/best@2/mean,actor/grad_norm,timing_s/agent_loop/generate_sequences/mean,val-aux/hmmt25/reward/worst@2/std,val-aux/hmmt25/reward/best@4/mean,val-aux/brumo25/reward/worst@2/std,val-core/beyondaime/reward/mean@8,timing_s/reward,val-aux/hmmt25/reward/best@4/std,actor/is_ratio_mean,val-core/hmmt25/reward/best@8/mean,timing_s/agent_loop/tool_calls/mean,actor/lr,val-aux/aime24/reward/std@8,val-aux/aime25/reward/worst@4/std,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/tool_calls/max,prompt_length/max,critic/rewards/max,rollout_corr/rollout_rs_ratio_fraction_high,training/rollout_probs_diff_valid,critic/advantages/mean
,0.0387,0,,0.0327351556386997,,,3.3333333333333335e-05,,,,,,0.04223843804485648,,2.0,0.12447291544130244,,,,0.0015666666666666667,,,,,0.003101816370783399,0.040748933517677256,,0.0,,,0.17916666666666667,,,,,,,0.06138817171117749,,,,0.10806860173556353,,,0.001053565375285274,,,,,,0.042756135904359,,0.2329,,,2.0,,,0.13940000000000002,0.061290837939213756,0.00331,0.11466666666666667,,,,,,0.024378329120198886,0.016972268237162785,,0.05728,,2.0,,0.15099999999999997,0.028566666666666667,0.05541388021497563,,0.08315622476783432,0.20426666666666668,0.05366666666666667,,,,,,0.023074066418453176,,0.09382005309658922,,548.447652156,,0.013172521985880774,,0.06477383129545682,,"{'artifact_path': 'wandb-client-artifact://8ykvt0su8sw27g1xug01yaa21le8zwwn0gi0w1bjjtt5i6ur02mmeaawjc82fex20lbesc6362d6jscr7bt3cwzgngimn1dy002n6fu4mdgkjujqglx0sj1pkw3gqvte/val/generations.table.json', 'size': 33616, '_latest_artifact_path': 'wandb-client-artifact://g54ouh66yy0yxgmwy7a2jcvm4dwtyhr3gc3l3k0l65kz1namh42r24m93qavqgjiopj27ap5ythqfxtnnwp73136ob87cspvo9g5jii7p3y886im6gtm89pxu68uq3u2:latest/val/generations.table.json', 'ncols': 31, 'nrows': 1, 'sha256': 'f5a4ca665ae9e3421b97166dd1143f25529b914055d5f24383efc300ae2e25f4', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'path': 'media/table/val/generations_0_f5a4ca665ae9e3421b97.table.json'}",0.054032800676161744,,0.1,,,0.029759698497649388,,,,0.2868,0.0041333333333333335,0.2674,0.03281921003290035,0.07766666666666668,,0.12296336864389114,0.12513333333333335,0.07805534734256601,,0.04761172756994214,0.04748386793271349,,0.15433333333333332,,0.00033,0.08225,,0.05074282516036734,0.09268635097854329,0.2518,,,0.014260000000000002,0.033071891388307385,0.10257999999999999,,,,1765940604.5958922,0.016966666666666668,0.08231999999999999,0.17222266666666666,,,0.04816666666666667,,,0.12360857040840986,0.012366666666666666,,,0.04364291457892611,,,,,0.08333333333333333,,,,,0.0,0.0125,0.0241,,,0.012399800059673009,0.0419,0.11622350338007771,0.03625,,0.04932617950980456,,0.0656,,,0.07098945547726673,0.04129768382805752,,,,,,,
0.0,,1,0.0030023022554814816,,0.008296591229736805,0.059149742126464844,,0.01171875,160.6015625,0.3001140058040619,0.0,3.158254513424552e-05,,2.0,,,6.816703645995403e-09,0.03271484375,,,186.08625923500222,32.793928783386946,0.0003032329987036064,0.05743549019098282,,,326.5922945069906,,0.035691209819408,-4795.5732421875,,1.0,1.0003805602900684,0.0005546224879192197,0.00035347887069292483,326.5922945069906,1.0470347660884727e-05,,8192.0,0.0,1259.13623046875,,,3.720233678817749,,3.2389411409385502,98.92728927299322,0.7236762046813965,8192.0,344.6282958984375,,36.0,,6.592440968233859e-06,-11.333184242248535,,2.0,0.0,,,,,0.9438068866729736,0.0,1.3855931758880615,0.07216251035304158,0.0013595041818916798,,,1.0000132322311401,,0.0,,0.9997257590293884,,,,1.0004611015319824,,,,0.0,-0.15937042236328125,-423.892578125,0.20334899425506592,4.726400948129594e-05,,32.68220518436283,,0.0,909.90436933,2121.724124097998,,22.074357103003422,,94.259765625,,,1.0456713729072362,,0.0,0.0,,2.0,6.686523779109166e-09,-8.615721702575684,,,,,,1.537277654002537,,,,0.0,,,1.203348994255066,,0.09198030845741213,,,1.0453178964089602,,,,1259.13623046875,0.0,,,,0.3366534411907196,0.03271484375,0.3001140058040619,1765940931.8102026,,,,2771755.0,0.9986313266322266,,-8.615721702575684,0.002114546481607249,,,-423.892578125,-4795.5732421875,,154.07635688781738,0.0006708495843668061,0.03702092915773392,2.0,,0.008897854946553707,5981.0,2.0,0.0006736793809523078,,,,2.7255916595458984,0.0,,,,,17.658259751988226,,1.0,,0.0,1e-05,,,102.0,0.0,269.0,-11.333184242248535,3.877906237903517e-06,1.0,6.686523779109166e-09
0.0,,2,0.002531531034037471,,0.004100988153368235,0.023888587951660156,,0.005859375,168.37109375,0.2468188852071762,0.0,0.00011824137142468771,,2.0,,,-2.412100919002569e-08,0.0478515625,,,215.2147392820043,38.20321414619684,6.054400000721216e-05,0.05013212561607361,,,361.28768738600775,,0.03226022355641314,-8824.658203125,,2.0,1.0004131626337767,0.00048371181952809995,0.00040544155206134747,361.28768738600775,7.343163360928884e-06,,8192.0,0.0,1462.8828125,,,18.644962310791016,,4.022149330470711,103.28213804301049,0.9488716721534729,8192.0,374.8662109375,,34.0,,4.339141923992429e-06,-19.565235137939453,,2.0,0.0,,,,,0.9780914187431335,0.0,0.714573085308075,0.07183440875585594,0.0010665697045624256,,,1.0000118017196655,,0.0,,0.9996402263641357,,,,1.000224232673645,,,,0.0,-0.10143280029296875,-361.6120300292969,0.10731756687164307,5.2575996960513294e-05,,37.21619133930653,,0.0,1742.803386844,2215.3619620722175,,23.03903396599344,,100.365234375,,,0.6538495953427628,,0.0,0.0,,2.0,-3.7811311415225646e-08,-9.738720893859863,,,,,,1.548618868997437,,,,0.0,,,1.107317566871643,,0.10434061796162486,,,0.6534441504627466,,,,1462.8828125,0.0,,,,0.2471914142370224,0.0478515625,0.2468188852071762,1765941293.2649236,,,,3201532.0,0.9989983350043629,,-9.738720893859863,0.001354315716525889,,,-361.6120300292969,-8824.658203125,,161.94855785369873,0.0005025877004065649,0.031664952635765076,2.0,,0.008587065152823925,490.0,2.0,0.0005163928429965381,,,,1.930621862411499,0.0,,,,,17.900115509997704,,1.0,,0.0,1e-05,,,65.0,0.0,454.0,-19.565235137939453,3.004021436936455e-06,1.0,-3.7811311415225646e-08
0.0,,3,0.08758051693439484,,2.4588067531585693,0.01381528377532959,,0.43212890625,186.423828125,0.15539808571338654,0.0,7.232798889056369e-05,,30.0,,,-2.2105339780864597e-09,0.337890625,,,551.5614944390109,1.38568246178329,3.2320007449015975e-05,2.06115369216775e-09,,,832.732135860002,,0.023635635765997507,-17389.662109375,,3.0,1.0003315806388855,0.00020522763297302593,0.00033100217447668,832.732135860002,0.06561057269573212,,8192.0,0.0,3693.728515625,,,910686.8125,,1.1320153279229999,183.55822360300226,1.0,8192.0,447.65032958984375,,38.0,,0.06481941044330597,-23.116443634033203,,2.0,0.0,,,,,0.3803531527519226,0.00146484375,0.2741263508796692,0.07291200065659895,0.0002453364431858063,,,1.0435292720794678,,0.0,,0.5610869526863098,,,,1.019974708557129,,,,0.0,-0.004422575235366821,-795.9949951171875,111.0848617553711,4.729600914288312e-05,,1.3862748155370355,,0.0,2562.708342475,2331.531252837839,,55.00675595201028,,98.34375,,,0.20551238793996163,,0.00048828125,0.0,,2.0,5.664493318846553e-09,-14.581353187561035,,,,,,1.593831455000327,,,,0.0,,,112.0848617553711,,0.16422086322840102,,,0.20518138306215405,,,,3693.728515625,0.0,,,,0.21549905836582184,0.337890625,0.15539808571338654,1765942126.1650128,,,,7766164.0,0.9745131243625842,,-14.581353187561035,0.0006199813179819103,,,-795.9949951171875,-17389.662109375,,179.6611499786377,0.00012235263212070913,0.15007857978343964,30.0,,0.1949332356452942,2766.0,2.0,0.00012232550699309286,,,,0.5986825227737427,0.0,,,,,40.63495475999662,,1.0,,0.0,1e-05,,,78.0,0.0,342.0,-23.116443634033203,0.0007911689463071525,1.0,5.664493318846553e-09
0.0,,4,0.08055180311203003,,0.057792358100414276,0.0050941407680511475,,0.421875,186.423828125,0.1460188627243042,0.0,4.9154430132425375e-05,,54.0,,,1.6122031709642215e-08,0.3349609375,,,547.6823456660059,1.1555242957547307,3.244800609536469e-05,2.06115369216775e-09,,,819.7359614970046,,0.023353119581944103,-14627.5205078125,,4.0,1.000273458659649,0.00020789016209807817,0.00027298721127522185,819.7359614970046,0.05609073489904404,,8192.0,0.0,3634.779296875,,,1911.832763671875,,1.420218797866255,178.34478504800063,1.0,8192.0,435.55487060546875,,37.0,,0.05579546466469765,-41.62639236450195,,2.0,0.0,,,,,0.6596969962120056,0.0,0.2005358785390854,0.07357338603052083,0.00021712668240070343,,,0.9224615097045898,,0.0,,0.4637056291103363,,,,0.9645605087280273,,,,0.0,-0.007455229759216309,-668.5233154296875,0.3403030037879944,4.959999932907522e-05,,1.1558505054563284,,0.0,3858.203031181,2329.064588691924,,51.77191479699104,,94.162109375,,,0.1311717807839159,,0.0,0.0,,2.0,-2.7622879539279666e-09,-15.86027717590332,,,,,,1.5876305580022745,,,,0.0,,,1.153846263885498,,0.16603979452475243,,,0.13089879424660467,,,,3634.779296875,0.0,,,,0.18392404913902283,0.3349609375,0.1460188627243042,1765942946.0683537,,,,7636872.0,0.9778963416411194,,-15.86027717590332,0.000577577336343893,,,-668.5233154296875,-14627.5205078125,,179.6611499786377,9.972252108614299e-05,0.14021028578281403,54.0,,0.18253262341022491,8192.0,2.0,0.00010369250244934847,,,,0.4935832619667053,0.0,,,,,39.97197338199476,,1.0,,0.0,1e-05,,,115.0,0.0,541.0,-41.62639236450195,0.00029527023434638977,1.0,-2.7622879539279666e-09
0.0,,5,0.06893996149301529,,0.05339428037405014,0.003914281725883484,,0.69091796875,194.2109375,0.13886156678199768,0.0,2.4131426654250276e-05,,303.0,,,-4.434518530160858e-09,0.56884765625,,,898.2795802750043,1.053615546785295,3.465599729679525e-05,2.06115369216775e-09,,,1295.3118391880125,,0.022285276891834807,-26221.328125,,5.0,1.0001868666149676,0.00014425432230185485,0.000186658207127266,1295.3118391880125,0.050359807908535004,,8192.0,0.0,5435.07763671875,,,3524.10986328125,,2.006589078810066,252.50027674000012,1.0,8192.0,477.6195068359375,,40.0,,0.050094783306121826,-46.77394104003906,,2.0,0.0,,,,,0.5377594232559204,0.0,0.1448555886745453,0.08070042520514072,0.0001559578813612461,,,0.9336733818054199,,0.0,,0.3547956645488739,,,,0.9550371170043945,,,,0.0,-0.002399113029241562,-1005.8694458007812,0.4622405767440796,4.377600271254778e-05,,1.0538270343095064,,0.0,5163.111175499,2186.8021771310728,,83.66326359799132,,97.326171875,,,0.05015945035847835,,0.0,0.0,,2.0,-9.700509284726877e-10,-18.67300796508789,,,,,,1.634453835999011,,,,0.0,,,1.3739171028137207,,0.1790376209144415,,,0.04997279238887131,,,,5435.07763671875,0.0,,,,0.1850699484348297,0.56884765625,0.13886156678199768,1765944241.5621068,,,,11330363.0,0.9811688420298149,,-18.67300796508789,0.00034328384543869106,,,-1005.8694458007812,-26221.328125,,187.57398748397827,7.919348094187484e-05,0.13077348470687866,303.0,,0.17617671191692352,8192.0,2.0,7.870069271120883e-05,,,,0.3833056092262268,0.0,,,,,58.79742021799029,,1.0,,0.0,1e-05,,,84.0,0.0,494.0,-46.77394104003906,0.00026502468972466886,1.0,-9.700509284726877e-10
0.0,,6,0.062173031270504,,0.058590058237314224,0.0049986690282821655,,0.7158203125,197.01953125,0.1611308455467224,0.0,2.9810074201108705e-05,,476.0,,,1.4797235436958545e-08,0.5810546875,,,904.5527527740051,1.0400822749361396,3.2800002372823656e-05,2.06115369216775e-09,,,1304.737978820005,,0.022440166600048342,-14491.7470703125,,6.0,1.0002147001214325,0.0001381207895996087,0.00021452024552104376,1304.737978820005,0.04407298192381859,,8192.0,0.0,5528.5166015625,,,14153.177734375,,1.4958567591384053,258.475757452994,1.0,8192.0,484.783447265625,,35.0,,0.04381437972187996,-60.71681594848633,,2.0,0.0,,,,,0.7182427048683167,0.00048828125,0.14466382563114166,0.07989053495662891,0.00021633785218000412,,,0.9415050148963928,,0.0,,0.37600448727607727,,,,0.9595415592193604,,,,0.0,-0.002129107713699341,-1066.2642822265625,1.6530027389526367,4.6079992898739874e-05,,1.0403143856674433,,0.0,6892.370417105,2207.0412195744448,,79.1743946570059,,95.72265625,,,0.03847478121315362,,0.0,0.0,,2.0,1.6398765012581862e-08,-18.013742446899414,,,,,,1.590936303997296,,,,0.0,,,2.6530027389526367,,0.17773957179368943,,,0.03826026082970202,,,,5528.5166015625,0.0,,,,0.1928662806749344,0.5810546875,0.1611308455467224,1765945546.489949,,,,11518442.0,0.9832860519706611,,-18.013742446899414,0.0003452424583088032,,,-1066.2642822265625,-14491.7470703125,,190.03725147247314,0.00010486442614521252,0.12386233359575272,476.0,,0.16874819993972778,8192.0,2.0,0.0001055632882014379,,,,0.42421460151672363,0.0,,,,,60.50060600799043,,1.0,,0.0,1e-05,,,78.0,0.0,742.0,-60.71681594848633,0.0002586023765616119,1.0,1.6398765012581862e-08
0.0,,7,0.05655275657773018,,0.07304360717535019,0.0034817643463611603,,0.92041015625,198.576171875,0.17566584050655365,0.0,8.864401355168638e-06,,455.0,,,1.0920845561201986e-08,0.82861328125,,,1218.0347642429988,1.0211621783673763,3.539200406521559e-05,2.06115369216775e-09,,,1729.0632854690048,,0.022090875827273863,-24458.8984375,,7.0,1.0001523001119494,0.00011089195828298272,0.0001522125346014036,1729.0632854690048,0.036017682403326035,,8192.0,0.0,7156.51904296875,,,23894.0703125,,2.864323629066348,328.0858013440011,1.0,8192.0,496.515625,,39.0,,0.035796280950307846,-101.03902435302734,,2.0,0.0,,,,,0.5987529158592224,0.00048828125,0.145704984664917,0.08310514282951008,0.000239579938352108,,,0.9473557472229004,,0.0,,0.37084531784057617,,,,0.953385055065155,,,,0.0,-0.0028642043471336365,-1445.213623046875,2.8720438480377197,4.732799425255507e-05,,1.0213199527934194,,0.0,8893.564033977,2147.3538772138586,,101.18941763498879,,95.259765625,,,0.020807576096558478,,0.0,0.0,,2.0,1.1888515949465273e-08,-15.982307434082031,,,,,,1.6469277759897523,,,,0.0,,,3.8720438480377197,,0.18452688174475299,,,0.02065536364534637,,,,7156.51904296875,0.0,,,,0.20194368064403534,0.82861328125,0.17566584050655365,1765947275.7306242,,,,14851643.0,0.985521705341204,,-15.982307434082031,0.00023503776708366786,,,-1445.213623046875,-24458.8984375,,192.0389895439148,0.00011416985782730649,0.11561186611652374,455.0,,0.15692457556724548,8192.0,2.0,0.00011499934799985567,,,,0.4802219569683075,0.0,,,,,79.60665435100964,,1.0,,0.0,1e-05,,,96.0,0.0,306.0,-101.03902435302734,0.00022140270448289812,1.0,1.1888515949465273e-08
0.0,,8,0.057932063937187195,,0.028491759672760963,0.0011606281623244286,,0.99853515625,198.576171875,0.1752384454011917,0.0,9.176510313013697e-07,,8192.0,,,-9.678420731518145e-09,1.0,,,1421.0865363190096,1.0100401993840933,3.225600812584162e-05,2.06115369216775e-09,,,2000.9858539510024,,0.02171382092096139,-12568.62890625,,8.0,1.0001339819282293,9.542972902746823e-05,0.000133944307776801,2000.9858539510024,0.03773289918899536,,8192.0,0.0,8192.0,,,3198.64404296875,,4.248682843521237,368.6731461129966,1.0,8192.0,496.7071533203125,,36.0,,0.037610769271850586,-169.95941162109375,,2.0,0.0,,,,,0.5737786889076233,0.0,0.14065055549144745,0.08470335819238481,0.00026996899396181107,,,0.9435240030288696,,0.0,,0.2956800162792206,,,,0.9435239434242249,,,,0.0,-0.00045377854257822037,-1732.3243408203125,0.4262213110923767,4.4095999328419566e-05,,1.0101756770163774,,0.0,10894.87767496,2121.2958560495344,,117.80108396199648,,98.396484375,,,0.010110191546118585,,0.0,0.0,,2.0,-8.975223231288965e-09,-17.003387451171875,,,,,,1.6202757939900039,,,,0.0,,,1.2913610935211182,,0.19000262220357975,,,0.009976247256417992,,,,8192.0,0.0,,,,0.21146537363529205,1.0,0.1752384454011917,1765949276.9240422,,,,16978732.0,0.9852970229695696,,-17.003387451171875,0.00018239743189951696,,,-1732.3243408203125,-12568.62890625,,192.0389895439148,0.00013363551214240488,0.11641770601272583,8192.0,,0.16177067160606384,8192.0,2.0,0.00013106600641776822,,,,0.9320642352104187,0.0,,,,,91.26840389799327,,1.0,,0.0,1e-05,,,87.0,0.0,484.0,-169.95941162109375,0.0001221299171447754,1.0,-8.975223231288965e-09
0.0,,9,0.05327210947871208,,0.02374422550201416,0.0010473430156707764,,0.9990234375,199.8984375,0.16337910294532776,0.0,5.549196009368984e-07,,225.0,,,1.3171870705264155e-08,0.99951171875,,,1418.395176635997,1.0081730401143432,5.4688003729097545e-05,2.06115369216775e-09,,,2001.0629307339987,,0.021956049990625382,-10455.0244140625,,9.0,1.0001118332147598,0.0001260934524934343,0.0001118022919968098,2001.0629307339987,0.036181047558784485,,8192.0,0.0,8188.10986328125,,,304.0208740234375,,2.5884242416359484,372.5133920329972,1.0,8192.0,500.1136474609375,,37.0,,0.036111634224653244,-139.74990844726562,,2.0,0.0,,,,,0.6074151396751404,0.0,0.11920873820781708,0.08458310665170497,0.00021577626466751099,,,0.9474519491195679,,0.0,,0.26537659764289856,,,,0.9474761486053467,,,,0.0,-0.00036721257492899895,-1650.40673828125,0.3925848603248596,6.307200237642974e-05,,1.0082858819514513,,0.0,14153.099481939,2119.6635972083945,,116.24444153299555,,96.2265625,,,0.008237618938437663,,0.0,0.0,,2.0,1.1072225802877256e-08,-19.559436798095703,,,,,,2.1393419910018565,,,,0.0,,,0.9999467134475708,,0.18794378714717921,,,0.008125816613755887,,,,8188.10986328125,0.0,,,,0.20156137645244598,0.99951171875,0.16337910294532776,1765951278.255325,,,,16966321.0,0.986413688943325,,-19.559436798095703,0.000160461017230773,,,-1650.40673828125,-10455.0244140625,,193.0932297706604,0.00011148088218249086,0.11236836016178131,225.0,,0.15970267355442047,8192.0,2.0,0.00010781713751839561,,,,0.38186654448509216,0.0,,,,,91.22979688399937,,1.0,,0.0,1e-05,,,123.0,0.0,1533.0,-139.74990844726562,6.941276660654694e-05,1.0,1.1072225802877256e-08
