val-aux/brumo25/reward/worst@8/mean,critic/advantages/mean,training/rollout_probs_diff_mean,val-aux/aime24/reward/worst@8/mean,rollout_corr/rollout_is_veto_fraction,rollout_corr/log_ppl_diff_max,timing_s/agent_loop/tool_calls/min,adv/mean,training/epoch,critic/returns/mean,val-core/aime25/reward/best@8/mean,rollout_corr/rollout_log_ppl,val-aux/beyondaime/reward/worst@2/std,critic/returns/max,val-aux/aime24/reward/worst@2/mean,timing_s/old_log_prob_pre,actor/pg_loss,val-aux/aime24/reward/best@2/mean,val-aux/hmmt25/reward/best@2/std,rollout_corr/rollout_rs_seq_masked_fraction,val-core/hmmt25/reward/best@8/std,timing_s/agent_loop/generate_sequences/max,critic/advantages/min,val-core/beyondaime/reward/best@8/std,val-aux/beyondaime/reward/best@2/mean,timing_s/stop_profile,val-aux/aime24/reward/std@8,val-aux/aime25/reward/worst@2/std,val-aux/aime25/reward/best@4/std,rollout_corr/chi2_seq,actor/lr,val-aux/brumo25/reward/best@2/mean,response_length_non_aborted/clip_ratio,val-aux/hmmt25/reward/best@2/mean,val-core/avg/reward/best@8/std,val-aux/beyondaime/reward/best@4/mean,val-aux/beyondaime/reward/worst@4/std,timing_s/reward,timing_s/agent_loop/generate_sequences/min,response_length/clip_ratio,timing_s/agent_loop/generate_sequences/mean,num_turns/mean,val-core/brumo25/reward/best@8/mean,val-aux/beyondaime/reward/worst@4/mean,perf/total_num_tokens,val-aux/brumo25/reward/worst@4/std,response_length/mean,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/slowest/prompt_length,rollout_corr/log_ppl_diff_min,response/aborted_ratio,critic/returns/min,rollout_corr/rollout_rs_max,num_turns/min,timing_per_token_ms/adv,val-core/hmmt25/reward/best@8/mean,val-core/aime24/reward/mean@8,rollout_corr/rollout_rs_seq_max_deviation,val-aux/aime25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@4/mean,val-aux/aime25/reward/std@8,val-core/beyondaime/reward/best@8/mean,critic/rewards/min,perf/cpu_memory_used_gb,val-aux/aime24/reward/worst@2/std,val-core/hmmt25/reward/mean@8,rollout_corr/rollout_rs_ratio_fraction_low,timing_s/agent_loop/slowest/response_length,timing_per_token_ms/update_actor,val-core/aime24/reward/best@8/mean,val-core/aime25/reward/best@8/std,timing_per_token_ms/gen,val-aux/brumo25/reward/std@8,val-aux/hmmt25/reward/worst@2/std,val-aux/aime25/reward/best@2/mean,prompt_length/max,timing_s/agent_loop/tool_calls/mean,timing_s/update_actor,rollout_corr/rollout_ppl,critic/score/mean,val-aux/num_turns/max,rollout_corr/rollout_rs_std,critic/rewards/max,response_length_non_aborted/max,val-aux/aime24/reward/best@4/std,val-aux/aime25/reward/worst@4/std,actor/is_ratio_mean,val-core/avg/reward/best@8/mean,rollout_corr/log_ppl_abs_diff,val-aux/hmmt25/reward/std@8,critic/score/min,actor/grad_norm,rollout_corr/kl,val-aux/aime25/reward/worst@8/std,rollout_corr/rollout_rs_masked_fraction,distill/teacher_kl,rollout_corr/rollout_rs_eff_sample_size,response_length/min,rollout_corr/rollout_rs_seq_min,val-aux/aime24/reward/worst@4/mean,prompt_length/clip_ratio,val-aux/brumo25/reward/best@4/mean,response_length_non_aborted/mean,rollout_corr/rollout_rs_ratio_fraction_high,rollout_corr/rollout_rs_seq_fraction_high,rollout_corr/training_log_ppl,response_length/max,val-aux/brumo25/reward/worst@2/std,training/rollout_actor_probs_pearson_corr,val-core/brumo25/reward/best@8/std,perf/max_memory_allocated_gb,val-aux/hmmt25/reward/best@4/std,val-aux/brumo25/reward/best@2/std,val-aux/beyondaime/reward/worst@2/mean,val-aux/brumo25/reward/worst@4/mean,training/rollout_probs_diff_std,val-aux/beyondaime/reward/worst@8/mean,training/rollout_probs_diff_max,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_seq_mean,_runtime,val/generations,perf/throughput,val-aux/brumo25/reward/best@4/std,rollout_corr/chi2_token,val-aux/aime25/reward/best@4/mean,rollout_corr/log_ppl_diff,_timestamp,perf/time_per_step,val-aux/hmmt25/reward/worst@4/std,perf/mfu/actor,val-aux/brumo25/reward/worst@2/mean,rollout_corr/training_ppl,timing_s/agent_loop/slowest/generate_sequences,prompt_length/min,val-aux/beyondaime/reward/best@2/std,_step,val-aux/aime25/reward/worst@8/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/hmmt25/reward/worst@8/mean,val-core/aime25/reward/mean@8,val-aux/num_turns/min,rollout_corr/rollout_rs_min,val-aux/aime24/reward/worst@4/std,rollout_corr/ppl_ratio,val-aux/brumo25/reward/worst@8/std,timing_s/agent_loop/slowest/tool_calls,val-aux/hmmt25/reward/worst@2/mean,val-core/avg/reward/mean@8,val-aux/aime25/reward/worst@2/mean,val-aux/aime24/reward/worst@8/std,timing_s/agent_loop/tool_calls/max,rollout_corr/rollout_rs_mean,rollout_corr/rollout_rs_seq_std,actor/entropy,critic/advantages/max,perf/max_memory_reserved_gb,timing_s/start_profile,val-aux/aime24/reward/best@4/mean,val-aux/num_turns/mean,timing_s/gen,critic/rewards/mean,val-core/beyondaime/reward/mean@8,rollout_corr/k3_kl,rollout_corr/rollout_rs_seq_fraction_low,training/global_step,training/rollout_probs_diff_valid,prompt_length/mean,timing_s/step,timing_s/adv,val-aux/beyondaime/reward/std@8,rollout_corr/rollout_rs_seq_max,rollout_corr/rollout_is_catastrophic_token_fraction,val-core/aime24/reward/best@8/std,val-aux/aime24/reward/best@2/std,critic/score/max,val-aux/hmmt25/reward/best@4/mean,response_length_non_aborted/min,val-aux/beyondaime/reward/best@4/std,val-core/brumo25/reward/mean@8,num_turns/max,timing_s/testing,timing_s/save_checkpoint
0.08049999999999999,,,0.012166666666666666,,,,,,,0.15046666666666664,,0.0353850219309265,,0.0441,,,0.11403333333333333,0.01407029968882445,,0.01570955123483799,,,0.017712242813857335,0.062430000000000006,,0.08845315231384564,0.046385633402666666,0.0677611235992896,,,0.2298333333333333,,0.007733333333333333,0.04693208551117067,0.07937999999999999,0.020605085185529903,,,,,,0.3385666666666667,0.007980000000000001,,0.047662191300277004,,0.007634536620085151,,,,,,,,0.022233333333333334,0.07916666666666666,,0.0022,0.0,0.07387001235343581,0.09065,,,0.05849173144149781,0.004166666666666667,,,,0.18836666666666665,0.040070145873222426,,0.1278153935119603,0.0043090344368289495,0.08406666666666668,,,,,,2.0,,,,0.08235916638362575,0.016299220100289117,,0.15805666666666668,,0.011023963796102461,,,,0.0010535653752852742,,,,,,0.023466666666666667,,0.28373333333333334,,,,,,0.08660041529770135,,0.09490677781645922,,0.01641828249239244,0.1294096246569515,0.022439999999999998,0.09863333333333332,,0.0015200000000000003,,0.07941369939846142,,550.436642953,"{'path': 'media/table/val/generations_0_3e5143ab369d7e018977.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file', '_latest_artifact_path': 'wandb-client-artifact://vzx1fp0s5xz466tr5wdknn3o7w49ja7be692167pj4dfpn1wla6d83fv1axm58bw49lcyk64d8hepivdmd4uck8tl157yg6forzvtnwaumpfej6urrqx4c2zu1lu0596:latest/val/generations.table.json', 'nrows': 1, 'ncols': 31, 'sha256': '3e5143ab369d7e018977c4fd46be431b7a7266291bdc11e48b4113541835faf1', 'size': 68828, 'artifact_path': 'wandb-client-artifact://4v2p7yd3tu23h0odsg30fyuaubl18j4c4juoe0terw5ym1c6ec50dof8d5ym43l5xs13gbdguk9l5t3yu63bcc6zwzuie6qzf36ldniiknd6fjcols18qzl9u4czo8qk/val/generations.table.json'}",,0.12086024854483375,,0.12226666666666668,,1766200343.7466772,,0.0,,0.12876666666666667,,,,0.04102306083482086,0,3.3333333333333335e-05,0.0,0.0,0.05,2.0,,0.033823513628121187,,0.027296590964961506,,0.0005666666666666667,0.071,0.016466666666666668,0.020033945430021616,,,,,,,,0.15176666666666666,2.0,,,0.0425,,,,,,,,0.0442872176999466,,,0.06626170981747635,0.08912351405909336,,0.0138,,0.0297899297453572,0.17916666666666667,,,
,-9.83974221546724e-11,0.0029786061495542526,,0.0,0.07381153106689453,0.0,-1.1807690381004932e-09,0.0,-9.83974221546724e-11,,1.0460999091155827,,7.183234691619873,,22.21920917899115,5.0676888193379455e-05,,,0.00634765625,,0.0,-27.736536026000977,,,6.176001625135541e-05,,,,1.7091232240200043,1e-05,,0.02734375,,,,,26.321076773980167,0.0,0.02734375,0.0,2.0,,,2674227.0,,1211.51513671875,,102.0,-0.11115169525146484,0.0,-27.736536026000977,2.691455364227295,2.0,0.00100264243573822,,,0.11846327781677246,,,,,-8333.298828125,363.33270263671875,,,4.433369213074911e-06,622.0,0.03506344456060269,,,0.07250485981283111,,,,269.0,0.0,93.76761015696684,39.75866961479187,-501.6177978515625,,0.035734716802835464,-40.25690460205078,8192.0,,,1.0,,0.002030311356520542,,-8333.298828125,2.6390342712402344,0.0006436894368562207,,5.642469659505878e-06,0.4140416979789734,0.9987247775682767,2.0,0.9293821454048157,,0.0,,1211.51513671875,1.2091006738046417e-06,0.0,1.0463927537202835,8192.0,,0.9996989965438843,,156.73466205596924,,,,,0.00894684437662363,,0.3398147225379944,,1.0004748106002808,1083.744065469,,2054.7216611885756,,0.0012851301580667496,,0.00029284960169206897,1766200670.159256,325.37582224799553,,0.0931514476526327,,39.195781383663416,0.0,36.0,,1,,,,,,0.22740307450294495,,1.0003123981878161,,0.0,,,,,0.0,0.9999955892562866,0.006560792215168476,1.190346360206604,7.183234691619873,165.533203125,0.0005977300461381674,,,179.89782558497973,-501.6177978515625,,0.0006412670404642995,0.0,1.0,1.0,94.259765625,325.37582224799553,2.681293472996913,,1.1184632778167725,0.0,,,-40.25690460205078,,2.0,,,2.0,,
,-7.899952692014267e-09,0.03069136291742325,,0.0,0.05749654769897461,0.0,-7.607361851569294e-09,0.0,-7.899952692014267e-09,,1.1856772969476879,,6.134585380554199,,37.36674457899062,4.480566751929871e-05,,,0.14208984375,,0.0,-46.400634765625,,,6.304099224507809e-05,,,,13.710779199842364,1e-05,,0.150390625,,,,,39.59524982905714,0.0,0.150390625,0.0,2.0,,,5385433.0,,2529.24072265625,,65.0,-0.06415700912475586,0.0,-46.400634765625,1548.6953125,2.0,0.0005084650289001726,,,0.36561906337738037,,,,,-19772.892578125,455.1495361328125,,,0.03045588918030262,8192.0,0.025367082476184407,,,0.06104083584017538,,,,454.0,0.0,136.61272308096522,44.63587264344096,-775.1464233398438,,0.13209767639636993,3359.66943359375,8192.0,,,1.0,,0.0016415241811955639,,-19772.892578125,2.207071304321289,0.0005074015465282855,,0.03348086029291153,0.306473970413208,0.9819319128503775,2.0,0.6569924354553223,,0.0,,2529.24072265625,0.0030249706469476223,0.0,1.1864337681327015,8192.0,,0.9522009491920471,,178.0317120552063,,,,,0.11579787731170654,,1.0,,0.9924620389938354,1983.328991529,,2525.9430510780912,,0.0009505180642008781,,0.0007564836508890949,1766201203.4628596,533.0121157820104,,0.14541432259505452,,44.78193982411176,0.0,34.0,,2,,,,,,2.06115369216775e-09,,1.0007669515907764,,0.0,,,,,0.0,0.9777906537055969,0.03272209316492081,1.1268354654312134,6.134585380554199,187.111328125,0.00013619201490655541,,,316.18450995598687,-775.1464233398438,,0.0004910603862526841,0.0,2.0,1.0,100.365234375,533.0121157820104,2.738304345984943,,1.3656190633773804,0.0,,,3359.66943359375,,2.0,,,2.0,,
,1.1512200082108848e-08,0.08641409128904343,,0.0,0.01616990566253662,0.0,1.1867610005822371e-08,0.0,1.1512200082108848e-08,,0.2954797269194387,,8.35134506225586,,61.751628701982554,2.4814181295518267e-05,,,0.517578125,,0.0,-38.8050537109375,,,6.0192018281668425e-05,,,,10.216841371264309,1e-05,,0.36279296875,,,,,61.064428971963935,0.0,0.36279296875,0.0,2.0,,,8644709.0,,4122.70556640625,,78.0,-0.009333133697509766,0.0,-38.8050537109375,85809.03125,2.0,0.00031710436244970964,,,10.442358016967773,,,,,-12934.912109375,491.7664794921875,,,0.06228120997548103,1506.0,0.0236483318444899,,,0.06735886205228943,,,,342.0,0.0,204.43294713104842,2.62745813280344,-391.64013671875,,0.15838612616062164,6918.23486328125,8192.0,,,1.0,,0.0006693218703048842,,-12934.912109375,0.5514174699783325,0.00018922893965367393,,0.06438808888196945,0.0949959084391594,0.9716471712325253,4.0,0.6331399083137512,,0.0,,4122.70556640625,0.0021068775095045567,0.00244140625,0.29586616944288835,8192.0,,0.6992116570472717,,186.38031435012817,,,,,0.18464432656764984,,1.0,,0.9739845991134644,3072.613946877,,2403.1363788709155,,0.0004180753603577614,,0.0003864435311982106,1766202103.0467582,899.3152735740296,,0.1649980014043416,,2.645600415766239,0.0,38.0,,3,,,,,,2.06115369216775e-09,,1.0003871745429933,,0.0,,,,,0.0,0.9509492516517639,0.3224602937698364,0.38464704155921936,8.35134506225586,196.0546875,4.851300036534667e-05,,,568.7311473249574,-391.64013671875,,0.00019877760945519185,0.0,3.0,1.0,98.34375,899.3152735740296,2.741274936008267,,11.442358016967773,0.0,,,6918.23486328125,,4.0,,,2.0,,
,-9.152792967981327e-10,0.08513131737709045,,0.0,0.006908774375915527,0.0,8.614393087746919e-10,0.0,-9.152792967981327e-10,,0.18417376320576295,,5.977494239807129,,70.25410272396402,2.9383033723462404e-05,,,0.58642578125,,0.0,-36.13742446899414,,,6.774399662390351e-05,,,,4.0846692831255496,1e-05,,0.43701171875,,,,,69.09258688002592,0.0,0.43701171875,0.0,2.0,,,9849224.0,,4715.029296875,,115.0,-0.003052055835723877,0.0,-36.13742446899414,107265.7890625,2.0,0.0002765304412825271,,,12.973071098327637,,,,,-38720.5859375,511.80316162109375,,,0.05928308516740799,1626.0,0.022981193163540792,,,0.0745603008629533,,,,541.0,0.0,226.3469192549819,1.2447692584246397,-334.16217041015625,,0.15126043558120728,8418.763671875,8192.0,,,1.0,,0.0005139832090890195,,-38720.5859375,0.3956237733364105,0.00016140865619440614,,0.06081533804535866,0.07087169587612152,0.9741624122730922,234.0,0.6385923624038696,,0.0,,4715.029296875,0.0015322512481361628,0.00146484375,0.18450832611415535,8192.0,,0.6208850145339966,,191.21372032165527,,,,,0.184071883559227,,1.0,,0.9634817838668823,4964.618087097,,2261.049679694832,,0.0002952916547656059,,0.00033456236894835456,1766203192.3312395,1089.0101275140187,,0.17156688132841472,,1.2452924763783813,0.0,37.0,,4,,,,,,2.06115369216775e-09,,1.0003349678590894,,0.0,,,,,0.0,0.9380311369895935,0.30428823828697205,0.30059799551963806,5.977494239807129,200.796875,4.464003723114729e-05,,,719.982598047005,-334.16217041015625,,0.00015313841555553154,0.0,4.0,1.0,94.162109375,1089.0101275140187,2.7236102590104565,,13.973071098327637,0.0,,,8418.763671875,,234.0,,,2.0,,
,-4.864931124615168e-09,0.08157853037118912,,0.0,0.0076315999031066895,0.0,-3.0525058036801056e-09,0.0,-4.864931124615168e-09,,0.07400307239731774,,12.137933731079102,,114.20982310996624,1.4505666476871681e-06,,,0.96044921875,,0.0,-54.11005401611328,,,6.678403588011861e-05,,,,44.255072184838355,1e-05,,0.94189453125,,,,,117.29530912399059,0.0,0.94189453125,0.0,2.0,,,16451954.0,,7935.8544921875,,84.0,-0.002163112163543701,0.0,-54.11005401611328,8295.970703125,2.0,0.0001704251948417507,,,0.941868782043457,,,,,-12125.419921875,532.0493774414062,,,0.052970871329307556,8192.0,0.02187386524786257,,,0.07978702193884873,,,,494.0,0.0,359.8678248600336,1.079093729145825,-356.85821533203125,,0.15032145380973816,13896.552734375,8192.0,,,1.0,,0.00024107916624416248,,-12125.419921875,0.5511652231216431,0.00018643407355511954,,0.055153779685497284,0.04496783763170242,0.9746982581726732,531.0,0.5536788702011108,,0.0,,7935.8544921875,0.002182908356189728,0.0,0.07419799797935411,8192.0,,0.6147063970565796,,196.57563972473145,,,,,0.1736924797296524,,1.0,,0.9348306655883789,6909.557284982,,2174.246836521667,,0.0003546052612364292,,0.00019492605412096964,1766205084.3346777,1891.6842517199693,,0.18839231725768674,,1.0793150309473276,0.0,40.0,,5,,,,,,2.06115369216775e-09,,1.0001950236037374,,0.0,,,,,0.0,0.932889461517334,0.0646313801407814,0.27831944823265076,12.137933731079102,205.642578125,5.2351970225572586e-05,,,1296.7489463739912,-356.85821533203125,,0.00018188530191309837,0.0,5.0,1.0,97.326171875,1891.6842517199693,2.8038274659775198,,1.941868782043457,0.0,,,13896.552734375,,531.0,,,2.0,,
,1.9528132444435187e-09,0.07069680839776993,,0.0,0.0016894340515136719,0.0,1.960471340822778e-09,0.0,1.9528132444435187e-09,,0.09513378434348851,,13.370553016662598,,116.52384268102469,9.377317189418477e-07,,,0.9970703125,,0.0,-59.96345138549805,,,7.974501932039857e-05,,,,7.533384811133146,1e-05,,0.9873046875,,,,,121.70263777498621,0.0,0.9873046875,0.0,2.0,,,16907716.0,,8159.998046875,,78.0,-0.0012447237968444824,0.0,-59.96345138549805,159769.78125,2.0,0.0001625223888899726,,,19.488819122314453,,,,,-2756.607177734375,534.5792236328125,,,0.04353375360369682,8192.0,0.021884560833762317,,,0.07975654115990466,,,,742.0,0.0,370.01793936197646,1.1013294495642185,-548.150390625,,0.1456361711025238,6154.0556640625,8192.0,,,1.0,,0.0002797332138015918,,-2756.607177734375,0.7176176905632019,0.0002349569872990287,,0.04617316648364067,0.06717531383037567,0.9766805885180121,703.0,0.6424751877784729,,0.0,,8159.998046875,0.0026394121814519167,0.001953125,0.09536921689868905,8192.0,,0.7061957120895386,,196.86011838912964,,,,,0.15785986185073853,,0.9999998807907104,,0.9592105746269226,8872.613542247,,2173.64791983488,,0.0004750574007630348,,0.0002354329660647636,1766207029.2743046,1944.624500328966,,0.1888229857307105,,1.101594385690987,0.0,35.0,,6,,,,,,2.06115369216775e-09,,1.000235510058701,,0.0,,,,,0.0,0.9591334462165833,0.44481730461120605,0.28916358947753906,13.370553016662598,206.04296875,5.616003181785345e-05,,,1332.865474744991,-548.150390625,,0.0002354211129613759,0.0,6.0,1.0,95.72265625,1944.624500328966,2.747882394993212,,20.488819122314453,0.0,,,6154.0556640625,,703.0,,,2.0,,
,-5.589996021626575e-09,0.0648745745420456,,0.0,0.0023448169231414795,0.0,-4.386699892222623e-09,0.0,-5.589996021626575e-09,,0.13515725341858342,,13.759103775024414,,116.16633868997451,1.223847481135465e-06,,,0.998046875,,0.0,-62.31062316894531,,,6.217602640390396e-05,,,,13.345017191022635,1e-05,,0.99853515625,,,,,122.59534423501464,0.0,0.99853515625,0.0,2.0,,,16958903.0,,8185.45458984375,,96.0,-0.000599101185798645,0.0,-62.31062316894531,42191.734375,2.0,0.00016559187478217666,,,5.037231922149658,,,,,-3154.677490234375,532.6294555664062,,,0.04036248102784157,8192.0,0.022032494809537936,,,0.08033560672337384,,,,306.0,0.0,373.64694232295733,1.1474463175982237,-559.9892578125,,0.14888694882392883,2272.61474609375,8192.0,,,1.0,,0.0003356738538968784,,-3154.677490234375,1.0717566013336182,0.0002942181711205194,,0.04385918006300926,0.06841272860765457,0.9759090781119738,1647.0,0.7753385901451111,,0.0,,8185.45458984375,0.003496699035167694,0.0009765625,0.13545420474838465,8192.0,,0.782945990562439,,196.86011838912964,,,,,0.14835293591022491,,0.9999996423721313,,0.9586637020111084,10837.345654955,,2160.1171147969003,,0.000546247698366642,,0.0002969511983792472,1766208992.3268135,1962.7295765390154,,0.1876285157973405,,1.1477980595082045,0.0,39.0,,7,,,,,,2.06115369216775e-09,,1.0002970593050122,,0.0,,,,,0.0,0.9586420655250549,0.15136250853538513,0.3217478096485138,13.759103775024414,206.04296875,5.971197970211506e-05,,,1346.7309276809683,-559.9892578125,,0.0002828224146469438,0.0,7.0,1.0,95.259765625,1962.7295765390154,2.8082565420190804,,6.037231922149658,0.0,,,2272.61474609375,,1647.0,,,2.0,,
,-7.669252788389258e-09,0.07046561688184738,,0.0,0.0024331510066986084,0.0,-7.399480139724801e-09,0.0,-7.669252788389258e-09,,0.16055141825927421,,10.723711967468262,,117.38280985201709,2.503349945115474e-06,,,0.99951171875,,0.0,-55.87083053588867,,,5.833699833601713e-05,,,,28.206738464999944,1e-05,,0.998046875,,,,,122.37352100899443,0.0,0.998046875,0.0,2.0,,,16968403.0,,8186.95654296875,,87.0,-0.0006877034902572632,0.0,-55.87083053588867,42843.0390625,2.0,0.00016184772049677174,,,5.1988115310668945,,,,,-3204.01416015625,529.3009033203125,,,0.05112946778535843,8192.0,0.021922933277163468,,,0.08046697903259989,,,,484.0,0.0,371.9971667890204,1.180232722312212,-948.2938232421875,,0.16237370669841766,4147.203125,8192.0,,,1.0,,0.00034268569288542494,,-3204.01416015625,1.445363163948059,0.00030116646883016074,,0.05544416233897209,0.11582983285188675,0.9713406945925789,4711.0,0.6445877552032471,,0.0,,8186.95654296875,0.00431469501927495,0.00439453125,0.1608559578016866,8192.0,,0.7778470516204834,,196.86011838912964,,,,,0.16282536089420319,,1.0,,0.9623489379882812,12788.099636151,,2159.4377304300283,,0.0006537763401865959,,0.0003045401481358567,1766210957.091314,1964.4468975519994,,0.18858896893891347,,1.18061435315758,0.0,36.0,,8,,,,,,2.06115369216775e-09,,1.0003046495839953,,0.0,,,,,0.0,0.9623353481292725,0.20195305347442627,0.34795328974723816,10.723711967468262,206.04296875,5.667301593348384e-05,,,1349.1807446709718,-948.2938232421875,,0.0003131183099185364,0.0,8.0,1.0,98.396484375,1964.4468975519994,2.746297346020583,,6.1988115310668945,0.0,,,4147.203125,,4711.0,,,2.0,,
,-2.3048222885790892e-08,0.08898186683654785,,0.0,0.0023722946643829346,0.0,-2.2664085719270588e-08,0.0,-2.3048222885790892e-08,,0.3334362164605409,,8.762977600097656,,117.51131335599348,8.457523268390332e-07,,,1.0,,0.0,-45.310401916503906,,,6.329698953777552e-05,,,,23.752729524392635,1e-05,,0.99951171875,,,,,122.41497131297365,0.0,0.99951171875,0.0,2.0,,,16972259.0,,8191.00927734375,,123.0,-0.0006060004234313965,0.0,-45.310401916503906,462837.25,2.0,0.00016494426363636755,,,56.44438552856445,,,,,-3329.663818359375,539.479736328125,,,0.07714113593101501,8192.0,0.021908157320191034,,,0.0795863156242026,,,,1533.0,0.0,371.83092025102815,1.4022150672972202,-1728.88623046875,,0.22944490611553192,369.58453369140625,8192.0,,,1.0,,0.0006300821969489334,,-3329.663818359375,2.122220039367676,0.0006073078341159999,,0.09071982651948929,0.2110712081193924,0.9430988783468139,6163.0,0.816205620765686,,0.0,,8191.00927734375,0.0135786859318614,0.00537109375,0.3340445462381467,8192.0,,0.8600445985794067,,197.2255687713623,,,,,0.1568548083305359,,0.9999997019767761,,1.009696125984192,16168.782975498,,2175.4690156697934,,0.0013080807402729988,,0.0006083289827074623,1766212907.8093147,1950.4137817810406,,0.18872342802728284,,1.403085658326745,0.0,37.0,,9,,,,,,2.06115369216775e-09,,1.0006086183711886,,0.0,,,,,0.0,1.0097002983093262,1.2675315141677856,0.6494273543357849,8.762977600097656,206.6875,9.238504571840167e-05,,,1335.0753272370202,-1728.88623046875,,0.0006293018909673265,0.0,9.0,1.0,96.2265625,1950.4137817810406,2.799476763000712,,57.44438552856445,0.0,,,369.58453369140625,,6163.0,,,2.0,,
