val-core/beyondaime/reward/best@8/mean,rollout_corr/rollout_is_veto_fraction,perf/cpu_memory_used_gb,num_turns/max,rollout_corr/log_ppl_diff_min,val-aux/num_turns/min,val/generations,rollout_corr/rollout_rs_seq_max_deviation,response_length_non_aborted/mean,val-aux/beyondaime/reward/best@4/mean,actor/pg_loss,timing_s/testing,mining/masked_adv_mean,rollout_corr/rollout_rs_masked_fraction,rollout_corr/k3_kl,critic/score/min,val-aux/beyondaime/reward/worst@4/std,val-core/hmmt25/reward/best@8/std,rollout_corr/training_ppl,critic/score/mean,val-core/hmmt25/reward/mean@8,val-aux/aime24/reward/best@2/mean,prompt_length/mean,rollout_corr/kl,val-aux/hmmt25/reward/best@2/mean,val-aux/num_turns/mean,val-aux/beyondaime/reward/worst@2/std,timing_s/agent_loop/tool_calls/min,val-aux/aime25/reward/best@4/mean,prompt_length/max,rollout_corr/rollout_rs_seq_std,training/rollout_probs_diff_valid,timing_s/stop_profile,critic/advantages/min,rollout_corr/rollout_rs_min,val-core/avg/reward/mean@8,rollout_corr/rollout_rs_max,timing_s/agent_loop/slowest/response_length,val-aux/hmmt25/reward/best@4/std,response_length_non_aborted/max,val-aux/aime25/reward/worst@2/std,_step,val-aux/aime25/reward/worst@4/std,val-aux/aime24/reward/worst@4/mean,rollout_corr/rollout_rs_seq_fraction_high,rollout_corr/log_ppl_diff,critic/rewards/max,critic/score/max,timing_per_token_ms/adv,timing_s/agent_loop/slowest/prompt_length,val-aux/aime25/reward/best@2/std,val-aux/aime24/reward/worst@8/std,val-aux/brumo25/reward/best@2/mean,val-aux/hmmt25/reward/worst@8/std,rollout_corr/rollout_rs_std,val-aux/brumo25/reward/std@8,val-aux/aime24/reward/best@4/std,val-core/aime25/reward/best@8/std,prompt_length/clip_ratio,val-core/brumo25/reward/best@8/mean,timing_s/agent_loop/tool_calls/mean,val-core/aime24/reward/best@8/mean,val-aux/hmmt25/reward/worst@2/std,timing_s/old_log_prob_pre,val-aux/aime24/reward/worst@4/std,val-aux/brumo25/reward/worst@2/std,critic/rewards/mean,val-aux/hmmt25/reward/best@2/std,val-core/aime24/reward/mean@8,val-core/hmmt25/reward/best@8/mean,val-aux/aime24/reward/worst@2/std,val-aux/hmmt25/reward/worst@4/std,val-aux/beyondaime/reward/best@2/std,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/rollout_rs_mean,timing_s/update_actor,rollout_corr/rollout_is_catastrophic_token_fraction,timing_s/agent_loop/generate_sequences/max,timing_s/reward,perf/mfu/actor,response_length_non_aborted/clip_ratio,perf/max_memory_allocated_gb,rollout_corr/rollout_rs_seq_max,val-aux/aime25/reward/worst@8/std,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_log_ppl,training/global_step,val-aux/aime24/reward/best@4/mean,val-aux/brumo25/reward/worst@8/std,val-aux/brumo25/reward/worst@4/std,actor/lr,val-aux/hmmt25/reward/best@4/mean,val-core/aime25/reward/mean@8,timing_s/agent_loop/tool_calls/max,val-aux/aime25/reward/best@2/mean,val-aux/aime24/reward/best@2/std,timing_s/save_checkpoint,val-aux/hmmt25/reward/worst@8/mean,val-aux/aime25/reward/worst@8/mean,rollout_corr/rollout_ppl,val-aux/beyondaime/reward/std@8,rollout_corr/rollout_rs_seq_mean,actor/entropy,val-core/aime24/reward/best@8/std,rollout_corr/chi2_seq,val-aux/hmmt25/reward/worst@2/mean,val-aux/brumo25/reward/best@2/std,distill/teacher_kl,timing_s/agent_loop/slowest/tool_calls,val-aux/beyondaime/reward/best@2/mean,val-aux/aime25/reward/worst@2/mean,val-aux/beyondaime/reward/worst@2/mean,timing_s/adv,val-aux/brumo25/reward/worst@4/mean,response_length_non_aborted/min,critic/returns/min,val-aux/brumo25/reward/worst@8/mean,rollout_corr/log_ppl_abs_diff,response/aborted_ratio,val-core/beyondaime/reward/mean@8,val-aux/brumo25/reward/worst@2/mean,rollout_corr/rollout_rs_eff_sample_size,response_length/max,rollout_corr/log_ppl_diff_max,val-core/beyondaime/reward/best@8/std,critic/returns/mean,mining/kept_token_ratio,val-aux/beyondaime/reward/best@4/std,training/rollout_probs_diff_std,val-aux/aime24/reward/std@8,rollout_corr/rollout_rs_seq_masked_fraction,critic/returns/max,perf/total_num_tokens,critic/advantages/mean,critic/advantages/max,val-aux/brumo25/reward/best@4/mean,val-aux/hmmt25/reward/worst@4/mean,val-aux/aime25/reward/worst@4/mean,val-core/avg/reward/best@8/std,response_length/mean,critic/rewards/min,response_length/min,val-aux/hmmt25/reward/std@8,val-aux/aime25/reward/std@8,timing_s/start_profile,training/rollout_probs_diff_max,actor/grad_norm,timing_per_token_ms/update_actor,mining/type,training/rollout_actor_probs_pearson_corr,val-aux/num_turns/max,training/epoch,perf/time_per_step,prompt_length/min,num_turns/min,num_turns/mean,val-core/avg/reward/best@8/mean,_timestamp,rollout_corr/training_log_ppl,adv/mean,timing_s/gen,timing_s/agent_loop/generate_sequences/min,val-aux/aime24/reward/worst@8/mean,timing_s/step,perf/max_memory_reserved_gb,rollout_corr/rollout_rs_ratio_fraction_low,_runtime,val-core/aime25/reward/best@8/mean,rollout_corr/rollout_rs_seq_min,timing_per_token_ms/gen,rollout_corr/ppl_ratio,val-aux/aime24/reward/worst@2/mean,actor/is_ratio_mean,response_length/clip_ratio,val-core/brumo25/reward/best@8/std,val-aux/beyondaime/reward/worst@4/mean,rollout_corr/chi2_token,val-aux/beyondaime/reward/worst@8/mean,val-core/brumo25/reward/mean@8,training/rollout_probs_diff_mean,timing_s/agent_loop/generate_sequences/mean,rollout_corr/rollout_rs_ratio_fraction_high,perf/throughput,val-aux/beyondaime/reward/worst@8/std,timing_s/agent_loop/slowest/generate_sequences,val-aux/brumo25/reward/best@4/std
0.09989,,,,,2.0,"{'nrows': 1, 'path': 'media/table/val/generations_0_555804b85ddaf872b751.table.json', 'size': 28589, 'artifact_path': 'wandb-client-artifact://o9olg7vyel6ulguwlitqvnmaeeohy5h734thr00i2izmjcduvyc0nh3pq7fxsibtx0fyqkh6fbuasaz4aq5axxw9uzfdfusq4ls08ulb0s8kzbgpd5okprcxcnd38oaj/val/generations.table.json', 'log_mode': 'IMMUTABLE', '_type': 'table-file', 'ncols': 31, 'sha256': '555804b85ddaf872b751b44db2150ad761b6aabb2c98e4e92c6f6613c71ca625', '_latest_artifact_path': 'wandb-client-artifact://ugkxm5mv86i3e49zgjhlswt2bkrmj318d0q5yjv390rt5sd3f888azp1leth94a1bfnl90w1k5gfl5a85nofs0uvr5tf530hqm8e4hpdm8wf31wh1nan7k8o1ebmpry9:latest/val/generations.table.json'}",,,0.08471000000000001,,,,,,,0.019353876953579784,0.0,,,0.0,0.17863333333333334,,,0.0,2.0,0.03518573524759616,,0.18263333333333334,,,,,,,0.08766666666666667,,,0.0,,0.06751042851858319,0,0.019327033224673995,0.046299999999999994,,,,,,,0.13658982412239437,0.038815539537514904,0.2661,0.0,,0.155883431626805,0.0737923097476349,0.09948772706499893,,0.3614666666666667,,0.25370000000000004,0.0,,0.062404919660095766,0.12559824453288074,,0.0,0.12916666666666668,0.0,0.09040342942307945,0.0,0.046324450589245794,,,,,,,,,,,0.002103964511741267,0.1326333561531001,,,0.22293333333333332,0.03806466574792116,0.08202932793258053,,0.0,0.07083333333333333,,0.12056666666666667,0.09993439557701962,,0.0,0.00013333333333333334,,0.047947471737790986,,,0.04206560727637886,,0.0,0.14016880413346913,,,0.06382,0.021833333333333333,0.02144,,0.0764,,,0.0483,,,0.0425,0.1273,,,,0.02237822632882117,,,0.03686302121572229,,0.11258705178703173,,,,,,0.32069999999999993,0.0,0.0031,0.04565384612421812,,,,0.0,0.12020122264949601,,,,,,,2.0,,,,,,0.19191800000000003,1769951721.5075436,,,,,0.023100000000000002,,,,520.859784988,0.24453333333333335,,,,0.07949999999999999,,,0.06433766995089162,0.008409999999999999,,0.0021100000000000003,0.19583333333333333,,,,,0.00718137706840852,,0.10423928014743548
,0.0,331.81085205078125,2.0,-0.1936507225036621,,,0.23657691478729248,1189.52685546875,,-0.0007477049266526592,,0.23883798718452454,6.567737273144303e-06,0.0006799666082315525,-6613.6279296875,,,87.41288582421839,-495.42803955078125,,,94.259765625,0.0007247989816363543,,,,0.0,,269.0,0.007495476398617029,1.0,4.697596887126565e-05,0.0,0.0017662463942542672,,3.785780668258667,1740.0,,8192.0,,1,,,0.0,0.0005397738673309505,-35.787567138671875,-35.787567138671875,0.0007450068945032372,102.0,,,,,0.03698549047112465,,,,0.0,,0.0,,,21.71915335796075,,,-495.42803955078125,,,,,,,0.0,0.9999751448631287,85.18723088101251,0.0,0.0,17.091432680026628,0.1001756352868018,0.0283203125,153.15582180023193,1.2365769147872925,,,1.0803229121956974,1.0,,,,1e-05,,,0.0,,,,,,87.47947964631021,,1.0002521276474,1.3844209909439087,,1.4922724622301757,,,0.41649168729782104,0.0,,,,1.9587684019934386,,2.0,-28.2979679107666,,0.0019762063475354807,0.0,,,0.9986337043018018,8192.0,0.06067180633544922,,0.0,0.40011659264564514,,0.008975455537438393,,0.00732421875,5.922038555145264,2629195.0,0.09556303918361664,0.4056815505027771,,,,,1189.52685546875,-6613.6279296875,2.0,,,0.0003174419980496168,0.409885972738266,0.17937450110912323,0.032400499347143334,kl,0.9997192621231079,,0.0,307.9718632270233,36.0,2.0,2.0,,1769952030.08634,1.0808626879006624,4.0086550745499494e-10,181.71569345000898,0.0,,307.9718632270233,159.296875,5.746770057157846e-06,802.637883812,,0.9483585953712463,0.07459130959041906,1.0005616205744445,,1.0,0.0283203125,,,0.0012768791057169437,,,0.003048843704164028,0.0,8.209671591430379e-07,2134.2818240362053,,0.0,
,0.0,358.14007568359375,2.0,-0.070343017578125,,,0.10212737321853638,1066.2607421875,,-0.0006231574404864659,,0.2023053914308548,7.784945410094224e-06,0.0004912041575835246,-4359.6171875,,,16.46476480923593,-356.5333251953125,,,100.365234375,0.0005177804925935447,,,,0.0,,454.0,0.004118176177144051,1.0,4.8544956371188164e-05,0.0,3.844383229534287e-07,,4.268804550170898,572.0,,8192.0,,2,,,0.0,0.0005754927365160256,-37.62104797363281,-37.62104797363281,0.0007944854812093755,65.0,,,,,0.030860379338264465,,,,0.0,,0.0,,,17.325809850997757,,,-356.5333251953125,,,,,,,0.0,0.9999788403511047,82.95031526999082,0.0,0.0,14.065407472022343,0.09049949660761406,0.0166015625,159.56720304489136,1.0749506950378418,,,0.4655080399243161,2.0,,,,1e-05,,,0.0,,,,,,15.818748140707612,,1.000023365020752,0.4133284091949463,,2.139928376302123,,,0.3343772292137146,0.0,,,,1.8982244359795004,,2.0,-26.856355667114258,,0.0015000733719716663,0.0,,,0.9990484241355845,8192.0,0.11525917053222656,,5.135910363662788e-09,0.4059779644012451,,0.00920084398239851,,0.00732421875,5.279560089111328,2389250.0,0.0821315348148346,0.22867146134376526,,,,,1066.2607421875,-4359.6171875,2.0,,,6.59200013615191e-05,0.7022055387496948,0.021074563264846802,0.03471813969655366,kl,0.9994106888771057,,0.0,281.6208129799925,34.0,2.0,2.0,,1769952311.8645384,0.4660835323156789,4.4720849246004946e-09,165.09487682499457,0.0,,281.6208129799925,165.841796875,5.953193067398388e-06,1103.609159757,,0.8978726267814636,0.07560320814149302,1.0005847574211657,,1.0,0.0166015625,,,0.0009353738278150558,,,0.0026777430903166533,0.0,1.8317517742616474e-06,2120.9813780433747,,0.0,
,0.0,385.83087158203125,2.0,-0.051343441009521484,,,0.05598330497741699,1183.13525390625,,-0.0006377585443715361,,0.18816863000392914,4.127011379750911e-06,0.00034583643571295397,-2114.602783203125,,,17.4711012551561,-312.8385925292969,,,98.34375,0.00031788857881309696,,,,0.0,,342.0,0.0020962171256542206,1.0,4.5599997974932194e-05,0.0,0.00011147658369736746,,2.6833367347717285,1046.0,,8192.0,,3,,,0.0,0.00039476768029089726,-28.306509017944336,-28.306509017944336,0.0007308605816959754,78.0,,,,,0.025031261146068573,,,,0.0,,0.0,,,20.643900495953858,,,-312.8385925292969,,,,,,,0.0,1.0000193119049072,89.40316778694978,0.0,0.0,15.198400360997766,0.09482969115679536,0.0283203125,166.70994091033936,1.055983304977417,,,0.17999587819213048,3.0,,,,1e-05,,,0.0,,,,,,17.151504890993237,,1.0000323057174683,0.1289784163236618,,1.1005298923701048,,,0.26441490650177,0.0,,,,1.918120939983055,,2.0,-34.45804214477539,,0.0009755659461916366,0.0,,,0.9993737092507444,8192.0,0.051250457763671875,,7.569409099517088e-09,0.46747756004333496,,0.008386164903640747,,0.00390625,6.030325889587402,2624469.0,0.08796461671590805,0.19158321619033813,,,,,1183.13525390625,-2114.602783203125,2.0,,,3.526394721120596e-05,0.4099786877632141,0.0021559237502515316,0.034065240544639615,kl,0.9988595843315125,,0.0,300.8419488009531,38.0,2.0,2.0,,1769952612.8358765,0.18039064441109076,7.2545418561276165e-09,173.38888812897494,0.0,,300.8419488009531,173.009765625,2.8889078294014325e-06,1399.8881929,,0.9500941634178162,0.07155778914727072,1.0003969697281718,,1.0,0.0283203125,,,0.0007533389143645763,,,0.001963182119652629,0.0,1.2381033229758032e-06,2180.93670984065,,0.0,
,0.0,382.26556396484375,2.0,-0.00849771499633789,,,0.03662234544754028,1129.86669921875,,-0.0006008295936226205,,0.18884940445423126,1.728633151287795e-06,0.0003346692719787825,-1671.876708984375,,,9.377762891352177,-298.74932861328125,,,94.162109375,0.00032349138962928237,,,,0.0,,541.0,0.0014091983903199434,1.0,4.774401895701885e-05,0.0,0.23388634622097015,,2.8742856979370117,520.0,,8192.0,,4,,,0.0,0.0004233447702972626,-57.323394775390625,-57.323394775390625,0.0007602954203402521,115.0,,,,,0.02460375614464283,,,,0.0,,0.0,,,19.793526923982427,,,-298.74932861328125,,,,,,,0.0,0.9999969601631165,90.27815851499327,0.0,0.0,14.542309876997024,0.08829758568472078,0.0234375,166.70994091033936,1.0095324516296387,,,0.15720168087864295,4.0,,,,1e-05,,,0.0,,,,,,9.039125602692366,,0.9999927282333374,0.1079324334859848,,0.8649112894199789,,,0.2644111216068268,0.0,,,,1.9059169229585677,,3.0,-29.874570846557617,,0.0009086074483093398,0.0,,,0.999394902383184,8192.0,0.042255401611328125,,-1.74087499971165e-08,0.43587732315063477,,0.008348184637725353,,0.001953125,7.663683891296387,2506811.0,0.08231517672538757,0.19161587953567505,,,,,1129.86669921875,-1671.876708984375,3.0,,,3.86569881811738e-05,0.651422381401062,0.001780960476025939,0.036013149182364874,kl,0.9987198710441589,,0.0,296.14899975201115,37.0,2.0,2.0,,1769952909.1145434,0.15762502560392022,-1.8147302327520265e-08,169.33641617797548,0.0,,296.14899975201115,173.009765625,8.643165756438975e-07,1739.138477076,,0.9633776545524597,0.07318013445220933,1.0004245494492352,,1.0,0.0234375,,,0.0006956984288990498,,,0.0019116943003609776,0.0,8.643165756438975e-07,2116.1737859144805,,0.0,
,0.0,387.1361083984375,2.0,-0.0040244609117507935,,,0.04626643657684326,1396.59716796875,,-0.0005598836926310469,,0.18595072627067566,3.496221097520902e-06,0.00028688653947028797,-2585.793701171875,,,1.4362507220357656,-326.5970458984375,,,97.326171875,0.00031168182412244505,,,,0.0,,494.0,0.0015503477770835161,1.0,4.7104957047849894e-05,0.0,0.2191026210784912,,2.5851335525512695,663.0,,8192.0,,5,,,0.0,0.00048191480800596764,-33.43507385253906,-33.43507385253906,0.0006344443963395005,84.0,,,,,0.022688008844852448,,,,0.0,,0.0,,,24.349167987995315,,,-326.5970458984375,,,,,,,0.0,0.9999671578407288,93.72221733402694,0.0,0.0,17.30270315700909,0.10942620996287868,0.0556640625,167.31696605682373,1.0046906471252441,,,0.13137892447412014,5.0,,,,1e-05,,,0.0,,,,,,1.4211081704124808,,0.9999186396598816,0.0774528756737709,,0.8227451900020242,,,0.23385198414325714,0.0,,,,1.9411175250425003,,2.0,-33.501182556152344,,0.0009107552862133161,0.0,,,0.9994852809412877,8192.0,0.051190853118896484,,4.897372729573135e-09,0.4129810333251953,,0.007833397015929222,,0.0048828125,7.711064338684082,3059555.0,0.07679411768913269,0.18713754415512085,,,,,1396.59716796875,-2585.793701171875,2.0,,,3.8304016925394535e-05,0.7664757370948792,0.0008792559383437037,0.03063263034461774,kl,0.9984943270683289,,0.0,339.1160075580119,40.0,2.0,2.0,,1769953248.3649428,0.1318608391447924,2.7314321915383744e-09,201.50112399604404,0.0,,339.1160075580119,173.73046875,2.4473547455272637e-06,2089.622895184,,0.9537335634231567,0.07044924832855949,1.0004834020510316,,1.0,0.0556640625,,,0.0005290987901389599,,,0.001599157927557826,0.0,1.048866351993638e-06,2255.5371405437177,,0.0,
,0.0,413.88482666015625,2.0,-0.004380404949188232,,,0.00718313455581665,1484.00146484375,,-0.0010167429813918716,,0.19271576404571533,3.94836206396576e-06,0.0002801849179832061,-1461.4857177734375,,,1.1100048497319221,-344.2248840332031,,,95.72265625,0.0002740035348551828,,,,0.0,,742.0,0.0010649714386090636,1.0,4.8416026402264833e-05,0.0,0.2767654061317444,,2.1670238971710205,642.0,,8192.0,,6,,,0.0,0.0003726505669874314,-88.90258026123047,-88.90258026123047,0.000606366244896303,78.0,,,,,0.022415779531002045,,,,0.0,,0.0,,,23.46949108701665,,,-344.2248840332031,,,,,,,0.0,1.0000052452087402,100.58112028799951,0.0,0.0,18.10142912599258,0.10807007571720949,0.06298828125,173.94491720199585,1.0056509971618652,,,0.1016219561570324,6.0,,,,1e-05,,,0.0,,,,,,1.109574525617063,,1.0000073909759521,0.06351474672555923,,1.5500149987637997,,,0.23195725679397583,0.0,,,,1.9617615529568866,,158.0,-36.588069915771484,,0.0008148992790211196,0.0,,,0.9994979042805864,8192.0,0.008696675300598145,,-8.032995102436047e-11,0.7000078558921814,,0.007854758761823177,,0.005859375,9.163901329040527,3235275.0,0.13490255177021027,0.19446372985839844,,,,,1484.00146484375,-1461.4857177734375,158.0,,,3.38879763148725e-05,0.4729307293891907,0.0009739784291014075,0.03108889361429848,kl,0.9982479810714722,,0.0,350.3510477009695,35.0,2.0,2.0,,1769953598.849494,0.10199460669537075,-3.5345177895607094e-09,205.90870098897722,0.0,,350.3510477009695,180.783203125,2.96127154797432e-06,2458.664821487,,0.9928168654441833,0.06775017430010422,1.0003733285702765,,1.0,0.06298828125,,,0.0005792421288788319,,,0.0015409437473863363,0.0,9.8709051599144e-07,2308.5952084560067,,0.0,
,0.0,393.92974853515625,2.0,-0.003986954689025879,,,0.008436262607574463,1549.5771484375,,-0.0009666776586527703,,0.18386539816856384,3.1510612643614877e-06,0.00025971095521981624,-1773.564453125,,,1.1040334776043892,-338.262939453125,,,95.259765625,0.00024945946470067426,,,,0.0,,306.0,0.0010399471502751112,1.0,4.464003723114729e-05,0.0,0.3060132563114166,,1.9947835206985474,1067.0,,8192.0,,7,,,0.0,0.00033422191518184263,-91.06489562988281,-91.06489562988281,0.0005839759658656963,96.0,,,,,0.021467722952365875,,,,0.0,,0.0,,,25.293556249991525,,,-338.262939453125,,,,,,,0.0,1.0000097751617432,99.57722924900008,0.0,0.0,18.746592162002344,0.11471638787751681,0.06640625,173.94491720199585,1.0047160387039185,,,0.09650799742667004,7.0,,,,1e-05,,,0.0,,,,,,1.1036510160192847,,1.000024676322937,0.05819311365485191,,1.2257729698903859,,,0.2182937115430832,0.0,,,,1.967196621990297,,111.0,-36.95915985107422,,0.0007809920466570475,0.0,,,0.9995392300840932,8192.0,0.009252786636352539,,5.885179454878653e-09,0.7000359892845154,,0.007625089958310127,,0.0048828125,8.251185417175293,3368626.0,0.12871240079402924,0.18527624011039734,,,,,1549.5771484375,-1773.564453125,111.0,,,3.827299224212766e-05,0.24490168690681458,0.0008548368932679296,0.029560191380402598,kl,0.99821937084198,,0.0,368.9082913810271,39.0,2.0,2.0,,1769953967.8911674,0.09684221909265034,-9.231653774754989e-10,222.99389575602254,0.0,,368.9082913810271,180.783203125,3.1510612643614877e-06,2812.151629907,,0.9915637373924255,0.07026674229928608,1.000334850512445,,1.0,0.06640625,,,0.0005436306819319725,,,0.0014490116154775023,0.0,0.0,2282.834296966718,,0.0,
,0.0,386.69757080078125,2.0,-0.006342247128486633,,,0.007284760475158691,1517.93701171875,,-0.0009717015877868107,,0.18430902063846588,4.181765234534396e-06,0.00025249679549688153,-1849.410400390625,,,1.0939156394451857,-337.112548828125,,,98.396484375,0.0002606115819610011,,,,0.0,,484.0,0.0010023437207564712,1.0,5.584000609815121e-05,0.0,0.15440666675567627,,3.0856001377105713,8192.0,,8192.0,,8,,,0.0,0.0003414099805922888,-81.1650390625,-81.1650390625,0.0005887573183931744,87.0,,,,,0.021250054240226746,,,,0.0,,0.0,,,23.79492074297741,,,-337.112548828125,,,,,,,0.0,0.9999896883964539,99.48907139402581,0.0,0.0,18.352279160986654,0.11180144849222995,0.0625,173.94491720199585,1.0072847604751587,,,0.0877708783664275,8.0,,,,1e-05,,,0.0,,,,,,1.0935324737802148,,0.9999970197677612,0.05568888783454895,,1.0893002040684223,,,0.22208596765995026,0.0,,,,1.9489345019683242,,166.0,-37.074981689453125,,0.0007549792421741586,0.0,,,0.9995487581316179,8192.0,0.0052642375230789185,,3.2395308657839905e-09,0.7002688050270081,,0.0076312958262860775,,0.005859375,11.347870826721191,3310251.0,0.1290658712387085,0.18620410561561584,,,,,1517.93701171875,-1849.410400390625,166.0,,,3.561598714441061e-05,0.5802308320999146,0.000920320802833885,0.03005484218387845,kl,0.9981450438499451,,0.0,353.35415157000534,36.0,2.0,2.0,,1769954321.3782082,0.08811228859121911,1.5706815847948974e-09,209.43749349500285,0.0,,353.35415157000534,180.783203125,2.2517197066918015e-06,3176.786156832,,0.9953300952911377,0.06737064867060166,1.0003419839777052,,1.0,0.0625,,,0.0004927259869873524,,,0.0014418052742257714,0.0,1.9300455278425943e-06,2342.0207356359474,,0.0,
,0.0,401.14202880859375,2.0,-0.0034190118312835693,,,0.0048500895500183105,1553.01513671875,,-0.000948531148424081,,0.18169280886650085,4.401719706947915e-06,0.00025265049612244184,-1773.9298095703125,,,1.090458287857473,-337.7901916503906,,,96.2265625,0.00025095671095698435,,,,0.0,,1533.0,0.0009623036021366715,1.0,4.6720029786229134e-05,0.0,0.21146678924560547,,9.397358894348145,683.0,,8192.0,,9,,,0.0,0.0003463970822394913,-77.959716796875,-77.959716796875,0.0005934250482640872,123.0,,,,,0.02105279453098774,,,,0.0,,0.0,,,24.011297556979116,,,-337.7901916503906,,,,,,,0.0,1.0000001192092896,103.45251712301979,0.0,0.0,18.72538681299193,0.11062763878089252,0.06884765625,173.94491720199585,1.0044240951538086,,,0.08464463611016981,9.0,,,,1e-05,,,0.0,,,,,,1.0900690788403153,,0.9999872446060181,0.05333191528916359,,0.9236760302446783,,,0.2175060510635376,0.0,,,,2.0043803339940496,,130.0,-36.2706298828125,,0.0007462556670816411,0.0,,,0.999557095322214,8192.0,0.0054709166288375854,,1.0141946837904925e-08,0.7000095248222351,,0.007546871434897184,,0.00537109375,7.996857166290283,3377647.0,0.12718670070171356,0.18329878151416779,,,,,1553.01513671875,-1773.9298095703125,130.0,,,5.395198240876198e-05,0.4460465908050537,0.0009439383866265416,0.030628575787528946,kl,0.9981340765953064,,0.0,364.4928323350032,37.0,2.0,2.0,,1769954686.0127413,0.084991033480037,1.3202761550701325e-08,215.99344728002325,0.0,,364.4928323350032,180.783203125,3.4584941204229835e-06,3981.373159241,,0.9951499104499817,0.06791018834016593,1.0003469437360764,,1.0,0.06884765625,,,0.0005142092704772949,,,0.0013969127321615815,0.0,9.432257002117694e-07,2316.675871485742,,0.0,
