critic/returns/mean,val-aux/brumo25/reward/worst@8/mean,rollout_corr/chi2_seq,val-aux/beyondaime/reward/best@4/mean,timing_s/agent_loop/slowest/generate_sequences,val-core/avg/reward/best@8/std,response_length_non_aborted/min,response_length/min,training/epoch,val-core/brumo25/reward/mean@8,timing_s/save_checkpoint,rollout_corr/rollout_rs_seq_fraction_high,rollout_corr/training_ppl,val-core/hmmt25/reward/best@8/std,rollout_corr/log_ppl_abs_diff,timing_s/agent_loop/tool_calls/min,rollout_corr/rollout_is_catastrophic_token_fraction,val-core/beyondaime/reward/mean@8,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/generate_sequences/min,val-aux/brumo25/reward/best@2/std,_timestamp,val-core/aime25/reward/mean@8,val-core/aime24/reward/best@8/mean,rollout_corr/rollout_rs_std,timing_s/reward,training/rollout_probs_diff_max,val-core/aime24/reward/mean@8,mining/kept_token_ratio,val-aux/hmmt25/reward/best@2/mean,val-core/brumo25/reward/best@8/std,timing_s/start_profile,num_turns/min,timing_s/agent_loop/slowest/prompt_length,val-aux/aime24/reward/best@2/mean,val-aux/aime24/reward/best@2/std,val-aux/hmmt25/reward/worst@8/mean,val-aux/beyondaime/reward/best@2/mean,timing_s/agent_loop/generate_sequences/max,val-aux/brumo25/reward/worst@2/mean,perf/time_per_step,timing_per_token_ms/adv,critic/advantages/max,val-aux/beyondaime/reward/worst@2/std,val-aux/num_turns/mean,rollout_corr/training_log_ppl,prompt_length/clip_ratio,response_length_non_aborted/clip_ratio,val-aux/hmmt25/reward/best@4/mean,perf/max_memory_allocated_gb,val-aux/brumo25/reward/worst@2/std,val-aux/aime24/reward/best@4/mean,val-aux/hmmt25/reward/worst@8/std,val-aux/beyondaime/reward/best@4/std,mining/masked_adv_mean,val-aux/aime24/reward/worst@8/std,val-aux/beyondaime/reward/best@2/std,response/aborted_ratio,val-aux/aime24/reward/worst@2/std,rollout_corr/chi2_token,adv/mean,val-aux/hmmt25/reward/worst@2/std,val-aux/aime25/reward/worst@4/mean,val-aux/brumo25/reward/best@4/mean,val-core/beyondaime/reward/best@8/std,actor/is_ratio_mean,timing_s/update_actor,rollout_corr/rollout_rs_min,val-core/avg/reward/mean@8,val-aux/aime25/reward/best@4/std,actor/lr,val-aux/aime24/reward/worst@4/mean,val-aux/hmmt25/reward/best@4/std,timing_s/old_log_prob_pre,val-aux/aime24/reward/worst@4/std,critic/advantages/min,val-aux/hmmt25/reward/worst@4/std,val-aux/brumo25/reward/worst@4/std,critic/score/max,val-core/avg/reward/best@8/mean,rollout_corr/rollout_rs_eff_sample_size,val-aux/hmmt25/reward/worst@2/mean,timing_s/agent_loop/slowest/response_length,val-aux/aime25/reward/std@8,val-aux/beyondaime/reward/worst@4/std,rollout_corr/rollout_log_ppl,critic/advantages/mean,num_turns/mean,rollout_corr/rollout_rs_seq_mean,mining/type,timing_per_token_ms/update_actor,rollout_corr/rollout_rs_masked_fraction,critic/rewards/max,timing_per_token_ms/gen,_runtime,rollout_corr/k3_kl,rollout_corr/rollout_rs_max,timing_s/gen,critic/rewards/min,val-aux/hmmt25/reward/best@2/std,val-core/aime25/reward/best@8/std,response_length_non_aborted/max,val-aux/aime25/reward/worst@2/mean,val-core/beyondaime/reward/best@8/mean,critic/returns/max,timing_s/testing,val-aux/beyondaime/reward/worst@4/mean,training/rollout_probs_diff_mean,rollout_corr/rollout_rs_seq_min,rollout_corr/kl,rollout_corr/rollout_rs_seq_masked_fraction,rollout_corr/rollout_is_veto_fraction,val-aux/aime25/reward/worst@2/std,rollout_corr/log_ppl_diff_min,rollout_corr/rollout_rs_seq_fraction_low,timing_s/adv,_step,val-aux/aime24/reward/std@8,val-aux/aime24/reward/worst@2/mean,val-aux/beyondaime/reward/worst@8/std,num_turns/max,timing_s/agent_loop/slowest/tool_calls,rollout_corr/rollout_rs_mean,rollout_corr/rollout_ppl,val-aux/brumo25/reward/best@4/std,perf/cpu_memory_used_gb,val-aux/beyondaime/reward/worst@8/mean,timing_s/stop_profile,val-aux/aime25/reward/best@2/std,prompt_length/max,val-core/brumo25/reward/best@8/mean,val-aux/hmmt25/reward/worst@4/mean,timing_s/step,actor/entropy,val-aux/hmmt25/reward/std@8,response_length_non_aborted/mean,val-aux/num_turns/max,prompt_length/mean,training/rollout_actor_probs_pearson_corr,val-aux/aime25/reward/worst@4/std,val-aux/beyondaime/reward/std@8,perf/max_memory_reserved_gb,val-aux/num_turns/min,rollout_corr/log_ppl_diff,training/rollout_probs_diff_valid,val-aux/brumo25/reward/std@8,timing_s/agent_loop/generate_sequences/mean,val-aux/brumo25/reward/worst@4/mean,rollout_corr/rollout_rs_ratio_fraction_high,val-aux/aime24/reward/best@4/std,rollout_corr/rollout_rs_ratio_fraction_low,val-aux/beyondaime/reward/worst@2/mean,response_length/clip_ratio,val/generations,training/rollout_probs_diff_std,critic/score/min,val-aux/aime25/reward/worst@8/mean,rollout_corr/ppl_ratio,val-core/aime24/reward/best@8/std,response_length/mean,prompt_length/min,actor/pg_loss,actor/grad_norm,perf/throughput,rollout_corr/log_ppl_diff_max,val-core/hmmt25/reward/best@8/mean,perf/total_num_tokens,val-aux/aime24/reward/worst@8/mean,val-aux/aime25/reward/best@4/mean,critic/rewards/mean,distill/teacher_kl,val-aux/aime25/reward/worst@8/std,rollout_corr/rollout_rs_seq_max_deviation,val-core/hmmt25/reward/mean@8,training/global_step,critic/score/mean,perf/mfu/actor,val-aux/aime25/reward/best@2/mean,val-aux/brumo25/reward/worst@8/std,rollout_corr/rollout_rs_seq_std,val-core/aime25/reward/best@8/mean,val-aux/brumo25/reward/best@2/mean,timing_s/agent_loop/tool_calls/mean,response_length/max,rollout_corr/rollout_rs_seq_max,critic/returns/min
,0.045766666666666664,,0.08651999999999999,,0.04350099242483074,,,,0.17083333333333334,,,,0.031776930835644486,,,,0.045,,,0.12062631056219564,1769952109.4348254,0.08333333333333333,0.17323333333333332,,,,0.09583333333333334,,0.0168,0.04386542213450977,,,,0.12646666666666664,0.06522355118193737,0.0,0.06564,,0.10913333333333335,,,,0.03555036754797196,2.0,,,,0.027466666666666664,,0.10751692075211562,0.14933333333333335,0.0,0.0417598350762406,,0.03567208064303569,0.048660274770878476,,0.06410568514500688,,,0.008863407922464133,0.007733333333333332,0.2834333333333333,0.029109811167606178,,,,0.08066666666666666,0.10059001457070348,,0.04146666666666666,0.03281300555166097,,0.05104039936324387,,0.002107130750570548,0.06372839915908846,,0.172762,,0.0012,,0.11258460661230742,0.018528000348013263,,,,,,,,,,550.173244111,,,,,0.028944084024200865,0.07066187956263842,,0.0343,0.10501,,,0.01129,,,,,,0.0751782010039402,,,,0,0.07637316157752931,0.06683333333333333,0.009821105084330546,,,,,0.08494512850794632,,0.0045000000000000005,,0.11808383026342764,,0.31483333333333335,6.666666666666667e-05,,,0.022047927592204922,,2.0,,,0.0314820855172906,0.04956185001545246,,2.0,,,0.13371953832755043,,0.06596666666666666,,0.05141388686069386,,0.02429,,"{'nrows': 1, 'sha256': '2173c395210d289d2cceecfc083fc1c02c1fb2ee3f7f386917cb88adf1ff43d6', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://ybpxsg8xpnmbxiqet5p6gehnhnsisvo2hbvtsbu1ikjnhj490w1hhwl2jk24tk0ru37uu8c2317mu4fqwlm252apoxl46b8ohwlkzk226f32t4khc5ycvkaiz9jzoafl/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'size': 62923, 'ncols': 31, '_latest_artifact_path': 'wandb-client-artifact://c9jo39296wjgtm2qf456cqj26yuf7ullazdpej17emip7zd6aub2q3kh4sf72oct60qffsvhk5t0q6z82fnh509bj59ud8gp1g9dmvohwsqmxf0kd8agrgs0wh6y9qi6:latest/val/generations.table.json', 'path': 'media/table/val/generations_0_2173c395210d289d2cce.table.json'}",,,0.0011,,0.04209091842375486,,,,,,,0.0434,,0.017766666666666667,0.18536666666666665,,,0.008932302074668346,,0.008333333333333333,,,,0.13366666666666666,0.030478286112127037,,0.22733333333333333,0.23056666666666667,,,,
-9.294754965694096e-10,,3085.1631222339347,,0.0,,2.0,2.0,0.0,,,0.0,50.10756644140929,,0.0019574412226575078,0.0,0.0,,0.0,0.0,,1769952434.64587,,,0.03575805947184563,19.109023183991667,0.5810024738311768,,0.2002851814031601,,,0.00029196898685768247,2.0,102.0,,,,,0.0,,324.522767277027,0.0010496296827162343,5.025959014892578,,,1.0035375296138227,0.0,0.02734375,,152.8205680847168,,,,,0.201003760099411,,,0.0,,0.0012657246552407742,-2.317653180483603e-09,,,,,1.0,88.18742204405135,0.12395363301038742,,,1e-05,,,22.52271359198494,,-27.00626564025879,,,-35.035072326660156,,0.9987229939897616,,634.0,,,1.0029937729705125,0.040258072316646576,2.0,1.000249981880188,oracle_entropy,0.032407465526897196,5.142073405295378e-06,-35.035072326660156,0.07571828477357159,864.39900113,0.0006456248512449747,2.7180511951446533,191.4281659880071,-5547.13720703125,,,8192.0,,,5.025959014892578,,,0.00299308099783957,0.9546923041343689,0.0006616779040768961,0.005859375,0.0,,-0.12928009033203125,0.0,2.856259640015196,1,,,,2.0,0.0,0.9999786615371704,51.1774377329275,,321.66204833984375,,5.0080008804798126e-05,,269.0,,,324.522767277027,1.143311619758606,,1234.45458984375,,94.259765625,0.9996932148933411,,,158.986328125,,0.0005437508898467058,1.0,,0.0,,1.1866324030052056e-06,,3.95544111597701e-06,,0.02734375,,0.008962894789874554,-5547.13720703125,,1.0005652229301631,,1234.45458984375,36.0,-0.0003211987413465067,0.16275040805339813,2096.3143994740567,0.05368471145629883,,2721207.0,,,-488.1147155761719,0.3954091966152191,,0.15884435176849365,,1.0,-488.1147155761719,0.10158130111009761,,,0.007282827515155077,,,0.0,8192.0,1.1588443517684937,-27.00626564025879
1.6423615800675861e-09,,1.460441098548472,,0.0,,2.0,2.0,0.0,,,0.0,56.78829568158835,,0.0019622362547124794,0.0,0.0,,0.0,0.0,,1769952748.8715427,,,0.03372853621840477,17.421210004016757,0.5835217237472534,,0.202516570687294,,,3.711995668709278e-05,2.0,65.0,,,,,0.0,,314.0494015139993,0.001181159690120984,2.9569242000579834,,,0.9069285660516471,0.0,0.03369140625,,162.92335414886475,,,,,0.20619645714759827,,,0.0,,0.0012070154771208763,1.5457520818884518e-09,,,,,1.0,89.63402457197662,0.2071690410375595,,,1e-05,,,22.13330638903426,,-27.807083129882812,,,-39.209266662597656,,0.9988636784454102,,470.0,,,0.9064672864042222,0.04175819829106331,2.0,1.0002529621124268,oracle_entropy,0.032801148106462494,5.53994459551177e-06,-39.209266662597656,0.07169736046560939,1317.13809039,0.0005819030175189255,2.7407665252685547,181.18647133000195,-5286.29248046875,,,8192.0,,,5.743825435638428,,,0.0026992466300725937,0.8537743091583252,0.0005633723083704467,0.00634765625,0.0,,-0.1364288330078125,0.0,3.227694846049417,2,,,,2.0,0.0,1.0000193119049072,56.598461049608886,,364.73974609375,,4.953600000590086e-05,,454.0,,,314.0494015139993,1.0022757053375244,,1233.93603515625,,100.365234375,0.9996946454048157,,,169.23828125,,0.00046128667077027785,1.0,,0.0,,1.97855160877225e-06,,3.56139298673952e-06,,0.03369140625,,0.008713698014616966,-5286.29248046875,,1.000487833749503,,1233.93603515625,34.0,-0.00032698612017156847,0.12069492787122726,2175.3337108956307,0.15949296951293945,,2732649.0,,,-434.0413513183594,0.3517535626888275,,0.15580058097839355,,2.0,-434.0413513183594,0.10137563813698444,,,0.007532299496233463,,,0.0,8192.0,1.1558005809783936,-27.807083129882812
2.5513375856434095e-09,,6.082777881063521,,0.0,,2.0,2.0,0.0,,,0.0,4.196792548522353,,0.0010355742792853562,0.0,0.0,,0.0,0.0,,1769953201.6105213,,,0.05699468031525612,24.868580877955537,0.9999998807907104,,0.2177131026983261,,,4.687998443841934e-05,2.0,78.0,,,,,0.0,,452.5521386290202,0.0006994406535586347,0.8764026761054993,,,0.4567857083166018,0.0,0.1318359375,,171.39255714416504,,,,,0.15995906293392181,,,0.0,,0.0006952071562409401,1.9381081184377535e-09,,,,,1.0,115.43681679602014,2.06115369216775e-09,,,1e-05,,,31.628659908019472,,-26.13572120666504,,,1487.556396484375,,0.9967217976573269,,937.0,,,0.45624789741123095,0.03482518345117569,2.0,0.9985177516937256,oracle_entropy,0.027127225778347756,0.005669739563018084,1487.556396484375,0.06837927861695689,1855.611777385,0.00034888104909214235,1881.01708984375,277.20809116901364,-5081.4072265625,,,8192.0,,,6.605677127838135,,,0.00833471305668354,0.7378475069999695,0.00035211535774593017,0.0224609375,0.0,,-0.025345325469970703,0.0,2.9763899649842642,3,,,,2.0,0.0,0.9941227436065674,4.1749183954671025,,400.2412109375,,4.9760041292756796e-05,,342.0,,,452.5521386290202,0.4719116687774658,,1979.4814453125,,98.34375,0.9778270721435547,,,177.830078125,,0.0005378103984412519,1.0,,0.0,,0.00014923613343853503,,0.005520503502339125,,0.1318359375,,0.05795440822839737,-5081.4072265625,,1.0005392273887992,,1979.4814453125,38.0,-0.00027285279679745145,0.028434330597519875,2350.771124898138,0.014646053314208984,,4255386.0,,,-413.1854553222656,0.2087341845035553,,0.2621524930000305,,3.0,-413.1854553222656,0.13434283406657288,,,0.01444239355623722,,,0.0,8192.0,1.1514688730239868,-36.138084411621094
-5.7718549939522745e-09,,5.8746961313299835,,0.0,,10.0,10.0,0.0,,,0.0,2.328539464622736,,0.0009570169895596337,0.0,0.0,,0.0,0.0,,1769953740.0843568,,,0.09592800587415695,27.952111256017815,0.9999998807907104,,0.21997109055519104,,,3.747199662029743e-05,2.0,115.0,,,,,0.0,,538.2969297620002,0.0005331065889800424,1.5414353609085083,,,0.4105019544949755,0.0,0.17333984375,,171.39255714416504,,,,,0.14395290613174438,,,0.0,,0.0005919290706515312,-5.930713253832209e-09,,,,,1.0,125.85883973102318,2.06115369216775e-09,,,1e-05,,,36.51190382899949,,-28.122167587280273,,,2417.002685546875,,0.9904642257924734,,1028.0,,,0.40993506694212556,0.03166548162698746,2.0,0.9934447407722473,oracle_entropy,0.025694627929951214,0.02016359381377697,2417.002685546875,0.07330361911191582,2308.543048576,0.00029146153241299544,6981.9384765625,344.92365570901893,-6792.705078125,,,8192.0,,,7.231442928314209,,,0.02682933770120144,0.6647692322731018,0.00028828965536753515,0.080078125,0.0,,-0.008075177669525146,0.0,2.6112920150044374,4,,,,2.0,0.0,0.977936863899231,2.3268205244094133,,398.2186279296875,,4.723196616396308e-05,,541.0,,,538.2969297620002,0.44003161787986755,,2297.56396484375,,94.162109375,0.9114601612091064,,,177.830078125,,0.0005668864657764061,1.0,,0.0,,0.00044076915946789086,,0.019722824916243553,,0.17333984375,,0.11055324226617813,-6792.705078125,,1.0005680583417416,,2297.56396484375,37.0,-0.00025049652995789984,0.04607971012592316,2274.8852581073093,0.01921403408050537,,4898255.0,,,-392.3494873046875,0.1707676202058792,,0.7755856513977051,,4.0,-392.3494873046875,0.14513958679213387,,,0.03673915937542915,,,0.0,8192.0,1.775585651397705,-41.2497673034668
7.1847638949407155e-09,,1.029441460967064,,0.0,,124.0,124.0,0.0,,,0.0,1.3112941654399037,,0.0009173766511594295,0.0,0.0,,0.0,0.0,,1769954193.0157824,,,0.022677497938275337,23.70149931299966,0.5015566349029541,,0.22688983380794525,,,3.705598646774888e-05,2.0,84.0,,,,,0.0,,452.75209385703783,0.0008082812197786587,0.9684679508209229,,,0.20475404238095507,0.0,0.1201171875,,171.39255714416504,,,,,0.1448516696691513,,,0.0,,0.0005755401216447353,4.702754630159234e-09,,,,,1.0,108.86449858901324,0.0013602779945358634,,,1e-05,,,30.351089293020777,,-21.58383560180664,,,-42.66670608520508,,0.9994861145482008,,644.0,,,0.20426496135769412,0.03286537155508995,2.0,1.000004768371582,oracle_entropy,0.027650394835948,4.548065589915495e-06,-42.66670608520508,0.07654792056589715,2729.913946876,0.00027772646421908576,2.290719509124756,286.1248745310004,-2825.3291015625,,,8192.0,,,8.713118553161621,,,0.0014225911581888795,0.9900819659233093,0.0002693079343032423,0.0078125,0.0,,-0.004793033003807068,0.0,3.18234622804448,5,,,,2.0,0.0,1.0000033378601074,1.3105637086555362,,382.80694580078125,,4.876800812780857e-05,,494.0,,,452.75209385703783,0.15751786530017853,,1825.12353515625,,97.326171875,0.9991897940635681,,,177.830078125,,0.0004890788186457939,1.0,,0.0,,5.350665333025972e-07,,4.01299894292606e-06,,0.1201171875,,0.007234955206513405,-2825.3291015625,,1.0004899883642793,,1825.12353515625,40.0,-0.0002492779067324591,0.008052315562963486,2174.0247330823017,0.011871635913848877,,3937177.0,,,-314.19927978515625,0.1721523404121399,,0.009918034076690674,,5.0,-314.19927978515625,0.13012521808895078,,,0.0012099487939849496,,,0.0,8192.0,1.0062474012374878,-40.56694030761719
-4.944102016679608e-09,,1.5300366152077913,,0.0,,164.0,164.0,0.0,,,0.0,1.3345598997548223,,0.0009113790301853442,0.0,0.0,,0.0,0.0,,1769954614.3865829,,,0.022703764960169792,23.39568551396951,0.3797506093978882,,0.25126102566719055,,,4.857598105445504e-05,2.0,78.0,,,,,0.0,,421.19115972099826,0.0006406013904369355,1.9421032667160034,,,0.19057952449657023,0.0,0.1162109375,,171.39255714416504,,,,,0.1469070017337799,,,0.0,,0.000568498857319355,-3.72888520061565e-09,,,,,1.0,109.8202058780007,0.25486770272254944,,,1e-05,,,29.12804334599059,,-24.931304931640625,,,-56.4315185546875,,0.9994845664221832,,806.0,,,0.1901029334985651,0.03691200166940689,2.0,0.9999953508377075,oracle_entropy,0.028432239094954674,1.636445176700363e-06,-56.4315185546875,0.06977942983877596,3160.323618398,0.00028700027746708656,2.358721971511841,255.8451630329946,-2074.3193359375,,,8192.0,,,8.045257568359375,,,0.0014208074426278472,0.9926192760467529,0.0002914005366612127,0.0029296875,0.0,,-0.004347190260887146,0.0,2.4743382449960336,6,,,,2.0,0.0,0.9999982118606567,1.333840824663639,,390.299560546875,,4.614400677382946e-05,,742.0,,,421.19115972099826,0.173993781208992,,1790.275390625,,95.72265625,0.9992294311523438,,,177.830078125,,0.00047659078762762874,1.0,,0.0,,2.727408627833938e-07,,1.3637043139169691e-06,,0.1162109375,,0.00724038016051054,-2074.3193359375,,1.0004774485714734,,1790.275390625,35.0,-0.00027758952478507126,0.026744313538074493,2292.6193432921164,0.008808612823486328,,3862524.0,,,-312.9678039550781,0.17481547594070435,,0.00738072395324707,,6.0,-312.9678039550781,0.12607681565322826,,,0.0011721141636371613,,,0.0,8192.0,1.005286455154419,-38.1223030090332
-1.6682287551361696e-08,,1.3712198897264898,,0.0,,156.0,156.0,0.0,,,0.0,1.2863084096461535,,0.0009110902733482362,0.0,0.0,,0.0,0.0,,1769955044.7963152,,,0.022180547937750816,23.94060883502243,0.948883593082428,,0.22867415845394135,,,3.823998849838972e-05,2.0,96.0,,,,,0.0,,430.2355927049648,0.0006246474464256537,2.0490245819091797,,,0.17500940820900723,0.0,0.1240234375,,171.39255714416504,,,,,0.14600899815559387,,,0.0,,0.0005598808638751507,-3.261198955328837e-08,,,,,1.0,111.64337157399859,6.348064829353461e-08,,,1e-05,,,29.50999090098776,,-20.362520217895508,,,-53.37350845336914,,0.9995082651841146,,1122.0,,,0.17453062755521387,0.03338848799467087,2.0,0.9999969005584717,oracle_entropy,0.02731036311216177,5.394495474320138e-06,-53.37350845336914,0.06734516571607009,3578.653711309,0.0002737334052085316,5.218389511108398,262.16509977396345,-2191.593017578125,,,8192.0,,,6.973001003265381,,,0.0013789391377940774,0.9927843809127808,0.0002697425485571614,0.0078125,0.0,,-0.004474222660064697,0.0,2.5535269039683044,7,,,,2.0,0.0,1.0000040531158447,1.2856651488691568,,392.93902587890625,,5.055998917669058e-05,,306.0,,,430.2355927049648,0.13351450860500336,,1900.80908203125,,95.259765625,0.9990717768669128,,,177.830078125,,0.0004787803185308803,1.0,,0.0,,1.2844037655668217e-06,,4.110092049813829e-06,,0.1240234375,,0.007219228893518448,-2191.593017578125,,1.000479627866298,,1900.80908203125,39.0,-0.00025641589820679656,0.021496746689081192,2375.4130697894875,0.008596301078796387,,4087949.0,,,-326.0538330078125,0.1715342253446579,,0.007215619087219238,,7.0,-326.0538330078125,0.1319025583744756,,,0.0011663201730698347,,,0.0,8192.0,1.0054980516433716,-40.257476806640625
3.0189220012744045e-09,,1.1119062728248537,,0.0,,151.0,151.0,0.0,,,0.0,1.222908333875239,,0.0008933073745538422,0.0,0.0,,0.0,0.0,,1769955463.1261096,,,0.022503357380628586,22.6858245349722,0.7698956727981567,,0.21570496261119843,,,3.759999526664615e-05,2.0,87.0,,,,,0.0,,418.1501924569602,0.0008522774857957097,0.8773660063743591,,,0.16028730646939948,0.0,0.10302734375,,171.39255714416504,,,,,0.14931242167949677,,,0.0,,0.0005600196309387684,-1.031182339517045e-08,,,,,1.0,106.93824053602293,1.7950944311451167e-05,,,1e-05,,,27.495459744008258,,-19.035396575927734,,,-62.17249298095703,,0.9994937361615955,,8192.0,,,0.15982235758565366,0.0322074368596077,2.0,0.9999860525131226,oracle_entropy,0.02813969468324243,7.224736691568978e-06,-62.17249298095703,0.07150184770448835,3952.339752177,0.0002872831920512908,6.133204460144043,257.3170599209843,-1972.753662109375,,,8192.0,,,6.935859203338623,,,0.00145766232162714,0.9921144843101501,0.00029622159896547373,0.01171875,0.0,,-0.004388779401779175,0.0,3.2388785950024612,8,,,,2.0,0.0,0.9999905228614807,1.2222882574424148,,386.21612548828125,,4.7456996981054544e-05,,484.0,,,418.1501924569602,0.10807563364505768,,1757.20068359375,,98.396484375,0.9989211559295654,,,177.830078125,,0.00046494800318441776,1.0,,0.0,,1.3893724144509179e-06,,5.835364390804898e-06,,0.10302734375,,0.007447726558893919,-1972.753662109375,,1.0004657646641135,,1757.20068359375,36.0,-0.00024627857129644326,0.016107523813843727,2272.068187790657,0.00943291187286377,,3800263.0,,,-309.59332275390625,0.1761855185031891,,0.007885515689849854,,8.0,-309.59332275390625,0.12595173732460305,,,0.0011480110697448254,,,0.0,8192.0,1.0053857564926147,-41.45392608642578
3.653933600133996e-09,,1.5276296851225197,,0.0,,104.0,104.0,0.0,,,0.0,1.171406127512455,,0.00093015449624545,0.0,0.0,,0.0,0.0,,1769955836.812143,,,0.02371559478342533,21.031051395984832,0.5606808662414551,,0.2538094222545624,,,6.543996278196573e-05,2.0,123.0,,,,,0.0,,373.48130703298375,0.0009462627439370274,1.3858569860458374,,,0.1509211660013534,0.0,0.0791015625,,171.39255714416504,,,,,0.15206754207611084,,,0.0,,0.0006751026958227158,5.369045208425405e-09,,,,,1.0,102.04366246704012,0.0001622754498384893,,,1e-05,,,25.720690892019775,,-18.199262619018555,,,-45.353912353515625,,0.9994380057962726,,894.0,,,0.15050313936080784,0.03859617933630943,2.0,1.000044584274292,oracle_entropy,0.0293982202289718,1.0690250746847596e-05,-45.353912353515625,0.06747993272258465,4745.461031476,0.00031540452584977174,2.35616135597229,220.9300420130021,-1721.275390625,,,8192.0,,,6.408010482788086,,,0.0016490899724885821,0.9933392405509949,0.0002950285768639205,0.0126953125,0.0,,-0.009731650352478027,0.0,3.284556524013169,9,,,,2.0,0.0,1.0000152587890625,1.1708859279751778,,379.89996337890625,,4.857598105445504e-05,,1533.0,,,373.48130703298375,0.0932619497179985,,1598.63818359375,,96.2265625,0.9986956715583801,,,177.830078125,,0.0004180263396733608,1.0,,0.0,,2.138050149369519e-06,,8.552200597478077e-06,,0.0791015625,,0.007945654913783073,-1721.275390625,,1.0004189126193523,,1598.63818359375,37.0,-0.0002894869530791766,0.026453977450728416,2323.4650132660145,0.00802910327911377,,3471083.0,,,-296.66876220703125,0.185575932264328,,0.011748671531677246,,9.0,-296.66876220703125,0.11769978905265052,,,0.0012376580853015184,,,0.0,8192.0,1.0117486715316772,-37.68966293334961
