val-aux/hmmt25/reward/best@2/mean,val-core/aime25/reward/best@8/std,val-aux/beyondaime/reward/best@2/mean,rollout_corr/rollout_is_catastrophic_token_fraction,val-aux/aime25/reward/best@2/mean,rollout_corr/rollout_rs_seq_mean,val-aux/aime25/reward/worst@2/std,rollout_corr/rollout_rs_std,rollout_corr/rollout_log_ppl,val-aux/brumo25/reward/best@4/std,training/rollout_probs_diff_mean,val-aux/hmmt25/reward/std@8,rollout_corr/rollout_rs_seq_max,timing_s/agent_loop/slowest/response_length,perf/time_per_step,response_length_non_aborted/min,val-core/brumo25/reward/best@8/mean,val-aux/aime25/reward/worst@2/mean,critic/score/mean,num_turns/max,val-core/brumo25/reward/mean@8,val-aux/beyondaime/reward/std@8,critic/score/min,val-aux/brumo25/reward/best@2/std,val-aux/aime25/reward/best@2/std,rollout_corr/rollout_rs_masked_fraction,val-core/avg/reward/best@8/mean,response_length/clip_ratio,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/slowest/generate_sequences,num_turns/mean,adv/mean,val-aux/aime24/reward/best@2/mean,val/generations,val-aux/aime24/reward/worst@4/mean,val-aux/brumo25/reward/worst@4/mean,val-aux/aime24/reward/worst@2/std,training/epoch,rollout_corr/k3_kl,val-core/aime24/reward/best@8/mean,val-aux/brumo25/reward/worst@2/mean,val-core/aime25/reward/best@8/mean,val-aux/num_turns/min,num_turns/min,timing_s/agent_loop/generate_sequences/min,val-aux/num_turns/max,timing_s/update_actor,perf/total_num_tokens,val-aux/hmmt25/reward/best@2/std,timing_per_token_ms/update_actor,critic/score/max,rollout_corr/rollout_rs_seq_min,val-aux/brumo25/reward/worst@8/std,rollout_corr/log_ppl_diff_max,rollout_corr/rollout_rs_ratio_fraction_low,val-core/aime24/reward/best@8/std,timing_s/old_log_prob_pre,response_length_non_aborted/mean,actor/entropy,critic/returns/min,actor/grad_norm,val-aux/brumo25/reward/std@8,val-aux/hmmt25/reward/worst@2/mean,val-aux/aime24/reward/best@2/std,timing_s/reward,timing_s/agent_loop/tool_calls/min,timing_s/agent_loop/slowest/tool_calls,timing_per_token_ms/gen,rollout_corr/chi2_seq,val-aux/aime24/reward/worst@8/mean,val-aux/beyondaime/reward/best@4/mean,timing_s/agent_loop/tool_calls/mean,val-aux/brumo25/reward/best@4/mean,_step,val-core/avg/reward/mean@8,val-core/hmmt25/reward/mean@8,rollout_corr/rollout_rs_seq_max_deviation,val-core/aime25/reward/mean@8,rollout_corr/rollout_rs_eff_sample_size,rollout_corr/rollout_rs_seq_fraction_low,timing_per_token_ms/adv,critic/rewards/mean,response_length_non_aborted/clip_ratio,training/rollout_probs_diff_max,val-aux/brumo25/reward/worst@2/std,val-core/beyondaime/reward/mean@8,val-aux/aime24/reward/std@8,timing_s/adv,val-core/aime24/reward/mean@8,timing_s/agent_loop/slowest/prompt_length,val-aux/beyondaime/reward/best@2/std,val-aux/hmmt25/reward/best@4/std,rollout_corr/log_ppl_diff,rollout_corr/rollout_rs_mean,timing_s/step,val-aux/aime24/reward/worst@2/mean,timing_s/testing,val-aux/aime24/reward/best@4/std,rollout_corr/log_ppl_diff_min,critic/rewards/max,val-aux/aime24/reward/best@4/mean,rollout_corr/log_ppl_abs_diff,val-core/hmmt25/reward/best@8/std,val-core/brumo25/reward/best@8/std,prompt_length/min,training/global_step,val-core/avg/reward/best@8/std,timing_s/start_profile,val-aux/hmmt25/reward/best@4/mean,val-aux/num_turns/mean,val-aux/aime25/reward/worst@4/mean,timing_s/stop_profile,training/rollout_actor_probs_pearson_corr,response_length/max,critic/advantages/mean,critic/returns/mean,val-aux/brumo25/reward/best@2/mean,perf/mfu/actor,perf/throughput,actor/lr,critic/advantages/max,critic/rewards/min,val-aux/beyondaime/reward/worst@4/std,response_length_non_aborted/max,timing_s/agent_loop/tool_calls/max,critic/returns/max,val-core/hmmt25/reward/best@8/mean,rollout_corr/rollout_rs_ratio_fraction_high,rollout_corr/rollout_rs_seq_fraction_high,val-aux/hmmt25/reward/worst@8/mean,val-aux/aime25/reward/best@4/mean,_runtime,val-aux/aime25/reward/worst@8/std,timing_s/save_checkpoint,rollout_corr/rollout_rs_min,rollout_corr/training_ppl,rollout_corr/rollout_rs_seq_std,val-aux/beyondaime/reward/worst@2/std,perf/max_memory_reserved_gb,rollout_corr/rollout_ppl,val-aux/brumo25/reward/worst@8/mean,val-aux/beyondaime/reward/worst@4/mean,val-core/beyondaime/reward/best@8/mean,actor/pg_loss,val-aux/hmmt25/reward/worst@8/std,response_length/mean,val-aux/aime24/reward/worst@4/std,critic/advantages/min,actor/is_ratio_mean,prompt_length/clip_ratio,val-aux/beyondaime/reward/worst@8/mean,rollout_corr/training_log_ppl,rollout_corr/rollout_is_veto_fraction,val-aux/brumo25/reward/worst@4/std,distill/teacher_kl,val-aux/aime25/reward/std@8,prompt_length/max,perf/max_memory_allocated_gb,val-aux/aime24/reward/worst@8/std,val-aux/aime25/reward/best@4/std,timing_s/agent_loop/generate_sequences/mean,val-core/beyondaime/reward/best@8/std,val-aux/hmmt25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@4/std,response/aborted_ratio,rollout_corr/chi2_token,_timestamp,val-aux/aime25/reward/worst@4/std,val-aux/aime25/reward/worst@8/mean,val-aux/beyondaime/reward/worst@2/mean,val-aux/beyondaime/reward/best@4/std,rollout_corr/rollout_rs_seq_masked_fraction,perf/cpu_memory_used_gb,training/rollout_probs_diff_std,rollout_corr/kl,response_length/min,training/rollout_probs_diff_valid,prompt_length/mean,timing_s/gen,val-aux/beyondaime/reward/worst@8/std,rollout_corr/rollout_rs_max,rollout_corr/ppl_ratio,val-aux/hmmt25/reward/worst@2/std
0.06726666666666666,0.05232253628209357,0.04784,,0.12266666666666666,,0.07066484324840981,,,0.06085273555776737,,0.08228121338581233,,,,,0.31793333333333335,0.03486666666666667,,,0.20416666666666666,0.03869768295260174,,0.09824949843069399,0.10385799633963094,,0.20740066666666665,,,,,,0.13339999999999996,"{'artifact_path': 'wandb-client-artifact://natq6bew19wu1ey3c8kv0o5j40ugxqir3cvlrqwo66xe7cmhngnz5byq9f4254x99a4v4h6hs4ppucs90yj1njxxo4x6glz79bbs4ouquagrdal4r68nw3fi0m29soa3/val/generations.table.json', 'nrows': 1, 'sha256': '125dabd6fc9767dde7c373360bdf1b8ca3a5b05d44193b68843a3c3d13d34f43', '_latest_artifact_path': 'wandb-client-artifact://nt5qyd4gpgxptdiiprdzwqzmk8gb3i9d68laqixpxpgsglvlbxihjz5hwk7hp1olff77rodiaueb3w77k31xi1aw9erp76yvxs1a0l1wz7pnjo2lzfvwkcum1rcoyj0j:latest/val/generations.table.json', 'log_mode': 'IMMUTABLE', 'size': 62138, '_type': 'table-file', 'ncols': 31, 'path': 'media/table/val/generations_0_125dabd6fc9767dde7c3.table.json'}",0.0042,0.101,0.07379911627073917,,,0.26443333333333335,0.15036666666666668,0.2063333333333333,2.0,,,2.0,,,0.10080868671591772,,,,0.0583628516546563,,,0.11118376497745852,,,,,,0.1253146894625911,0.0078,0.1481568114458872,,,,,,0.0001,0.06577999999999999,,0.2946,0,0.0865,0.0375,,0.07916666666666666,,,,,,,0.11479564818294727,0.0325,0.13122274127087413,,0.07916666666666666,,0.04042173670565322,0.11029784089942275,,,,0.02556666666666667,,0.14356422009469924,,,0.19986666666666666,,0.09872739385463382,0.032637662308983545,,,0.06484745397340778,,0.113,2.0,0.008366666666666666,,,,,,0.25693333333333335,,,,,,0.013614148341931585,,,,0.16523333333333332,,,0.0,0.17063333333333333,529.53146122,0.008709193461104948,,,,,0.024646694437570345,,,0.06280000000000001,0.00937,0.08307,,0.0,,0.025589830783654698,,,,0.004489999999999999,,,0.08875106147773845,,0.10156064281620496,,,0.0025427859021978525,0.08411137926019976,,0.029365912443869453,0.0007333333333333333,0.006773797417237214,,,1767839745.1793244,0.030362570710174897,0.0010666666666666667,0.0171,0.03790292243006254,,,,,,,,,0.008285104917302399,,,0.03549795557598322
,,,0.0,,1.0001916885375977,,0.03594758361577988,1.0029125353321433,,0.0029963403940200806,,1.126346230506897,925.0,307.220033420017,2.0,,,-475.06524658203125,2.0,,,-4891.4853515625,,,6.6803640947910026e-06,,0.0244140625,0.0,0.0,2.0,2.038698987405496e-09,,,,,,0.0,0.0006563205986367393,,,,,2.0,0.0,,88.8578576289583,2588123.0,,0.03433293457419075,-27.79840660095215,0.954433798789978,,0.0556178092956543,4.175227786618052e-06,,23.387574301101267,1169.47216796875,1.2146843671798706,-27.54362678527832,3.1148133277893066,,,,18.7048166859895,0.0,0.0,0.0722243915515585,3.035207985434681,,,0.0,,1,,,0.12634623050689697,,0.9987094390012297,0.0,0.0010811064126613112,-475.06524658203125,0.0244140625,0.9512861967086792,,,,2.798036372056231,,102.0,,,0.0005584868603136783,0.999987781047821,307.220033420017,,,,-0.11296653747558594,-27.79840660095215,,0.0018148978606404853,,,36.0,1.0,,0.0005886100698262453,,,,6.991997361183167e-05,0.9997041821479797,8192.0,7.1354464559192365e-09,7.1354464559192365e-09,,0.09477601104962705,2106.0825454550013,1e-05,5.552535533905029,-4891.4853515625,,8192.0,0.0,5.552535533905029,,2.505136535546626e-06,0.0,,,1202.527508471,,,0.022061670199036598,40.568040375597775,0.005394810810685158,,158.1640625,41.401896121911705,,,,7.316896847459065e-05,,1169.47216796875,,-27.54362678527832,1.0,0.0,,1.0034710196778178,0.0,,0.4062218964099884,,269.0,151.8589653968811,,,0.0,,,,0.0,0.0012989300303161144,1767840053.3001459,,,,,0.0078125,325.78204345703125,0.008935532532632351,0.0006662937381918255,2.0,1.0,94.259765625,172.98312349291518,,3.9334628582000732,1.0005720756016672,
,,,0.0,,0.9783958196640015,,0.198628768324852,1.3555982157122344,,0.0754302516579628,,1.7413649559020996,8192.0,672.7338659898378,2.0,,,-860.463623046875,2.0,,,-16259.6171875,,,0.08755668997764587,,0.2314453125,0.0,0.0,2.0,5.451776807774422e-09,,,,,,0.0,0.00038780260138082667,,,,,2.0,0.0,,164.20280593913049,6880298.0,,0.023865653193964925,4391.615234375,0.5295032858848572,,0.04060554504394531,0.08021438866853714,,47.5315225739032,3259.1552734375,1.2224998474121094,-34.25565719604492,2.338909864425659,,,,37.68223928101361,0.0,0.0,0.06292007999684641,26245.505487376824,,,0.0,,2,,,0.7413649559020996,,0.9569138229689442,0.0,0.0004045433905534579,-860.463623046875,0.2314453125,1.0,,,,2.7833790809381753,,65.0,,,0.0007519028084175261,0.951490044593811,672.7338659898378,,,,-0.06694412231445312,4391.615234375,,0.0014126573198609549,,,34.0,2.0,,0.00012662401422858238,,,,6.790389306843281e-05,0.8773820996284485,8192.0,5.131084002130137e-09,5.131084002130137e-09,,0.15962916578791636,2556.8424409095874,1e-05,6.331177711486816,-16259.6171875,,8192.0,0.0,6.331177711486816,,0.007342297583818436,0.0,,,2432.539871034,,,2.06115369216775e-09,63.55069663468748,0.06529977172613144,,180.701171875,63.29317656904459,,,,3.45491162367928e-05,,3259.1552734375,,-34.25565719604492,1.0,0.0,,1.3563501068856567,0.0,,0.264014333486557,,454.0,174.24376106262207,,,0.0,,,,0.0,0.0008042929694056511,1767840726.2963328,,,,,0.396484375,419.36083984375,0.18498092889785767,0.0003741473767413517,2.0,1.0,100.365234375,419.97580395895056,,6945.64453125,1.000758616719395,
,,,0.0,,0.9866209626197815,,0.16094793379306793,0.289180836698506,,0.09997091442346573,,76.96597290039062,8192.0,1229.7512889939826,4.0,,,-444.1447448730469,2.0,,,-18902.015625,,,0.0754380077123642,,0.57275390625,0.0,0.0,2.0,-1.8425735381910613e-09,,,,,,0.0,0.00012162865388631872,,,,,2.0,0.0,,267.4772219550796,11666279.0,,0.022927380868833978,4639.73193359375,0.6262146234512329,,0.06397485733032227,0.0739932432770729,,81.07251361408271,5598.08154296875,0.3592347800731659,-45.894317626953125,0.6425987482070923,,,,62.15555160189979,0.0,0.0,0.07113916920470131,6.256362123880535,,,0.0,,3,,,75.96597290039062,,0.9701448797341153,0.0,0.00023836146513075325,-444.1447448730469,0.57275390625,1.0,,,,2.7807913550641388,,78.0,,,0.0003985275035347513,0.981959342956543,1229.7512889939826,,,,-0.007409095764160156,4639.73193359375,,0.0005509597098125596,,,38.0,3.0,,5.158386193215847e-05,,,,6.419210694730282e-05,0.5994713306427002,8192.0,-8.75222450069657e-10,-8.75222450069657e-10,,0.17522751771515072,2371.6744809317875,1e-05,8.23455810546875,-18902.015625,,8192.0,0.0,8.23455810546875,,0.0014447611756622791,0.00439453125,,,3710.195290437,,,2.06115369216775e-09,2.1504462622106075,1.6989725828170776,,196.16796875,2.129425125196576,,,,1.0896120943737486e-05,,5598.08154296875,,-45.894317626953125,1.0,0.0,,0.289579363015946,0.0,,0.07933873683214188,,342.0,189.66407012939453,,,0.0,,,,0.0,0.00017755432054400444,1767841956.308516,,,,,0.68359375,481.1768798828125,0.2040361613035202,0.0001480123603272432,4.0,1.0,98.34375,815.6013979790732,,623692.875,1.0004003359936178,
,,,0.0,,0.965665876865387,,0.14627934992313385,0.18140274856705219,,0.0877702534198761,,17.243623733520508,8192.0,1277.39134345809,30.0,,,-393.626953125,2.0,,,-20884.947265625,,,0.06144391745328903,,0.6005859375,0.0,0.0,2.0,-5.050047047205908e-09,,,,,,0.0,8.688263245915095e-05,,,,,2.0,0.0,,265.9541454860009,11730894.0,,0.022671259793669685,6941.4521484375,0.5935745239257812,,0.0096282958984375,0.06067273020744324,,83.73127308208495,5633.8134765625,0.249698668718338,-45.81516647338867,0.3232736587524414,,,,62.40093307197094,0.0,0.0,0.07469192586251204,1.1938121179118752,,,0.0,,4,,,16.243623733520508,,0.9757397136595287,0.0,0.0002423703256542669,-393.626953125,0.6005859375,1.0,,,,2.8432205989956856,,115.0,,,0.0002932631524288354,0.9513330459594727,1277.39134345809,,,,-0.007955551147460938,6941.4521484375,,0.0004417995702965527,,,37.0,4.0,,6.320001557469368e-05,,,,5.817599594593048e-05,0.5098068118095398,8192.0,-4.599149949768844e-09,-4.599149949768844e-09,,0.17763154201773854,2295.8692455678283,1e-05,7.568121433258057,-20884.947265625,,8192.0,0.0,7.568121433258057,,0.0007711874786764383,0.0029296875,,,4922.013249925,,,2.06115369216775e-09,1.3201447241008282,0.5074713230133057,,196.2421875,1.31919801607728,,,,2.1248771656101617e-05,,5633.8134765625,,-45.81516647338867,1.0,0.0,,0.1816960102878511,0.0,,0.06986865401268005,,541.0,189.66407012939453,,,0.0,,,,0.0,0.00012576906010508537,1767843233.9636126,,,,,0.6708984375,482.46185302734375,0.19199316203594208,0.00010937286075218822,30.0,1.0,94.162109375,861.7991751979571,,133869.625,1.0002937288954854,
,,,0.0,,0.9568459987640381,,0.1440073847770691,0.1158279394148849,,0.07733984291553497,,2.813931703567505,1382.0,1211.548299913993,79.0,,,-372.33612060546875,2.0,,,-8188.90380859375,,,0.055622946470975876,,0.5498046875,0.0,0.0,2.0,-5.198996788635668e-09,,,,,,0.0,0.00017369993202009937,,,,,2.0,0.0,,255.12241608207114,11337731.0,,0.022502069954038525,11010.2197265625,0.5820603370666504,,0.005049556493759155,0.05428648740053177,,80.08601501490921,5438.67529296875,0.23574726283550262,-59.302703857421875,0.6243391036987305,,,,61.287347191013396,0.0,0.0,0.07285636807093908,10.881764065474272,,,0.0,,5,,,1.8139317035675049,,0.9769841864185514,0.0,0.0002535412662482012,-372.33612060546875,0.5498046875,1.0,,,,2.874582674121484,,84.0,,,0.0002742634032415481,0.9367128610610962,1211.548299913993,,,,-0.0037839412689208984,11010.2197265625,,0.00043387169534980785,,,40.0,5.0,,7.820897735655308e-05,,,,6.297603249549866e-05,0.5736100077629089,8192.0,-7.589607164959489e-09,-7.589607164959489e-09,,0.17722595793112378,2339.512795487571,1e-05,11.843390464782715,-8188.90380859375,,8192.0,0.0,11.843390464782715,,0.0013364568585529923,0.0009765625,,,6373.106542889,,,2.06115369216775e-09,1.1302968254312873,0.08828343451023102,,196.2421875,1.1299628531560302,,,,9.17716123893797e-06,,5438.67529296875,,-59.302703857421875,1.0,0.0,,0.11610220317379571,0.0,,0.06846080720424652,,494.0,189.66407012939453,,,0.0,,,,0.0,0.00035431934520602226,1767844445.781582,,,,,0.69140625,475.94866943359375,0.18036241829395294,0.00017044606890692648,79.0,1.0,97.326171875,811.5038801159244,,15714.1416015625,1.0002745441161096,
,,,0.0,,0.9671512842178345,,0.14483939111232758,0.1248587814043276,,0.06920021772384644,,9.109795570373535,1483.0,1450.8234244268388,429.0,,,-772.321533203125,2.0,,,-5608.95361328125,,,0.04620489478111267,,0.6845703125,0.0,0.0,2.0,-1.5858457658168845e-08,,,,,,0.0,0.0002548706909237808,,,,,2.0,0.0,,297.3881630320102,13237775.0,,0.02246511691217068,7158.2099609375,0.6679721474647522,,0.005834370851516724,0.043668344616889954,,93.62088160589337,6368.03466796875,0.2805158197879791,-55.99559020996094,0.6946897506713867,,,,71.73702600505203,0.0,0.0,0.07549240388921662,9.71771569782868,,,0.0,,6,,,8.109795570373535,,0.9770207127820872,0.0,0.0002126491282742208,-772.321533203125,0.6845703125,1.0,,,,2.8150013140402734,,78.0,,,0.00034391887851370484,0.9585712552070618,1450.8234244268388,,,,-0.0022919774055480957,7158.2099609375,,0.0004395432497403817,,,35.0,6.0,,5.366513505578041e-05,,,,6.255996413528919e-05,0.7060333490371704,8192.0,-1.4837864270589307e-08,-1.4837864270589307e-08,,0.17977272077700288,2281.0796229785346,1e-05,11.811395645141602,-5608.95361328125,,8192.0,0.0,11.811395645141602,,0.002536549000069499,0.00244140625,,,8168.122876765,,,2.06115369216775e-09,1.1384551096707582,0.23194092512130737,,198.599609375,1.1380392871797085,,,,1.433114361937271e-05,,6368.03466796875,,-55.99559020996094,1.0,0.0,,0.12520270008826628,0.0,,0.1212809681892395,,742.0,192.12551975250244,,,0.0,,,,0.0,0.0004952279850840569,1767845896.875218,,,,,0.818359375,493.9935302734375,0.15756534039974213,0.00026288441205224444,429.0,1.0,95.72265625,984.5519260361325,,68097.09375,1.000344157218933,
,,,0.0,,0.9652973413467407,,0.17633190751075745,0.15339892858173698,,0.08067846298217773,,7.3816633224487305,7753.0,1794.720376546029,508.0,,,-1604.5546875,2.0,,,-3811.44921875,,,0.06108785420656204,,0.89501953125,0.0,0.0,2.0,3.6215897836200384e-08,,,,,,0.0,0.0003880755991758633,,,,,2.0,0.0,,353.4128495811019,16019498.0,,0.022061418502696023,2447.09033203125,0.5355820655822754,,0.003263503313064575,0.05513540282845497,,113.36483201594092,7726.7607421875,0.37980905175209045,-43.5526123046875,1.3049840927124023,,,,87.97831033891998,0.0,0.0,0.07812758650392064,10.567434520460665,,,0.0,,7,,,6.3816633224487305,,0.965864217715899,0.0,0.0001791360964574982,-1604.5546875,0.89501953125,1.0,,,,2.8696703389286995,,96.0,,,0.0004008465321021504,0.9634354710578918,1794.720376546029,,,,-0.0015359967947006226,2447.09033203125,,0.000442438802565448,,,39.0,7.0,,5.574501119554043e-05,,,,6.182491779327393e-05,0.7723739147186279,8192.0,3.547646443280428e-08,3.547646443280428e-08,,0.1859935473194791,2231.4754723560063,1e-05,11.49210262298584,-3811.44921875,,8192.0,0.0,11.49210262298584,,0.005952450912445784,0.00439453125,,,10068.368436936,,,2.06115369216775e-09,1.1689427373930812,0.20187628269195557,,198.697265625,1.1684607323259115,,,,1.94669255693114e-06,,7726.7607421875,,-43.5526123046875,1.0,0.0,,0.15379977447446436,0.0,,0.20766204595565796,,306.0,192.1328148841858,,,0.0,,,,0.0,0.0007919501513242722,1767847691.8915784,,,,,0.978515625,495.683349609375,0.1602257490158081,0.00038216782684230566,508.0,1.0,95.259765625,1236.322648638161,,52833.25,1.000401021912694,
,,,0.0,,0.9795417785644531,,0.23902489244937897,0.3111043634125963,,0.10448502004146576,,8.131664276123047,8192.0,1899.9451853500213,8192.0,,,-1875.2008056640625,2.0,,,-3343.895263671875,,,0.10777026414871216,,1.0,0.0,0.0,2.0,-6.523842022154724e-10,,,,,,0.0,0.0007050917106425914,,,,,2.0,0.0,,372.86293536401354,16978732.0,,0.021960587832119238,457.18817138671875,0.7780262231826782,,0.0023872852325439453,0.09372389316558838,,117.63560222485103,8192.0,0.642329752445221,-43.64958953857422,2.2820188999176025,,,,92.3814769310411,0.0,0.0,0.07828575577228936,41.23192558949813,,,0.0,,8,,,7.131664276123047,,0.9371666794584892,0.0,0.00016864788042081442,-1875.2008056640625,1.0,0.9999999403953552,,,,2.8634271640330553,,87.0,,,0.0006497319400295964,0.9795418381690979,1899.9451853500213,,,,-0.0006667226552963257,457.18817138671875,,0.0006781136316931224,,,36.0,8.0,,5.19677996635437e-05,,,,5.760020576417446e-05,0.8254735469818115,8192.0,-7.747062991114717e-10,-7.747062991114717e-10,,0.18830968436596762,2234.108137818731,1e-05,10.505400657653809,-3343.895263671875,,8192.0,0.0,10.505400657653809,,0.01404637098312378,0.00439453125,,,11973.544102916,,,2.06115369216775e-09,1.3694732394069433,0.2608337104320526,,198.732421875,1.3685730742290616,,,,1.1253236169572745e-06,,8192.0,,-43.64958953857422,1.0,0.0,,0.3117540928069502,0.0,,0.22890633344650269,,484.0,192.2401237487793,,,0.0,,,,0.0,0.001529601402580738,1767849592.1370392,,,,,1.0,496.4912109375,0.17086446285247803,0.000649407936634816,8192.0,1.0,98.396484375,1313.4170343149453,,58776.74609375,1.0006500547751784,
,,,0.0,,0.9807461500167847,,0.25372543931007385,0.3865713004488498,,0.10434550791978836,,9.285253524780273,8192.0,1904.8734793150797,8192.0,,,-1786.07958984375,2.0,,,-3068.199462890625,,,0.12057340145111084,,1.0,0.0,0.0,2.0,2.541626820118381e-08,,,,,,0.0,0.0008065112087933812,,,,,2.0,0.0,,371.8310232521035,16974288.0,,0.02190554462444042,598.4359741210938,0.41301554441452026,,0.0023123621940612793,0.10393601655960083,,118.95291573507711,8192.0,0.7077999114990234,-35.77278137207031,2.180145502090454,,,,92.63143482408486,0.0,0.0,0.07854565065443242,90.57741662720218,,,0.0,,9,,,8.285253524780273,,0.9303154614365168,0.00048828125,0.00017018602323889384,-1786.07958984375,1.0,0.9999995231628418,,,,2.8887865720316768,,123.0,,,0.0006860667854198255,0.9807461500167847,1904.8734793150797,,,,-0.0007350444793701172,598.4359741210938,,0.0007164624767028727,,,37.0,9.0,,8.736108429729939e-05,,,,6.42568338662386e-05,0.835131049156189,8192.0,2.5068779052617174e-08,2.5068779052617174e-08,,0.1887754107806041,2227.744806193547,1e-05,9.981085777282715,-3068.199462890625,,8192.0,0.0,9.981085777282715,,0.01663738489151001,0.00244140625,,,15059.90156166,,,2.06115369216775e-09,1.4774210881441832,0.26004719734191895,,200.1171875,1.47639983240515,,,,5.07709492225672e-07,,8192.0,,-35.77278137207031,1.0,0.0,,0.38725736481137574,0.0,,0.2180272787809372,,1533.0,193.34323406219482,,,0.0,,,,0.0,0.0018619485199451447,1767851497.3125734,,,,,1.0,502.7037353515625,0.17467573285102844,0.0006864448696433101,8192.0,1.0,96.2265625,1317.777346889954,,68148.0859375,1.0006864229217172,
