perf/throughput,num_turns/min,response_length_non_aborted/min,training/rollout_actor_probs_pearson_corr,val-core/aime25/reward/best@8/std,timing_s/agent_loop/slowest/tool_calls,val-aux/aime24/reward/std@8,rollout_corr/ppl_ratio,rollout_corr/log_ppl_abs_diff,val-aux/num_turns/max,val-aux/beyondaime/reward/worst@4/mean,response/aborted_ratio,rollout_corr/rollout_is_veto_fraction,timing_s/testing,val-core/avg/reward/best@8/std,val-core/beyondaime/reward/best@8/mean,val-aux/hmmt25/reward/worst@4/mean,critic/rewards/min,perf/time_per_step,rollout_corr/rollout_rs_min,prompt_length/clip_ratio,timing_s/old_log_prob_pre,num_turns/max,rollout_corr/rollout_rs_max,val-aux/hmmt25/reward/worst@2/mean,rollout_corr/rollout_rs_ratio_fraction_high,rollout_corr/rollout_log_ppl,actor/lr,val-aux/brumo25/reward/best@4/std,val-aux/hmmt25/reward/worst@2/std,val-aux/hmmt25/reward/best@4/std,training/epoch,val-core/brumo25/reward/best@8/mean,val-core/brumo25/reward/mean@8,timing_s/agent_loop/generate_sequences/mean,val-aux/beyondaime/reward/best@4/mean,rollout_corr/rollout_ppl,val-aux/beyondaime/reward/worst@8/std,num_turns/mean,training/rollout_probs_diff_mean,val-aux/brumo25/reward/worst@2/std,distill/teacher_kl,prompt_length/min,rollout_corr/log_ppl_diff_max,perf/cpu_memory_used_gb,val-core/hmmt25/reward/best@8/mean,val-aux/hmmt25/reward/best@4/mean,val-aux/aime25/reward/worst@8/mean,val-aux/brumo25/reward/worst@8/std,critic/rewards/max,rollout_corr/log_ppl_diff_min,val-aux/beyondaime/reward/worst@2/std,val-aux/brumo25/reward/worst@8/mean,_step,val-core/aime24/reward/best@8/std,val-aux/aime25/reward/best@4/std,rollout_corr/rollout_rs_seq_fraction_low,rollout_corr/chi2_token,timing_s/start_profile,timing_s/agent_loop/tool_calls/min,val-aux/beyondaime/reward/worst@4/std,val-aux/aime24/reward/worst@4/std,val-aux/aime24/reward/best@4/std,training/global_step,response_length/min,rollout_corr/chi2_seq,val-aux/aime24/reward/worst@8/std,val-aux/aime24/reward/best@2/mean,timing_s/agent_loop/tool_calls/mean,val/generations,val-aux/aime25/reward/worst@4/std,response_length/clip_ratio,val-aux/aime25/reward/best@2/mean,val-aux/brumo25/reward/best@4/mean,timing_s/gen,response_length_non_aborted/max,val-aux/brumo25/reward/worst@2/mean,val-aux/aime25/reward/worst@8/std,critic/rewards/mean,critic/advantages/mean,timing_s/agent_loop/slowest/generate_sequences,val-aux/aime25/reward/std@8,critic/returns/min,critic/returns/max,val-aux/aime24/reward/best@2/std,val-aux/beyondaime/reward/best@4/std,perf/mfu/actor,rollout_corr/rollout_rs_seq_max,val-aux/beyondaime/reward/best@2/std,timing_s/agent_loop/slowest/response_length,rollout_corr/k3_kl,val-aux/brumo25/reward/worst@4/mean,val-aux/hmmt25/reward/worst@8/std,val-core/aime24/reward/mean@8,timing_per_token_ms/update_actor,timing_s/agent_loop/tool_calls/max,rollout_corr/training_log_ppl,val-aux/hmmt25/reward/best@2/mean,val-aux/hmmt25/reward/worst@4/std,val-aux/aime24/reward/worst@8/mean,perf/max_memory_allocated_gb,val-aux/aime24/reward/best@4/mean,critic/score/min,val-aux/aime25/reward/worst@2/std,val-aux/num_turns/min,val-aux/hmmt25/reward/best@2/std,val-core/avg/reward/best@8/mean,actor/pg_loss,rollout_corr/rollout_rs_masked_fraction,training/rollout_probs_diff_valid,critic/score/max,timing_s/agent_loop/generate_sequences/max,timing_s/stop_profile,rollout_corr/log_ppl_diff,timing_s/agent_loop/slowest/prompt_length,val-aux/aime24/reward/worst@2/std,val-core/aime25/reward/mean@8,val-aux/aime25/reward/best@2/std,val-aux/aime25/reward/best@4/mean,response_length/mean,val-aux/num_turns/mean,val-aux/brumo25/reward/best@2/std,rollout_corr/training_ppl,perf/total_num_tokens,timing_s/update_actor,timing_s/adv,val-aux/brumo25/reward/best@2/mean,actor/grad_norm,rollout_corr/rollout_rs_seq_fraction_high,val-aux/hmmt25/reward/worst@8/mean,val-core/hmmt25/reward/best@8/std,perf/max_memory_reserved_gb,response_length_non_aborted/mean,rollout_corr/kl,val-core/aime24/reward/best@8/mean,actor/is_ratio_mean,_runtime,adv/mean,val-aux/aime25/reward/worst@2/mean,timing_s/reward,response_length_non_aborted/clip_ratio,timing_s/step,val-aux/aime25/reward/worst@4/mean,critic/returns/mean,rollout_corr/rollout_is_catastrophic_token_fraction,training/rollout_probs_diff_std,prompt_length/max,critic/score/mean,_timestamp,rollout_corr/rollout_rs_seq_std,val-aux/beyondaime/reward/worst@8/mean,timing_per_token_ms/adv,val-aux/beyondaime/reward/best@2/mean,val-aux/brumo25/reward/std@8,rollout_corr/rollout_rs_eff_sample_size,timing_s/agent_loop/generate_sequences/min,rollout_corr/rollout_rs_seq_masked_fraction,rollout_corr/rollout_rs_mean,prompt_length/mean,val-core/beyondaime/reward/mean@8,val-aux/beyondaime/reward/std@8,val-aux/hmmt25/reward/std@8,critic/advantages/min,response_length/max,rollout_corr/rollout_rs_seq_max_deviation,val-aux/beyondaime/reward/worst@2/mean,val-aux/brumo25/reward/worst@4/std,val-core/beyondaime/reward/best@8/std,rollout_corr/rollout_rs_seq_min,timing_s/save_checkpoint,rollout_corr/rollout_rs_seq_mean,rollout_corr/rollout_rs_ratio_fraction_low,val-aux/aime24/reward/worst@4/mean,val-core/avg/reward/mean@8,val-core/hmmt25/reward/mean@8,actor/entropy,rollout_corr/rollout_rs_std,timing_per_token_ms/gen,critic/advantages/max,val-core/aime25/reward/best@8/mean,val-core/brumo25/reward/best@8/std,val-aux/aime24/reward/worst@2/mean,training/rollout_probs_diff_max
,,,,0.06635074394601173,,0.06705287166088378,,,2.0,0.007450000000000001,,,,0.047147570517608275,0.08789999999999999,3.3333333333333335e-05,,,,,,,,0.0012333333333333332,,,,0.08573667517343504,0.008982528062425168,0.03269433054178299,,0.3037,0.17083333333333334,,0.07376,,0.006392963993976461,,,0.08463883158210805,,,,,0.043500000000000004,0.026866666666666667,6.666666666666667e-05,0.020189619459854913,,,0.030917259868067072,0.0717,0,0.05746049007530512,0.10332364433882057,,,,,0.01620968195035906,0.009329742763954015,0.07626642703043712,,,,0.0,0.09886666666666666,,"{'_type': 'table-file', 'path': 'media/table/val/generations_0_a368b3305ee90dc06916.table.json', 'size': 33621, 'nrows': 1, '_latest_artifact_path': 'wandb-client-artifact://2f6h77guna8ls4bhnyo2y9t2rsm73n03fzknhcatfa9zdwp3cw6s4s8921j8pqq6ry9nazl2kryjyi5wyq5uc1b9pjqy528g8fjyp2ctiu7vsrs14zacsuzemmcvx10y:latest/val/generations.table.json', 'ncols': 31, 'log_mode': 'IMMUTABLE', 'sha256': 'a368b3305ee90dc069166bace49751b96569c390211780b6e51fd70b6735e6ec', 'artifact_path': 'wandb-client-artifact://m7uz1u3arn7cdivyrhdejpvyfo5qn9dgerluufyt0sbbm7oyal8ipva7bzs7k817c7ewbn86gjvsy4kktl0wo97d6xwygkgdrub3v558eql7qvudi7dxqh145zhtm161/val/generations.table.json'}",0.029757833560192636,,0.1368333333333333,0.26809999999999995,,,0.1214,0.002107130750570548,,,,0.1165236356034147,,,0.07741533986220595,0.03396813685307051,,,0.04137251283022286,,,0.08786666666666668,0.0,0.07083333333333333,,,,0.015966666666666667,0.001053565375285274,0.03333333333333333,,0.1334,,0.07593904878949577,2.0,0.028435128267573388,0.16789333333333334,,,,,,,,,0.037224624773251676,0.08333333333333333,0.12225239920245011,0.19246666666666665,,2.0,0.10920798564411846,,,,,0.21976666666666667,,,0.0,0.031744904698652814,,,,0.1687,,697.946280362,,0.030499999999999992,,,,0.005533333333333333,,,,,,1767196457.073153,,0.00198,,0.05582,0.11376148960901956,,,,,,0.0375,0.042435636021536605,0.022047927592204922,,,,0.0192,0.04764489972092398,0.022351694083518895,,,,,0.034466666666666666,0.07416666666666667,0.008333333333333333,,,,,0.23566666666666666,0.05783001978455281,0.044433333333333325,
2652.716261382483,2.0,2.0,0.9997072219848633,,0.0,,1.000305881490931,0.0021469183425324445,,,0.0,0.0,,,,,9.04864020084134e-13,488.9293170480523,0.0002492021885700524,0.0,36.8857799959369,2.0,2.8765029907226562,,2.082519813484396e-06,1.0298109378200024,1e-05,,,,0.0,,,0.0,,42.47952734353021,,2.0,0.0030147715006023645,,-0.9898128509521484,36.0,0.06595230102539062,335.1204833984375,,,,,16729.03125,-0.17780542373657227,,,1,,,0.0,0.0012756157666444778,0.0002425608690828085,0.0,,,,1.0,2.0,4.936766649829224,,,0.0,,,0.0234375,,,246.73208270291798,8192.0,,,1160.389892578125,-1.779508485011405e-10,0.0,,-0.1234022006392479,2011.47998046875,,,0.10055883862610725,1.1961419582366943,,937.0,0.0006654643525507709,,,,0.03235340104121419,0.0,1.0300889092031866,,,,153.72489500045776,,9.04864020084134e-13,,,,,2.754616118122444e-07,6.45581167191267e-06,1.0,16729.03125,0.0,4.876917228102684e-05,0.0002779755625397229,102.0,,,,,1172.332763671875,,,41.518312487751245,5187963.0,167.8482475259807,3.316520217107609,,0.4752909243106842,0.0,,,160.330078125,1172.332763671875,0.0006966126937157924,,1.0,1171.604957025,-2.8599242418714255e-10,,33.59162839804776,0.0234375,488.9293170480523,,-1.779508485011405e-10,0.0,0.009000848047435284,269.0,1160.389892578125,1767196946.740327,0.00811741966754198,,0.0006392721415144266,,,0.9986855403124583,0.0,0.0068359375,0.9999757409095764,94.259765625,,,,-0.1234022006392479,8192.0,0.19614195823669434,,,,0.9375584721565247,,1.0005097389221191,4.373291631054599e-06,,,,1.2492756843566895,0.036277685314416885,0.05138244596182074,2011.47998046875,,,,0.5601122379302979
2880.3684413040405,2.0,2.0,0.9996657967567444,,0.0,,1.0007755134720355,0.0017185924700697797,,,0.0,0.0,,,,,1.0221861551640288e-11,473.3339771570172,0.0006079236045479774,0.0,35.64313142793253,2.0,3.207887649536133,,2.7764506285166135e-06,1.1185930771753192,1e-05,,,,0.0,,,0.0,,35.99818129185587,,2.0,0.003582632401958108,,-0.9908366203308105,34.0,0.11285638809204102,366.188232421875,,,,,10503.8681640625,-0.12610101699829102,,,2,,,0.0,0.0015058927237987518,6.329594179987907e-05,0.0,,,,2.0,2.0,2.287475429708138,,,0.0,,,0.013916015625,,,234.88139770110138,8192.0,,,1219.7762451171875,3.7178960354822266e-08,0.0,,-0.2606898546218872,903.2283935546875,,,0.10543447429749613,1.1568793058395386,,823.0,0.0007453942130268842,,,,0.0302924183709333,0.0,1.1193546312861145,,,,160.83395910263062,,1.0221861551640288e-11,,,,,2.4954645667929487e-07,1.0907484465860762e-05,1.0,10503.8681640625,0.0,4.691188223659992e-05,0.0007615483164045145,65.0,,,,,1231.056884765625,,,36.05713721038774,5453505.0,165.1998550479766,4.146606990136206,,0.9671399593353271,0.0,,,167.5546875,1231.056884765625,0.0007401764551290269,,1.0,1751.577320872,3.711238605319522e-08,,32.77518137986772,0.013916015625,473.3339771570172,,3.7178960354822266e-08,0.0,0.00953104067593813,454.0,1219.7762451171875,1767197420.3988996,0.005182282067835331,,0.0007603563194929144,,,0.9985160232470249,0.0,0.0107421875,1.0000027418136597,100.365234375,,,,-0.2606898546218872,8192.0,0.15687930583953857,,,,0.8941554427146912,,1.0000596046447754,8.131034519465175e-06,,,,1.2007818222045898,0.03855103254318237,0.046581187226403364,903.2283935546875,,,,0.6346172094345093
3439.772571501959,2.0,2.0,0.9997138381004333,,0.0,,1.0008625891059637,0.0012620650895769359,,,0.0,0.0,,,,,1.4498369864668348e-06,579.649732229067,0.23093806207180023,0.0,47.82804594701156,2.0,14.971046447753906,,1.3205439017838216e-06,1.6940221725963056,1e-05,,,,0.0,,,0.0,,24.991629600524902,,2.0,0.004002424422651529,,-0.9977079033851624,38.0,0.08137035369873047,384.8726806640625,,,,,12508.478515625,-0.05274391174316406,,,3,,,0.0,0.001865775790065527,3.561587072908878e-05,0.0,,,,3.0,2.0,76.96973203355446,,,0.0,,,0.013671875,,,289.3763826370705,8192.0,,,1844.5506591796875,-1.5281758081187036e-08,0.0,,-0.41691431403160095,1857.673828125,,,0.1341250948744539,1.0557093620300293,,1618.0,0.0008976600968253479,,,,0.024257782929307966,0.0,1.6948820513207465,,,,165.46139240264893,,1.4498369864668348e-06,,,,,4.3700643800881345e-07,4.7539583647449035e-06,1.0,12508.478515625,0.0,5.0111906602978706e-05,0.0008598684717071592,78.0,,,,,1848.788330078125,,,26.072432540357113,7975453.0,193.466807636898,4.165193191030994,,1.1285113096237183,0.0,,,171.75,1848.788330078125,0.0008666355654440849,,1.0,2489.457785318,-1.5168918565677814e-08,,44.06656728219241,0.013671875,579.649732229067,,-1.5281758081187036e-08,0.0,0.009058351628482342,342.0,1844.5506591796875,1767198000.3711424,0.0021053736563771963,,0.0005222516126709033,,,0.9981947407231914,0.0,0.007568359375,1.0000261068344116,98.34375,,,,-0.41691431403160095,8192.0,0.07526379823684692,,,,0.9247362017631531,,1.0000221729278564,3.433414349274244e-06,,,,1.824137806892395,0.042528148740530014,0.03821342322853591,1857.673828125,,,,0.4565291106700897
3452.039632253589,2.0,4.0,0.9940379858016968,,0.0,,1.0008852467872202,0.0011391117550374474,,,0.0,0.0,,,,,1.5047975778579712,737.5509180750232,2.06115369216775e-09,0.0,61.713175629032776,2.0,5065.7001953125,,0.0021719580981880426,1.6914857802912593,1e-05,,,,0.0,,,0.0,,7.02398684900254,,2.0,0.009839664213359356,,-30.104381561279297,37.0,0.006959438323974609,398.00439453125,,,,,282625376.0,-0.06247901916503906,,,4,,,0.0,0.00178848160430789,3.5936012864112854e-05,0.0,,,,4.0,4.0,10.664407725213096,,,0.0,,,0.02587890625,,,385.9583026361652,8192.0,,,72016.3046875,-4.45186323361213e-08,0.0,,-0.49517858028411865,1789.888916015625,,,0.14768317198553382,1.9036928415298462,,5281.0,0.0009057893985300325,,,,0.02263448119502451,0.0,1.6923695574514568,,,,167.60076665878296,,1.5047975778579712,,,,,1.022789298071175e-06,0.010211734101176262,1.0,282625376.0,0.0,4.78401780128479e-05,0.0008837835594022181,115.0,,,,,2392.2197265625,,,7.026034236885607,10184220.0,230.5145360759925,4.185516818892211,,1.3704620599746704,0.0,,,174.818359375,2392.2197265625,0.000919739203482095,,1.0,5139.834204488,-4.4449404157376193e-08,,54.412550328997895,0.02587890625,737.5509180750232,,-4.45186323361213e-08,0.0,0.04397773742675781,541.0,72016.3046875,1767198738.251589,0.02146681770682335,,0.0004109805973252945,,,0.9906420165685504,0.0,0.07568359375,1.0011979341506958,94.162109375,,,,-0.49517858028411865,8192.0,0.9036928415298462,,,,0.8734322786331177,,1.0004472732543945,0.008039775304496288,,,,1.876810073852539,0.09658870846033096,0.03938940064043932,1789.888916015625,,,,0.9999952912330627
2722.838871470622,2.0,154.0,0.9399359226226807,,0.0,,1.000742400996387,0.0007816610814188607,,,0.0,0.0,,,,,136.9739990234375,2649.87916677678,2.06115369216775e-09,0.0,175.90483686397783,2.0,51215.3125,,0.020598353818058968,1.098337098956108,1e-05,,,,0.0,,,0.0,,3.0646504322066903,,2.0,0.07775142788887024,,-37.001731872558594,40.0,0.003494858741760254,496.82843017578125,,,,,640172736.0,-0.0021372437477111816,,,5,,,0.0,0.0017165374010801315,3.824103623628616e-05,0.0,,,,5.0,154.0,370.64846023730934,,,0.0,,,0.591796875,,,1686.235387871042,8192.0,,,257116.203125,3.309542151441747e-08,0.0,,-0.9958690404891968,1295.7296142578125,,,0.18469632629724178,7.2068400382995605,,2142.0,0.0007923672669676307,,,,0.021692009238703992,0.0,1.0990790638606995,,,,192.11554622650146,,136.9739990234375,,,,,2.157254225601535e-06,0.10271210223436356,1.0,640172736.0,0.0,5.036802031099796e-05,0.0007419667017529719,84.0,,,,,6948.76171875,,,3.066968785598874,28860776.0,626.0482196281664,5.067675448954105,,2.744715452194214,0.00146484375,,,198.947265625,6948.76171875,0.0007284815530965716,,1.0,8122.93171024,3.320057828659628e-08,,155.5147642090451,0.591796875,2649.87916677678,,3.309542151441747e-08,0.0,0.12319726496934891,494.0,257116.203125,1767201388.6278994,0.18592707812786102,,0.00017559040855152702,,,0.9210969834503343,0.0,0.979248046875,0.9962015748023987,97.326171875,,,,-0.9958690404891968,8192.0,6.2068400382995605,,,,0.8815309405326843,,0.9960798025131226,0.08211375027894974,,,,1.6127429008483887,0.2705230116844177,0.05924488105285177,1295.7296142578125,,,,0.9999996423721313
2551.527870589022,2.0,289.0,0.911174476146698,,0.0,,1.0005972050130367,0.0006516880348499399,,,0.0,0.0,,,,,279.167236328125,2982.615764351096,2.06115369216775e-09,0.0,187.58656969596632,2.0,149459.484375,,0.017785418778657913,0.6845937266480178,1e-05,,,,0.0,,,0.0,,2.015006013214588,,2.0,0.09515837579965591,,-1.3563458919525146,35.0,0.0036724209785461426,506.40771484375,,,,,2943378.5,-0.0011639595031738281,,,6,,,0.0,0.0016282172873616219,4.288088530302048e-05,0.0,,,,6.0,289.0,546.397309606662,,,0.0,,,0.71142578125,,,1961.951632355107,8192.0,,,9950.3427734375,-3.9343561297755514e-08,0.0,,-0.7893990278244019,2675.4248046875,,,0.18599300421406875,19.199750900268555,,8192.0,0.0006988979666857631,,,,0.021765904618777452,0.0,0.6851906190859154,,,,194.23998498916626,,279.167236328125,,,,,6.687464038090951e-07,0.094871386885643,1.0,2943378.5,0.0,4.7839945182204247e-05,0.0005968913865217473,78.0,,,,,7336.1396484375,,,2.016250896267593,30440909.0,662.5739000369795,4.368744228035212,,1.4475260972976685,0.00341796875,,,200.923828125,7336.1396484375,0.0005856507161752234,,1.0,11097.25125496,-3.9316635280783885e-08,,165.03137264191173,0.71142578125,2982.615764351096,,-3.9343561297755514e-08,0.0,0.1394932121038437,742.0,9950.3427734375,1767204371.7252996,0.33067598938941956,,0.0001435155688534393,,,0.9290335384708074,0.0,0.986083984375,0.9946935772895813,95.72265625,,,,-0.7893990278244019,8192.0,18.199750900268555,,,,0.8261300921440125,,0.994849681854248,0.07708597183227539,,,,1.1695548295974731,0.25358855724334717,0.06529211829343584,2675.4248046875,,,,0.9999994039535522
2557.624711915796,2.0,94.0,0.8794136643409729,,0.0,,1.0006101066246629,0.000651292510156054,,,0.0,0.0,,,,,74.57674407958984,2973.919205019949,2.06115369216775e-09,0.0,188.51792791392654,2.0,327978.90625,,0.01568196900188923,0.45629030477721244,1e-05,,,,0.0,,,0.0,,1.5949643906205893,,2.0,0.10278113931417465,,-1.171985387802124,39.0,0.0037230253219604492,502.73760986328125,,,,,402152.8125,-0.0016548633575439453,,,7,,,0.0,0.0014000697992742062,4.012812860310078e-05,0.0,,,,7.0,94.0,166.2862088601105,,,0.0,,,0.71533203125,,,1953.124243926024,8192.0,,,8593.74609375,-1.4801952552545572e-08,0.0,,-0.8556246757507324,1797.4940185546875,,,0.18612399261468246,40.99826431274414,,8192.0,0.0006479375788330799,,,,0.021751604285481518,0.0,0.4569000992923975,,,,194.23998498916626,,74.57674407958984,,,,,6.678720968489316e-07,0.09223468601703644,1.0,402152.8125,0.0,4.7839945182204247e-05,0.0006097936930018477,96.0,,,,,7332.6396484375,,,1.595964889973402,30424677.0,661.7855128659867,4.142254723934457,,1.4059923887252808,0.005615234375,,,200.923828125,7332.6396484375,0.0005984325082408759,,1.0,14108.991240525,-1.494074908237053e-08,,165.2331795960199,0.71533203125,2973.919205019949,,-1.4801952552545572e-08,0.0,0.15023353695869446,306.0,8593.74609375,1767207346.045135,0.7172303199768066,,0.0001361478664204824,,,0.9351123853837412,0.0,0.986083984375,1.0041557550430298,95.259765625,,,,-0.8556246757507324,8192.0,39.99826431274414,,,,0.8175205588340759,,1.0027343034744263,0.07655271887779236,,,,0.9150493741035461,0.2410796880722046,0.06502937502408977,1797.4940185546875,,,,0.9999876618385315
2548.000798186771,2.0,748.0,0.8998045325279236,,0.0,,1.0006975196301937,0.0007328677966143005,,,0.0,0.0,,,,,738.4339599609375,3011.320583360968,2.06115369216775e-09,0.0,188.7556449729018,2.0,162819.21875,,0.019083043560385704,0.629309520823881,1e-05,,,,0.0,,,0.0,,1.8955082762986422,,2.0,0.09411478042602539,,-1.186200737953186,36.0,0.003011941909790039,502.15875244140625,,,,,352210.84375,-0.0016685128211975098,,,8,,,0.0,0.0015398431569337845,3.9999838918447495e-05,0.0,,,,8.0,748.0,3425.696489397902,,,0.0,,,0.726318359375,,,1983.167184266029,8192.0,,,8771.5009765625,-1.4309469520412677e-07,0.0,,-1.0689959526062012,957.2858276367188,,,0.186686008871863,20.918384552001953,,8192.0,0.0007288383333161619,,,,0.0217038437030972,0.0,0.6300066618714482,,,,194.23998498916626,,738.4339599609375,,,,,9.023884235959123e-07,0.10305528342723846,1.0,352210.84375,0.0,4.8672081902623177e-05,0.0006971410839469172,87.0,,,,,7394.61865234375,,,1.8968583145178854,30691389.0,666.1211315908004,4.717679813038558,,1.4447107315063477,0.00341796875,,,200.923828125,7394.61865234375,0.0006911565112659446,,1.0,17384.288100185,-1.432384948429899e-07,,167.44091416196898,0.726318359375,3011.320583360968,,-1.4309469520412677e-07,0.0,0.1467687338590622,484.0,8771.5009765625,1767210357.7849998,0.3425283133983612,,0.00015371346208296717,,,0.9271174693605354,0.0,0.991455078125,0.996104896068573,98.396484375,,,,-1.0689959526062012,8192.0,19.918384552001953,,,,0.8411161303520203,,0.9958926439285278,0.08397223800420761,,,,1.0631965398788452,0.2594808340072632,0.0654762197497147,957.2858276367188,,,,0.9999978542327881
2440.4962177009247,2.0,200.0,0.9112368226051331,,0.0,,1.000765808392316,0.0007980996160767972,,,0.0,0.0,,,,,193.15121459960938,3274.8583841400687,2.06115369216775e-09,0.0,196.91515814187005,2.0,95213.2890625,,0.02201157808303833,0.8218136930372566,1e-05,,,,0.0,,,0.0,,2.2947651417925954,,2.0,0.08659756928682327,,-1.815606951713562,37.0,0.004796624183654785,513.8654174804688,,,,,9908806.0,-0.002320408821105957,,,9,,,0.0,0.0017070728354156017,6.508897058665752e-05,0.0,,,,9.0,200.0,499.5166600877419,,,0.0,,,0.82568359375,,,2199.5278364741243,8192.0,,,13996.0322265625,-3.1475935191593862e-09,0.0,,-0.6540012359619141,2636.842529296875,,,0.186968781775712,12.562033653259277,,8192.0,0.0008062452855028823,,,,0.021846169079897594,0.0,0.8225790741853416,,,,195.63120412826538,,193.15121459960938,,,,,4.0947650709055594e-07,0.1119719073176384,1.0,9908806.0,0.0,4.710420034825802e-05,0.0007653764041606337,123.0,,,,,7708.7333984375,,,2.2965418491512537,31969118.0,698.4027134708595,4.5312076800037175,,1.2844195365905762,0.00146484375,,,202.470703125,7708.7333984375,0.000761531910143276,,1.0,21890.378098454,-3.069230203323059e-09,,174.34302084706724,0.82568359375,3274.8583841400687,,-3.1475935191593862e-09,0.0,0.14252999424934387,1533.0,13996.0322265625,1767213633.0817444,0.2029588520526886,,0.000141737033955012,,,0.9205346878595235,0.0,0.995849609375,0.9951186180114746,96.2265625,,,,-0.6540012359619141,8192.0,11.562033653259277,,,,0.8285506367683411,,0.9951282739639282,0.08996032923460007,,,,1.2160428762435913,0.2747603952884674,0.06966048414782836,2636.842529296875,,,,0.9999960660934448
